ec5_uuid;date;1_TIme;2_NC;4_MZ_Behavior;5_Contact;6_AR;7_3M;8_Occurence;9_Notes;11_SB_Behavior;12_Contact;13_AR;14_3M;15_Occurence;16_Notes;18_GG_Behavior;19_Contact;20_AR;21_3M;22_Occurence;23_Notes;25_MS_Behavior;26_Contact;27_AR;28_3M;29_Occurence;30_Notes;highlight;msm;corrected_msm
e34c114d-420a-4505-b99f-81987f55a5b7;2025-03-24;1900-01-01 09:32:00;NO;M;;;;;;E;;;;;;E;;MS;;;;E;;GG;;;;red;572;572.0
50423435-3dbc-4a97-81fd-c84f31a5929b;2025-03-24;1900-01-01 09:34:00;Yes;M;;;;;;E;;;;;;E;;MS;;;;E;;GG;;;;green;574;574.0
8d4f485a-6671-45d2-a245-e1009b2d234d;2025-03-24;1900-01-01 09:36:00;NO;E;;;;;;E;;;;;;E;;MS;;;;E;;GG;;;;red;576;576.0
05a43710-f122-4878-a0e7-6188830738e3;2025-03-24;1900-01-01 09:38:00;Yes;E;;;;;;E;;;;;;E;;MS;;;;E;;GG;;;;green;578;578.0
313d15b8-07a5-4a29-9e03-577e47759b22;2025-03-24;1900-01-01 09:40:00;NO;E;;;;;;E;;;GG, MS;;;E;;MS;SB;;;E;;GG;SB;;;red;580;580.0
3d5257d4-8ec0-4c04-ba41-9f308d94af72;2025-03-24;1900-01-01 09:42:00;Yes;E;;;;;;E;;;GG, MS;;;E;;MS;SB;;;E;;GG;SB;;;green;582;582.0
c93d7a69-d107-4aa7-b7a6-b3f55f368832;2025-03-24;1900-01-01 09:44:00;Yes;E;;;;;;E;;;GG, MS;;;E;;MS;SB;;;E;;GG;SB;;;green;584;584.0
c0285205-5cb2-4fed-8ad5-f5a12d440c53;2025-03-24;1900-01-01 09:46:00;Yes;E;;;;;;E;;;GG, MS;;;E;;MS;SB;;;E;;GG;SB;;;green;586;586.0
f228c758-43fe-450d-80f6-d2fe57bfcda4;2025-03-24;1900-01-01 09:48:00;NO;M;;;;;;E;;;MS, GG;;;E;;MS;SB;;;E;;GG;SB;;;;588;588.0
7c1dd3a4-972b-4418-b6a6-738b283fffd5;2025-03-24;1900-01-01 09:50:00;NO;E;;;;;;E;;GG;MS;;;E;;SB, MS;;;;E;;GG;SB;;;;590;590.0
