ec5_uuid;date;1_TIme;2_NC;4_MS_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NH_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_MN_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_NY_Behavior;23_Contact;24_AR;25_3M;26_Notes;highlight;msm;corrected_msm
602e30ac-99d3-4518-87bd-9a54ecf12419;2025-05-15;1900-01-01 09:54:00;Yes;RL;;NH;;;RS;;MS;;;RS;;;;;RS;;;;;green;594;594.0
a6dd10cd-bc8c-442e-b07a-16a8c0b67800;2025-05-15;1900-01-01 09:56:00;Yes;RL;;NH;;;RS;;MS;;;RS;;;;;RS;;;;;green;596;596.0
d30ed9bc-aec9-4b53-bca0-bf3dd83d48d1;2025-05-15;1900-01-01 09:58:00;NO;RL;;;NH;;RS;;;MS;;RS;;;;;RL;;;;;red;598;598.0
8a58f833-8aee-4ecc-8957-864eb56aaa41;2025-05-15;1900-01-01 10:00:00;Yes;RL;;;NH;;RS;;;MS;;RS;;;;;RL;;;;;green;600;600.0
9a40dde1-e63f-4aa8-9308-d0e9bf3c582e;2025-05-15;1900-01-01 10:02:00;;RL;;;;;RS;;;;;M;;;;;RL;;;;;red;602;602.0
f6d464af-b139-4683-a7d7-fa345f33318b;2025-05-15;1900-01-01 10:04:00;Yes;RL;;;;;RS;;;;;M;;;;;RL;;;;;green;604;604.0
f33184de-d557-4933-ad3a-1d4fd35a83ef;2025-05-15;1900-01-01 10:06:00;;M;;;;;RS;;;;;RS;;;;;RL;;;;;red;606;606.0
47f86ecc-8fcc-4688-8c7a-999191f2de19;2025-05-15;1900-01-01 10:08:00;Yes;M;;;;;RS;;;;;RS;;;;;RL;;;;;green;608;608.0
f7ff862f-b8d8-4d6d-bef4-6a7bd942dd7a;2025-05-15;1900-01-01 10:10:00;;M;;NY;;;RS;;;;;M;;;;;M;;MS;;;;610;610.0
c76b39ba-b94c-4841-bc5b-cb102268ea54;2025-05-15;1900-01-01 10:12:00;;M;;;;;RS;;;MN;;RS;;;NH;;RS;;;;;;612;612.0
6871c1bf-7fc5-471d-85a1-9d2800e8987e;2025-05-15;1900-01-01 10:14:00;;RS;;;;;RS;;;MN;;RS;;;NH;;RS;;;;;;614;614.0
37f7e3c8-1a20-467e-a067-94162b192bc9;2025-05-15;1900-01-01 10:16:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;616;616.0
1df5bb0e-3594-4146-b4d3-99cf3746b4ec;2025-05-15;1900-01-01 10:18:00;;E;;;;;RS;;;;;RS;;;NY;;RS;;;MN;;;618;618.0
aed09527-efeb-40f5-a399-4f3bff3d0f5c;2025-05-15;1900-01-01 10:20:00;;E;;;;;RS;;;;;M;;;;;RS;;;;;;620;620.0
01ac98a6-c927-48aa-baa0-f2199b5bf3cc;2025-05-15;1900-01-01 10:22:00;;GM;NH;;;;GM;MS;;;;M;;;;;RL;;;;;red;622;622.0
e7d66663-e20c-4c7e-901d-172a41ce069f;2025-05-15;1900-01-01 10:24:00;Yes;GM;NH;;;;GM;MS;;;;M;;;;;RL;;;;;green;624;624.0
150c5f7f-a3d0-4491-a221-9e214c8f48e8;2025-05-15;1900-01-01 10:26:00;Yes;GM;NH;;;;GM;MS;;;;M;;;;;RL;;;;;green;626;626.0
a789f16d-5a66-4a51-8e55-40ec2a495a8b;2025-05-15;1900-01-01 10:28:00;;E;;;NH;;RS;;;MS;;GG;NY;;;;GR;MN;;;;;628;628.0
4e7dfab7-6087-44f6-aa87-05eb126bb2d9;2025-05-15;1900-01-01 10:30:00;;RL;;;;;RS;;;;;M;;;;Displayed toward cage a;RS;;;;;;630;630.0
d9b1b2fa-cea3-42e0-9951-c94b94984aca;2025-05-15;1900-01-01 10:46:00;;M;;;;;M;;;;;M;;;;;RS;;;;AG towards MS;;646;645.0
a856812a-f0ae-4913-b752-b1d807c597b3;2025-05-15;1900-01-01 10:48:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;648;647.0
98082331-b079-42ba-b2af-04bd733035e8;2025-05-15;1900-01-01 10:50:00;;RS;;;;;RS;;;;;RS;;;;;RL;;;;;;650;649.0
48914387-f846-45fa-b6d2-a95900cc3fc9;2025-05-15;1900-01-01 10:52:00;;RS;;;;;RS;;;;;M;;;;;RL;;;;;;652;651.0
9c766938-7eff-4315-b891-568c4b2de179;2025-05-15;1900-01-01 10:54:00;;RS;;;;;GG;NY;;;;M;;;;;GR;NH;;;;;654;653.0
27320bbb-536e-4ca6-89e2-862f44c32039;2025-05-15;1900-01-01 10:56:00;;RS;;;;;RS;;;;;RS;;;;;RL;;;;;red;656;655.0
21c90608-d721-4664-9022-59b598459859;2025-05-15;1900-01-01 10:58:00;Yes;RS;;;;;RS;;;;;RS;;;;;RL;;;;;green;658;657.0
c78ee816-eca5-47a4-b0a0-2efa5021e4fd;2025-05-15;1900-01-01 11:00:00;Yes;RS;;;;;RS;;;;;RS;;;;;RL;;;;;green;660;659.0
c0b07f7f-2de7-4efd-9e9e-58de86afae03;2025-05-15;1900-01-01 11:02:00;Yes;RS;;;;;RS;;;;;RS;;;;;RL;;;;;green;662;661.0
f17454b0-89b0-4fa3-8d07-5b1797a17611;2025-05-15;1900-01-01 11:04:00;Yes;RS;;;;;RS;;;;;RS;;;;;RL;;;;;green;664;663.0
79396718-cfb2-4f98-bf9d-c792446171c7;2025-05-15;1900-01-01 11:06:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;666;665.0
bde06490-53ae-47d5-8957-921e9b3cb3ec;2025-05-15;1900-01-01 11:08:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;668;667.0
bd2e0ce2-ed14-438e-9d9e-1c68530ac56a;2025-05-15;1900-01-01 11:10:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;670;669.0
b2acf665-be05-4356-885a-61b0ef40c112;2025-05-15;1900-01-01 11:12:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;672;671.0
527c8260-7c7a-492f-ae9c-143ab1e6df9a;2025-05-15;1900-01-01 11:14:00;;M;;;;;M;;;;;RS;;;;;RL;;;;;;674;673.0
c8b233f8-53ba-4c07-96fe-125c88fc465a;2025-05-15;1900-01-01 11:16:00;;GR;NH;;;;GG;MS;;;;RS;;;;;M;;;;;;676;675.0
127f202c-3520-4cbd-bdb2-05dcfc492087;2025-05-15;1900-01-01 11:18:00;;GR;NH;;;;GG;MS;;;;RS;;;;;RS;;;;;;678;677.0
8832fcd8-7cc6-4dd4-a469-23298c5398d2;2025-05-15;1900-01-01 11:20:00;;RS;;NH;;;RS;;MS;;;RS;;;;;RS;;;;;;680;679.0
442a3c7f-839f-4e71-9f53-f8d39df0ee9e;2025-05-15;1900-01-01 11:22:00;;RL;;;;;RS;;;;;RS;;;;;RS;;;;;red;682;681.0
123436ba-f7c2-4285-bb96-b505e19b65c6;2025-05-15;1900-01-01 11:24:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;684;683.0
a4558af8-76ed-4a5f-8fc8-d29943fc25fb;2025-05-15;1900-01-01 11:26:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;686;685.0
7508c156-281e-4a50-8f37-243ec4478ab3;2025-05-15;1900-01-01 11:28:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;688;687.0
bb58ae8c-0eee-46b7-9826-d6f9c080cfe5;2025-05-15;1900-01-01 11:30:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;690;689.0
ddcdf498-b261-4298-8f84-82a4e82fda53;2025-05-15;1900-01-01 11:32:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;692;691.0
95c98552-7252-4cf5-bc10-4fdc3a478538;2025-05-15;1900-01-01 11:34:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;694;693.0
e68d2ada-ea6b-45fb-b942-035dc36db450;2025-05-15;1900-01-01 11:36:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;696;695.0
075a58f6-5f5d-43fa-a37b-13fdc82769e6;2025-05-15;1900-01-01 11:38:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;698;697.0
364d6e67-fd40-4da3-b774-07c212f96e8e;2025-05-15;1900-01-01 11:40:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;700;699.0
a34e2964-2dcd-464f-8086-2176e4ad86e8;2025-05-15;1900-01-01 11:42:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;702;701.0
a2379827-bc52-43d3-8344-ae3e67305138;2025-05-15;1900-01-01 11:44:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;704;703.0
ebd799e8-f8a1-49c1-b6e8-5c9678b563e8;2025-05-15;1900-01-01 11:46:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;706;705.0
fb27696c-258f-44a1-8933-2b8ddfbbe12e;2025-05-15;1900-01-01 13:17:00;;E;;NH;MN;;E;;MS;MN;;E;;;NH, MS;;E;;;;;red;797;797.0
f4acbb09-3a16-4d80-b7c2-a2b012e75603;2025-05-15;1900-01-01 13:19:00;Yes;E;;NH;MN;;E;;MS;MN;;E;;;NH, MS;;E;;;;;green;799;799.0
097fc2d4-4be9-40e5-a50d-34b1bc3d258f;2025-05-15;1900-01-01 13:21:00;;E;;;NH, MN;;E;;;MS;;E;;;MS;;E;;;;;;801;801.0
aeb74a61-6a87-43af-8ecd-b4f334c25100;2025-05-15;1900-01-01 13:23:00;;E;;;;;E;;;MN;;E;;;NH;;E;;;;;;803;803.0
d4754d3b-ebad-48aa-ac4c-da5eadc9df76;2025-05-15;1900-01-01 13:25:00;;M;;;;;E;;;MN;;E;;;NH;;E;;;;;;805;805.0
8725326d-c74b-44d6-affa-45ceb074dcd5;2025-05-15;1900-01-01 13:27:00;;RS;;;;;E;;;;;E;;;;;E;;;;;red;807;807.0
f164b9f7-5281-4028-a009-325f3c1fd27a;2025-05-15;1900-01-01 13:29:00;Yes;RS;;;;;E;;;;;E;;;;;E;;;;;green;809;809.0
4e448a06-8c42-4198-bf99-290933193431;2025-05-15;1900-01-01 13:31:00;;RS;;;;;E;;;;;E;;;;;RS;;;;;red;811;811.0
e2e2e581-2802-4ef5-bdf5-ca9791d15a54;2025-05-15;1900-01-01 13:33:00;Yes;RS;;;;;E;;;;;E;;;;;RS;;;;;green;813;813.0
cdfc4f7c-88b3-493f-9a21-db9e1e0bf877;2025-05-15;1900-01-01 13:35:00;Yes;RS;;;;;E;;;;;E;;;;;RS;;;;;green;815;815.0
6de60af9-2319-4786-8efc-ca507353c2e7;2025-05-15;1900-01-01 13:37:00;Yes;RS;;;;;E;;;;;E;;;;;RS;;;;;green;817;817.0
b65709bb-3a86-491a-b150-1afdf6383d74;2025-05-15;1900-01-01 13:39:00;;RS;;;;;E;;;MN, NY;;E;;;NH;;E;;;NH;;;819;819.0
621932fe-1183-4ef2-aa42-e9ad5dac57c1;2025-05-15;1900-01-01 13:41:00;;RS;;;;;E;;;MN;;E;;;NH;;RS;;;;;;821;821.0
84cf77a5-2aa7-41d0-8987-4788c0f3e74e;2025-05-15;1900-01-01 13:43:00;;RS;;;;;RS;;MN;;;RS;;NH;;;RS;;;;;;823;823.0
7e9a8115-b141-4b74-baaf-52f0a2b8b9a4;2025-05-15;1900-01-01 13:45:00;;RS;;;;;RS;;;;;E;;;;;RS;;;;;red;825;825.0
3e1e3798-fd7c-4f66-a6c6-92f42e066b49;2025-05-15;1900-01-01 13:47:00;Yes;RS;;;;;RS;;;;;E;;;;;RS;;;;;green;827;827.0
8bbdd120-efae-49ea-a71e-5e04fa7901e8;2025-05-15;1900-01-01 13:49:00;Yes;RS;;;;;RS;;;;;E;;;;;RS;;;;;green;829;829.0
4b8bdf8d-5677-47fa-bcbe-996e9f033a54;2025-05-15;1900-01-01 13:51:00;Yes;RS;;;;;RS;;;;;E;;;;;RS;;;;;green;831;831.0
853f14ba-bc5c-4ac9-800c-b5549c6eb374;2025-05-15;1900-01-01 13:53:00;;M;;;;;RS;;;;;RS;;;;;RS;;;;;;833;833.0
d5047508-9255-4d49-ad69-a4fc9d56d711;2025-05-15;1900-01-01 13:55:00;NO;E;;;;;RS;;;;;RS;;;;;RS;;;;;;835;835.0
d19175b8-4bd8-423e-85dc-ea32f61572b8;2025-05-15;1900-01-01 13:57:00;;RS;;;NH;;RS;;;MS;;RS;;;;;RS;;;;;;837;837.0
2f635cdb-9af9-4773-94eb-aa1983fa95b7;2025-05-15;1900-01-01 13:59:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;839;839.0
9462dba2-5df7-45c4-aa03-8fca109b04ba;2025-05-15;1900-01-01 14:01:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;841;841.0
b0a805b5-8dd4-489f-bdd9-5c05a2c722c6;2025-05-15;1900-01-01 14:03:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;843;843.0
c481d991-47dc-4f69-bf61-2e05f71736f5;2025-05-15;1900-01-01 14:05:00;;E;;;;;RS;;;;;M;;;;;RS;;;;;;845;845.0
a2c5f74c-589c-4a8f-b74c-53ce88198537;2025-05-15;1900-01-01 14:07:00;;RS;;;;;RS;;;;;RS;;NY;;;RS;;MN;;;red;847;847.0
be87e3de-b9ee-4f0f-8b95-2d4850e03cb4;2025-05-15;1900-01-01 14:09:00;Yes;RS;;;;;RS;;;;;RS;;NY;;;RS;;MN;;;green;849;849.0
0a67a16f-c62f-4f04-a6b0-35f4568a7725;2025-05-15;1900-01-01 14:11:00;Yes;RS;;;;;RS;;;;;RS;;NY;;;RS;;MN;;;green;851;851.0
0ee33e9f-4f85-4f3b-8ad9-809fffd85a5a;2025-05-15;1900-01-01 14:13:00;Yes;RS;;;;;RS;;;;;RS;;NY;;;RS;;MN;;;green;853;853.0
5cc5d131-b89d-47ef-b168-1f321ae80ff5;2025-05-15;1900-01-01 14:15:00;Yes;RS;;;;;RS;;;;;RS;;NY;;;RS;;MN;;;green;855;855.0
2aa94e54-72f7-459b-ab43-ff828393afed;2025-05-15;1900-01-01 14:17:00;;RS;;;;;RL;;;;;RS;;;;;RL;;;;;red;857;857.0
52fb4e5d-99a4-4ec8-afca-a7d1f790e961;2025-05-15;1900-01-01 14:19:00;Yes;RS;;;;;RL;;;;;RS;;;;;RL;;;;;green;859;859.0
59a8650f-12f9-44b1-8cde-6374fc8eae21;2025-05-15;1900-01-01 14:21:00;Yes;RS;;;;;RL;;;;;RS;;;;;RL;;;;;green;861;861.0
78306ae5-e1ac-43f4-8775-584a2aab16a4;2025-05-15;1900-01-01 14:23:00;Yes;RS;;;;;RL;;;;;RS;;;;;RL;;;;;green;863;863.0
7d68d6df-35f6-4b81-a160-1e655f6e5fb3;2025-05-15;1900-01-01 14:25:00;;RS;;;;;RS;;;;;RS;;;;;E;;;;;red;865;865.0
8d591a95-e7eb-4afd-ba2a-a260ec7b6554;2025-05-15;1900-01-01 14:27:00;Yes;RS;;;;;RS;;;;;RS;;;;;E;;;;;green;867;867.0
436bf563-0c85-4759-b152-e859ec327088;2025-05-15;1900-01-01 14:29:00;Yes;RS;;;;;RS;;;;;RS;;;;;E;;;;;green;869;869.0
3d03a54d-cec2-4479-8d8e-6bec75deb0eb;2025-05-15;1900-01-01 14:31:00;;DS;;;;;M;;;;;RS;;;;;M;;;;;;871;871.0
12140fb7-bac2-4e9f-b097-165bc3de06b6;2025-05-15;1900-01-01 14:33:00;;RS;;;;;M;;NY;;;E;;;;;RS;;NH;;;;873;873.0
15d924db-a3a0-4336-bd1a-a2e2f506b679;2025-05-15;1900-01-01 14:35:00;;RS;;;;;RS;;;;;E;;;;;RS;;;;;;875;875.0
93918218-ab17-4b4b-b351-7968b8779d7d;2025-05-15;1900-01-01 14:37:00;;RS;;;NH;;RS;;;MS;;E;;;;;RS;;;;;;877;877.0
82e90bc9-e79e-415c-88e7-3d38d1cafbe0;2025-05-15;1900-01-01 14:39:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;879;879.0
4e49eb91-3f42-4d43-b042-87b1c41e236a;2025-05-15;1900-01-01 14:41:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;881;881.0
acbbd5c3-ba26-4559-ae41-7bf10d29d99b;2025-05-15;1900-01-01 14:43:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;883;883.0
7166897a-8ffa-48de-bdd9-aa8c1a5214c8;2025-05-15;1900-01-01 14:45:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;885;885.0
