ec5_uuid;date;1_TIme;2_NC;4_MS_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NH_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_MN_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_NY_Behavior;23_Contact;24_AR;25_3M;26_Notes;highlight;msm;corrected_msm
1d96af9a-d723-4a09-affb-16caee9665ce;2025-04-30;1900-01-01 11:22:00;Yes;RL;;;NH;;RS;;MS;;;RS;;;;;RL;;;;;green;682;681.0
2eea2219-c06d-446c-a17d-3e8d89abc9b0;2025-04-30;1900-01-01 11:24:00;;RL;;;NH;;RL;;;MS;;RS;;;;;RL;;;;;red;684;683.0
20ec9cdb-9f78-4f63-9f7c-8367fe29b458;2025-04-30;1900-01-01 11:26:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RL;;;;;green;686;685.0
eb4df537-092a-48f2-a33d-86393485d9cb;2025-04-30;1900-01-01 11:28:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RL;;;;;green;688;687.0
fe016cbb-cddd-47dd-bf81-34d3f50b8960;2025-04-30;1900-01-01 11:30:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RL;;;;;green;690;689.0
b90ddb3c-a9be-4065-ab79-0c15cb758047;2025-04-30;1900-01-01 11:32:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RL;;;;;green;692;691.0
a77574ce-957b-421c-84e1-28180d6cb089;2025-04-30;1900-01-01 11:34:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RL;;;;;green;694;693.0
14a65268-0b40-4c92-a8d5-b07bcf6c19fa;2025-04-30;1900-01-01 11:36:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RL;;;;;green;696;695.0
bfaced48-8638-49e1-99f3-0a947e7e2194;2025-04-30;1900-01-01 11:38:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RL;;;;;green;698;697.0
1087661b-5cea-4cd4-bfe4-0b0916d0a8e0;2025-04-30;1900-01-01 11:40:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RL;;;;;green;700;699.0
0823473c-bc04-4229-a427-e195a3b09434;2025-04-30;1900-01-01 11:42:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RL;;;;;green;702;701.0
90203e7a-6593-45f0-825d-ff496347cc3c;2025-04-30;1900-01-01 11:44:00;;RS;;;;;RS;;;;;M;;;;;M;;;;;;704;703.0
7fd7cd10-1d41-44dd-a8a9-79b508535c77;2025-04-30;1900-01-01 11:46:00;;RS;;;;;RS;;;;;RS;;;NY;;RS;;;MN;;;706;705.0
14b4f314-6807-4296-a002-f7864aa0cdb3;2025-04-30;1900-01-01 13:18:00;;M;NY;;;;M;;;;;M;;;;;AG;MS;;;Towards MS;;798;797.0
d88118f9-705c-4381-9018-c18c092208e7;2025-04-30;1900-01-01 13:20:00;;RS;;NY, NH;;;RS;;NY, MS;;;RS;;;;;RS;;NH, MS;;;;800;799.0
05cb2753-ed6a-4e90-bd9f-8199f48132aa;2025-04-30;1900-01-01 13:22:00;;RS;;;;;RS;;;NY, MN;;RS;;;NY, NH;;RS;;;NH, MN;;;802;801.0
9c4e858e-b8f1-4878-8dfc-692e885c5c75;2025-04-30;1900-01-01 13:24:00;;RS;;;;;E;;;MN;;M;;;NH;;RL;;;;;;804;803.0
e49d37a8-6aad-444a-a0d9-ed75f9aaad62;2025-04-30;1900-01-01 13:26:00;;RS;;;;;M;;;;;AG;;;;Towards cage c;M;;;;;;806;805.0
4baaa44a-79e9-4ac4-993d-c49de25958d3;2025-04-30;1900-01-01 13:28:00;;RS;;;;;RS;;;;;AG;;;;;RS;;;;;;808;807.0
9ae2d14a-c09d-4835-86d7-278f979a56e3;2025-04-30;1900-01-01 13:30:00;;RS;;;;;RS;;;;;RS;;;;;RL;;;;;;810;809.0
1914dc75-3a5b-4863-a163-09fbc85d5c1d;2025-04-30;1900-01-01 13:32:00;;RS;;;MN;;RS;;;;;RS;;;MS;;RL;;;;;red;812;811.0
47f0714b-5cf2-4e9c-a57f-8ecc2539f315;2025-04-30;1900-01-01 13:34:00;Yes;RS;;;MN;;RS;;;;;RS;;;MS;;RL;;;;;green;814;813.0
ce8f999b-99d2-40ef-928a-9561acb7e879;2025-04-30;1900-01-01 13:36:00;;RS;;;;;E;;;;;RS;;;;;M;;;;;;816;815.0
d860867c-e6a6-4d90-b094-2990d59d0d09;2025-04-30;1900-01-01 13:38:00;;RS;;;;;E;;;MN;;RS;;;NH;;RS;;;;;red;818;817.0
813718e9-63c9-41ca-8018-bceeaa43abc0;2025-04-30;1900-01-01 13:40:00;Yes;RS;;;;;E;;;MN;;RS;;;NH;;RS;;;;;green;820;819.0
9b7422a3-aec3-4654-85b3-145df46aa1fa;2025-04-30;1900-01-01 13:42:00;Yes;RS;;;;;E;;;MN;;RS;;;NH;;RS;;;;;green;822;821.0
17e3a64a-f25e-4e9e-b29f-da2acca96314;2025-04-30;1900-01-01 13:44:00;;RS;;;;;RS;;;NY;;RS;;;;;RS;;;NH;;red;824;823.0
532ff3ae-d7a4-4711-9ec5-893140a803ef;2025-04-30;1900-01-01 13:46:00;Yes;RS;;;;;RS;;;NY;;RS;;;;;RS;;;NH;;green;826;825.0
cf024506-bf53-473c-a794-9ce2e6d60e7c;2025-04-30;1900-01-01 13:48:00;;RS;;;NY, MN;;RS;;;;;RS;;;NY, MS;;E;;;MN, MS;;;828;827.0
c99f0d9d-efda-4b43-b5da-26a0f2608bba;2025-04-30;1900-01-01 13:50:00;;RS;;;;;RL;;;;;RS;;;;;RS;;;;;;830;829.0
9e7f0c72-71c3-4b08-ac75-84e2afe11614;2025-04-30;1900-01-01 13:52:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;832;831.0
1fb02bd2-e97a-4180-8595-ca753b4da229;2025-04-30;1900-01-01 13:54:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;834;833.0
d7478dc9-b703-489e-a262-7d9f3e45caf8;2025-04-30;1900-01-01 13:56:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;836;835.0
1a889edf-4872-4e2e-9289-4627e9e5145c;2025-04-30;1900-01-01 13:58:00;;RS;;;;AG TOWARDS NY;RS;;;;;RS;;;;;RS;;;;;red;838;837.0
6cfec718-8c34-4e0c-936b-c66b4bdb8810;2025-04-30;1900-01-01 14:00:00;Yes;RS;;;;AG TOWARDS NY;RS;;;;;RS;;;;;RS;;;;;green;840;839.0
fd515867-0db2-4aa5-8f50-2e372f5b56b4;2025-04-30;1900-01-01 14:02:00;;RS;;;;;RL;;;;;M;;;;;RL;;;;;;842;841.0
1f5bd553-f8b2-4704-a3d2-54c9ff9c51ec;2025-04-30;1900-01-01 14:04:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;844;843.0
38e342a0-9431-4915-bb6b-ac503af0b31c;2025-04-30;1900-01-01 14:06:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;846;845.0
1acdd472-2b89-4582-9c29-136dbd362335;2025-04-30;1900-01-01 14:08:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;848;847.0
1d7d4fd4-1c42-434b-a111-679bdc8c21e5;2025-04-30;1900-01-01 14:10:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;850;849.0
060d7a02-82f6-4314-8f11-2b1163f59c9c;2025-04-30;1900-01-01 14:12:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;852;851.0
08ac2b30-b709-4e0c-a047-c1a1f63b53bd;2025-04-30;1900-01-01 14:14:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;854;853.0
bb2b5a15-57b9-4407-bec5-2bbdbdf31e78;2025-04-30;1900-01-01 14:16:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;856;855.0
8e9c3bd4-df00-4bbb-b3f7-894b619a9289;2025-04-30;1900-01-01 14:18:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;858;857.0
7d9cbd4a-2de8-4134-ac95-b7f0c264d2b1;2025-04-30;1900-01-01 14:20:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;860;859.0
dde630b1-c698-46db-ba79-5097b3d36ed0;2025-04-30;1900-01-01 14:22:00;;GR;MN;;;;RL;;;;;GG;MS;;;;RS;;;;;red;862;861.0
1175c86b-dbe2-4a98-b3b6-f78d1f3b9a26;2025-04-30;1900-01-01 14:24:00;Yes;GR;MN;;;;RL;;;;;GG;MS;;;;RS;;;;;green;864;863.0
3cddffcd-6975-4772-b2ac-f8127d706fd4;2025-04-30;1900-01-01 14:26:00;;GR;MN;;NH;;RS;;;MN, MS;;GG;MS;;;;RS;;;;;red;866;865.0
96895181-342a-4fac-aa46-e6d201775d08;2025-04-30;1900-01-01 14:28:00;Yes;GR;MN;;NH;;RS;;;MN, MS;;GG;MS;;;;RS;;;;;green;868;867.0
0705284c-5ca7-42ce-8777-8b757eba360c;2025-04-30;1900-01-01 14:30:00;;GR;MN;;NY;;RS;;;;;GG;MS;;NY;;RS;;;MS, MN;;;870;869.0
fdf40863-3df9-4d8b-a66e-07dd7110c109;2025-04-30;1900-01-01 14:32:00;;GR;MN;;;;RS;;;;;GG;MS;;;;RS;;;;;red;872;871.0
e765206d-11fa-4454-88e2-82f805d28b20;2025-04-30;1900-01-01 14:34:00;Yes;GR;MN;;;;RS;;;;;GG;MS;;;;RS;;;;;green;874;873.0
729fab64-a967-46e2-8d45-bd896d37a038;2025-04-30;1900-01-01 14:36:00;;RL;;;MN, NH;;RS;;;MS, MN;;RS;;;NH, MS;;RS;;;;;red;876;875.0
14d512dd-2429-49fa-8e47-2c9002d54eeb;2025-04-30;1900-01-01 14:38:00;Yes;RL;;;MN, NH;;RS;;;MS, MN;;RS;;;NH, MS;;RS;;;;;green;878;877.0
09d7c630-827c-4540-a2ac-3079f755a368;2025-04-30;1900-01-01 14:40:00;Yes;RL;;;MN, NH;;RS;;;MS, MN;;RS;;;NH, MS;;RS;;;;;green;880;879.0
fff60028-0561-428d-8e88-f39c347c5179;2025-04-30;1900-01-01 14:42:00;;RL;;;NH;;SD;;;MS;;RS;;;;;RS;;;;;red;882;881.0
60b1a1cb-f880-48ac-b1ac-579015f1f577;2025-04-30;1900-01-01 14:44:00;Yes;RL;;;NH;;SD;;;MS;;RS;;;;;RS;;;;;green;884;883.0
d366dbf6-9db1-4ca1-a801-14168084fdff;2025-04-30;1900-01-01 14:46:00;Yes;RL;;;NH;;SD;;;MS;;RS;;;;;RS;;;;;green;886;885.0
