ec5_uuid;date;1_TIme;2_NC;4_LN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_MN_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NH_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_NR_Behavior;23_Contact;24_AR;25_3M;26_Notes;highlight;msm;corrected_msm
3bc1fb67-6d63-4c7e-8d10-4d3f0cf36c32;2025-04-26;1900-01-01 10:58:00;Yes;RL;;NH, NR;;;RS;;;;;RS;;NR, LN;;;RL;;NH, LN;;;green;658;657.0
7fb751d8-29fd-4f41-997c-70fe38ee83ce;2025-04-26;1900-01-01 11:00:00;;RL;;;NR, NH, MN;;RS;NR;NH;LN;;SD;;MN, NR;LN;;RS;MN;NH;LN;;red;660;659.0
724fb08f-f7ab-462f-ba2f-26b938f07573;2025-04-26;1900-01-01 11:02:00;Yes;RL;;;NR, NH, MN;;RS;NR;NH;LN;;SD;;MN, NR;LN;;RS;MN;NH;LN;;green;662;661.0
97451994-8432-429a-bb2a-8cc57cb4074f;2025-04-26;1900-01-01 11:04:00;Yes;RL;;;NR, NH, MN;;RS;NR;NH;LN;;SD;;MN, NR;LN;;RS;MN;NH;LN;;green;664;663.0
92b4580c-7038-41f9-a748-741cf918cc13;2025-04-26;1900-01-01 11:06:00;Yes;RL;;;NR, NH, MN;;RS;NR;NH;LN;;SD;;MN, NR;LN;;RS;MN;NH;LN;;green;666;665.0
28c4a042-6b83-4d54-bf9a-33a8400b7ed8;2025-04-26;1900-01-01 11:08:00;Yes;RL;;;NR, NH, MN;;RS;NR;NH;LN;;SD;;MN, NR;LN;;RS;MN;NH;LN;;green;668;667.0
4e2870d6-1fea-4f0b-b23c-295fe75dcc62;2025-04-26;1900-01-01 11:10:00;Yes;RL;;;NR, NH, MN;;RS;NR;NH;LN;;SD;;MN, NR;LN;;RS;MN;NH;LN;;green;670;669.0
661e0a79-1811-408b-abf8-6954c4345393;2025-04-26;1900-01-01 11:12:00;Yes;RL;;;NR, NH, MN;;RS;NR;NH;LN;;SD;;MN, NR;LN;;RS;MN;NH;LN;;green;672;671.0
a42b60f0-6944-4955-90e4-1dde9b61db26;2025-04-26;1900-01-01 11:14:00;Yes;RL;;;NR, NH, MN;;RS;NR;NH;LN;;SD;;MN, NR;LN;;RS;MN;NH;LN;;green;674;673.0
06bfcc0e-3ff4-441d-a112-ff0d310c0923;2025-04-26;1900-01-01 11:16:00;;RS;;;NR, NH, MN;;GM;NR;NH;LN;;RL;;MN, NR;LN;;GM;MN;NH;LN;;red;676;675.0
583d4be6-272d-4c2d-8432-650c63da4658;2025-04-26;1900-01-01 11:18:00;Yes;RS;;;NR, NH, MN;;GM;NR;NH;LN;;RL;;MN, NR;LN;;GM;MN;NH;LN;;green;678;677.0
203424bb-97ab-4fb6-9027-de487d35a3b9;2025-04-26;1900-01-01 11:20:00;Yes;RS;;;NR, NH, MN;;GM;NR;NH;LN;;RL;;MN, NR;LN;;GM;MN;NH;LN;;green;680;679.0
b349d3fd-77bb-41e2-8b73-55c4f3a38517;2025-04-26;1900-01-01 11:22:00;Yes;RS;;;NR, NH, MN;;GM;NR;NH;LN;;RL;;MN, NR;LN;;GM;MN;NH;LN;;green;682;681.0
b9183bbc-6342-46b1-9900-6c06b5020e7a;2025-04-26;1900-01-01 11:24:00;Yes;RS;;;NR, NH, MN;;GM;NR;NH;LN;;RL;;MN, NR;LN;;GM;MN;NH;LN;;green;684;683.0
afcb627a-3d8a-4f90-8551-8493a1e94eae;2025-04-26;1900-01-01 11:26:00;Yes;RS;;;NR, NH, MN;;GM;NR;NH;LN;;RL;;MN, NR;LN;;GM;MN;NH;LN;;green;686;685.0
36ca493b-1386-46fb-bf03-4c58d9b125da;2025-04-26;1900-01-01 11:28:00;NO;RS;;;;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;red;688;687.0
3739c51a-5c7c-42f4-bdaf-0e67b42d78ef;2025-04-26;1900-01-01 11:30:00;Yes;RS;;;;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;green;690;689.0
b7754797-0249-4136-a843-fd7263acf424;2025-04-26;1900-01-01 11:32:00;Yes;RS;;;;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;green;692;691.0
46a09f68-49ae-4873-b158-4e83766a7ccd;2025-04-26;1900-01-01 11:34:00;Yes;RS;;;;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;green;694;693.0
3a1d8cf7-8c2f-4980-a41d-28d09409915a;2025-04-26;1900-01-01 11:36:00;Yes;RS;;;;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;green;696;695.0
031d5e82-58d1-42ab-aa01-f266006ed554;2025-04-26;1900-01-01 11:38:00;Yes;RS;;;;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;green;698;697.0
18d723e4-0a74-48ea-a630-28b39cedda7d;2025-04-26;1900-01-01 11:40:00;Yes;RS;;;;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;green;700;699.0
9dd68658-139c-4dfe-838d-06bebc265bf7;2025-04-26;1900-01-01 11:42:00;Yes;RS;;;;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;green;702;701.0
126088eb-426f-4782-855b-2628b34d8410;2025-04-26;1900-01-01 11:44:00;Yes;RS;;;;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;green;704;703.0
90399055-47d9-42f6-9da7-b6d6ca27b927;2025-04-26;1900-01-01 13:16:00;;E;;;;;E;;;NH;;E;;;MN;;E;;;;;red;796;795.0
3447caa2-e424-4e76-b920-9d0bbc4c2e42;2025-04-26;1900-01-01 13:18:00;Yes;E;;;;;E;;;NH;;E;;;MN;;E;;;;;green;798;797.0
98e75d1b-8b4f-4465-ae95-52e088e250ff;2025-04-26;1900-01-01 13:20:00;Yes;E;;;;;E;;;NH;;E;;;MN;;E;;;;;green;800;799.0
f45e2eb3-4e96-4e66-af57-1046460303d0;2025-04-26;1900-01-01 13:22:00;;RS;;;;;E;;NR;NH;;RS;;;MN;;E;;MN;;;red;802;801.0
9f2a60b6-55bd-4d8f-a50f-34af7e809ceb;2025-04-26;1900-01-01 13:24:00;Yes;RS;;;;;E;;NR;NH;;RS;;;MN;;E;;MN;;;green;804;803.0
161dfcfe-8ba8-4767-85eb-2c0850bf28ee;2025-04-26;1900-01-01 13:26:00;;RS;;;;;E;;NH, NR;;;RS;;MN, NR;;;E;;;MN, NH;;red;806;805.0
cc2684b2-12af-4ae4-9c15-61de28081c89;2025-04-26;1900-01-01 13:28:00;Yes;RS;;;;;E;;NH, NR;;;RS;;MN, NR;;;E;;;MN, NH;;green;808;807.0
d154a9fe-a2ec-41e2-b7a2-7523e50759ed;2025-04-26;1900-01-01 13:30:00;Yes;RS;;;;;E;;NH, NR;;;RS;;MN, NR;;;E;;;MN, NH;;green;810;809.0
c13864d1-3031-4cdd-b815-d4fda9743fbf;2025-04-26;1900-01-01 13:32:00;Yes;RS;;;;;E;;NH, NR;;;RS;;MN, NR;;;E;;;MN, NH;;green;812;811.0
71da2b7a-f5e8-4456-8405-a2eef9d50e73;2025-04-26;1900-01-01 13:34:00;Yes;RS;;;;;E;;NH, NR;;;RS;;MN, NR;;;E;;;MN, NH;;green;814;813.0
87e063dc-f6c9-49db-959c-f3377af93400;2025-04-26;1900-01-01 13:36:00;Yes;RS;;;;;E;;NH, NR;;;RS;;MN, NR;;;E;;;MN, NH;;green;816;815.0
4aa43fd7-6234-408b-aa4e-85ed8cdce427;2025-04-26;1900-01-01 13:38:00;;RS;;;;;E;;;NR, NH;;E;;;MN, NR;;E;;;MN, NH;;red;818;817.0
8720e355-7067-4e9c-97f4-c40a19ca888c;2025-04-26;1900-01-01 13:40:00;Yes;RS;;;;;E;;;NR, NH;;E;;;MN, NR;;E;;;MN, NH;;green;820;819.0
71abd2e5-eb34-433d-a745-da71d6a52595;2025-04-26;1900-01-01 13:42:00;;RS;;;;;M;;;;;E;;;NR;;E;;;NH;;;822;821.0
e5b58efb-0320-4c81-bdc5-80c1d7d8b462;2025-04-26;1900-01-01 13:44:00;;RS;;;;;M;;;;;RS;;;;;E;;;;;red;824;823.0
4b32fba0-57a3-47e9-ae08-1537099fd600;2025-04-26;1900-01-01 13:46:00;Yes;RS;;;;;M;;;;;RS;;;;;E;;;;;green;826;825.0
b1d9be7b-3b32-439a-937e-32b83ade3309;2025-04-26;1900-01-01 13:48:00;Yes;RS;;;;;M;;;;;RS;;;;;E;;;;;green;828;827.0
b24aa1a0-8e24-4bae-b7a9-383c6770c0c5;2025-04-26;1900-01-01 13:50:00;;RS;;;;;RS;;;;;RS;;NR;;;E;;NH;;;;830;829.0
f933836d-4717-4cd4-854c-5e7e82919a38;2025-04-26;1900-01-01 13:52:00;;RS;;;;;RS;;;NR, NH;;RS;;;MN, NR;;M;;;MN, NH;;red;832;831.0
4df4cb16-1562-4321-88b1-e7d72012eaea;2025-04-26;1900-01-01 13:54:00;Yes;RS;;;;;RS;;;NR, NH;;RS;;;MN, NR;;M;;;MN, NH;;green;834;833.0
5cd8c793-c25f-43c7-ab83-fba79eabe09b;2025-04-26;1900-01-01 13:56:00;;RS;;;;;M;;;;;RS;;;;;RS;;;;;;836;835.0
b9e67f7a-6459-4013-9800-2e55dd65c7f3;2025-04-26;1900-01-01 13:58:00;;RS;;;;;RS;;;;;RS;;;;;M;;;;;red;838;837.0
c7622270-7bdc-4213-aee9-e7e89a5c28cd;2025-04-26;1900-01-01 14:00:00;Yes;RS;;;;;RS;;;;;RS;;;;;M;;;;;green;840;839.0
413841c3-b4e1-48dc-a82b-88e54f3edda8;2025-04-26;1900-01-01 14:02:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;842;841.0
f4f1f0ee-517c-436f-b0e3-7398baf398a5;2025-04-26;1900-01-01 14:04:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;844;843.0
dc5e5364-7af3-4253-ab6c-cf6a83acedd6;2025-04-26;1900-01-01 14:06:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;846;845.0
8e1575db-824c-4ad3-99ce-7f7247540a06;2025-04-26;1900-01-01 14:08:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;848;847.0
f04c1f48-a01c-49c0-8465-e62e06054d88;2025-04-26;1900-01-01 14:10:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;850;849.0
8e34539f-0baf-4770-b355-4bec265b9f8a;2025-04-26;1900-01-01 14:12:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;852;851.0
cfbfe015-a954-42a0-b1f1-3c85d23ceaaa;2025-04-26;1900-01-01 14:14:00;;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;red;854;853.0
e3bbe163-ce8c-4b61-8bc4-3be27bc24111;2025-04-26;1900-01-01 14:16:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;856;855.0
d8cc20a7-bc9b-4487-b938-52d042a43740;2025-04-26;1900-01-01 14:18:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;858;857.0
1d95b69c-8cd7-490e-ad41-4067e6734346;2025-04-26;1900-01-01 14:20:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;860;859.0
9cacd445-7d27-4e7f-a62b-baf68b10d188;2025-04-26;1900-01-01 14:22:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;862;861.0
cfee859b-ba2e-446c-9990-2265b9986b2a;2025-04-26;1900-01-01 14:24:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;864;863.0
484ef8f9-9d2b-4174-aba4-a48a404899ca;2025-04-26;1900-01-01 14:26:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;866;865.0
d02bd7a1-9d08-478b-8501-86c14778c4d2;2025-04-26;1900-01-01 14:28:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;868;867.0
ab04f496-68ae-4c05-a569-3de47c7ad51f;2025-04-26;1900-01-01 14:30:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;870;869.0
a757d0b9-6fdb-4a43-b1d3-31d5c7b0e0ec;2025-04-26;1900-01-01 14:32:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;872;871.0
538d9b34-9d03-491f-9048-48fd94e00dbb;2025-04-26;1900-01-01 14:34:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;874;873.0
41b5197f-0e45-40fe-b007-d588bacd1bc2;2025-04-26;1900-01-01 14:36:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;876;875.0
0f9e6eac-be2a-46ec-9eee-c8c46a45e9ea;2025-04-26;1900-01-01 14:38:00;;RL;;NH;;;RS;;;;;RS;;LN;;;RS;;;;;red;878;877.0
418732d3-bd76-45cc-9843-087e132daf8e;2025-04-26;1900-01-01 14:40:00;Yes;RL;;NH;;;RS;;;;;RS;;LN;;;RS;;;;;green;880;879.0
6b456e6d-0b38-46b5-accb-b37dab4a434b;2025-04-26;1900-01-01 14:42:00;Yes;RL;;NH;;;RS;;;;;RS;;LN;;;RS;;;;;green;882;881.0
e7d32610-2646-45bc-aaa4-9af096f88fa5;2025-04-26;1900-01-01 14:44:00;Yes;RL;;NH;;;RS;;;;;RS;;LN;;;RS;;;;;green;884;883.0
c73413b0-5f3a-4785-a454-55199b189b58;2025-04-26;1900-01-01 14:46:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;886;885.0
