ec5_uuid;date;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight;msm;corrected_msm
423e8c15-243b-4ca6-9677-4a4ff0244753;2025-03-12;1900-01-01 09:33:00;NO;M;;;NY;;RS;;;ST;;RS;;;;;RS;;;;;RS;;;;;;573;572.0
32e1e66f-eea7-4e19-9655-ef80e822f682;2025-03-12;1900-01-01 09:35:00;NO;E;;SR;;;RS;;;;;E;;ST;;;RS;;;;;RS;;;;;;575;574.0
1eb930ae-ea07-4bd7-b2e4-5910b9f3c9c5;2025-03-12;1900-01-01 09:37:00;NO;E;;SR;TN;;RS;TK;;;;E;;TN, ST;;;RS;;NY;;;RS;;SR;ST;;red;577;576.0
d9a8e04c-8d72-44f2-bf42-f7f796005717;2025-03-12;1900-01-01 09:39:00;Yes;E;;SR;TN;;RS;TK;;;;E;;TN, ST;;;RS;;NY;;;RS;;SR;ST;;green;579;578.0
8bb72d3b-9900-453c-a890-f63c17a8610b;2025-03-12;1900-01-01 09:41:00;NO;M;;;SR, TN;;RS;;;TK;;E;;TN;ST;;RS;;;NY;;RS;;SR;ST;;;581;580.0
d5f673a0-9b3e-4161-af9e-10468f362001;2025-03-12;1900-01-01 09:43:00;NO;RS;;;TK;;RS;;;TK;;E;;TN;;;RS;;;NY, ST;;RS;;SR;;;;583;582.0
dcb62778-628b-459f-95f1-5599a54d4381;2025-03-12;1900-01-01 09:45:00;NO;RS;;;TK;;RS;;;TK;;GG;TN;;;;RS;;;NY, ST;;GR;SR;;;;;585;584.0
59ace8d4-27ab-475f-877d-968b63b7aef6;2025-03-12;1900-01-01 09:47:00;NO;RS;;;;;RS;;;TK;;GG;TN;;;;RS;;;NY;;GR;SR;;;;;587;586.0
6ee24f84-f010-454c-abf8-caa500a66043;2025-03-12;1900-01-01 09:49:00;NO;M;;;NY;;RS;;;ST;;RS;;TN;;;RS;;;;;RS;;SR;;;;589;588.0
661d80b2-457e-4d9c-a605-4baeb062c3bd;2025-03-12;1900-01-01 09:51:00;NO;GG;SR;TN;;;RS;;;;;GR;ST;TN;;;RS;;;;;RS;;ST, SR;;;;591;590.0
11768b2f-c3ec-4fc8-9121-47f2b60cd29c;2025-03-12;1900-01-01 09:53:00;NO;GG;SR;TN;;;RS;;;TK;;GR;ST;TN;;;RS;;;NY;;RS;;ST, SR;;;red;593;592.0
c82c1bcb-c707-44bb-8cd7-958ada5b8a32;2025-03-12;1900-01-01 09:55:00;Yes;GG;SR;TN;;;RS;;;TK;;GR;ST;TN;;;RS;;;NY;;RS;;ST, SR;;;green;595;594.0
3ab77880-1f66-4212-b493-80ae1e028afa;2025-03-12;1900-01-01 09:57:00;Yes;GG;SR;TN;;;RS;;;TK;;GR;ST;TN;;;RS;;;NY;;RS;;ST, SR;;;green;597;596.0
6993cfbb-d90d-4d25-898d-dcbae57c582b;2025-03-12;1900-01-01 09:59:00;NO;GM;SR;TN;;;RS;;;TK;;GM;ST;TN;;;RS;;;NY;;RS;;ST, SR;;;red;599;598.0
