ec5_uuid;date;1_TIme;2_NC;4_MZ_Behavior;5_Contact;6_AR;7_3M;8_Occurence;9_Notes;11_SB_Behavior;12_Contact;13_AR;14_3M;15_Occurence;16_Notes;18_GG_Behavior;19_Contact;20_AR;21_3M;22_Occurence;23_Notes;25_LN_Behavior;26_Contact;27_AR;28_3M;29_Occurence;30_Notes;32_NR_Behavior;33_Contact;34_AR;35_3M;36_Occurence;37_Notes;highlight;msm;corrected_msm
096d9b8e-084c-4cb5-b0be-6bef52c5e5d2;2025-05-01;1900-01-01 09:51:00;NO;RS;;;;;;RS;;;GG, NR, LN;;;E;;LN, NR;SB;;;RS;;GG, NR;SB;;;E;;GG, LN;SB;;;red;591;590.0
8c14c4ab-2353-4612-a4ca-4275e5222adc;2025-05-01;1900-01-01 09:53:00;Yes;RS;;;;;;RS;;;GG, NR, LN;;;E;;LN, NR;SB;;;RS;;GG, NR;SB;;;E;;GG, LN;SB;;;green;593;592.0
da66a850-5f2d-4ffa-893e-49e1bc6d3097;2025-05-01;1900-01-01 09:55:00;NO;M;;;;;;M;;;;;;E;;NR, LN;;;;RS;;NR, GG;;;;E;;LN, GG;;;;;595;594.0
ff429a11-7a8d-4637-bec9-5dd4f1c13ac5;2025-05-01;1900-01-01 09:57:00;NO;E;;;;;;PL;;NR;;;;RS;;LN;;;;RS;;GG;;;;PL;;SB;;;;;597;596.0
ed22109a-9cc3-4140-b390-794a746149f7;2025-05-01;1900-01-01 09:59:00;NO;M;;;;;;RS;;;;;;RS;;LN;;;;RS;;GG;;;;E;;;;;;;599;598.0
b37fbb5e-a748-401b-bb67-8e1cd61e5afa;2025-05-01;1900-01-01 10:01:00;NO;E;;;NR;;;RS;;;;;;RS;;LN;;;;RS;;GG;;;;E;;;MZ;;;;601;600.0
a4c0131e-f028-4e20-9c39-a26e87519b32;2025-05-01;1900-01-01 10:03:00;NO;E;;NR;;;;E;;;;;Playing with NR;RS;;LN;;;;RS;;GG;;;;E;;MZ;;;;;603;602.0
10645830-8a9f-4a48-874f-290df3f93a46;2025-05-01;1900-01-01 10:05:00;NO;GG;SB;;;;;GR;MZ;;;;;E;;LN;;;;RS;;GG;;;;E;;;;;;;605;604.0
3b30d759-47c6-47bd-ae72-4f2b4037fafa;2025-05-01;1900-01-01 10:07:00;NO;E;;;;;;PL;;NR;;;;E;;LN;;;;RS;;GG;;;;PL;;SB;;;;red;607;606.0
8cc8fee1-6801-49dc-a859-5f039d1014ee;2025-05-01;1900-01-01 10:09:00;Yes;E;;;;;;PL;;NR;;;;E;;LN;;;;RS;;GG;;;;PL;;SB;;;;green;609;608.0
86dda5ca-d65a-41fb-b49a-f26d8997d245;2025-05-01;1900-01-01 10:11:00;NO;M;;;;;;DS;;;;;;E;;LN;;;;RS;;GG;;;;M;;;;;;red;611;610.0
a35848db-2ae4-494c-90dd-c37ff729d02c;2025-05-01;1900-01-01 10:13:00;Yes;M;;;;;;DS;;;;;;E;;LN;;;;RS;;GG;;;;M;;;;;;green;613;612.0
fced8104-977f-4c68-9ebf-21cc27e9cb03;2025-05-01;1900-01-01 10:15:00;NO;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;M;;;;;;;615;614.0
88773ee1-7b1b-435d-b921-eb903936a676;2025-05-01;1900-01-01 10:17:00;NO;M;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;E;;;;;;red;617;616.0
719e61b8-7690-4c55-837c-cefd351f6ced;2025-05-01;1900-01-01 10:19:00;Yes;M;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;E;;;;;;green;619;618.0
dc618d0c-81de-449a-90f6-ed383e6d39ea;2025-05-01;1900-01-01 10:21:00;NO;E;;;;;;RL;;;;;;M;;;;;;RS;;;;;;M;;;;;;;621;620.0
1510cc40-dc85-432e-832a-5039d8a0d235;2025-05-01;1900-01-01 10:23:00;NO;E;;;;;;RL;;;;;;RS;;LN;;;;RL;;GG;;;;SD;;;;;;red;623;622.0
cda484df-a16d-4410-86e9-55899d356ae7;2025-05-01;1900-01-01 10:25:00;Yes;E;;;;;;RL;;;;;;RS;;LN;;;;RL;;GG;;;;SD;;;;;;green;625;624.0
e7b9b7af-8bf5-4828-b44a-f746b668d6ff;2025-05-01;1900-01-01 10:27:00;Yes;E;;;;;;RL;;;;;;RS;;LN;;;;RL;;GG;;;;SD;;;;;;green;627;626.0
071e595f-1853-495c-bb91-76ece4948214;2025-05-01;1900-01-01 10:29:00;NO;RS;;;;;;RL;;;;;;RS;;LN;;;;RL;;GG;;;;RS;;;;;;;629;628.0
c8194cce-bd38-417d-a2f6-270549970629;2025-05-01;1900-01-01 10:31:00;NO;RL;;;;;;RL;;;;;;RS;;LN;;;;RL;;;;;;RL;;;;;;;631;630.0
963a3263-5b81-47e1-9c80-050642ad8643;2025-05-01;1900-01-01 10:45:00;NO;GG;SB;;;;;GR;MZ;;;;;RS;;NR, LN;;;;RL;;GG, NR;;;;RL;;GG, LN;;;;red;645;645.0
646656a2-802c-43c6-8d95-34651804c4c8;2025-05-01;1900-01-01 10:47:00;Yes;GG;SB;;;;;GR;MZ;;;;;RS;;NR, LN;;;;RL;;GG, NR;;;;RL;;GG, LN;;;;green;647;647.0
7e4ad37d-9ea3-4112-9c2d-b578b41ca22f;2025-05-01;1900-01-01 10:49:00;Yes;GG;SB;;;;;GR;MZ;;;;;RS;;NR, LN;;;;RL;;GG, NR;;;;RL;;GG, LN;;;;green;649;649.0
a1b221cc-665a-468c-82c6-e6881e6dd6cc;2025-05-01;1900-01-01 10:51:00;NO;GG;SB;;;;;GR;MZ;;;;;RS;;LN, NR;;;;RS;;GG, NR;;;;RL;;GG, LN;;;;;651;651.0
a347f704-186e-423e-a821-0487347d0d00;2025-05-01;1900-01-01 10:53:00;NO;SD;;SB;;;;RL;;MZ;;;;RL;;LN, NR;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;;653;653.0
72577169-5f9a-40d6-9e05-eff57bf722c5;2025-05-01;1900-01-01 10:55:00;NO;GG;SB;;;;;GR;MZ;;;;;RL;;NR, LN;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;red;655;655.0
b2780d1f-3aec-4491-90c7-62d5d4d2ed9c;2025-05-01;1900-01-01 10:57:00;Yes;GG;SB;;;;;GR;MZ;;;;;RL;;NR, LN;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;green;657;657.0
9278ca35-8b3a-48ac-b0eb-0304496ac747;2025-05-01;1900-01-01 10:59:00;Yes;GG;SB;;;;;GR;MZ;;;;;RL;;NR, LN;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;green;659;659.0
edced377-9024-45fe-b11b-cb666c44766a;2025-05-01;1900-01-01 11:01:00;Yes;GG;SB;;;;;GR;MZ;;;;;RL;;NR, LN;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;green;661;661.0
1d12d508-e5fe-4b90-9679-c1bd9464b15a;2025-05-01;1900-01-01 11:03:00;Yes;GG;SB;;;;;GR;MZ;;;;;RL;;NR, LN;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;green;663;663.0
1abac6e2-2f87-4584-8de1-537b48e1fbe3;2025-05-01;1900-01-01 11:05:00;NO;RL;;;;;;RL;;;;;;RL;;NR, LN;;;;RS;;GG, NR;;;;RL;;LN, GG;;;;red;665;665.0
3e9a3c71-2cff-4ce5-b2c7-9f7459c6df73;2025-05-01;1900-01-01 11:07:00;Yes;RL;;;;;;RL;;;;;;RL;;NR, LN;;;;RS;;GG, NR;;;;RL;;LN, GG;;;;green;667;667.0
384634fe-b916-406a-9569-7298046287c5;2025-05-01;1900-01-01 11:09:00;Yes;RL;;;;;;RL;;;;;;RL;;NR, LN;;;;RS;;GG, NR;;;;RL;;LN, GG;;;;green;669;669.0
67161806-b2e4-4907-87ec-d3cfc3557731;2025-05-01;1900-01-01 11:11:00;NO;RS;;;;;;RL;;;;;;RL;;LN, NR;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;red;671;671.0
70b706e6-3a91-4613-be63-c6b37983b199;2025-05-01;1900-01-01 11:13:00;Yes;RS;;;;;;RL;;;;;;RL;;LN, NR;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;green;673;673.0
a07721ab-db07-4950-a87d-ca938da4c613;2025-05-01;1900-01-01 11:15:00;Yes;RS;;;;;;RL;;;;;;RL;;LN, NR;;;;RS;;NR, GG;;;;RL;;GG, LN;;;;green;675;675.0
c133738b-6ef2-4398-9d1f-045a900eed73;2025-05-01;1900-01-01 11:17:00;NO;M;;;;;;RL;;;;;;RS;;NR, LN;;;;RS;;NR, GG;;;;RS;;LN, GG;;;;red;677;677.0
ed928b76-879a-4b33-a106-99d16a9f421e;2025-05-01;1900-01-01 11:19:00;Yes;M;;;;;;RL;;;;;;RS;;NR, LN;;;;RS;;NR, GG;;;;RS;;LN, GG;;;;green;679;679.0
6e6db7a4-e78c-45f6-964c-9f222718c01f;2025-05-01;1900-01-01 11:21:00;NO;DS;;;;;;RL;;;;;;RS;;;;;;RS;;;NR;;;RS;;;LN;;;;681;681.0
bc28b665-e656-4360-b1d7-a137526f61b3;2025-05-01;1900-01-01 11:23:00;NO;SD;;;GG;;;RL;;;;;;RS;;;MZ;;;RS;;;;;;RS;;;;;;;683;683.0
ccc94b5f-113f-4b97-a19e-abe2c21d6fc4;2025-05-01;1900-01-01 11:25:00;NO;DS;;;;;;RL;;;;;;RS;;;;;;RS;;NR;;;;RS;;LN;;;;red;685;685.0
81a7fe4b-a545-4667-8d74-8617db7d4cdb;2025-05-01;1900-01-01 11:27:00;Yes;DS;;;;;;RL;;;;;;RS;;;;;;RS;;NR;;;;RS;;LN;;;;green;687;687.0
ca6e18a0-d393-4794-a4fa-0c49131e422f;2025-05-01;1900-01-01 11:29:00;NO;GG;SB;;;;;GR;MZ;;;;;RS;;;;;;RS;;NR;;;;RS;;LN;;;;red;689;689.0
94fddb24-06d5-49e4-9b84-ce21513a72e1;2025-05-01;1900-01-01 11:31:00;Yes;GG;SB;;;;;GR;MZ;;;;;RS;;;;;;RS;;NR;;;;RS;;LN;;;;green;691;691.0
ff17e2d0-b3ff-4c7c-abe5-8e1173b8eafe;2025-05-01;1900-01-01 11:33:00;NO;GG;SB;;;;;GR;MZ;;;;;RS;;;;;;RS;;NR;;;;RL;;LN;;;;;693;693.0
4f6af1bf-6af2-4961-85c6-d4ea793b8daa;2025-05-01;1900-01-01 11:35:00;NO;SD;;SB;;;;RL;;MZ;;;;RS;;;;;;RS;;NR;;;;RL;;LN;;;;red;695;695.0
49a1a0e4-a6a7-4602-9f47-3b78aedb305c;2025-05-01;1900-01-01 11:37:00;Yes;SD;;SB;;;;RL;;MZ;;;;RS;;;;;;RS;;NR;;;;RL;;LN;;;;green;697;697.0
ef08f795-e75f-4ac1-be76-9b3d51e38883;2025-05-01;1900-01-01 11:39:00;NO;M;;;;;;RL;;;;;;RS;;;;;;RL;;NR;;;;RS;;LN;;;;;699;699.0
f68715eb-749a-42d9-9dc0-e2be2dd5a116;2025-05-01;1900-01-01 11:41:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RL;;NR;;;;RL;;LN;;;;red;701;701.0
2bce594d-5c79-4af8-90ac-f07dbb9aabbe;2025-05-01;1900-01-01 11:43:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RL;;NR;;;;RL;;LN;;;;green;703;703.0
c8e14684-8a77-454a-b184-41bddb5fab32;2025-05-01;1900-01-01 11:45:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RL;;NR;;;;RL;;LN;;;;green;705;705.0
da38c38d-3c68-4abe-beff-4a69c5b75632;2025-05-01;1900-01-01 13:17:00;NO;E;;;;;;E;;;;;;E;;NR, LN;;;;E;;NR, GG;;;;E;;LN, GG;;;;red;797;797.0
d1d5a6b1-9910-4012-b441-8c1175099606;2025-05-01;1900-01-01 13:19:00;Yes;E;;;;;;E;;;;;;E;;NR, LN;;;;E;;NR, GG;;;;E;;LN, GG;;;;green;799;799.0
d5f43c38-2d97-47a9-a8f0-9c0623023cdc;2025-05-01;1900-01-01 13:21:00;Yes;E;;;;;;E;;;;;;E;;NR, LN;;;;E;;NR, GG;;;;E;;LN, GG;;;;green;801;801.0
dd84ee5e-2959-4b21-ab08-fc4c3dac6280;2025-05-01;1900-01-01 13:23:00;Yes;E;;;;;;E;;;;;;E;;NR, LN;;;;E;;NR, GG;;;;E;;LN, GG;;;;green;803;803.0
0a4d53f6-c2ec-4bf6-96fd-3a213c509ea1;2025-05-01;1900-01-01 13:25:00;Yes;E;;;;;;E;;;;;;E;;NR, LN;;;;E;;NR, GG;;;;E;;LN, GG;;;;green;805;805.0
507b4dab-03d8-47bb-9144-eced155b6f80;2025-05-01;1900-01-01 13:27:00;Yes;E;;;;;;E;;;;;;E;;NR, LN;;;;E;;NR, GG;;;;E;;LN, GG;;;;green;807;807.0
8e68ac5e-c319-4420-aff2-4ebe037a1b88;2025-05-01;1900-01-01 13:29:00;Yes;E;;;;;;E;;;;;;E;;NR, LN;;;;E;;NR, GG;;;;E;;LN, GG;;;;green;809;809.0
66afbdc1-d212-4b43-9a92-40b73c98fe88;2025-05-01;1900-01-01 13:31:00;Yes;E;;;;;;E;;;;;;E;;NR, LN;;;;E;;NR, GG;;;;E;;LN, GG;;;;green;811;811.0
9c370beb-235f-4dd6-9731-f2aaf159999c;2025-05-01;1900-01-01 13:33:00;NO;E;;;;;;E;;;;;;E;;LN;;;;E;;GG;;;;M;;;;;;;813;813.0
8736551d-bf81-4b2e-b594-294967fbc107;2025-05-01;1900-01-01 13:35:00;NO;E;;SB;;;;E;;MZ;;;;E;;LN;;;;E;;GG;;;;M;;;;;;;815;815.0
27e1842a-3690-4357-8a1a-dfc36d6c33f8;2025-05-01;1900-01-01 13:37:00;NO;E;;;;;;E;;;;;;E;;LN;;;;E;;GG;;;;E;;;;;;red;817;817.0
81283da5-1662-43e4-b060-8b3f8cafeaef;2025-05-01;1900-01-01 13:39:00;Yes;E;;;;;;E;;;;;;E;;LN;;;;E;;GG;;;;E;;;;;;green;819;819.0
a144672f-50ba-4705-b102-9eafac6ec064;2025-05-01;1900-01-01 13:41:00;Yes;E;;;;;;E;;;;;;E;;LN;;;;E;;GG;;;;E;;;;;;green;821;821.0
ce620f4f-be32-4d48-9d37-064afb26fb96;2025-05-01;1900-01-01 13:43:00;Yes;E;;;;;;E;;;;;;E;;LN;;;;E;;GG;;;;E;;;;;;green;823;823.0
c98febe3-f9b2-479d-8d9f-5d735be61adc;2025-05-01;1900-01-01 13:45:00;Yes;E;;;;;;E;;;;;;E;;LN;;;;E;;GG;;;;E;;;;;;green;825;825.0
5cf925d5-21e0-40d1-b696-ec5521f343c9;2025-05-01;1900-01-01 13:47:00;Yes;E;;;;;;E;;;;;;E;;LN;;;;E;;GG;;;;E;;;;;;green;827;827.0
0287ffdb-0b3f-4441-ad78-a508730caf09;2025-05-01;1900-01-01 13:49:00;Yes;E;;;;;;E;;;;;;E;;LN;;;;E;;GG;;;;E;;;;;;green;829;829.0
22cd7863-fe49-4265-af54-2f5e608b5831;2025-05-01;1900-01-01 13:51:00;Yes;E;;;;;;E;;;;;;E;;LN;;;;E;;GG;;;;E;;;;;;green;831;831.0
f8bd3dbc-87fd-4316-81ac-f49289b4cace;2025-05-01;1900-01-01 13:53:00;Yes;E;;;;;;E;;;;;;E;;LN;;;;E;;GG;;;;E;;;;;;green;833;833.0
b5451d03-eb5d-435e-b672-399633feb3d2;2025-05-01;1900-01-01 13:55:00;NO;E;;NR;;;;RS;;;;;;RS;;;;;;E;;;;;;E;;MZ;;;;;835;835.0
a9b0de90-0a0e-4be6-971a-3ea588660273;2025-05-01;1900-01-01 13:57:00;NO;E;;NR;;;;E;;;;;;RS;;;;;;RS;;;;;;E;;MZ;;;;red;837;837.0
2838437e-690c-4769-b1a1-1e7c28d7114d;2025-05-01;1900-01-01 13:59:00;Yes;E;;NR;;;;E;;;;;;RS;;;;;;RS;;;;;;E;;MZ;;;;green;839;839.0
94913815-783d-481b-9344-98f4a3badf21;2025-05-01;1900-01-01 14:01:00;NO;E;;;;;;PL;;LN;;;;RS;;;;;;PL;;SB;;;;E;;;;;;red;841;841.0
311a7e87-f57f-4095-9b10-4e2f39b19a8f;2025-05-01;1900-01-01 14:03:00;Yes;E;;;;;;PL;;LN;;;;RS;;;;;;PL;;SB;;;;E;;;;;;green;843;843.0
7160e0df-95e6-4227-9617-44078ea2f428;2025-05-01;1900-01-01 14:05:00;Yes;E;;;;;;PL;;LN;;;;RS;;;;;;PL;;SB;;;;E;;;;;;green;845;845.0
bcdbcf78-8af9-442a-bf0b-90f9aa872ba8;2025-05-01;1900-01-01 14:07:00;NO;PL;;NR;;;;PL;;LN;;;;RS;;;;;;PL;;SB;;;;PL;;MZ;;;;;847;847.0
895776ab-9022-4867-9b31-72e7c96cd452;2025-05-01;1900-01-01 14:09:00;NO;RS;;;;;;RS;;;;;Playing with NR;RS;;;;;;E;;;;;;E;;;;;;;849;849.0
b96c76a0-f2c2-4069-9df0-d0251a73a149;2025-05-01;1900-01-01 14:11:00;NO;M;;;;;;PL;;NR;;;;RS;;;;;;E;;;;;;PL;;SB;;;;;851;851.0
05650785-e550-4ae7-9aab-aec8f3575f63;2025-05-01;1900-01-01 14:13:00;NO;M;;;;;;PL;;NR;;;;E;;;;;;E;;;;;;PL;;SB;;;;;853;853.0
b4d8c851-6360-4a57-866e-0b7c12859eb9;2025-05-01;1900-01-01 14:15:00;NO;E;;;GG, NR;;;E;;;;;;E;;;NR, MZ;;;E;;;;;;E;;;MZ, GG;;;red;855;855.0
1bd46adf-23a3-458f-b7c8-c2e386e8fcd1;2025-05-01;1900-01-01 14:17:00;Yes;E;;;GG, NR;;;E;;;;;;E;;;NR, MZ;;;E;;;;;;E;;;MZ, GG;;;green;857;857.0
2b366642-f8f5-4de6-9056-7de75ed872f4;2025-05-01;1900-01-01 14:19:00;NO;E;;;;;;E;;GG, NR;;;;E;;NR, SB;;;;E;;;;;;E;;GG, SB;;;;;859;859.0
c65b1cdf-d3c5-4ef6-801d-511285e7ada7;2025-05-01;1900-01-01 14:21:00;NO;E;;NR;;;;M;;GG;;;;M;;SB;;;;E;;;;;;E;;MZ;;;;;861;861.0
f375a68d-b1a5-4786-913b-ee871fd4accb;2025-05-01;1900-01-01 14:23:00;NO;E;;NR;;;;RL;;;;;;E;;LN;;;;RL;;GG;;;;E;;MZ;;;;red;863;863.0
cc49fdd0-7d7e-449a-9862-88136470475e;2025-05-01;1900-01-01 14:25:00;Yes;E;;NR;;;;RL;;;;;;E;;LN;;;;RL;;GG;;;;E;;MZ;;;;green;865;865.0
bc35642f-5639-43e0-8b36-a8445aae6692;2025-05-01;1900-01-01 14:27:00;NO;RS;;;;;;RL;;;;;;E;;LN;;;;RS;;GG;;;;E;;;;;;red;867;867.0
809e5eb9-fb50-4e5d-8822-443f68c2f75f;2025-05-01;1900-01-01 14:29:00;Yes;RS;;;;;;RL;;;;;;E;;LN;;;;RS;;GG;;;;E;;;;;;green;869;869.0
b9cdaa18-e630-4c09-bab0-d0330561334d;2025-05-01;1900-01-01 14:31:00;Yes;RS;;;;;;RL;;;;;;E;;LN;;;;RS;;GG;;;;E;;;;;;green;871;871.0
6ed3ce30-6365-4c3f-b911-d648d9de13d9;2025-05-01;1900-01-01 14:33:00;Yes;RS;;;;;;RL;;;;;;E;;LN;;;;RS;;GG;;;;E;;;;;;green;873;873.0
029e4e85-2f1d-4980-852a-17375e683eb1;2025-05-01;1900-01-01 14:35:00;NO;SD;;;;;;RL;;;;;;E;;LN;;;;E;;GG;;;;RL;;;;;;;875;875.0
967d5479-a8ff-48b3-8be6-c75a0a8dd481;2025-05-01;1900-01-01 14:37:00;NO;GG;NR;;;;;RL;;;;;;E;;LN;;;;E;;GG;;;;GR;MZ;;;;;red;877;877.0
ccaefc5c-854c-49ce-84f5-3406e2338af4;2025-05-01;1900-01-01 14:39:00;Yes;GG;NR;;;;;RL;;;;;;E;;LN;;;;E;;GG;;;;GR;MZ;;;;;green;879;879.0
01f2abfd-69e3-4470-89f0-5585b7eb9df1;2025-05-01;1900-01-01 14:41:00;NO;GG;NR;;;;;RL;;;;;;M;;;;;;E;;;;;;GR;MZ;;;;;;881;881.0
ec362900-4269-4772-b39e-6dc6c0edf2e7;2025-05-01;1900-01-01 14:43:00;NO;RS;;NR;;;;RL;;;;;;RS;;;;;;RS;;;;;;RL;MZ;;;;;;883;883.0
c6280dac-f9c6-42d9-a088-0e9e34d12731;2025-05-01;1900-01-01 14:45:00;NO;RS;;;NR;;;RL;;;;;;RS;;;;;;E;;;;;;RL;;;MZ;;;;885;885.0
