ec5_uuid;date;1_TIme;2_NC;4_LN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_MN_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NH_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_NR_Behavior;23_Contact;24_AR;25_3M;26_Notes;highlight;msm;corrected_msm
6249e814-7871-4e7c-90a3-8a088f652319;2025-05-20;1900-01-01 10:10:00;;RS;;NR;;;M;;;;;RS;;;;;RS;;LN;;;;610;610.0
182120ac-1822-47c4-abb9-628bfd296774;2025-05-20;1900-01-01 10:11:00;;RS;;NR;;;RS;;;;;RS;;;;;RL;;LN;;;;611;612.0
46baf216-5ec5-4105-ab2e-d90c72061552;2025-05-20;1900-01-01 10:13:00;;RL;;NR;NH;;M;;;;;RS;;LN;NR;;RL;;LN;NH;;red;613;614.0
5a417767-9674-48f4-83f4-469491a67b86;2025-05-20;1900-01-01 10:15:00;Yes;RL;;NR;NH;;M;;;;;RS;;LN;NR;;RL;;LN;NH;;green;615;616.0
c7799984-9a8d-4a3a-a155-1ea7b130bffc;2025-05-20;1900-01-01 10:18:00;Yes;RL;;NR;NH;;M;;;;;RS;;LN;NR;;RL;;LN;NH;;green;618;618.0
bddf8fc7-cc7d-44b6-9fc9-0fff2de6ad7b;2025-05-20;1900-01-01 10:20:00;;RS;;;;;RS;;;;;M;;;;;RS;;;;;;620;620.0
b7f31950-f970-48f4-a878-323145a20310;2025-05-20;1900-01-01 10:22:00;;RS;;;;;RS;;;;;RS;;;;;E;;;;;;622;622.0
21a23051-fb88-4b02-8c86-99e25ce714ac;2025-05-20;1900-01-01 10:24:00;;RS;;;;;RS;;;;;RS;;;;;M;;;;;;624;624.0
0bd33c79-c7cb-4041-abab-e76e52194bb7;2025-05-20;1900-01-01 10:26:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;626;626.0
08f1cfff-9c9f-4837-871b-fb855f1d5ca9;2025-05-20;1900-01-01 10:28:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;628;628.0
d25551d4-d50c-4d44-939a-6b82df13387d;2025-05-20;1900-01-01 10:29:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;629;630.0
39dc0582-c8eb-4d66-90ab-6107e750177b;2025-05-20;1900-01-01 10:46:00;;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;red;646;645.0
87ddaac5-9f9e-4207-90c2-8857194dcc22;2025-05-20;1900-01-01 10:48:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;648;647.0
4419aef1-c6f4-41c8-8c89-f62d4c75c14f;2025-05-20;1900-01-01 10:50:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;650;649.0
a387b81c-f0bd-4a14-a10d-297fbef1c456;2025-05-20;1900-01-01 10:52:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;652;651.0
48543d2d-f238-4429-908c-98bf83678dcd;2025-05-20;1900-01-01 10:54:00;;RL;;NH;;;RS;;;;;RS;;LN;;;RS;;;;;;654;653.0
856e8a4c-fab7-41f0-a6f6-ea53b94e5cd0;2025-05-20;1900-01-01 10:56:00;;RL;;NH;;;RS;;;;;SD;;LN;;;RS;;;;;red;656;655.0
1a97f38d-82bc-4639-9b8b-9ee0ed34451b;2025-05-20;1900-01-01 10:58:00;Yes;RL;;NH;;;RS;;;;;SD;;LN;;;RS;;;;;green;658;657.0
a80ff4f2-09e0-41f1-abbc-04b44e96ec3f;2025-05-20;1900-01-01 11:00:00;Yes;RL;;NH;;;RS;;;;;SD;;LN;;;RS;;;;;green;660;659.0
57110740-57c9-4c78-a707-c088ea442225;2025-05-20;1900-01-01 11:02:00;;RL;;;NH;;RS;;;;;RL;;;LN;;RS;;;;;red;662;661.0
425ebf7e-4663-450e-9132-b2ab4fda3378;2025-05-20;1900-01-01 11:04:00;Yes;RL;;;NH;;RS;;;;;RL;;;LN;;RS;;;;;green;664;663.0
956890c1-0558-40f6-9b85-11fddee29a8a;2025-05-20;1900-01-01 11:05:00;;RS;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;red;665;665.0
5c63f169-6a1a-436d-be42-7753fdace452;2025-05-20;1900-01-01 11:07:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;667;667.0
658ed43a-1782-434d-90e0-fd3cb2b14d57;2025-05-20;1900-01-01 11:10:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;670;669.0
8981cd5b-b3c1-4069-aeed-eb8453d3dee0;2025-05-20;1900-01-01 11:11:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;671;671.0
aabdb5ce-610c-40b0-a0aa-34a2ec5095e7;2025-05-20;1900-01-01 11:14:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;674;673.0
efbd1f92-0fbc-4c7a-a063-11133d9f8a17;2025-05-20;1900-01-01 11:16:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;676;675.0
c6b0988f-61e9-4bd0-afcf-127a1ad88b63;2025-05-20;1900-01-01 11:18:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;678;677.0
3d818cde-bb4f-4c74-8fa7-0d6df511cb9c;2025-05-20;1900-01-01 11:20:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;680;679.0
ae62165a-f89d-4759-9df2-b525b47ad2d4;2025-05-20;1900-01-01 11:21:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;681;681.0
44cc4b14-98db-4838-a051-b8f29dc217b5;2025-05-20;1900-01-01 11:23:00;;RS;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;red;683;683.0
095cefa0-7a88-4768-9811-62e5a99c9e1d;2025-05-20;1900-01-01 11:26:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;686;685.0
809a4fea-edd7-49dc-8528-6ca7bbdb36c0;2025-05-20;1900-01-01 11:28:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;688;687.0
d0479311-f0f4-4c78-a8a7-a141ac5cd3bb;2025-05-20;1900-01-01 11:30:00;;RS;;;;;DS;;;;Towards cage c;RS;;;;;M;;;;;;690;689.0
39825996-9e7d-416a-9e2a-2de854d39f96;2025-05-20;1900-01-01 11:32:00;;RS;;;;;M;;;;Displayed toward cage c;RS;;;;Displayed toward cage c;RS;;;;;;692;691.0
061d501a-ea01-4d30-b452-1325c798ebaa;2025-05-20;1900-01-01 11:35:00;NO;RS;;;;;RS;;;;Displayed toward cage c;RS;;;;Displayed toward cage c;RS;;;;;;695;695.0
4a2d98d5-a662-4a1f-a049-36c23ac0dc24;2025-05-20;1900-01-01 11:36:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;696;
d243bde9-bdbf-4465-8220-fda2fb2ce068;2025-05-20;1900-01-01 11:37:00;;GR;MN;;NR;;GG;LN;;NR;;RS;;;;Displayed toward cage c;RS;;;LN, MN;;;697;697.0
212f1cb6-f248-4fad-a84f-512f644832f5;2025-05-20;1900-01-01 11:39:00;;GR;MN;NH;NR;;GG;LN, NH;;NR;;RS;MN;LN;NR;;RS;;;LN, NH, MN;;;699;699.0
150ccad4-f445-4587-9770-5dbfe0861fa2;2025-05-20;1900-01-01 11:41:00;;RS;;NR, NH, MN;;;GG;NR;LN, NH;;;RS;;MN, NR, LN;;;GR;MN;LN, NH;;;;701;701.0
eed5e3a9-dea6-408f-9388-7b6e559b9d89;2025-05-20;1900-01-01 11:44:00;;RS;;MN;NR, NH;;GR;NR;LN, NR;;;RS;;MN, NR;LN;;GG;MN;NH;LN;;red;704;703.0
06262c33-ac2a-4ce1-a43f-20a97f3d27e5;2025-05-20;1900-01-01 11:45:00;Yes;RS;;MN;NR, NH;;GR;NR;LN, NR;;;RS;;MN, NR;LN;;GG;MN;NH;LN;;green;705;705.0
a1721b10-cfaf-43a1-8cb5-bafb369b7a1f;2025-05-20;1900-01-01 13:22:00;;E;;;NH;;E;;;;;E;;;LN;;E;;;;;red;802;801.0
6e8f6e54-b193-4e3e-b69a-780c25c45505;2025-05-20;1900-01-01 13:24:00;Yes;E;;;NH;;E;;;;;E;;;LN;;E;;;;;green;804;803.0
58fdc0ab-90ff-4e4b-a829-420c08e0a41f;2025-05-20;1900-01-01 13:26:00;Yes;E;;;NH;;E;;;;;E;;;LN;;E;;;;;green;806;805.0
30c37c0a-9832-479d-9470-d30908c37df4;2025-05-20;1900-01-01 13:28:00;;RS;;NH;;;RS;;NH;;;E;;MN, LN;;;E;;;;;;808;807.0
cdd21c82-f9db-4715-9500-6e1a3d4e374f;2025-05-20;1900-01-01 13:30:00;;E;;;NH;;RS;;;;;E;;;LN;;E;;;;;;810;809.0
41a4ace2-fd47-4a74-be45-026ccde6d8e6;2025-05-20;1900-01-01 13:32:00;;RS;;;;;RS;;;;;RS;;;;;E;;;;;red;812;811.0
aaf57774-5ec4-465b-9e9b-397733baec8c;2025-05-20;1900-01-01 13:34:00;Yes;RS;;;;;RS;;;;;RS;;;;;E;;;;;green;814;813.0
0c152ba3-984d-4065-bc19-66d40b44e9d3;2025-05-20;1900-01-01 13:36:00;;E;;;;;E;;;;;E;;;;;E;;;;;red;816;815.0
f7f1c42f-40d8-484c-9a47-10f57eb7dbb5;2025-05-20;1900-01-01 13:38:00;Yes;E;;;;;E;;;;;E;;;;;E;;;;;green;818;817.0
b2b541fd-6f18-4f38-93ed-cdec6a6b02c2;2025-05-20;1900-01-01 13:40:00;Yes;E;;;;;E;;;;;E;;;;;E;;;;;green;820;819.0
473c92d9-a176-4bcc-b399-28cfbc2f17f9;2025-05-20;1900-01-01 13:42:00;Yes;E;;;;;E;;;;;E;;;;;E;;;;;green;822;821.0
01dfadf8-ca13-487e-86a0-006494f402ca;2025-05-20;1900-01-01 13:44:00;Yes;E;;;;;E;;;;;E;;;;;E;;;;;green;824;823.0
5fc3c46e-fd7e-441a-9284-81a64203e0c3;2025-05-20;1900-01-01 13:46:00;;E;;NH;;;E;;;NH;;E;;LN;MN;;RS;;;;;;826;825.0
621846af-aeb0-43e9-99e0-8221498dbbd4;2025-05-20;1900-01-01 13:48:00;;RS;;;;;RS;;;NH;;E;;;MN;;RS;;;;;;828;827.0
27d18f78-afe0-41eb-ae9e-033413dbf11f;2025-05-20;1900-01-01 13:50:00;;RS;;;;;E;;;;;E;;;;;RS;;;;;;830;829.0
004eee35-86b9-478c-bc7d-af082789afe4;2025-05-20;1900-01-01 13:52:00;;RS;;;;;RS;;;;;E;;;NR;;M;;;NH;;;832;831.0
0e3b8b7e-a952-4f20-9efc-a2b8e7a0963d;2025-05-20;1900-01-01 13:54:00;;RS;;;;;RS;;;;;E;;;;;RS;;;;;;834;833.0
a4cec254-2339-437f-ac42-9c066899a233;2025-05-20;1900-01-01 13:56:00;;RS;;;;;RS;;;;;E;;;;;RS;;;;;;836;835.0
5ed81896-ed37-438a-85af-3a3796f8f0f2;2025-05-20;1900-01-01 13:58:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;838;837.0
461381cf-ec3b-45c3-9e6e-2c3463292cb4;2025-05-20;1900-01-01 14:00:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;840;839.0
6f47ef7f-c58d-45f3-bcd3-6aa1ea8bf639;2025-05-20;1900-01-01 14:02:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;842;841.0
1e6c3a08-145a-433f-a714-8cafdb153388;2025-05-20;1900-01-01 14:04:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;844;843.0
4ffa62dc-416b-43d7-a3f6-977be445e0ce;2025-05-20;1900-01-01 14:06:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;846;845.0
c3a00077-1b6e-48eb-b07a-6419bcdb4fed;2025-05-20;1900-01-01 14:08:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;848;847.0
b8d6a8ee-a372-4186-82b6-55b92a9a832a;2025-05-20;1900-01-01 14:10:00;;RL;;;;;RS;;;;;RS;;;;;RS;;;;;;850;849.0
b0086504-3f69-430f-959e-094e499ebf9d;2025-05-20;1900-01-01 14:12:00;;RL;;;;;RS;;;;;RS;;;;;RS;;;;;red;852;851.0
6bbdadbe-9b8f-4002-81e9-53a69a5edba0;2025-05-20;1900-01-01 14:14:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;854;853.0
c8826f04-0dd3-470f-bd2d-1994ef60aebe;2025-05-20;1900-01-01 14:16:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;856;855.0
f217df8b-6da0-4a25-9ab3-da589eb546c7;2025-05-20;1900-01-01 14:18:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;858;857.0
51846b3d-8a10-4b54-9127-7ba4e324c968;2025-05-20;1900-01-01 14:20:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;860;859.0
9c516984-5c13-4c28-8f64-0492a7df181c;2025-05-20;1900-01-01 14:22:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;862;861.0
10343681-1bad-4c54-8d71-3e654786ebfd;2025-05-20;1900-01-01 14:24:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;864;863.0
0e7b42c5-46ad-4ea3-8421-3f42c2cc88eb;2025-05-20;1900-01-01 14:26:00;;RL;;;;;E;;;;;RS;;;;;RS;;;;;red;866;865.0
ebd4fe90-0b7d-4ec9-95e7-29c9ecd70a8c;2025-05-20;1900-01-01 14:28:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;868;867.0
7aa3e75b-4958-471b-b3d5-f2df751357a3;2025-05-20;1900-01-01 14:30:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;870;869.0
15a21c54-8dce-40a9-a255-3ba4b1cf6248;2025-05-20;1900-01-01 14:32:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;872;871.0
2c0b95bb-ad9f-4a3a-9953-56de1833b7d2;2025-05-20;1900-01-01 14:34:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;874;873.0
52fb78ea-a92d-4204-9510-b4993aae53fc;2025-05-20;1900-01-01 14:36:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;876;875.0
f96be03d-bc4c-448d-9d46-18bdbdd02256;2025-05-20;1900-01-01 14:38:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;878;877.0
0b514455-ff35-4070-9e45-e8f94b619b03;2025-05-20;1900-01-01 14:40:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;880;879.0
17c0f169-62b4-48b2-8493-5601875d8d09;2025-05-20;1900-01-01 14:42:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;882;881.0
52d798b5-9320-4402-a0cc-ed9e7b5a1766;2025-05-20;1900-01-01 14:44:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;884;883.0
50792c54-dff2-44a6-9a30-db8fb3eff4dc;2025-05-20;1900-01-01 14:46:00;;RS;;;;;RS;;;;;RL;;;;;RS;;;;;;886;885.0
