ec5_uuid;date;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight;msm;corrected_msm
d69ad374-7cc4-4042-b2eb-9db35fc5d06a;2025-04-26;1900-01-01 09:32:00;NO;RS;;;;;E;;;;;RS;;;;;RS;;;TN;;RS;;;TK;;;572;572.0
9eab6f28-8476-4828-9dda-36495aec860d;2025-04-26;1900-01-01 09:34:00;NO;M;;;;;E;;;;;RS;;;;;RS;;;;;RS;;;;;;574;574.0
1dbbff2e-b4b6-45e5-bd6c-f246f90f2939;2025-04-26;1900-01-01 09:36:00;NO;E;;;;;E;;;;;RS;;;;;RS;;;;;E;;;;;red;576;576.0
0849f562-2fbb-4ea9-90a9-0daec8a2f812;2025-04-26;1900-01-01 09:38:00;Yes;E;;;;;E;;;;;RS;;;;;RS;;;;;E;;;;;green;578;578.0
f7dabfda-e4d2-4c02-9b63-bf5f4849e64b;2025-04-26;1900-01-01 09:40:00;Yes;E;;;;;E;;;;;RS;;;;;RS;;;;;E;;;;;green;580;580.0
a9e14528-1bac-4793-84f5-206e867ca4ce;2025-04-26;1900-01-01 09:42:00;NO;E;;NY;;;RS;;ST;;;RS;;;;;RS;;;;;RS;;;;;;582;582.0
4aa715f0-c8b5-400b-ba5f-90e54a40ecf1;2025-04-26;1900-01-01 09:44:00;NO;E;;;;;E;;;;;RS;;;;;RS;;;;;RS;;;;;;584;584.0
efd7b095-e091-4ff7-8622-d4c3a6318246;2025-04-26;1900-01-01 09:46:00;NO;E;;;TN;;E;;;;;RS;;;;;RS;;;;;E;;;ST;;;586;586.0
f1bff6e5-963a-4c0a-9bb9-8e20317d6eff;2025-04-26;1900-01-01 09:48:00;NO;E;;;TN;;M;;;;;M;;;;;RS;;;;;M;;;ST;;;588;588.0
279948ec-9852-45f3-9ae1-2ce49c4a7d1c;2025-04-26;1900-01-01 09:50:00;NO;E;;;SR;;M;;;SR;;M;;;ST, NY;;RS;;;;;RS;;;;;;590;590.0
