ec5_uuid;date;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight;msm;corrected_msm
fd36e9c5-d41e-48e2-99c5-ce93c79ec4fd;2025-03-11;1900-01-01 10:47:00;NO;M;;;;;GR;TK;;NR;;RS;;;TK, NY;;GG;NR;;NY;;M;;;;;;647;647.0
31344d02-c769-4ea0-bce8-168c71ca6629;2025-03-11;1900-01-01 10:49:00;NO;RS;;TK, LN;;;RS;;TK, LN;;;RS;;;;;RS;;NR, LN;;;M;;;;;;649;649.0
7388c659-8cf5-495f-bbec-2ede5525d5fc;2025-03-11;1900-01-01 10:51:00;NO;M;;;;;RS;;TK;;;M;;LN;;;RS;;NR;;;RS;;NY;;;;651;651.0
a9e5fcc5-0b49-4635-a235-7571c514d9ef;2025-03-11;1900-01-01 10:53:00;NO;RS;;LN;;;RS;;LN;;;RS;;LN;;;RS;;;;;RS;;NY;;;red;653;653.0
442fd50d-f879-4092-ae12-c6c8f7fc5291;2025-03-11;1900-01-01 10:55:00;Yes;RS;;LN;;;RS;;LN;;;RS;;LN;;;RS;;;;;RS;;NY;;;green;655;655.0
08d2d3e3-f48a-4d16-b56e-389596145a05;2025-03-11;1900-01-01 10:57:00;NO;RS;;LN;;;RS;;LN;;;RS;;;;;RS;;;;;RS;;;;;red;657;657.0
ab79daf3-d9ae-4553-b5f7-ab71ce9c66d7;2025-03-11;1900-01-01 10:59:00;Yes;RS;;LN;;;RS;;LN;;;RS;;;;;RS;;;;;RS;;;;;green;659;659.0
5cc416bf-dc70-4f8c-8ee8-6d885d3b7da1;2025-03-11;1900-01-01 11:01:00;Yes;RS;;LN;;;RS;;LN;;;RS;;;;;RS;;;;;RS;;;;;green;661;661.0
f833174c-e9d4-45f7-aafa-bbddf461f242;2025-03-11;1900-01-01 11:03:00;NO;GG;NR;LN;;;RS;;LN;MN;;RS;;;;;RS;;;;;GR;MN;;NR;;;663;663.0
1916ecf9-63c5-439e-bfbc-83d506aad88d;2025-03-11;1900-01-01 11:05:00;NO;GG;NR;LN;;;RS;;LN;MN;;RS;;TK;;;RS;;NY;;;GR;MN;;NR;;;665;665.0
4c7a66a3-e0f4-45da-b047-051536c0bd26;2025-03-11;1900-01-01 11:07:00;NO;GG;NR;LN;;;RS;;LN;MN;;RS;;;;;RS;;;;;GR;MN;;NR;;red;667;667.0
4d937940-a656-4fcd-b6f5-73e0d2b89800;2025-03-11;1900-01-01 11:09:00;Yes;GG;NR;LN;;;RS;;LN;MN;;RS;;;;;RS;;;;;GR;MN;;NR;;green;669;669.0
edeb64f9-d2ce-437b-9910-d4239d0c9d06;2025-03-11;1900-01-01 11:11:00;Yes;GG;NR;LN;;;RS;;LN;MN;;RS;;;;;RS;;;;;GR;MN;;NR;;green;671;671.0
07b9d2f6-f5f7-46a8-9204-10eedaa80d5a;2025-03-11;1900-01-01 11:13:00;Yes;GG;NR;LN;;;RS;;LN;MN;;RS;;;;;RS;;;;;GR;MN;;NR;;green;673;673.0
06d8cbf9-5494-4b31-a747-1ec98b7371dd;2025-03-11;1900-01-01 11:15:00;Yes;GG;NR;LN;;;RS;;LN;MN;;RS;;;;;RS;;;;;GR;MN;;NR;;green;675;675.0
8646aa68-137a-4f3a-97fa-73287cd61bcb;2025-03-11;1900-01-01 11:17:00;NO;GG;NR;LN;;;RS;;LN;MN;;M;;;;;RS;;;;;GR;MN;;NR;;;677;677.0
e5e7b978-ec85-474a-9040-f16c8a2c1c00;2025-03-11;1900-01-01 11:19:00;NO;GG;NR;LN;;;RS;;LN;MN;;E;;;;;RS;;;;;GR;MN;;NR;;red;679;679.0
a705358c-8ef5-4bc0-9323-f23655f68f22;2025-03-11;1900-01-01 11:21:00;Yes;GG;NR;LN;;;RS;;LN;MN;;E;;;;;RS;;;;;GR;MN;;NR;;green;681;681.0
c781795a-36e1-4b33-a29b-aca95eb5f046;2025-03-11;1900-01-01 11:23:00;NO;GG;NR;LN;;;RS;;LN;MN;;RS;;;;;RS;;;;;GR;MN;;NR;;red;683;683.0
90904ed1-2ee3-4c78-b3e2-b41e03d13acf;2025-03-11;1900-01-01 11:25:00;Yes;GG;NR;LN;;;RS;;LN;MN;;RS;;;;;RS;;;;;GR;MN;;NR;;green;685;685.0
b56f81f4-98ce-4359-b6f4-a352c8ef836b;2025-03-11;1900-01-01 11:27:00;Yes;GG;NR;LN;;;RS;;LN;MN;;RS;;;;;RS;;;;;GR;MN;;NR;;green;687;687.0
5a4108fe-1bbb-4951-a6c1-581a953930c7;2025-03-11;1900-01-01 11:29:00;NO;GG;NR;LN;;;RS;;LN;MN;;RS;;TK;;;RS;;NY;;;GR;MN;;NR;;;689;689.0
e662d666-398f-461b-a719-111ab4cfb87e;2025-03-11;1900-01-01 11:31:00;NO;GG;NR;LN;;;RS;;LN;MN;;RS;;;TK;;RS;;;NY;;GR;MN;;NR;;red;691;691.0
f417ea84-106b-4568-a55b-78de9bad1689;2025-03-11;1900-01-01 11:33:00;Yes;GG;NR;LN;;;RS;;LN;MN;;RS;;;TK;;RS;;;NY;;GR;MN;;NR;;green;693;693.0
2361c112-8f8f-4de5-94f9-906069017f7f;2025-03-11;1900-01-01 11:35:00;NO;GM;NR;LN;;;RS;;MN, LN;;;RS;;;TK;;RS;;;NY;;GM;MN;NR;;;red;695;695.0
d9acc000-0fea-43b9-ab17-618f3e8240e7;2025-03-11;1900-01-01 11:37:00;Yes;GM;NR;LN;;;RS;;MN, LN;;;RS;;;TK;;RS;;;NY;;GM;MN;NR;;;green;697;697.0
ada23233-395e-4842-b62b-c25c6f58ffa2;2025-03-11;1900-01-01 11:39:00;Yes;GM;NR;LN;;;RS;;MN, LN;;;RS;;;TK;;RS;;;NY;;GM;MN;NR;;;green;699;699.0
40dfa59e-19d4-4ecf-adef-aa24107671a0;2025-03-11;1900-01-01 11:41:00;Yes;GM;NR;LN;;;RS;;MN, LN;;;RS;;;TK;;RS;;;NY;;GM;MN;NR;;;green;701;701.0
a982f3f1-17ff-43ec-9c9b-944543c77da9;2025-03-11;1900-01-01 11:43:00;NO;GM;NR;LN;;;RS;;MN, LN;;;RS;;TK;;;RS;;NY;;;GM;MN;NR;;;;703;703.0
bcbc19e2-8d6e-454b-a9fc-f8a313965c39;2025-03-11;1900-01-01 11:45:00;NO;GM;NR;LN;;;RS;;MN, LN;;;SD;;TK;;;SD;;NY;;;GM;MN;NR;;;;705;705.0
c2ac3bd1-87e6-47b7-9c5a-a9f72c30e5de;2025-03-11;1900-01-01 13:19:00;NO;E;;;;;E;;;NR, TK;;E;;TK, NY;;;E;;NR;;;RS;;;;;;799;799.0
05b44685-8d0e-4f2d-a5b3-73cfee669d43;2025-03-11;1900-01-01 13:21:00;NO;E;;;;;E;;;;;E;;TK;;;E;;NR;;;RS;;;;;red;801;801.0
6530a41b-454a-4a52-88ee-86084191484b;2025-03-11;1900-01-01 13:23:00;Yes;E;;;;;E;;;;;E;;TK;;;E;;NR;;;RS;;;;;green;803;803.0
467ac427-65d5-45f3-a098-9f0216ca2b24;2025-03-11;1900-01-01 13:25:00;Yes;E;;;;;E;;;;;E;;TK;;;E;;NR;;;RS;;;;;green;805;805.0
31bf4e1b-cda3-4985-b1fb-19e237dcf912;2025-03-11;1900-01-01 13:27:00;NO;E;;;;;E;;TK;NR;;E;;;TK, NY;;E;;NY;NR;;RS;;;;;;807;807.0
08c705a1-0fbc-4081-b881-745b29ea6a1c;2025-03-11;1900-01-01 13:29:00;NO;E;;NY, TK;NR;;E;;MN, TK;NR;;E;;;TK, MN, NY;;E;;NY, MN;NR;;RS;;;;;;809;809.0
6997d726-dbeb-469c-b72e-b6d23d9b078d;2025-03-11;1900-01-01 13:31:00;NO;M;;NR;TK, NY;;E;;;TK, NR, MN;;E;;TK, MN;NY;;E;;NR;MN, NY;;RS;;;;;;811;811.0
1fc24355-850d-4412-8173-3455dbe7aac4;2025-03-11;1900-01-01 13:33:00;NO;M;;NY;TK, NR;;M;;MN;TK, NR;;E;;TK;MN, NY;;E;;NR;MN, NY;;RS;;;;;;813;813.0
8266a530-5719-4277-8695-129418338a97;2025-03-11;1900-01-01 13:35:00;NO;M;;;;;RS;;;;;E;;;;;E;;;;;RS;;;;;;815;815.0
81ff8cf8-4384-4208-867c-b96ad6a4dde9;2025-03-11;1900-01-01 13:37:00;NO;RS;;;NY;;RS;;;MN;;E;;;;;E;;;;;RS;;;;;;817;817.0
62504e53-61e0-4296-9f85-44629618aedd;2025-03-11;1900-01-01 13:39:00;NO;M;;NY;NR;;M;;MN;NR;;E;;;MN, NY;;M;;;;;RS;;;;;;819;819.0
39fd407a-f6f0-47fc-bd50-3a4d8af723b3;2025-03-11;1900-01-01 13:41:00;NO;RS;;;NY;;RS;;;MN;;E;;;;;RS;;;;;RS;;;;;;821;821.0
cd19059d-c35f-42c2-a3e1-1e651ed0e1fb;2025-03-11;1900-01-01 13:43:00;NO;M;;NR;;;RS;;;;;M;;MN;;;RS;;;;;RS;;;;;;823;823.0
5064061f-40b6-4691-b617-b1557a73bb7e;2025-03-11;1900-01-01 13:45:00;NO;RS;;;NR;;RS;;;;;E;;;MN;;RS;;;;;RS;;;;;;825;825.0
475cff56-64f1-4b49-96b2-3a24c1f0945f;2025-03-11;1900-01-01 13:47:00;NO;E;;NR;;;M;;TK;;;E;;MN;;;RS;;NY;;;RS;;;;;;827;827.0
14cbaddd-108e-4a31-83d1-828c8e77578f;2025-03-11;1900-01-01 13:49:00;NO;RS;;;TK;;RS;;;;;E;;;;;RS;;;MN;;RS;;;;;;829;829.0
8edd5abd-0ed3-4b1a-a706-ef53053617f9;2025-03-11;1900-01-01 13:51:00;NO;RS;;;;;RS;;;;;E;;;;;RS;;;LN;;RS;;;TK;;;831;831.0
8b4e02d2-9394-427c-94c1-a070597f91ae;2025-03-11;1900-01-01 13:53:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;LN;;RS;;;TK;;;833;833.0
c128783f-89e4-4981-b941-288371093346;2025-03-11;1900-01-01 13:55:00;NO;RS;;TK, LN, NR;;;RS;;;;;RS;;TK, LN, MN;;;RS;;MN, NR;LN;;RS;;MN, NR;TK;;;835;835.0
2952cf85-18a2-4c27-91a0-c0e28aeafb2a;2025-03-11;1900-01-01 13:57:00;NO;GG;LN;TK;;;RS;;;;;RS;;;;;RS;;MN;LN;;GR;MN;;TK;;red;837;837.0
30c00181-fbdf-4012-8d05-75b703f3e45e;2025-03-11;1900-01-01 13:59:00;Yes;GG;LN;TK;;;RS;;;;;RS;;;;;RS;;MN;LN;;GR;MN;;TK;;green;839;839.0
50aa05d2-e05c-4730-a5f8-2863487dfe03;2025-03-11;1900-01-01 14:01:00;Yes;GG;LN;TK;;;RS;;;;;RS;;;;;RS;;MN;LN;;GR;MN;;TK;;green;841;841.0
8e5dffcc-d384-4fe7-bc0e-3a53d69d7d48;2025-03-11;1900-01-01 14:03:00;NO;GM;LN;TK;;;RS;;;NR;;RS;;;NY;;RS;;MN;LN;;GM;MN;;TK;;red;843;843.0
d115a8c7-77f1-4d5d-a718-52049f8d57cb;2025-03-11;1900-01-01 14:05:00;Yes;GM;LN;TK;;;RS;;;NR;;RS;;;NY;;RS;;MN;LN;;GM;MN;;TK;;green;845;845.0
58d0c47a-f3eb-4551-ab45-494e50de9584;2025-03-11;1900-01-01 14:07:00;NO;GM;LN;TK;;;RS;;NR;;;RS;;NY;;;RS;;MN;LN;;GM;MN;;TK;;red;847;847.0
e4e4114b-d40b-4f7f-bf83-0719c3d69454;2025-03-11;1900-01-01 14:09:00;Yes;GM;LN;TK;;;RS;;NR;;;RS;;NY;;;RS;;MN;LN;;GM;MN;;TK;;green;849;849.0
47302283-79ba-4ff2-a736-a5dca3b2eef4;2025-03-11;1900-01-01 14:11:00;Yes;GM;LN;TK;;;RS;;NR;;;RS;;NY;;;RS;;MN;LN;;GM;MN;;TK;;green;851;851.0
57d0b794-3fd2-4a42-a20e-76275de15171;2025-03-11;1900-01-01 14:13:00;Yes;GM;LN;TK;;;RS;;NR;;;RS;;NY;;;RS;;MN;LN;;GM;MN;;TK;;green;853;853.0
59541a8a-020d-40fe-8609-57915d33f669;2025-03-11;1900-01-01 14:15:00;Yes;GM;LN;TK;;;RS;;NR;;;RS;;NY;;;RS;;MN;LN;;GM;MN;;TK;;green;855;855.0
77e5378a-729d-433e-bc6e-c5ea9fdb72ab;2025-03-11;1900-01-01 14:17:00;NO;GM;LN;TK;;;RS;;;;;RS;;;;;RS;;MN;LN;;GM;MN;;TK;;red;857;857.0
f428531a-bc8c-4802-bab9-fc7259cea67f;2025-03-11;1900-01-01 14:19:00;Yes;GM;LN;TK;;;RS;;;;;RS;;;;;RS;;MN;LN;;GM;MN;;TK;;green;859;859.0
bd55aeb3-4a82-4054-8894-bb634fcfb797;2025-03-11;1900-01-01 14:21:00;Yes;GM;LN;TK;;;RS;;;;;RS;;;;;RS;;MN;LN;;GM;MN;;TK;;green;861;861.0
f32a21d2-4853-4a8d-8290-187592cadb4d;2025-03-11;1900-01-01 14:23:00;NO;GM;LN;TK;;;GM;NR;;;;GM;NY;;;;RS;;MN;LN;;GM;MN;;TK;;red;863;863.0
cd842486-c470-4648-8f23-7c9f998d2d9a;2025-03-11;1900-01-01 14:25:00;Yes;GM;LN;TK;;;GM;NR;;;;GM;NY;;;;RS;;MN;LN;;GM;MN;;TK;;green;865;865.0
73223e6b-2bd2-49e3-ba92-4ac37e377d0e;2025-03-11;1900-01-01 14:27:00;Yes;GM;LN;TK;;;GM;NR;;;;GM;NY;;;;RS;;MN;LN;;GM;MN;;TK;;green;867;867.0
fa398084-a6b1-49ee-94b2-a0b321de3b2e;2025-03-11;1900-01-01 14:29:00;NO;GM;LN;TK;;;SD;;NR;;;SD;;NY;;;RS;;MN;LN;;GM;MN;;TK;;;869;869.0
4bb1be29-97ba-4406-abbe-8a49705eb935;2025-03-11;1900-01-01 14:31:00;NO;GM;LN;TK;;;M;;;NR;;M;;;NY;;RS;;MN;LN;;GM;MN;;TK;;;871;871.0
897f1920-008b-4788-a137-f9da8ee29b56;2025-03-11;1900-01-01 14:33:00;NO;GM;LN;TK;;;RS;;;;;RS;;;;;RS;;MN;LN;;GM;MN;;TK;;;873;873.0
afb11974-c1fd-434b-8f11-bd0038e9e41e;2025-03-11;1900-01-01 14:35:00;NO;GM;LN;TK;;;RS;;;;;M;;;;;M;;MN, LN;;;GM;MN;TK;;;;875;875.0
8e15b6b8-baa0-4a48-be36-bf6f1a825d89;2025-03-11;1900-01-01 14:37:00;NO;GM;LN;;;;RS;;;;;RS;;;;;M;;;;;GM;MN;;;;;877;877.0
3bbcea78-a4b4-41a5-bae5-752c1283fccb;2025-03-11;1900-01-01 14:39:00;NO;M;;LN;;;M;;;;;RS;;;;;RS;;;;;RS;;MN;;;;879;879.0
f6ab0def-f52c-486f-8c92-8cf62f6749a1;2025-03-11;1900-01-01 14:41:00;NO;GG;LN;;;;RS;;;;;RS;;;;;E;;;;;GR;MN;;;;;881;881.0
6958a156-4253-4a6a-ad10-0d2f8d8a772e;2025-03-11;1900-01-01 14:43:00;NO;GG;LN;;;;RS;;NR;;;RS;;NY;;;E;;;;;GR;MN;;;;red;883;883.0
5c3e64df-8693-4e24-a263-c3436776f9ef;2025-03-11;1900-01-01 14:45:00;Yes;GG;LN;;;;RS;;NR;;;RS;;NY;;;E;;;;;GR;MN;;;;green;885;885.0
