ec5_uuid;date;1_TIme;2_NC;4_MS_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NH_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_MN_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_NY_Behavior;23_Contact;24_AR;25_3M;26_Notes;highlight;msm;corrected_msm
0fa80bf9-023e-4a12-a24e-8444628c3ca5;2025-05-14;1900-01-01 10:04:00;;GR;MN;;;;RS;;;;;GG;MS;;;;RS;;;;;red;604;604.0
36e94464-5b5a-45c0-b6d2-c92585c80065;2025-05-14;1900-01-01 10:06:00;Yes;GR;MN;;;;RS;;;;;GG;MS;;;;RS;;;;;green;606;606.0
6e386071-fac7-40a3-baaf-449564429c13;2025-05-14;1900-01-01 10:08:00;;GR;MN;;;;RS;;;;;GG;MS;;;;M;;;;;;608;608.0
2443fa80-e843-4f6a-81dd-38ea14867d6a;2025-05-14;1900-01-01 10:09:00;;GR;MN;;;;M;;;;;GG;MS;;;;RS;;;;;red;609;610.0
76468261-2c8b-4e25-b7ba-3ebd83135013;2025-05-14;1900-01-01 10:12:00;Yes;GR;MN;;;;M;;;;;GG;MS;;;;RS;;;;;green;612;612.0
f2379220-24c2-4105-a223-67bea30c2ca2;2025-05-14;1900-01-01 10:14:00;NO;GR;MN;;NY;;RS;;;;;GG;MS;;NY;;RS;;;MS, MN;;;614;614.0
b1dc7be1-f225-4122-8f52-54fee2fc5152;2025-05-14;1900-01-01 10:16:00;;GR;MN;;;;RS;;;;;GG;MS;;;;RS;;;;;;616;616.0
8d366027-b368-4712-a308-a49937c4a45d;2025-05-14;1900-01-01 10:18:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;618;618.0
c7219502-a18b-459a-bf05-75b7c7bb4774;2025-05-14;1900-01-01 10:20:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;620;620.0
a4462e14-6c26-4b63-ad42-ced000a92a0a;2025-05-14;1900-01-01 10:22:00;;RS;;;;;RS;;;;;RS;;;;;RL;;;;;;622;622.0
ae27b551-2d5c-42c9-93fc-199f532cb29b;2025-05-14;1900-01-01 10:24:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;624;624.0
32d3f7c7-a8db-42dc-90ff-d1f65fda7a21;2025-05-14;1900-01-01 10:26:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;626;626.0
73a932d2-1920-4a86-8d7f-279b4b9a627c;2025-05-14;1900-01-01 10:28:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;628;628.0
fc5acc3d-a6f8-434c-ab3a-c5827f5543b3;2025-05-14;1900-01-01 10:30:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;630;630.0
acd1ea68-05ac-40d0-b2d2-9c8d13bfcecc;2025-05-14;1900-01-01 10:46:00;;RS;;;;;RS;;;;;E;;;;;RS;;;;;red;646;645.0
7253b4e8-49f5-4bbe-ac52-2ce1c2477680;2025-05-14;1900-01-01 10:48:00;Yes;RS;;;;;RS;;;;;E;;;;;RS;;;;;green;648;647.0
f48a9b10-656a-4493-b451-486e56301785;2025-05-14;1900-01-01 10:50:00;Yes;RS;;;;;RS;;;;;E;;;;;RS;;;;;green;650;649.0
77fa6a41-22bc-4752-ad72-0b68db0fa114;2025-05-14;1900-01-01 10:52:00;Yes;RS;;;;;RS;;;;;E;;;;;RS;;;;;green;652;651.0
abde18ad-c042-40dd-bd27-fa262c43782a;2025-05-14;1900-01-01 10:54:00;Yes;RS;;;;;RS;;;;;E;;;;;RS;;;;;green;654;653.0
e09901e5-b65a-4896-b46d-df0e2ea5b094;2025-05-14;1900-01-01 10:56:00;Yes;RS;;;;;RS;;;;;E;;;;;RS;;;;;green;656;655.0
35f11355-c8d7-43cc-94d1-3be3e84489ec;2025-05-14;1900-01-01 10:58:00;Yes;RS;;;;;RS;;;;;E;;;;;RS;;;;;green;658;657.0
e0048167-c60d-48b3-898c-fd6cd600cac4;2025-05-14;1900-01-01 11:00:00;;RL;;;;;RS;;;;;RS;;;;;RS;;;;;red;660;659.0
f3795a8c-5b4b-4a6e-9e0d-98b681f33ec4;2025-05-14;1900-01-01 11:02:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;662;661.0
c14c16e9-b8fa-46df-867c-a7f170045c2b;2025-05-14;1900-01-01 11:04:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;664;663.0
f187f3d9-ae6e-4c90-bb8f-210a17a49113;2025-05-14;1900-01-01 11:06:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;666;665.0
abd499b4-7e67-49b2-be75-cca9823bb99a;2025-05-14;1900-01-01 11:08:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;668;667.0
e06683a0-0f09-42bc-a23f-6686f26b0711;2025-05-14;1900-01-01 11:10:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;670;669.0
2ec1fd0e-fe3c-4a96-a8d6-208beddc76cf;2025-05-14;1900-01-01 11:12:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;672;671.0
1a1f896b-58f7-4298-ab51-51b964eaa29d;2025-05-14;1900-01-01 11:14:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;674;673.0
0cf9a494-1bde-4e33-af5d-3f8de5d1f8ac;2025-05-14;1900-01-01 11:16:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;676;675.0
d2db3fe1-15bd-45df-99c4-a4d0b068bec5;2025-05-14;1900-01-01 11:18:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;678;677.0
52df4cde-6698-459f-aa1f-908c7e8fbeb9;2025-05-14;1900-01-01 11:20:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;680;679.0
cdd4aa1b-b283-44d2-b4a1-f6047e224054;2025-05-14;1900-01-01 11:22:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;682;681.0
103291ea-d1f8-4662-aa84-b9a4e46a9e1f;2025-05-14;1900-01-01 11:24:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;684;683.0
cf7d57ef-2c1a-48a4-ba06-2ebb3d895d22;2025-05-14;1900-01-01 11:26:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;686;685.0
a9858fbb-acdd-45c3-a81c-b45c08ee2ea9;2025-05-14;1900-01-01 11:28:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;688;687.0
b29f2490-71fe-47c1-8eb0-4567d25825cb;2025-05-14;1900-01-01 11:30:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;690;689.0
4828025e-e80c-4f69-a89c-4284fa507169;2025-05-14;1900-01-01 11:32:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;692;691.0
be8f8ec3-69c2-429b-8a2b-e256b4fcde58;2025-05-14;1900-01-01 11:34:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;694;693.0
2b603ec8-791c-457d-9fa8-2a5dd8289f82;2025-05-14;1900-01-01 11:36:00;;RS;;;;;RS;;;;;RS;;;;;RL;;;;;red;696;695.0
cd071d8f-4a00-4d34-8585-75d6f141ea4a;2025-05-14;1900-01-01 11:38:00;Yes;RS;;;;;RS;;;;;RS;;;;;RL;;;;;green;698;697.0
55c4a752-2a86-4e3f-a5f0-f79eed4c41fa;2025-05-14;1900-01-01 11:40:00;Yes;RS;;;;;RS;;;;;RS;;;;;RL;;;;;green;700;699.0
7660e5f1-d983-498f-9aa8-2174b5814062;2025-05-14;1900-01-01 11:42:00;NO;RS;;;;;RS;;;;;RS;;;;;RL;;;;;red;702;701.0
acaec117-29e7-4f1d-81ad-4848f21a0a5a;2025-05-14;1900-01-01 11:44:00;Yes;RS;;;;;RS;;;;;RS;;;;;RL;;;;;green;704;703.0
cc7d6a44-4840-49df-8fee-095e959ef428;2025-05-14;1900-01-01 11:46:00;Yes;RS;;;;;RS;;;;;RS;;;;;RL;;;;;green;706;705.0
bfef7c75-dba3-432e-9597-90924b773504;2025-05-14;1900-01-01 13:18:00;;E;;NY;NH, MN;;E;;MN, NY;MS;;E;;NH;NY, MS;;E;;MS, NH;MN;;red;798;797.0
a098bc46-d112-407e-b15e-4c433d6e5e42;2025-05-14;1900-01-01 13:20:00;Yes;E;;NY;NH, MN;;E;;MN, NY;MS;;E;;NH;NY, MS;;E;;MS, NH;MN;;green;800;799.0
8cfded61-c218-4a2f-8298-9d5bf11e643c;2025-05-14;1900-01-01 13:22:00;Yes;E;;NY;NH, MN;;E;;MN, NY;MS;;E;;NH;NY, MS;;E;;MS, NH;MN;;green;802;801.0
c24ff96a-2119-4354-aeeb-2e823a830712;2025-05-14;1900-01-01 13:24:00;;E;;;;;E;;;MN, NY;;E;;;NY, NH;;E;;;NH, MN;;red;804;803.0
b2c7cacf-8606-4563-9985-6d6787117fe6;2025-05-14;1900-01-01 13:26:00;Yes;E;;;;;E;;;MN, NY;;E;;;NY, NH;;E;;;NH, MN;;green;806;805.0
8f3b675a-cb12-4c9b-9cd1-1a85dce23864;2025-05-14;1900-01-01 13:28:00;Yes;E;;;;;E;;;MN, NY;;E;;;NY, NH;;E;;;NH, MN;;green;808;807.0
822c9a75-1bae-4bde-b08a-e73eba274be2;2025-05-14;1900-01-01 13:30:00;Yes;E;;;;;E;;;MN, NY;;E;;;NY, NH;;E;;;NH, MN;;green;810;809.0
903ef57d-65a6-4062-948d-f2560a29c166;2025-05-14;1900-01-01 13:32:00;;E;;;NY, NH;;M;;;NY, MS;;RS;;;;;E;;;NH, MS;;red;812;811.0
1c86985e-25b6-46ee-b5f9-00208e614384;2025-05-14;1900-01-01 13:34:00;Yes;E;;;NY, NH;;M;;;NY, MS;;RS;;;;;E;;;NH, MS;;green;814;813.0
4baf7a86-f559-40ad-b936-3ba4211636c7;2025-05-14;1900-01-01 13:36:00;;RS;;;;;E;;;;;M;;;;;M;;;;;;816;815.0
32ca070c-19e6-4ecd-9ede-c905bcfb87ab;2025-05-14;1900-01-01 13:38:00;;RS;;;;;E;;;;;RS;;;;;M;;;;;red;818;817.0
814364af-b7a9-4692-a77a-ede77c60af4e;2025-05-14;1900-01-01 13:40:00;Yes;RS;;;;;E;;;;;RS;;;;;M;;;;;green;820;819.0
85129171-2f71-495e-adcd-77ea4569abbe;2025-05-14;1900-01-01 13:42:00;;RS;;;;;E;;;;;RS;;;;;RL;;;;;red;822;821.0
bc14add9-f5f0-43c1-8737-d0b170ddbeca;2025-05-14;1900-01-01 13:44:00;Yes;RS;;;;;E;;;;;RS;;;;;RL;;;;;green;824;823.0
f46ff331-938a-4785-9f06-1ebe453fffc6;2025-05-14;1900-01-01 13:46:00;Yes;RS;;;;;E;;;;;RS;;;;;RL;;;;;green;826;825.0
ba1f7c2c-0dcd-4e06-a21f-3ae5276e3615;2025-05-14;1900-01-01 13:48:00;Yes;RS;;;;;E;;;;;RS;;;;;RL;;;;;green;828;827.0
9d85d281-e126-4cf4-9994-13c31d763195;2025-05-14;1900-01-01 13:50:00;Yes;RS;;;;;E;;;;;RS;;;;;RL;;;;;green;830;829.0
e808085f-e1e6-4e25-b9f8-1b08d864345e;2025-05-14;1900-01-01 13:52:00;Yes;RS;;;;;E;;;;;RS;;;;;RL;;;;;green;832;831.0
694d1bb9-18bb-458e-afbc-482249ed6b01;2025-05-14;1900-01-01 13:54:00;Yes;RS;;;;;E;;;;;RS;;;;;RL;;;;;green;834;833.0
04e3976c-31c9-4247-a58e-e7c883f004b3;2025-05-14;1900-01-01 13:56:00;Yes;RS;;;;;E;;;;;RS;;;;;RL;;;;;green;836;835.0
29153d0e-d84c-4a9b-92e1-222e32f0bc92;2025-05-14;1900-01-01 13:58:00;Yes;RS;;;;;E;;;;;RS;;;;;RL;;;;;green;838;837.0
1d4d3cf9-59a5-4578-97ed-7b07f3a0bf9a;2025-05-14;1900-01-01 14:00:00;;E;;;;;E;;;;;RS;;;;;RL;;;;;red;840;839.0
d08c947b-46ec-4ced-bcbb-1cb33305e259;2025-05-14;1900-01-01 14:02:00;Yes;E;;;;;E;;;;;RS;;;;;RL;;;;;green;842;841.0
ecca2bf2-ab80-4044-bbbb-558d18dddd5f;2025-05-14;1900-01-01 14:04:00;Yes;E;;;;;E;;;;;RS;;;;;RL;;;;;green;844;843.0
d32894c2-0a80-444a-9146-0f1deb1a7f09;2025-05-14;1900-01-01 14:06:00;Yes;E;;;;;E;;;;;RS;;;;;RL;;;;;green;846;845.0
dd282229-7abf-4cda-b89b-9dc89b199fcf;2025-05-14;1900-01-01 14:08:00;Yes;E;;;;;E;;;;;RS;;;;;RL;;;;;green;848;847.0
bd1e7dc2-020e-4fa7-b4b1-3cf88179f43d;2025-05-14;1900-01-01 14:10:00;Yes;E;;;;;E;;;;;RS;;;;;RL;;;;;green;850;849.0
4a4d83ef-a2ab-47d4-86e4-9f8b60c82146;2025-05-14;1900-01-01 14:12:00;Yes;E;;;;;E;;;;;RS;;;;;RL;;;;;green;852;851.0
85d78010-38c2-40c3-a0f9-316b1a1fafc4;2025-05-14;1900-01-01 14:14:00;Yes;E;;;;;E;;;;;RS;;;;;RL;;;;;green;854;853.0
37520099-8011-4026-83a2-6730bab2235a;2025-05-14;1900-01-01 14:16:00;;RS;;;;;RS;;;;;E;;;;;RL;;;;;red;856;855.0
aa00ef08-6a65-41ee-b745-1c7de59c9fc3;2025-05-14;1900-01-01 14:18:00;Yes;RS;;;;;RS;;;;;E;;;;;RL;;;;;green;858;857.0
32982f5a-801e-4b90-8061-f10e89ea9c36;2025-05-14;1900-01-01 14:20:00;Yes;RS;;;;;RS;;;;;E;;;;;RL;;;;;green;860;859.0
5de0db4d-17de-43cc-9323-d08c40cccdc5;2025-05-14;1900-01-01 14:22:00;Yes;RS;;;;;RS;;;;;E;;;;;RL;;;;;green;862;861.0
f68e009d-ed07-4fa4-8100-c4ff6487929f;2025-05-14;1900-01-01 14:24:00;;RS;;;;;RS;;;;;E;;;;;E;;;;;red;864;863.0
e80a52de-7d1d-468e-b6aa-5d121220c8dd;2025-05-14;1900-01-01 14:26:00;Yes;RS;;;;;RS;;;;;E;;;;;E;;;;;green;866;865.0
49309b46-ba3e-453d-b21c-50133fbb249f;2025-05-14;1900-01-01 14:28:00;Yes;RS;;;;;RS;;;;;E;;;;;E;;;;;green;868;867.0
e46ba15c-c881-4030-ab16-1fe1d3d9ec7b;2025-05-14;1900-01-01 14:30:00;;RS;;;;;RS;;;;;E;;;NY;;E;;;MN;;;870;869.0
8da51e0c-31d4-423a-8a56-87bf8e6348a5;2025-05-14;1900-01-01 14:32:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;872;871.0
6817fac8-b5d5-4c86-b62f-87636dbbc5df;2025-05-14;1900-01-01 14:34:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;874;873.0
dedaa305-294d-46dc-9923-8081cd6884ae;2025-05-14;1900-01-01 14:36:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;876;875.0
fc16861e-acdc-40f6-8638-0efd3d790057;2025-05-14;1900-01-01 14:38:00;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;878;877.0
acd499e7-7951-4ee4-8aab-5c0e8f049fe8;2025-05-14;1900-01-01 14:40:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;880;879.0
49908ab7-2eac-48bd-829f-57ee0328df7f;2025-05-14;1900-01-01 14:42:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;882;881.0
e53688df-7b80-4ec6-a2e7-111168eda5ab;2025-05-14;1900-01-01 14:44:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;884;883.0
ff682e52-4e2c-4e09-b9ad-db59637a6acd;2025-05-14;1900-01-01 14:46:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;886;885.0
