ec5_uuid;date;1_TIme;2_NC;4_LN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_MN_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NH_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_NR_Behavior;23_Contact;24_AR;25_3M;26_Notes;highlight;msm;corrected_msm
3a8e2c87-8659-414c-b493-baca6ac641d1;2025-04-27;1900-01-01 09:34:00;;RS;;;;;M;;;;;M;;;;;M;;;;;;574;574.0
4f23296d-bcc4-4caa-b766-5b25dee59847;2025-04-27;1900-01-01 09:36:00;;RS;;;;;RS;;;;AG-Spited water towards cage a;DS;;;;Pan hoot;M;;;;;;576;576.0
05fc8052-5c16-459c-947a-aa045b8b6667;2025-04-27;1900-01-01 09:37:00;;RS;;;MN;;RS;;;LN;;M;;;;;M;;;;;;577;578.0
5f1fdf04-ee3b-47b3-b442-7ce00632fb2c;2025-04-27;1900-01-01 09:39:00;;RS;;;NH;;RS;;;;;RS;;;LN;;M;;;;;red;579;580.0
817cc39d-4286-4066-9606-df3e4c40e25a;2025-04-27;1900-01-01 09:41:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;M;;;;;green;581;582.0
4bd5039a-2b64-424c-9a92-362f59cc8e45;2025-04-27;1900-01-01 09:43:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;M;;;;;green;583;584.0
98fc1e29-c6ee-4319-abf6-2d6583aa47f1;2025-04-27;1900-01-01 09:45:00;Yes;RS;;;NH;;RS;;;;;RS;;;LN;;M;;;;;green;585;586.0
0a241bf6-cb51-4ef7-825a-93a086921aa9;2025-04-27;1900-01-01 09:47:00;;RS;;;NH;;RS;;;;;RS;;;LN;;E;;;;;;587;588.0
ab158d41-c7ce-4b7e-8ba9-acfbfaedf9f1;2025-04-27;1900-01-01 09:49:00;;GR;NR;;NH;;RS;;;;;RS;;;NR, LN;;GG;LN;;NH;;;589;590.0
bda61f78-e90b-4c8d-b671-4185dac22e64;2025-04-27;1900-01-01 09:51:00;;RS;;NR;NH;;RS;;;;;RS;;;NR, LN;;RL;;LN;NH;;red;591;592.0
872aaacd-bb1f-477a-adad-5a0ae303e032;2025-04-27;1900-01-01 09:53:00;Yes;RS;;NR;NH;;RS;;;;;RS;;;NR, LN;;RL;;LN;NH;;green;593;594.0
d87a1e2f-f116-4aea-a476-f5acf5c932f0;2025-04-27;1900-01-01 09:55:00;Yes;RS;;NR;NH;;RS;;;;;RS;;;NR, LN;;RL;;LN;NH;;green;595;596.0
7b21fd8e-0b48-49cd-a76a-6eaeb3d0eb8a;2025-04-27;1900-01-01 09:57:00;Yes;RS;;NR;NH;;RS;;;;;RS;;;NR, LN;;RL;;LN;NH;;green;597;598.0
9178ac04-25ee-4d83-af61-7d1830ea6529;2025-04-27;1900-01-01 10:00:00;Yes;RS;;NR;NH;;RS;;;;;RS;;;NR, LN;;RL;;LN;NH;;green;600;600.0
12991993-6b88-454e-8423-4cddd3eb5caf;2025-04-27;1900-01-01 10:01:00;Yes;RS;;NR;NH;;RS;;;;;RS;;;NR, LN;;RL;;LN;NH;;green;601;602.0
f1d61923-b45c-45b8-913b-f9a829aff03f;2025-04-27;1900-01-01 10:04:00;;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;red;604;604.0
4f66313d-64cb-4bf4-9a09-6242c4968c8c;2025-04-27;1900-01-01 10:06:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;606;606.0
78db57d2-6b4d-4bb7-921c-4449db163c48;2025-04-27;1900-01-01 10:08:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;608;608.0
0977a4b0-7670-439e-be83-bef4eab95763;2025-04-27;1900-01-01 10:09:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;609;610.0
1a8ff5c0-12b6-4389-b87f-755cae4f6ca5;2025-04-27;1900-01-01 10:11:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;611;612.0
51b839d7-d440-41c7-8d50-02947323284b;2025-04-27;1900-01-01 10:13:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;613;614.0
fd68b534-ab35-41a5-afb6-e9464a1e9d6b;2025-04-27;1900-01-01 10:15:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;615;616.0
0098ae07-bc4f-481c-ac75-be2791ef2763;2025-04-27;1900-01-01 10:18:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;618;618.0
5f6d3ad9-31c9-4dac-a1d7-c5a3ba73af69;2025-04-27;1900-01-01 10:20:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;620;620.0
635b00fd-388d-4f27-b849-8325e387a388;2025-04-27;1900-01-01 10:21:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;621;622.0
167e1da1-9f82-43ad-9f57-59860b09e879;2025-04-27;1900-01-01 10:23:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;623;624.0
4f5d90f4-b4f4-4d74-82b6-e5a2ebb439fc;2025-04-27;1900-01-01 10:25:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;625;626.0
f62dd737-d885-4595-b934-e64c78150909;2025-04-27;1900-01-01 10:28:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;628;628.0
b2fa567b-5b9e-43e5-9382-9e0fc9085157;2025-04-27;1900-01-01 10:29:00;Yes;RS;;;NR, NH;;E;;;;;RL;;;NR, LN;;RL;;;NH, LN;;green;629;630.0
f04fcf8d-af64-4dd5-baa6-31c73812af07;2025-04-27;1900-01-01 10:31:00;;RS;;;NR;;RS;;;;;RS;;;;;RS;;;LN;;;631;
9faa0f6a-cc2c-452e-9637-f0fa1920dcef;2025-04-27;1900-01-01 10:45:00;;RS;;;MN, NR;;RS;;;NR, LN;;RS;;;;;RL;;;MN, LN;;red;645;645.0
bd9f23db-654e-4d19-8956-ae2ca2d5d6a1;2025-04-27;1900-01-01 10:47:00;Yes;RS;;;MN, NR;;RS;;;NR, LN;;RS;;;;;RL;;;MN, LN;;green;647;647.0
24ce1e6b-b220-4a59-bf51-02df980b5faf;2025-04-27;1900-01-01 10:50:00;Yes;RS;;;MN, NR;;RS;;;NR, LN;;RS;;;;;RL;;;MN, LN;;green;650;649.0
fec195f2-19fe-4838-aa67-ffdfdd8797e1;2025-04-27;1900-01-01 10:51:00;Yes;RS;;;MN, NR;;RS;;;NR, LN;;RS;;;;;RL;;;MN, LN;;green;651;651.0
789ac621-4ae2-461e-80a6-b41cc9014a34;2025-04-27;1900-01-01 10:53:00;Yes;RS;;;MN, NR;;RS;;;NR, LN;;RS;;;;;RL;;;MN, LN;;green;653;653.0
180d0bf9-a4ed-45bd-8043-6d1fbb5079c7;2025-04-27;1900-01-01 10:55:00;;RL;;;NR, MN;;SD;;;NR, LN;;RS;;;;;RS;;;MN, LN;;red;655;655.0
fc5ef042-db2c-40f8-a1a4-981f4f56fac1;2025-04-27;1900-01-01 10:57:00;Yes;RL;;;NR, MN;;SD;;;NR, LN;;RS;;;;;RS;;;MN, LN;;green;657;657.0
e68559da-d47a-42b4-abe5-76be6f55babd;2025-04-27;1900-01-01 10:59:00;Yes;RL;;;NR, MN;;SD;;;NR, LN;;RS;;;;;RS;;;MN, LN;;green;659;659.0
af5dfb5e-fc18-43d2-9914-cb82a31b74cc;2025-04-27;1900-01-01 11:01:00;;RL;;NR;MN;;RS;;NR;LN;;RS;;;;;RL;;MN, LN;;;;661;661.0
5cb4db66-e516-4592-a541-f4782f735400;2025-04-27;1900-01-01 11:03:00;;RL;;;NR, MN;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;red;663;663.0
b58f4609-4d62-4cf1-b889-ffe02d637585;2025-04-27;1900-01-01 11:05:00;Yes;RL;;;NR, MN;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;green;665;665.0
8595cb63-47a7-4780-8c5b-2977ced37eb2;2025-04-27;1900-01-01 11:07:00;Yes;RL;;;NR, MN;;GM;NR;;LN;;RS;;;;;GM;MN;;LN;;green;667;667.0
