ec5_uuid;date;1_TIme;2_NC;4_MZ_Behavior;5_Contact;6_AR;7_3M;8_Occurence;9_Notes;11_SB_Behavior;12_Contact;13_AR;14_3M;15_Occurence;16_Notes;18_GG_Behavior;19_Contact;20_AR;21_3M;22_Occurence;23_Notes;25_MS_Behavior;26_Contact;27_AR;28_3M;29_Occurence;30_Notes;highlight;msm;corrected_msm
82c428ac-3aec-4dd8-9e7a-1dd6c99a5220;2025-05-04;1900-01-01 10:16:00;NO;DS;;;;;;M;;;;;;RS;;;;;;M;;;;;;;616;616.0
63b5c45c-ef13-4e13-a5a3-b63efe838599;2025-05-04;1900-01-01 10:17:00;NO;DS;;;;;;RL;;;MS;;;RS;;;;;;RS;;;SB;;;;617;618.0
ccda324a-ac12-4503-a3aa-deadc1e6b0c0;2025-05-04;1900-01-01 10:20:00;NO;M;;;;;;RL;;;;;;M;;;MS;;;RS;;;GG;;;;620;620.0
2957ef5e-f713-4df4-8dea-75e667ed17d1;2025-05-04;1900-01-01 10:21:00;NO;M;;;;;;RL;;;;;;RS;;;;;;M;;;;;;;621;622.0
b2edc53e-5be6-499f-bb72-3a37521c6938;2025-05-04;1900-01-01 10:23:00;NO;RS;;;;;;RL;;;;;;RS;;;;;;E;;;;;;;623;624.0
8f72c075-15c6-4027-a7e9-469cdbe689ab;2025-05-04;1900-01-01 10:25:00;NO;RS;;;MS;;;RL;;;;;;M;;;;;Playing with MS;RS;;;MZ;;;;625;626.0
df8372e6-459f-45c1-bcb6-9e31c31c2ff6;2025-05-04;1900-01-01 10:28:00;NO;M;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;;628;628.0
4049cea0-2c8d-46f2-a819-3c66215f9a24;2025-05-04;1900-01-01 10:30:00;NO;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;;630;630.0
ae6d1c70-758d-44b9-8756-6ed98c6556d8;2025-05-04;1900-01-01 10:46:00;NO;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;red;646;645.0
9e4ce1ae-3ae7-42ce-8ce8-5e7527106aeb;2025-05-04;1900-01-01 10:48:00;Yes;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;green;648;647.0
d8dffa64-8c87-4633-a044-0a0d4ce18361;2025-05-04;1900-01-01 10:50:00;Yes;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;green;650;649.0
494bffe8-7de9-4473-86a0-e07d1a313d3d;2025-05-04;1900-01-01 10:51:00;Yes;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;green;651;651.0
0babf826-f87d-4f6c-8118-839636c5ae6b;2025-05-04;1900-01-01 10:53:00;Yes;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;green;653;653.0
f9838e87-98b1-403e-bd81-855d8a09e0b8;2025-05-04;1900-01-01 10:55:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RL;;;;;;red;655;655.0
e06cd33c-f297-459a-a9e6-0dabd1152f1f;2025-05-04;1900-01-01 10:58:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RL;;;;;;green;658;657.0
9764c49a-cd1d-415c-b51d-2834cb7a318e;2025-05-04;1900-01-01 11:00:00;NO;RL;;;;;;RS;;;;;;RS;;;;;;RL;;;;;;red;660;659.0
fa9d3c29-980e-477e-9668-f840c5c0e48a;2025-05-04;1900-01-01 11:01:00;Yes;RL;;;;;;RS;;;;;;RS;;;;;;RL;;;;;;green;661;661.0
e8f4f3cf-ae3f-4ec2-8adc-97a34aabb5a1;2025-05-04;1900-01-01 11:03:00;NO;RL;;;;;;GG;MS;;;;;RS;;;;;;GR;SB;;;;;red;663;663.0
0f4865bc-976f-4864-8790-0fd3b11ae715;2025-05-04;1900-01-01 11:06:00;Yes;RL;;;;;;GG;MS;;;;;RS;;;;;;GR;SB;;;;;green;666;665.0
0956a4bc-9336-43eb-8016-7444c1d5f54a;2025-05-04;1900-01-01 11:07:00;NO;RL;;;;;;M;;;;;;M;;;;;;RS;;;;;;;667;667.0
3446153b-21f5-48e6-acb0-1dadbe269d96;2025-05-04;1900-01-01 11:09:00;NO;RS;;;SB;;;M;;;MZ;;Playing with MS;RL;;;;;;E;;;;;;;669;669.0
6d92f1a7-f58c-4864-b3e4-71074014d23e;2025-05-04;1900-01-01 11:12:00;NO;RL;;;;;;E;;;;;;RL;;;;;;E;;;;;;red;672;671.0
6f4dfd99-e2b7-45c3-9db6-9b58a5ba2b8f;2025-05-04;1900-01-01 11:13:00;Yes;RL;;;;;;E;;;;;;RL;;;;;;E;;;;;;green;673;673.0
1062c8e6-b83f-4bfe-9171-4a76086f52f7;2025-05-04;1900-01-01 11:16:00;NO;M;;;;;;RS;;;;;;RL;;;;;;M;;;;;;;676;675.0
c163bc40-dc02-40c4-9f2d-6060d216b647;2025-05-04;1900-01-01 11:18:00;NO;M;;;;;;M;;;;;;RS;;;;;;M;;;;;;;678;677.0
5bced421-6160-4960-81a9-b1d778ff2d0b;2025-05-04;1900-01-01 11:19:00;NO;DS;;;;;;M;;;;;;RS;;;;;;RS;;;;;;;679;679.0
7e886875-96d7-4091-9384-080e747cb3b5;2025-05-04;1900-01-01 11:22:00;NO;RS;;;;;;DS;;;;;;RS;;;;;;RS;;;;;;;682;681.0
081ad108-2cfe-4967-8e72-e9c1d600359e;2025-05-04;1900-01-01 11:23:00;NO;DS;;;;;;E;;;;;;M;;;;;;RS;;;;;;;683;683.0
dcb0865c-b1cd-4aa9-afd1-c4c74c53096b;2025-05-04;1900-01-01 11:25:00;NO;M;;;;;;E;;;;;;RS;;;;;;RS;;;;;;;685;685.0
a7d1eb65-5285-4967-87cb-e898b8fc0e75;2025-05-04;1900-01-01 11:28:00;NO;DS;;;;;;E;;;;;;RS;;;;;;RS;;;;;;;688;687.0
820a0bc9-d43a-47ac-9357-c6e186f60679;2025-05-04;1900-01-01 11:29:00;NO;M;;;;;;E;;;;;;RS;;;;;;RS;;;;;;red;689;689.0
f1341415-84e4-4f88-983d-99cafa90d542;2025-05-04;1900-01-01 11:31:00;Yes;M;;;;;;E;;;;;;RS;;;;;;RS;;;;;;green;691;691.0
6ab7c766-7db4-418e-a0ad-9b7965615d35;2025-05-04;1900-01-01 11:33:00;NO;M;;;;;;RS;;;MS;;;RS;;;;;;RS;;;SB;;;;693;693.0
119e56fc-e0fc-4709-b027-68890c526157;2025-05-04;1900-01-01 11:35:00;NO;RS;;;;;;RS;;;MS;;;RS;;;;;;RS;;;SB;;;;695;695.0
76c46a27-9ad1-4d08-bde6-384bae275379;2025-05-04;1900-01-01 11:37:00;NO;M;;;;;;RL;;;;;;RS;;MS;;;;RS;;GG;;;;;697;697.0
2537818e-b12a-457c-a463-c1cc3960e5c6;2025-05-04;1900-01-01 11:40:00;NO;RS;;;MS, GG;;;RL;;;;;;RS;;;MZ, MS;;;RS;;;GG, MZ;;;;700;699.0
ea145d2c-ed45-42ad-a1bf-d6751efbd867;2025-05-04;1900-01-01 11:41:00;NO;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;;701;701.0
3dc4192f-11d9-4d12-824b-e2e5f6dc9e3e;2025-05-04;1900-01-01 11:43:00;NO;M;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;;703;703.0
3f52455f-4071-4955-8fe3-3d602b869fe0;2025-05-04;1900-01-01 11:45:00;NO;DS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;;705;705.0
5517e869-9902-4666-b089-445f7ebe0e94;2025-05-04;1900-01-01 13:17:00;NO;M;;;MS;;;E;;;;;;E;;;;;;E;;;MZ;;;;797;797.0
f2061252-848d-498f-a1a0-b5591e66441e;2025-05-04;1900-01-01 13:18:00;NO;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;;798;799.0
09a23f9c-2946-4411-af11-d7b478799a37;2025-05-04;1900-01-01 13:21:00;NO;M;;;;;;E;;;;;;E;;;;;;E;;;;;;;801;801.0
e2b04fe6-258f-4d5a-9efe-943c612ca4e6;2025-05-04;1900-01-01 13:23:00;NO;RS;;;;;;E;;;;;;E;;;;;;E;;;;;;;803;803.0
f6ec494d-dabb-40ec-ac41-013da7ec8c36;2025-05-04;1900-01-01 13:25:00;NO;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;;805;805.0
0ddcb9f3-127c-46ea-9784-931b97be6270;2025-05-04;1900-01-01 13:27:00;NO;E;;;;;;E;;;;;;E;;;;;;E;;;;;;;807;807.0
849fd4e5-6e0d-4322-a17a-8713edf00090;2025-05-04;1900-01-01 13:29:00;NO;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;red;809;809.0
bdb17473-2619-46d6-a398-e10517b33632;2025-05-04;1900-01-01 13:31:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;811;811.0
442dfa30-fd04-4d46-8311-94f9e33bf5bd;2025-05-04;1900-01-01 13:32:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;812;813.0
cfae3545-83a2-48e0-b5e1-6f2aab35d70f;2025-05-04;1900-01-01 13:34:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;814;815.0
5a8e5f76-00d3-4ffe-a5d4-8039c80515d8;2025-05-04;1900-01-01 13:37:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;817;817.0
58fc8bdb-ad10-4b03-a8df-b6a043f417df;2025-05-04;1900-01-01 13:38:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;818;819.0
6b699bc2-f8c3-4aab-a6ed-e3c04190177a;2025-05-04;1900-01-01 13:41:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;821;821.0
0c83089c-a057-44d8-8d0d-c734a8640732;2025-05-04;1900-01-01 13:43:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;823;823.0
c33dc15c-1e08-4a0d-88a6-3652f99f3693;2025-05-04;1900-01-01 13:44:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;824;825.0
dd4b0226-4589-47a8-a7c2-4a53f783b3dc;2025-05-04;1900-01-01 13:47:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;827;827.0
e932dfec-132d-4cf9-88ec-310ce2e5925f;2025-05-04;1900-01-01 13:48:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;828;829.0
d8fb3774-e83a-4dcb-aff8-e3ec87d3acb3;2025-05-04;1900-01-01 13:51:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;831;831.0
3ee1f50d-9267-458b-b4a0-4441cf5829ac;2025-05-04;1900-01-01 13:53:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;833;833.0
4c399209-8f2a-4c96-9238-078df54403eb;2025-05-04;1900-01-01 13:55:00;NO;E;;;;;;E;;;;;;E;;;;;;E;;;;;;;835;835.0
a63f261d-e39f-41ba-a9ea-5be79c2e3b69;2025-05-04;1900-01-01 13:56:00;NO;M;;;MS;;;E;;;;;;E;;;;;;E;;;MZ;;;;836;837.0
e0c11513-4557-4869-b725-07fedd5c44c2;2025-05-04;1900-01-01 13:59:00;NO;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;;839;839.0
eed05168-f347-4d22-84dd-abbfdc98732b;2025-05-04;1900-01-01 14:01:00;NO;E;;;;;;E;;;;;;E;;;;;;E;;;;;;red;841;841.0
c679f574-0d94-4da5-a9ab-04ad13c5fda9;2025-05-04;1900-01-01 14:02:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;;;;;green;842;843.0
831829c0-5da2-4bea-831d-510771db50a0;2025-05-04;1900-01-01 14:04:00;NO;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;;844;845.0
8543d129-0218-4552-9f76-eda3be98c832;2025-05-04;1900-01-01 14:07:00;NO;E;;SB;;;;E;;;;;;E;;;;;;E;;;;;;;847;847.0
c4d71fa6-c0d0-4c14-a01a-5d4d9a8a777a;2025-05-04;1900-01-01 14:09:00;NO;M;;;;;;E;;;;;;E;;;;;;E;;;;;;;849;849.0
c423d8b9-86bf-470b-b3e3-a8ac6f8f2544;2025-05-04;1900-01-01 14:10:00;NO;E;;GG;;;;E;;;;;;E;;MZ;;;;E;;;;;;red;850;851.0
b18971e3-a9bc-47a9-8ba1-dec2676c6577;2025-05-04;1900-01-01 14:13:00;Yes;E;;GG;;;;E;;;;;;E;;MZ;;;;E;;;;;;green;853;853.0
45784318-405f-45e4-9a7e-47da8796a147;2025-05-04;1900-01-01 14:14:00;NO;M;;;;;;E;;GG;;;;E;;SB;;;;E;;;;;;;854;855.0
85885a84-b060-4ab5-8cb2-190fda7fe1c1;2025-05-04;1900-01-01 14:17:00;NO;E;;;MS;;;E;;GG;;;;E;;SB;;;;E;;;MZ;;;;857;857.0
eded9650-e11b-48f1-9ac8-f82048c6ba6f;2025-05-04;1900-01-01 14:18:00;NO;E;;SB;;;;E;;MZ;;;;E;;MS;;;;E;;GG;;;;;858;859.0
090a739f-aa88-4bba-8496-523268e6ceda;2025-05-04;1900-01-01 14:21:00;NO;E;;SB;;;;E;;MZ;;;;SD;;MS;;;;RS;;GG;;;;;861;861.0
e6c60baa-37a7-4cc3-9214-18c8f0d0de21;2025-05-04;1900-01-01 14:23:00;NO;E;;SB;;;;E;;MZ;;;;GG;MS;;;;;GR;GG;;;;;;863;863.0
168a7619-b897-481b-8f2f-fc1b416170eb;2025-05-04;1900-01-01 14:25:00;NO;E;;;;;;E;;;;;;E;;;;;;RL;;;;;;;865;865.0
057f9a5a-c788-4e7c-a335-34da9d0492c4;2025-05-04;1900-01-01 14:27:00;NO;E;;;;;;E;;GG;;;;E;;SB;;;;RL;;;;;;red;867;867.0
ad72dabb-8247-40a8-8976-eba021d5d0df;2025-05-04;1900-01-01 14:29:00;Yes;E;;;;;;E;;GG;;;;E;;SB;;;;RL;;;;;;green;869;869.0
0117300d-6da9-4ae3-876a-d03ded64a610;2025-05-04;1900-01-01 14:30:00;Yes;E;;;;;;E;;GG;;;;E;;SB;;;;RL;;;;;;green;870;871.0
17546cce-de64-4f62-84e2-8f3e436129bc;2025-05-04;1900-01-01 14:33:00;NO;M;;;;;;E;;;;;;RS;;;;;;RL;;;;;;;873;873.0
c806d8c5-8009-41e0-b591-1692f8f5d4fa;2025-05-04;1900-01-01 14:35:00;NO;RS;;;;;;E;;;;;;RS;;;MS;;;E;;;GG;;;;875;875.0
5b721c5f-5939-40d9-b112-f09cf5d3841e;2025-05-04;1900-01-01 14:37:00;NO;M;;;;;;RS;;;;;;RS;;;MS;;;RS;;;GG;;;;877;877.0
4f95286d-0bdd-42dd-8787-40018570fc05;2025-05-04;1900-01-01 14:38:00;NO;E;;;;;;E;;;;;;RS;;;MS;;;RS;;;GG;;;;878;879.0
4c1b52ad-55d8-4803-a280-2306f40e0047;2025-05-04;1900-01-01 14:40:00;NO;M;;;;;;E;;;;;;RS;;;MS;;;RS;;;GG;;;;880;881.0
90b9bf4b-f72f-451a-a706-c806f34a7e2a;2025-05-04;1900-01-01 14:42:00;NO;E;;;;;;E;;;;;;RL;;;MS;;;RS;;;GG;;;;882;883.0
38676a35-9a04-4e3e-8314-a546685fe301;2025-05-04;1900-01-01 14:45:00;NO;E;;;;;;M;;;;;;RL;;;MS;;;RS;;;GG;;;;885;885.0
