ec5_uuid,condition,date,msm,group,is_all_occasions,trial,phase,first_day,block_ID,Ind1,behaviour,partner,notes,playing,aggression,agg_morn1,play_morn1,agg_morn2,play_morn2,agg_enrich,play_enrich,agg_extra,play_extra
11E,Crow,2025-05-04,608,2,True,6,morn1,True,morn1_2_trial6_first_cont,TK,PL,TN,WRESTLE,1,0,0,1,0,0,0,0,0,0
5vN,Crow,2025-05-04,609,2,True,6,morn1,True,morn1_2_trial6_first_cont,TK,PL,TN,WRESTLE,1,0,0,1,0,0,0,0,0,0
Pm4,Crow,2025-05-04,610,2,True,6,morn1,True,morn1_2_trial6_first_cont,TK,PL,TN,WRESTLE,1,0,0,1,0,0,0,0,0,0
cVN,Crow,2025-05-04,597,2,True,6,morn1,True,morn1_2_trial6_first_cont,TK,PL,TN,ARM GRAB,1,0,0,1,0,0,0,0,0,0
MST,Crow,2025-05-04,598,2,True,6,morn1,True,morn1_2_trial6_first_cont,TK,PL,TN,ARM GRAB,1,0,0,1,0,0,0,0,0,0
es8,Crow,2025-05-04,599,2,True,6,morn1,True,morn1_2_trial6_first_cont,TK,PL,TN,ARM GRAB,1,0,0,1,0,0,0,0,0,0
8zD,Crow,2025-05-04,600,2,True,6,morn1,True,morn1_2_trial6_first_cont,TK,PL,TN,ARM GRAB,1,0,0,1,0,0,0,0,0,0
YR8,Crow,2025-05-04,601,2,True,6,morn1,True,morn1_2_trial6_first_cont,TK,PL,TN,ARM GRAB,1,0,0,1,0,0,0,0,0,0
X7U,Crow,2025-05-04,602,2,True,6,morn1,True,morn1_2_trial6_first_cont,TK,PL,TN,ARM GRAB,1,0,0,1,0,0,0,0,0,0
Fu7,Crow,2025-05-04,653,2,True,6,morn2,True,morn2_2_trial6_first_cont,TK,DS,,,0,1,0,0,1,0,0,0,0,0
3Bh,Crow,2025-05-04,714,2,True,6,extra,True,extra_2_trial6_first_cont,TK,PL,TN,,1,0,0,0,0,0,0,0,0,1
rOv,Crow,2025-05-04,595,2,True,6,morn1,True,morn1_2_trial6_first_cont,TK,DS,,,0,1,1,0,0,0,0,0,0,0
uZH,Crow,2025-05-04,672,2,True,6,morn2,True,morn2_2_trial6_first_cont,TK,PL,TN,,1,0,0,0,0,1,0,0,0,0
G6T,Crow,2025-05-04,801,2,True,6,enrich,True,enrich_2_trial6_first_cont,TK,PL,TN,pulling arms and legs,1,0,0,0,0,0,0,1,0,0
WtY,Crow,2025-05-04,699,2,True,6,morn2,True,morn2_2_trial6_first_cont,TK,DS,,,0,1,0,0,1,0,0,0,0,0
d5R,Crow,2025-05-04,696,2,True,6,morn2,True,morn2_2_trial6_first_cont,TK,PL,TN,,1,0,0,0,0,1,0,0,0,0
weG,Crow,2025-05-04,697,2,True,6,morn2,True,morn2_2_trial6_first_cont,TK,PL,TN,,1,0,0,0,0,1,0,0,0,0
ZOW,Crow,2025-05-04,698,2,True,6,morn2,True,morn2_2_trial6_first_cont,TK,PL,TN,,1,0,0,0,0,1,0,0,0,0
jKe,Crow,2025-05-04,611,2,True,6,morn1,True,morn1_2_trial6_first_cont,TK,PL,TN,,1,0,0,1,0,0,0,0,0,0
5ZC,Crow,2025-05-04,625,2,True,6,morn1,True,morn1_2_trial6_first_cont,TN,AG,,TOWARDS TK,0,1,1,0,0,0,0,0,0,0
YDD,Crow,2025-05-04,635,2,True,6,extra,True,extra_2_trial6_first_cont,TN,DS,,TOWARDS SR - BEFORE PLAYBACK,0,1,0,0,0,0,0,0,1,0
eaR,Crow,2025-05-04,654,2,True,6,morn2,True,morn2_2_trial6_first_cont,TN,AG,,TOWARDS ST,0,1,0,0,1,0,0,0,0,0
D3N,Crow,2025-05-04,654,2,True,6,morn2,True,morn2_2_trial6_first_cont,TN,DS,,,0,1,0,0,1,0,0,0,0,0
ZHP,Crow,2025-05-04,625,2,True,6,morn1,True,morn1_2_trial6_first_cont,TN,DS,,,0,1,1,0,0,0,0,0,0,0
TSQ,Crow,2025-05-04,597,2,True,6,morn1,True,morn1_2_trial6_first_cont,TN,PL,ST,FOLLOW + WRESTLE,1,0,0,1,0,0,0,0,0,0
Z5r,Crow,2025-05-04,598,2,True,6,morn1,True,morn1_2_trial6_first_cont,TN,PL,ST,,1,0,0,1,0,0,0,0,0,0
w4S,Crow,2025-05-04,599,2,True,6,morn1,True,morn1_2_trial6_first_cont,TN,PL,ST,,1,0,0,1,0,0,0,0,0,0
Q3t,Crow,2025-05-04,600,2,True,6,morn1,True,morn1_2_trial6_first_cont,TN,PL,ST,,1,0,0,1,0,0,0,0,0,0
1qf,Crow,2025-05-04,601,2,True,6,morn1,True,morn1_2_trial6_first_cont,TN,PL,ST,,1,0,0,1,0,0,0,0,0,0
gFC,Crow,2025-05-04,602,2,True,6,morn1,True,morn1_2_trial6_first_cont,TN,PL,ST,,1,0,0,1,0,0,0,0,0,0
8ax,Crow,2025-05-04,646,2,True,6,morn2,True,morn2_2_trial6_first_cont,TN,DS,,,0,1,0,0,1,0,0,0,0,0
cX9,Crow,2025-04-08,615,1,True,3,morn1,True,morn1_1_trial3_first_cont,MT,DS,,,0,1,1,0,0,0,0,0,0,0
6j5,Crow,2025-04-08,669,1,True,3,morn2,True,morn2_1_trial3_first_cont,MT,DS,,,0,1,0,0,1,0,0,0,0,0
XeF,Crow,2025-04-09,586,1,True,3,morn1,False,morn1_1_trial3_sec_cont,MT,PL,NR,HITTING ARMS,1,0,0,1,0,0,0,0,0,0
Q9B,Crow,2025-04-09,629,1,True,3,morn1,False,morn1_1_trial3_sec_cont,MT,DS,,,0,1,1,0,0,0,0,0,0,0
Ju6,Crow,2025-04-09,818,1,True,3,enrich,False,enrich_1_trial3_sec_cont,MT,DS,,,0,1,0,0,0,0,1,0,0,0
xND,Crow,2025-04-09,820,1,True,3,enrich,False,enrich_1_trial3_sec_cont,MT,DS,,,0,1,0,0,0,0,1,0,0,0
teN,Crow,2025-04-09,821,1,True,3,enrich,False,enrich_1_trial3_sec_cont,MT,DS,,,0,1,0,0,0,0,1,0,0,0
tox,Crow,2025-04-09,824,1,True,3,enrich,False,enrich_1_trial3_sec_cont,MT,DS,,,0,1,0,0,0,0,1,0,0,0
v5f,Crow,2025-04-09,831,1,True,3,enrich,False,enrich_1_trial3_sec_cont,MT,DS,,,0,1,0,0,0,0,1,0,0,0
2U2,Crow,2025-04-09,578,1,True,3,morn1,False,morn1_1_trial3_sec_cont,MT,PL,NR,,1,0,0,1,0,0,0,0,0,0
P2k,Crow,2025-04-08,615,1,True,3,morn1,True,morn1_1_trial3_first_cont,NR,DS,,,0,1,1,0,0,0,0,0,0,0
10R,Crow,2025-04-08,618,1,True,3,morn1,True,morn1_1_trial3_first_cont,NR,DS,,,0,1,1,0,0,0,0,0,0,0
vHE,Crow,2025-04-08,669,1,True,3,morn2,True,morn2_1_trial3_first_cont,NR,DS,,,0,1,0,0,1,0,0,0,0,0
VyM,Crow,2025-04-08,828,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,DS,,,0,1,0,0,0,0,1,0,0,0
NYs,Crow,2025-04-08,844,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,TK,chase,1,0,0,0,0,0,0,1,0,0
dqR,Crow,2025-04-08,857,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,DS,,,0,1,0,0,0,0,1,0,0,0
fAq,Crow,2025-04-08,828,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,,circles,1,0,0,0,0,0,0,1,0,0
rjH,Crow,2025-04-08,829,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,,circles,1,0,0,0,0,0,0,1,0,0
5sY,Crow,2025-04-08,830,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,,circles,1,0,0,0,0,0,0,1,0,0
pko,Crow,2025-04-08,831,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,,circles,1,0,0,0,0,0,0,1,0,0
Fsy,Crow,2025-04-08,833,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,TK,circles - wrestling,1,0,0,0,0,0,0,1,0,0
3k3,Crow,2025-04-08,834,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,TK,circles - wrestling,1,0,0,0,0,0,0,1,0,0
L7Q,Crow,2025-04-08,835,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,TK,circles - wrestling,1,0,0,0,0,0,0,1,0,0
4Wx,Crow,2025-04-08,836,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,TK,circles - wrestling,1,0,0,0,0,0,0,1,0,0
W63,Crow,2025-04-08,857,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,,chasing,1,0,0,0,0,0,0,1,0,0
yGn,Crow,2025-04-08,858,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,,chasing,1,0,0,0,0,0,0,1,0,0
BP1,Crow,2025-04-08,859,1,True,3,enrich,True,enrich_1_trial3_first_cont,NR,PL,,chasing,1,0,0,0,0,0,0,1,0,0
ePQ,Crow,2025-04-08,592,1,True,3,morn1,True,morn1_1_trial3_first_cont,NR,PL,TK,wrestling pulling arms,1,0,0,1,0,0,0,0,0,0
uzK,Crow,2025-04-08,593,1,True,3,morn1,True,morn1_1_trial3_first_cont,NR,PL,TK,wrestling pulling arms,1,0,0,1,0,0,0,0,0,0
ms3,Crow,2025-04-09,629,1,True,3,morn1,False,morn1_1_trial3_sec_cont,NR,DS,,,0,1,1,0,0,0,0,0,0,0
JQu,Crow,2025-04-09,827,1,True,3,enrich,False,enrich_1_trial3_sec_cont,NR,DS,,,0,1,0,0,0,0,1,0,0,0
DOq,Crow,2025-04-09,586,1,True,3,morn1,False,morn1_1_trial3_sec_cont,NR,DS,,,0,1,1,0,0,0,0,0,0,0
