ec5_uuid,created_at,1_TIme,2_NC,4_ST_Behavior,5_Contact,6_AR,7_3M,8_Notes,10_NY_Behavior,11_Contact,12_AR,13_3M,14_Notes,16_SR_Behavior,17_Contact,18_AR,19_3M,20_Notes,22_TK_Behavior,23_Contact,24_AR,25_3M,26_Notes,28_TN_Behavior,29_Contact,30_AR,31_3M,32_Notes,34_LN_Behavior,35_Contact,36_AR,37_3M,38_Notes,40_MT_Behavior,41_Contact,42_AR,43_3M,44_Notes,46_NR_Behavior,47_Contact,48_AR,49_3M,50_Notes,date_dt,date_str,condition,date,msm,group,Ind1,behaviour,partner,notes,playing,aggression,trial,phase,block_ID,qualifier,4_MS_Behavior,10_ST_Behavior,16_NH_Behavior,22_LN_Behavior,28_NR_Behavior,34_MN_Behavior,40_NY_Behavior,4_MZ_Behavior,8_Occurence,9_Notes,11_SB_Behavior,12_Contact,13_AR,14_3M,15_Occurence,16_Notes,18_GG_Behavior,19_Contact,20_AR,21_3M,22_Occurence,23_Notes,25_TN_Behavior,26_Contact,27_AR,28_3M,29_Occurence,30_Notes,32_SR_Behavior,33_Contact,34_AR,35_3M,36_Occurence,37_Notes,38_MS_Behavior,39_Contact,40_AR,41_3M,42_Occurence,43_Notes,44_LN_Behavior,45_Contact,46_AR,47_3M,48_Occurence,49_Notes,50_NR_Behavior,51_Contact,52_AR,53_3M,54_Occurence,55_Notes
Z8y,05.04.2025,14:24,,,,,,,PL,,TK,,MOUTH ON MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05 00:00:00,05-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uK1,05.04.2025,14:25,,,,,,,PL,,TK,,MOUTH ON MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05 00:00:00,05-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R3a,05.04.2025,14:26,,,,,,,PL,,TK,,MOUTH ON MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05 00:00:00,05-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fmb,05.04.2025,14:27,,,,,,,PL,,TK,,MOUTH ON MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05 00:00:00,05-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cJh,05.04.2025,14:28,,,,,,,PL,,TK,,MOUTH ON MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05 00:00:00,05-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n9h,05.04.2025,14:29,,,,,,,PL,,TK,,MOUTH ON MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05 00:00:00,05-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2y,05.04.2025,14:30,,,,,,,PL,,TK,,MOUTH ON MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05 00:00:00,05-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNQ,05.04.2025,14:31,,,,,,,PL,,TK,,MOUTH ON MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05 00:00:00,05-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nqm,05.04.2025,14:32,,,,,,,PL,,TK,,MOUTH ON MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05 00:00:00,05-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J6z,05.04.2025,14:33,,,,,,,PL,,TK,,MOUTH ON MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05 00:00:00,05-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zeo,05.04.2025,14:34,,,,,,,PL,,TK,,MOUTH ON MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05 00:00:00,05-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qut,5/19/25,11:00,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19 00:00:00,19-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tbt,5/30/25,11:39,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30 00:00:00,30-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ET,5/30/25,11:44,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30 00:00:00,30-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTa,5/30/25,14:36,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30 00:00:00,30-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hHp,5/31/25,14:54,,,,,,,PL,,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31 00:00:00,31-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8G,5/31/25,14:55,,,,,,,PL,,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31 00:00:00,31-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKz,5/31/25,14:56,,,,,,,PL,,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31 00:00:00,31-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xjU,04.04.2025,10:03,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xOh,04.04.2025,13:31,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xho,4/16/25,11:03,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-16 00:00:00,16-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8o1,4/30/25,09:38,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-30 00:00:00,30-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Da9,05.01.2025,10:08,,,,,,,,,,,,PL,,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-05 00:00:00,05-01-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uft,04.04.2025,09:42,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Xa,04.04.2025,09:42,,,,,,,,,,,,,,,,,PL,,ST,,,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aup,04.04.2025,09:53,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jRU,04.04.2025,10:00,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pHC,04.04.2025,11:19,,,,,,,,,,,,,,,,,PL,,TN,,MOUTH OPEN ON TN,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qyx,04.04.2025,13:27,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K8Z,04.04.2025,09:49,,,,,,,,,,,,,,,,,PL,,SR,,TK follow SR - pull leg,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5Bm,04.04.2025,09:50,,,,,,,,,,,,,,,,,PL,,SR,,TK follow SR - pull leg,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U5K,04.04.2025,09:51,,,,,,,,,,,,,,,,,PL,,SR,,TK follow SR - pull leg,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V3C,04.04.2025,09:52,,,,,,,,,,,,,,,,,PL,,SR,,TK follow SR - pull leg,,,,,,,,,,,,,,,,,,,,,2025-04-04 00:00:00,04-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfg,04.08.2025,09:39,,,,,,,,,,,,,,,,,PL,,NR,,slapping leg,,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3eM,04.08.2025,09:59,,,,,,,,,,,,,,,,,PL,,NR,,chase in circles - pull leg,,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3S,04.08.2025,13:48,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kV0,04.08.2025,14:17,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g9D,04.08.2025,13:58,,,,,,,,,,,,,,,,,PL,,NR,,"grabbing foot, wrestling",,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2G,04.08.2025,13:59,,,,,,,,,,,,,,,,,PL,,NR,,"grabbing foot, wrestling",,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vZ3,04.08.2025,14:00,,,,,,,,,,,,,,,,,PL,,NR,,"grabbing foot, wrestling",,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5F,04.08.2025,14:01,,,,,,,,,,,,,,,,,PL,,NR,,"grabbing foot, wrestling",,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4n,04.08.2025,14:02,,,,,,,,,,,,,,,,,PL,,NR,,"grabbing foot, wrestling",,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q2K,04.08.2025,14:03,,,,,,,,,,,,,,,,,PL,,NR,,"grabbing foot, wrestling",,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrY,04.08.2025,14:04,,,,,,,,,,,,,,,,,PL,,NR,,"grabbing foot, wrestling",,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9sG,04.08.2025,09:54,,,,,,,,,,,,,,,,,PL,,NR,,walking in circles - grabbing feet,,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xra,04.08.2025,09:55,,,,,,,,,,,,,,,,,PL,,NR,,walking in circles - grabbing feet,,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2jS,04.08.2025,09:56,,,,,,,,,,,,,,,,,PL,,NR,,walking in circles - grabbing feet,,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGn,04.08.2025,09:57,,,,,,,,,,,,,,,,,PL,,NR,,walking in circles - grabbing feet,,,,,,,,,,,,,,,,,,,,,2025-08-04 00:00:00,04-08-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gvg,04.09.2025,10:29,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-04 00:00:00,04-09-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BgU,4/16/25,09:38,,,,,,,,,,,,,,,,,PL,,,TN,CHASE & SWING ON ROPE,,,,,,,,,,,,,,,,,,,,,2025-04-16 00:00:00,16-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nOM,4/16/25,09:52,,,,,,,,,,,,,,,,,PL,,,TN,CHASE,,,,,,,,,,,,,,,,,,,,,2025-04-16 00:00:00,16-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5g,4/16/25,10:35,,,,,,,,,,,,,,,,,DS,,,,BEFORE PLAYBACK,,,,,,,,,,,,,,,,,,,,,2025-04-16 00:00:00,16-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omz,4/16/25,10:54,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-16 00:00:00,16-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eRr,4/16/25,10:56,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-16 00:00:00,16-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JyY,4/16/25,11:03,,,,,,,,,,,,,,,,,PL,,TN,,,,,,,,,,,,,,,,,,,,,,,2025-04-16 00:00:00,16-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdE,4/16/25,11:10,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-16 00:00:00,16-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sra,4/16/25,11:14,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-16 00:00:00,16-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b16,4/16/25,14:00,,,,,,,,,,,,,,,,,PL,,TN,,,,,,,,,,,,,,,,,,,,,,,2025-04-16 00:00:00,16-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mJm,4/16/25,10:25,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-16 00:00:00,16-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2J,4/17/25,09:41,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xvp,4/17/25,14:10,,,,,,,,,,,,,,,,,PL,,TN,,"CHASE, GRAB ARMS",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCT,4/17/25,10:54,,,,,,,,,,,,,,,,,PL,,TN,,"WRESTLE, CHASE",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8d,4/17/25,10:55,,,,,,,,,,,,,,,,,PL,,TN,,"WRESTLE, CHASE",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3d,4/17/25,10:56,,,,,,,,,,,,,,,,,PL,,TN,,"WRESTLE, CHASE",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7V,4/17/25,10:57,,,,,,,,,,,,,,,,,PL,,TN,,"WRESTLE, CHASE",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tm2,4/17/25,10:58,,,,,,,,,,,,,,,,,PL,,TN,,"WRESTLE, CHASE",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sJ4,4/17/25,10:59,,,,,,,,,,,,,,,,,PL,,TN,,"WRESTLE, CHASE",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0Lp,4/17/25,11:00,,,,,,,,,,,,,,,,,PL,,TN,,"WRESTLE, CHASE",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w2B,4/17/25,11:01,,,,,,,,,,,,,,,,,PL,,TN,,"WRESTLE, CHASE",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D8M,4/17/25,11:43,,,,,,,,,,,,,,,,,PL,,TN,,"FOLLOW, GRAB ARMS",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYP,4/17/25,11:44,,,,,,,,,,,,,,,,,PL,,TN,,"FOLLOW, GRAB ARMS",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8Qd,4/17/25,11:45,,,,,,,,,,,,,,,,,PL,,TN,,"FOLLOW, GRAB ARMS",,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UaH,4/17/25,14:19,,,,,,,,,,,,,,,,,PL,,TN,,,,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oog,4/17/25,14:20,,,,,,,,,,,,,,,,,PL,,TN,,,,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qb6,4/17/25,14:21,,,,,,,,,,,,,,,,,PL,,TN,,,,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6By,4/17/25,14:22,,,,,,,,,,,,,,,,,PL,,TN,,,,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB9,4/17/25,14:24,,,,,,,,,,,,,,,,,PL,,TN,,WRESTLING,,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zky,4/17/25,14:25,,,,,,,,,,,,,,,,,PL,,TN,,WRESTLING,,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3tG,4/17/25,14:26,,,,,,,,,,,,,,,,,PL,,TN,,WRESTLING,,,,,,,,,,,,,,,,,,,,,2025-04-17 00:00:00,17-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhi,4/22/25,09:45,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-22 00:00:00,22-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uS8,4/26/25,10:29,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-26 00:00:00,26-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2v3,4/27/25,10:49,,,,,,,,,,,,,,,,,PL,,TN,,,,,,,,,,,,,,,,,,,,,,,2025-04-27 00:00:00,27-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usz,4/27/25,10:51,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-27 00:00:00,27-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qpQ,4/27/25,10:55,,,,,,,,,,,,,,,,,PL,,TN,,wrestle,,,,,,,,,,,,,,,,,,,,,2025-04-27 00:00:00,27-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nxp,4/30/25,09:40,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-30 00:00:00,30-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WZk,4/30/25,09:52,,,,,,,,,,,,,,,,,PL,,TN,,,,,,,,,,,,,,,,,,,,,,,2025-04-30 00:00:00,30-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9FT,4/30/25,13:23,,,,,,,,,,,,,,,,,DS,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-30 00:00:00,30-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
