ec5_uuid;date;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight;msm;corrected_msm
bf6dbaa3-527b-4158-8418-aacbd2beecee;2025-04-22;1900-01-01 10:27:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;627;626.0
4769c039-479a-4f4c-8525-c95f611ad123;2025-04-22;1900-01-01 10:29:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;629;628.0
42827184-fe7b-4022-a7aa-6e453489cb08;2025-04-22;1900-01-01 10:52:00;NO;RS;;;;;RS;;;;;RS;;;LN;;RS;;;;;RS;;;NR;;red;652;651.0
11d85169-ac6e-44ee-9cb5-6c8be1387c1c;2025-04-22;1900-01-01 10:54:00;Yes;RS;;;;;RS;;;;;RS;;;LN;;RS;;;;;RS;;;NR;;green;654;653.0
03fe3e8b-a8b9-4c9c-a921-470308b41ba2;2025-04-22;1900-01-01 10:56:00;Yes;RS;;;;;RS;;;;;RS;;;LN;;RS;;;;;RS;;;NR;;green;656;655.0
c2acf138-c5d2-4acf-bfe9-3d93712e7ffb;2025-04-22;1900-01-01 10:58:00;Yes;RS;;;;;RS;;;;;RS;;;LN;;RS;;;;;RS;;;NR;;green;658;657.0
f9bdd16b-3ba1-4c28-a2cc-268fe516c943;2025-04-22;1900-01-01 11:00:00;Yes;RS;;;;;RS;;;;;RS;;;LN;;RS;;;;;RS;;;NR;;green;660;659.0
cd4924a8-e139-4649-8c6e-2b62d68a0c58;2025-04-22;1900-01-01 11:02:00;NO;RS;;;NY;;RS;;;MT;;RS;;;LN;;RS;;;;;RS;;;NR;;red;662;661.0
a5f54090-4ddc-4895-971a-c2969ce89cdf;2025-04-22;1900-01-01 11:04:00;Yes;RS;;;NY;;RS;;;MT;;RS;;;LN;;RS;;;;;RS;;;NR;;green;664;663.0
9b66b8f7-dcfd-4310-939a-5816dfc2c49b;2025-04-22;1900-01-01 11:06:00;Yes;RS;;;NY;;RS;;;MT;;RS;;;LN;;RS;;;;;RS;;;NR;;green;666;665.0
2021af96-6994-45c5-95e4-a7924237c4b2;2025-04-22;1900-01-01 11:08:00;Yes;RS;;;NY;;RS;;;MT;;RS;;;LN;;RS;;;;;RS;;;NR;;green;668;667.0
84d715ce-b1b7-46d6-8f8a-5dec50bd901a;2025-04-22;1900-01-01 11:10:00;Yes;RS;;;NY;;RS;;;MT;;RS;;;LN;;RS;;;;;RS;;;NR;;green;670;669.0
27690e73-4f63-41de-9ddf-62baa273225f;2025-04-22;1900-01-01 11:12:00;Yes;RS;;;NY;;RS;;;MT;;RS;;;LN;;RS;;;;;RS;;;NR;;green;672;671.0
96ac84a7-7216-44fe-bbc2-ed1eb915923d;2025-04-22;1900-01-01 11:14:00;Yes;RS;;;NY;;RS;;;MT;;RS;;;LN;;RS;;;;;RS;;;NR;;green;674;673.0
e7b8fe17-b24c-48ad-88e1-56e7c3f4498f;2025-04-22;1900-01-01 11:16:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;676;675.0
e439f8ca-a743-41d3-a8f1-308a98d1eefe;2025-04-22;1900-01-01 11:18:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;678;677.0
8f1d7c6c-ed5d-4fb6-8908-3c5741222c06;2025-04-22;1900-01-01 11:20:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;680;679.0
121976eb-b37e-49ee-8c59-8dab544af953;2025-04-22;1900-01-01 11:22:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;682;681.0
85d876ec-c6e0-4f99-9f8e-054e138c3d05;2025-04-22;1900-01-01 11:24:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;684;683.0
10b55a27-711b-4770-a2c1-79a8243099e7;2025-04-22;1900-01-01 11:26:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;686;685.0
75011ace-c194-4f70-8396-7564a187a9dd;2025-04-22;1900-01-01 11:28:00;NO;RS;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;;688;687.0
a150d030-7157-4167-9d4a-38f4f7e8c7fe;2025-04-22;1900-01-01 11:30:00;NO;GG;NY;;LN;;GR;MT;;LN;;RS;;;;;RS;;;;;RS;;;MT, NY;;red;690;689.0
94649092-b725-43db-b392-91cc8e8a94ab;2025-04-22;1900-01-01 11:32:00;Yes;GG;NY;;LN;;GR;MT;;LN;;RS;;;;;RS;;;;;RS;;;MT, NY;;green;692;691.0
b5b10f29-e7fb-4c42-bb73-de057c6f2d97;2025-04-22;1900-01-01 11:34:00;Yes;GG;NY;;LN;;GR;MT;;LN;;RS;;;;;RS;;;;;RS;;;MT, NY;;green;694;693.0
9da4296a-50d9-4ecf-b0ed-8abc66f0797a;2025-04-22;1900-01-01 11:36:00;Yes;GG;NY;;LN;;GR;MT;;LN;;RS;;;;;RS;;;;;RS;;;MT, NY;;green;696;695.0
d3a8d3ba-cf51-4936-a55c-c999a13d7a44;2025-04-22;1900-01-01 11:38:00;Yes;GG;NY;;LN;;GR;MT;;LN;;RS;;;;;RS;;;;;RS;;;MT, NY;;green;698;697.0
c1b67400-41f0-4b58-a110-89def63f81c4;2025-04-22;1900-01-01 11:40:00;Yes;GG;NY;;LN;;GR;MT;;LN;;RS;;;;;RS;;;;;RS;;;MT, NY;;green;700;699.0
2d96b898-7b69-493d-a838-a3dbd3da9971;2025-04-22;1900-01-01 11:42:00;Yes;GG;NY;;LN;;GR;MT;;LN;;RS;;;;;RS;;;;;RS;;;MT, NY;;green;702;701.0
0e1e388f-bed1-4cf5-96c6-1e735132aab4;2025-04-22;1900-01-01 11:44:00;Yes;GG;NY;;LN;;GR;MT;;LN;;RS;;;;;RS;;;;;RS;;;MT, NY;;green;704;703.0
