ec5_uuid;date;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight;msm;corrected_msm
ba51be8f-07b7-43d6-bf94-f262e0aa641f;2025-04-22;1900-01-01 09:35:00;NO;RS;;;;;E;;;TK;;RS;;;;;RS;;;;;RS;;;;;;575;574.0
517736a3-db12-41a2-bdc6-9ce65f36c8b9;2025-04-22;1900-01-01 09:37:00;NO;RS;;;NR;;E;;;TK;;RS;;;MT;;RS;;;NY;;RS;;;;;;577;576.0
49324c93-a22c-4664-86bb-f84278951380;2025-04-22;1900-01-01 09:39:00;NO;M;;NR;;;RS;;;;;M;;MT;;;RS;;;;;RS;;;;;;579;578.0
1e3d60a1-1450-4d17-bb5d-77df09774ea4;2025-04-22;1900-01-01 09:41:00;NO;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;RS;;;;;;581;580.0
4e462d1a-a7a6-4a5d-9afc-d02695fc0822;2025-04-22;1900-01-01 09:43:00;NO;RS;;;;;RS;;;TK;;M;;;;;RS;;;NY;;RS;;;;;;583;582.0
0f6e5ee0-620e-4cf3-9bfc-5a6ba461f369;2025-04-22;1900-01-01 09:45:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;585;584.0
33fbaae2-b6da-4333-9a14-10e4b33fd3f4;2025-04-22;1900-01-01 09:47:00;NO;RS;;NY;;;RS;;MT;;;RS;;;;;RS;;;;;RS;;;;;;587;586.0
54d7ec90-d2ea-4d4c-853d-a25ae848c403;2025-04-22;1900-01-01 09:49:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;589;588.0
6a0ab776-2750-45ad-ab64-0d0d5126aab8;2025-04-22;1900-01-01 09:51:00;NO;RS;;;NR;;RS;;;;;RS;;;MT;;RS;;;;;RS;;;;;;591;590.0
b5decdef-a474-4a41-9c07-87da590115cb;2025-04-22;1900-01-01 09:53:00;NO;RS;;;;;RS;;;;;RS;;;TK;;RS;;;NR;;RS;;;;;red;593;592.0
fdfcf9c0-2bd4-4e2b-812e-7f08c98c6625;2025-04-22;1900-01-01 09:55:00;Yes;RS;;;;;RS;;;;;RS;;;TK;;RS;;;NR;;RS;;;;;green;595;594.0
fa652a12-66dc-4697-a483-197dca1d3cc0;2025-04-22;1900-01-01 09:57:00;Yes;RS;;;;;RS;;;;;RS;;;TK;;RS;;;NR;;RS;;;;;green;597;596.0
74cbbbe3-aa9e-4307-ac90-dd5a399e273f;2025-04-22;1900-01-01 09:59:00;Yes;RS;;;;;RS;;;;;RS;;;TK;;RS;;;NR;;RS;;;;;green;599;598.0
147f967a-ef20-4408-8125-3fdb3b326107;2025-04-22;1900-01-01 10:01:00;NO;GM;TK;;NR;;RS;;;;;RS;;;MT, TK;;GM;MT;;NR;;RS;;;;;;601;600.0
73d686df-8462-43b5-8d14-eccf8e02ab18;2025-04-22;1900-01-01 10:03:00;NO;RS;;NY;;;RS;;MT;;;M;;;;;RS;;;;;RS;;;;;;603;602.0
23e53187-9b97-4e25-be23-fe1b262346f8;2025-04-22;1900-01-01 10:05:00;NO;RS;;;NY;;RS;;;MT;;M;;;;;RS;;;;;RS;;;;;;605;604.0
6654b6eb-1315-41ef-97ca-92b54aab2e9b;2025-04-22;1900-01-01 10:07:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;607;606.0
589de238-ad7d-4668-85bf-c6af7fcd6ec8;2025-04-22;1900-01-01 10:09:00;NO;RS;;;NY;;RS;;;MT;;RS;;;;;RS;;;;;RS;;;;;red;609;608.0
5fab48b4-c418-4828-9a48-82f30eff6b54;2025-04-22;1900-01-01 10:11:00;Yes;RS;;;NY;;RS;;;MT;;RS;;;;;RS;;;;;RS;;;;;green;611;610.0
a288f256-de4e-4088-9116-6cd4aad2bd9d;2025-04-22;1900-01-01 10:13:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;613;612.0
beb9790d-bfcd-4189-babe-3f0593293237;2025-04-22;1900-01-01 10:15:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;615;614.0
117890bd-2dce-4e22-8509-f000ce3b30f1;2025-04-22;1900-01-01 10:17:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;617;616.0
079e1db1-fc42-4a3b-bae8-0fbb94bb7412;2025-04-22;1900-01-01 10:19:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;619;618.0
be0cd734-dc85-45dd-aa9a-c36f73c096c4;2025-04-22;1900-01-01 10:21:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;621;620.0
0561f234-60e1-4c03-91a3-7a36be6cd1a6;2025-04-22;1900-01-01 10:23:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;623;622.0
a3e578dd-34e3-48ee-8438-f3364f2257d8;2025-04-22;1900-01-01 10:25:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;625;624.0
