ec5_uuid;date;1_TIme;2_NC;4_MS_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_ST_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NH_Behavior;17_Contact;18_AR;19_3M;20_Notes;highlight;msm;corrected_msm
db8f94f8-74a7-407c-a1d4-e25c4d33c839;2025-04-21;1900-01-01 10:00:00;Yes;RL;;;NH;;SD;;;;;E;;;MS;;green;600;600.0
53f2628f-3597-44dd-8f3e-c75d095f109f;2025-04-21;1900-01-01 10:03:00;;RL;;;NH;;E;;;;;RS;;;MS;;red;603;602.0
2f9b0a1d-dec1-46d8-a185-73a5c0fe1889;2025-04-21;1900-01-01 10:05:00;Yes;RL;;;NH;;E;;;;;RS;;;MS;;green;605;604.0
16b525f4-3d32-40ee-a8a1-52f9d1961fd0;2025-04-21;1900-01-01 10:06:00;Yes;RL;;;NH;;E;;;;;RS;;;MS;;green;606;606.0
206f413e-7a77-44d5-97c5-726758e835fa;2025-04-21;1900-01-01 10:09:00;;E;;NH;;;RS;;;;;RS;;MS;;;;609;608.0
6a491691-5dd2-4def-9e0c-45a1ba4c0036;2025-04-21;1900-01-01 10:10:00;NO;RL;;;;;E;;;;;RS;;;;;;610;610.0
5a5982d3-d843-4022-86f0-464a3e7d1c8a;2025-04-21;1900-01-01 10:12:00;;RL;;;;;RS;;;;;RS;;;;;red;612;612.0
269966aa-62bc-4f36-b644-3335e2b7fa2f;2025-04-21;1900-01-01 10:15:00;Yes;RL;;;;;RS;;;;;RS;;;;;green;615;614.0
704c1ba2-b2e5-4e72-baf5-17a4926d0921;2025-04-21;1900-01-01 10:17:00;;RS;;;;;RS;;;;;RL;;;;;;617;616.0
6a6d891e-e59c-42cb-a6e6-9e4c0da2fab5;2025-04-21;1900-01-01 10:19:00;;RS;;;;;M;;;;;RL;;;;;;619;618.0
058f6ad9-f8fe-48d3-91d6-2d45e72bde26;2025-04-21;1900-01-01 10:21:00;;GR;NH;;;;RS;;;;;GG;MS;;;;;621;620.0
9b6e40ad-d0ad-4ac7-9db7-742e703c2dea;2025-04-21;1900-01-01 10:23:00;;GR;NH;;;;M;;;;;GG;MS;;;;;623;622.0
8803fe02-b280-446a-a6a1-51b83252daa0;2025-04-21;1900-01-01 10:24:00;;RS;;NH;;;M;;;;;SD;;MS;;;;624;624.0
8ea2d614-6176-47e5-95d1-e2665941a5b0;2025-04-21;1900-01-01 10:27:00;NO;RS;;;;;RS;;;;;M;;;;;;627;626.0
fd5b32f0-6c63-429c-be03-e4bbdacc6b62;2025-04-21;1900-01-01 10:29:00;;RS;;;;;GR;NH;;;;GG;ST;;;;;629;628.0
04800baa-f21d-4b31-a687-f3e5ed381e81;2025-04-21;1900-01-01 10:47:00;;M;;;;;M;;;;;M;;;;;;647;647.0
68edbebe-01df-4edd-892c-3d8da4e58cef;2025-04-21;1900-01-01 10:49:00;;RS;;;;;RS;;;;;M;;;;;;649;649.0
bc29b091-bf96-4e56-8860-b905e41aab57;2025-04-21;1900-01-01 10:51:00;;M;;;;;RS;;;;;M;;;;;;651;651.0
93da4adc-39b8-4f40-b849-101112db49d4;2025-04-21;1900-01-01 10:53:00;;RS;;;;;RS;;NH;;;RS;;ST;;;;653;653.0
061c8e61-2e3e-45a4-9fe3-7d44b76f38aa;2025-04-21;1900-01-01 10:55:00;;RS;;;;;RS;;;;;RS;;;;;;655;655.0
173c95ab-f387-40a7-8d2c-2039ef8ea6cc;2025-04-21;1900-01-01 10:57:00;;RS;;;;;GR;NH;;;;GG;ST;;;;;657;657.0
530f1c67-e4d4-45dc-a231-8b49e55829e9;2025-04-21;1900-01-01 10:59:00;;RS;;;;;RS;;;NH;;RS;;;ST;;red;659;659.0
15424d88-f6f8-4f45-b76a-368dd46ed4b7;2025-04-21;1900-01-01 11:00:00;Yes;RS;;;;;RS;;;NH;;RS;;;ST;;green;660;661.0
325fb2fd-7530-46c0-909b-775c438fe674;2025-04-21;1900-01-01 11:02:00;;M;;;;;M;;;;;M;;;;;;662;663.0
ff9b6b5f-5ec3-4bab-9928-b2cf67771723;2025-04-21;1900-01-01 11:05:00;;M;;;;;M;;;;;RS;;;;;;665;665.0
56f4245e-809d-4fa0-89eb-81efb4700021;2025-04-21;1900-01-01 11:07:00;;RS;;;;;RS;;;;;RS;;;;;;667;667.0
c628368b-ed42-46af-85db-b89027cd248b;2025-04-21;1900-01-01 11:09:00;;RS;;;;;RS;;;;;RS;;;;;;669;669.0
d387584a-83c5-4d4c-a846-5e3cfad71d4d;2025-04-21;1900-01-01 11:10:00;;RS;;;;;RS;;;NH;;RS;;;ST;;;670;671.0
7f2496d5-d27d-4f1b-964d-d750b0460e44;2025-04-21;1900-01-01 11:13:00;;RS;;;;;GM;NH;;;;GM;ST;;;;;673;673.0
5f1b7140-610f-4fd8-8fe7-c3805f6a1c4e;2025-04-21;1900-01-01 11:15:00;;RS;NH, ST;;;;RS;MS, NH;;;;RS;ST, MS;;;;;675;675.0
ef619736-37ad-409d-b951-b13b5f98348b;2025-04-21;1900-01-01 11:17:00;;GR;NH;NH;;;RS;;MS;NH;;GG;MS;;ST;;;677;677.0
6eeb08dd-7ce2-421a-a701-3d770b50fb53;2025-04-21;1900-01-01 11:18:00;;RS;NH;;;;RS;;;;;RS;MS;;;;;678;679.0
71408b0a-c4a3-42b0-8129-c5ef1c143b89;2025-04-21;1900-01-01 11:21:00;;GR;ST;;;;GG;MS;;;;E;;;;;;681;681.0
125b402c-4f8c-4fe8-8d4d-16ac41386eac;2025-04-21;1900-01-01 11:23:00;;RS;;ST;;;RS;;MS;;;E;;;;;red;683;683.0
2c3f6427-ccf6-41dd-af42-fb5c59f64e47;2025-04-21;1900-01-01 11:25:00;Yes;RS;;ST;;;RS;;MS;;;E;;;;;green;685;685.0
dbf5b039-2c5d-48ff-b460-0e3a927b52d7;2025-04-21;1900-01-01 11:27:00;;PL;;ST;;;PL;;MS;;;RS;;;;;red;687;687.0
4da64fa8-ade7-4dca-b0f6-819321c82cc6;2025-04-21;1900-01-01 11:28:00;Yes;PL;;ST;;;PL;;MS;;;RS;;;;;green;688;689.0
6604ce6d-2069-42c8-8ee3-1183cd610e75;2025-04-21;1900-01-01 11:31:00;;M;;;;;RS;;;;;RS;;;;;red;691;691.0
411613b6-d7c1-4b1a-be49-7ddac7c03452;2025-04-21;1900-01-01 11:33:00;Yes;M;;;;;RS;;;;;RS;;;;;green;693;693.0
fb170ea8-ae5e-42be-a494-0dab92e43b41;2025-04-21;1900-01-01 11:35:00;Yes;M;;;;;RS;;;;;RS;;;;;green;695;695.0
c73abab3-93e1-449c-b9fc-e7cfd96cd61c;2025-04-21;1900-01-01 11:37:00;;RS;;;;;RS;;;;;RS;;;;;;697;697.0
cf85e150-1a4b-4b90-a1a5-9d0660924364;2025-04-21;1900-01-01 11:39:00;;RS;;;;;RS;;;;;RS;;;;;red;699;699.0
17924a00-3862-4e4c-996b-2bed91a7fb73;2025-04-21;1900-01-01 11:41:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;701;701.0
946b22cf-5cc4-4a49-9fe6-2e62e8b4b4ee;2025-04-21;1900-01-01 11:43:00;;RS;;;;;RS;;;;;RS;;;;;red;703;703.0
694c9704-8c81-43b5-8674-8b250335bfe0;2025-04-21;1900-01-01 11:45:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;705;705.0
ae2e378e-b8ed-4e50-bc4f-9e34fe67c5b5;2025-04-21;1900-01-01 13:18:00;;E;;;;;E;;;NH;;E;;;ST;;;798;797.0
9a97a325-967d-4d59-87dd-8eb0f25be34a;2025-04-21;1900-01-01 13:19:00;;E;;;;;E;;;;;E;;;;;;799;799.0
bddd6f77-846f-4754-9673-82fc57579236;2025-04-21;1900-01-01 13:22:00;NO;RS;;;;;E;;;NH;;E;;;ST;;;802;801.0
6688eb9c-3dd3-4863-88d6-de5e67c9a8ce;2025-04-21;1900-01-01 13:24:00;;E;;;NH;;RS;;;;;E;;;MS;;red;804;803.0
355a71eb-a8c8-4d84-a9f8-abbe12560c49;2025-04-21;1900-01-01 13:26:00;Yes;E;;;NH;;RS;;;;;E;;;MS;;green;806;805.0
b9dfddbd-d167-4a04-819c-8ae0f0f32767;2025-04-21;1900-01-01 13:27:00;Yes;E;;;NH;;RS;;;;;E;;;MS;;green;807;807.0
b48f98e9-d019-4e9f-91f0-2b327cffafcf;2025-04-21;1900-01-01 13:29:00;Yes;E;;;NH;;RS;;;;;E;;;MS;;green;809;809.0
1d2edd21-31d9-4237-a412-4ee8bbd01bf2;2025-04-21;1900-01-01 13:31:00;;RS;;;;;M;;;;;RS;;;;;;811;811.0
d0f4f746-8f78-4b03-b967-6574c83b5704;2025-04-21;1900-01-01 13:33:00;;RS;;;;;E;;;;;RS;;;;;red;813;813.0
a6ee6a9d-32a6-4cd5-a168-92f8c3511a45;2025-04-21;1900-01-01 13:35:00;Yes;RS;;;;;E;;;;;RS;;;;;green;815;815.0
46e175c9-3ddb-4696-9bdc-e7c0439faf74;2025-04-21;1900-01-01 13:38:00;;E;;;;;RL;;;;;RL;;;;;;818;817.0
e3dd7f43-e81e-4763-9917-57ad7aa9a6cf;2025-04-21;1900-01-01 13:42:00;;RS;;;;;RS;;;;;RL;;;;;red;822;821.0
e41ea873-6a73-4352-98ba-5b906d63d4b9;2025-04-21;1900-01-01 13:44:00;Yes;RS;;;;;RS;;;;;RL;;;;;green;824;823.0
f30f185e-bba5-4396-8054-84a050840a77;2025-04-21;1900-01-01 13:45:00;Yes;RS;;;;;RS;;;;;RL;;;;;green;825;825.0
31eb74ae-6c75-467e-97cf-74f12d29eb9a;2025-04-21;1900-01-01 13:47:00;;RS;;;;;RL;;;;;E;;;;;;827;827.0
c899f153-c49f-4b6d-9506-8c5a9ca64f98;2025-04-21;1900-01-01 13:50:00;;RS;;;;;E;;;;;E;;;;;;830;829.0
8c9c6ab1-794b-4f00-9c9e-092bebe20b40;2025-04-21;1900-01-01 13:52:00;;RS;;;;;E;;;;;RS;;;;;red;832;831.0
2cfd8115-2e19-456f-be97-d1179d07d4a7;2025-04-21;1900-01-01 13:53:00;Yes;RS;;;;;E;;;;;RS;;;;;green;833;833.0
e5d1ea51-7f5c-4595-b37e-a2ca5a9801d0;2025-04-21;1900-01-01 13:56:00;Yes;RS;;;;;E;;;;;RS;;;;;green;836;835.0
600170a8-866d-4226-9d84-4deb10501828;2025-04-21;1900-01-01 13:58:00;Yes;RS;;;;;E;;;;;RS;;;;;green;838;837.0
adeb8452-52e7-4106-ac28-6fea2df28483;2025-04-21;1900-01-01 13:59:00;;RS;;;;;RS;;;;;E;;;;;red;839;839.0
3c1f1a93-cbd1-4f3c-9462-cf9f904afc20;2025-04-21;1900-01-01 14:02:00;Yes;RS;;;;;RS;;;;;E;;;;;green;842;841.0
0c209788-5368-404b-a446-7820eb4f0959;2025-04-21;1900-01-01 14:04:00;Yes;RS;;;;;RS;;;;;E;;;;;green;844;843.0
073c29ba-234d-485b-b35c-98fb92c62c10;2025-04-21;1900-01-01 14:06:00;;RL;;;;;RS;;;;;E;;;;;red;846;845.0
e40c7c7c-9c53-4bc8-8ddd-add9dc42a232;2025-04-21;1900-01-01 14:08:00;Yes;RL;;;;;RS;;;;;E;;;;;green;848;847.0
7c2dff4c-eb2c-42de-90fc-c737e55cbbae;2025-04-21;1900-01-01 14:09:00;Yes;RL;;;;;RS;;;;;E;;;;;green;849;849.0
e6ede98b-38e0-43a6-ae2c-8710a1b3aa27;2025-04-21;1900-01-01 14:11:00;;RS;;;;;RS;;;;;E;;;;;;851;851.0
f3f62cc0-72bf-4801-81cc-2a21e7a101e8;2025-04-21;1900-01-01 14:13:00;;RS;;;;;RS;;;;;RS;;;;;;853;853.0
565afa6f-0414-43d2-938d-ad14adbb666b;2025-04-21;1900-01-01 14:15:00;;RS;;;;;RS;;;;;RS;;;;;red;855;855.0
38ff8afc-033e-445b-a957-2cc0164b9633;2025-04-21;1900-01-01 14:18:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;858;857.0
3642931f-865a-4cb7-b25e-8d59d614fb9b;2025-04-21;1900-01-01 14:19:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;859;859.0
2ae3a3ed-ab21-46c7-a788-576783aacf75;2025-04-21;1900-01-01 14:22:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;862;861.0
6c96495f-dbbc-46a8-b004-250eb10fb177;2025-04-21;1900-01-01 14:24:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;864;863.0
5e8d34cd-111f-490e-b378-cbc30a492bd2;2025-04-21;1900-01-01 14:25:00;;RS;;;;;GM;NH;;;;GM;ST;;;;;865;865.0
47560441-84bc-41da-ba4f-8221df8365b1;2025-04-21;1900-01-01 14:28:00;;RS;;;;;GR;NH;;;;GG;ST;;;;red;868;867.0
cdf55136-183d-42ca-8d70-169df15733ec;2025-04-21;1900-01-01 14:29:00;Yes;RS;;;;;GR;NH;;;;GG;ST;;;;green;869;869.0
ac951aa7-76f7-40ed-b0f3-0e8158d7d1a5;2025-04-21;1900-01-01 14:32:00;;M;;;;;RS;;;;;RL;;;;;red;872;871.0
172f81b4-1dc4-4890-bee7-3d6eaed9c77c;2025-04-21;1900-01-01 14:34:00;Yes;M;;;;;RS;;;;;RL;;;;;green;874;873.0
4f1bbd52-e908-4b78-a51e-1230f7576849;2025-04-21;1900-01-01 14:36:00;;RS;;;;;RS;;;;;RL;;;;;red;876;875.0
befc0a8f-a282-4aaa-b006-e10a7c3faa28;2025-04-21;1900-01-01 14:37:00;Yes;RS;;;;;RS;;;;;RL;;;;;green;877;877.0
c162c421-b59c-46a5-b4f6-c4edc7a1c41e;2025-04-21;1900-01-01 14:39:00;Yes;RS;;;;;RS;;;;;RL;;;;;green;879;879.0
7a5b65b6-0a96-423a-8983-c24c09896952;2025-04-21;1900-01-01 14:41:00;Yes;RS;;;;;RS;;;;;RL;;;;;green;881;881.0
7c4515d6-e444-46bf-9a41-8335be589777;2025-04-21;1900-01-01 14:43:00;Yes;RS;;;;;RS;;;;;RL;;;;;green;883;883.0
1be64366-7c1e-41c1-8fac-2390ea104cb5;2025-04-21;1900-01-01 14:46:00;Yes;RS;;;;;RS;;;;;RL;;;;;green;886;885.0
