ec5_uuid;date;1_TIme;2_NC;4_LN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_MN_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NH_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_NR_Behavior;23_Contact;24_AR;25_3M;26_Notes;highlight;msm;corrected_msm
245bba1e-2cd7-493c-8143-fbc985a87f5e;2025-05-30;1900-01-01 09:30:00;NO;E;;;;;E;;;;;E;;;;;E;;;;;;570;570.0
3c4fd677-eefe-4e57-b53a-986185feab46;2025-05-30;1900-01-01 09:34:00;NO;M;;NR;;;E;;;;;E;;;;;E;;LN;;;;574;574.0
a0b9d6b2-475a-43a1-bc1a-00f51255a8f9;2025-05-30;1900-01-01 09:36:00;NO;RS;;;;;M;;;;;E;;;;;E;;;;;;576;576.0
c293d30b-b0f0-43de-923a-00f34f69d9fc;2025-05-30;1900-01-01 09:38:00;NO;E;;;;;M;;;;;M;;;;;M;;;;;;578;578.0
0f4dd8fc-ae44-4420-910b-b12aed596773;2025-05-30;1900-01-01 09:40:00;NO;E;NH;;;;E;;;;;E;LN;;;;E;;;LN;;;580;580.0
526c6379-ef77-4cfa-9433-dec906d624a2;2025-05-30;1900-01-01 09:42:00;NO;E;NH;;;;RS;;;;;E;LN;;;;M;;;;;;582;582.0
149ede05-0731-4b39-a78b-714c618d962e;2025-05-30;1900-01-01 09:44:00;NO;RS;NH;NR;;;E;;;;;E;LN;NR;;;E;;NH, LN;;;red;584;584.0
56e999ca-8bf3-4abb-91b2-a7b82f83b7bf;2025-05-30;1900-01-01 09:46:00;Yes;RS;NH;NR;;;E;;;;;E;LN;NR;;;E;;NH, LN;;;green;586;586.0
02fbe050-8298-4fd2-9b73-c67681c21162;2025-05-30;1900-01-01 09:48:00;NO;RS;NH;NR;;;M;;;;;RS;LN;NR;;;RS;;LN, NH;;;;588;588.0
432b9e84-0246-4700-b72c-54138a08495f;2025-05-30;1900-01-01 09:50:00;NO;RS;;NR;;;M;;;;;SD;;;;;SD;;LN;;;;590;590.0
955f56ad-9632-4278-82f9-635c3129dc38;2025-05-30;1900-01-01 09:52:00;NO;GR;NR;;;;RS;;LN, NR;;;SD;;;;;GG;LN;;;;;592;592.0
8e16a985-736a-48ff-8a34-781ed1a5b264;2025-05-30;1900-01-01 09:54:00;NO;RS;;NR, MN;;;SD;;NR, LN;;;RS;;;;;RS;;LN, MN;;;;594;594.0
4bf19280-de90-4bb6-ac34-b9399015ceb8;2025-05-30;1900-01-01 09:56:00;NO;RS;;NR, NH, MN;;;SD;;LN, NH, NR;;;SD;;MN, NR, LN;;;RS;;LN, NH, MN;;;;596;596.0
a3e4b141-ddbf-4997-802e-11a409adea99;2025-05-30;1900-01-01 09:58:00;NO;RS;;NR, MN;NH;;GM;NH;LN;NR;;GM;MN;;NR, LN;;RS;;LN;MN, NH;;;598;598.0
c6ec4892-cc4a-41ae-9408-41ca3e298688;2025-05-30;1900-01-01 10:00:00;NO;RS;;NH, NR;MN;;GR;NH;;LN, NR;;GG;MN;LN;NR;;RS;;LN;MN, NH;;red;600;600.0
b93d7817-b314-4c49-b261-92f4f658dba3;2025-05-30;1900-01-01 10:02:00;Yes;RS;;NH, NR;MN;;GR;NH;;LN, NR;;GG;MN;LN;NR;;RS;;LN;MN, NH;;green;602;602.0
0f55a57e-0613-4a85-8dc5-1ea0fa0546f6;2025-05-30;1900-01-01 10:04:00;NO;RS;;NR, NH, MN;;;SD;;LN;NH, NR;;SD;;LN;MN, NR;;RS;;LN;NH, MN;;;604;604.0
c749b89a-dc02-46fb-908c-4a8942c43af2;2025-05-30;1900-01-01 10:06:00;NO;RS;;NR, NH, MN;;;RS;;LN, NR;;;RS;;LN;NR;;RS;;LN, MN;NH;;red;606;606.0
87d05da8-4b80-4d4f-8969-c5b8cc463187;2025-05-30;1900-01-01 10:08:00;Yes;RS;;NR, NH, MN;;;RS;;LN, NR;;;RS;;LN;NR;;RS;;LN, MN;NH;;green;608;608.0
3f003eed-3b92-4a53-8278-13f399554a83;2025-05-30;1900-01-01 10:10:00;NO;RS;;NH, MN;NR;;RS;;LN;NH, NR;;GG;NR;LN;MN;;GR;NH;;LN, MN;;;610;610.0
49528f4b-e1ec-4ca2-b105-b4301adf2b7d;2025-05-30;1900-01-01 10:12:00;NO;RS;;NH;NR;;M;;;;;GM;NR;LN;;;GM;NH;;LN;;red;612;612.0
7758da7e-f507-4b3a-83c0-fdbb46cb844d;2025-05-30;1900-01-01 10:14:00;Yes;RS;;NH;NR;;M;;;;;GM;NR;LN;;;GM;NH;;LN;;green;614;614.0
6a70f598-de2d-4372-a8ad-68bf9cd75bc7;2025-05-30;1900-01-01 10:16:00;NO;RS;;NH;NR;;M;;;;;GM;NR;LN;;;GM;NH;;LN;;red;616;616.0
6520093d-4352-4985-ba56-2f5696427448;2025-05-30;1900-01-01 10:18:00;Yes;RS;;NH;NR;;M;;;;;GM;NR;LN;;;GM;NH;;LN;;green;618;618.0
5eae5119-ff11-472b-8cb8-c044e0ec6389;2025-05-30;1900-01-01 10:20:00;NO;RS;;NR, NH;;;M;;NR;;;RS;;NR, LN;;;RS;;LN, NH;;;;620;620.0
7cce62eb-1e62-46bd-8aef-f27932168497;2025-05-30;1900-01-01 10:22:00;NO;RS;;NH;NR;;RS;;;;;RS;;NR, LN;;;RS;;NH;LN;;;622;622.0
4faf8c0b-bd4f-4a66-a8cc-60d76d9788b4;2025-05-30;1900-01-01 10:24:00;NO;RS;;NH;NR;;RS;;;;;RS;;LN, NR;;;RS;;NH;LN;;red;624;624.0
5beb08d5-7cab-433e-92fc-58d770a8f2f2;2025-05-30;1900-01-01 10:26:00;Yes;RS;;NH;NR;;RS;;;;;RS;;LN, NR;;;RS;;NH;LN;;green;626;626.0
ca89a199-dac1-4cf5-8531-e173a8ec2b5b;2025-05-30;1900-01-01 10:28:00;Yes;RS;;NH;NR;;RS;;;;;RS;;LN, NR;;;RS;;NH;LN;;green;628;628.0
