ec5_uuid,condition,date,msm,group,is_all_occasions,trial,phase,first_day,block_ID,Ind1,behaviour,partner,notes,playing,aggression,agg_morn1,play_morn1,agg_morn2,play_morn2,agg_enrich,play_enrich,agg_extra,play_extra
7ee79de3-115d-40ac-9cd0-bd881b5cca62,Crow,2025-03-14,586,2,True,1,morn1,True,morn1_2_trial1_first_cont,NR,PL,MN,,1,0,0,1,0,0,0,0,0,0
a34e9985-10cd-4907-a518-00e9e716ca09,Crow,2025-03-14,588,2,True,1,morn1,True,morn1_2_trial1_first_cont,NR,PL,MN,,1,0,0,1,0,0,0,0,0,0
a34e9985-10cd-4907-a518-00e9e716ca09,Crow,2025-03-14,588,2,True,1,morn1,True,morn1_2_trial1_first_cont,MN,PL,NR,,1,0,0,1,0,0,0,0,0,0
895c7f1b-5c49-4cfb-b3d5-a444c759daa8,Crow,2025-03-14,608,2,True,1,morn1,True,morn1_2_trial1_first_cont,MN,PL,,Playing with a bottle,1,0,0,1,0,0,0,0,0,0
37389303-c253-4154-8ec0-1c684fed8e49,Crow,2025-03-14,616,2,True,1,morn1,True,morn1_2_trial1_first_cont,NH,DS,,Towards cage c,0,1,1,0,0,0,0,0,0,0
37389303-c253-4154-8ec0-1c684fed8e49,Crow,2025-03-14,616,2,True,1,morn1,True,morn1_2_trial1_first_cont,MN,DS,,Towards cage c,0,1,1,0,0,0,0,0,0,0
4cf78534-4969-468f-8e3f-46817c70d734,Crow,2025-03-14,628,2,True,1,morn1,True,morn1_2_trial1_first_cont,NR,PL,,Playing with a bottle,1,0,0,1,0,0,0,0,0,0
c934b92c-f194-4b67-8425-0174a72af684,Crow,2025-03-14,630,2,True,1,morn1,True,morn1_2_trial1_first_cont,NR,PL,,,1,0,0,1,0,0,0,0,0,0
c934b92c-f194-4b67-8425-0174a72af684,Crow,2025-03-14,630,2,True,1,morn1,True,morn1_2_trial1_first_cont,MN,PL,,,1,0,0,1,0,0,0,0,0,0
0a61340a-660d-4d6a-97e5-f469015cc92c,Crow,2025-03-14,828,2,True,1,enrich,True,enrich_2_trial1_first_cont,NH,PL,NR,,1,0,0,0,0,0,0,1,0,0
0a61340a-660d-4d6a-97e5-f469015cc92c,Crow,2025-03-14,828,2,True,1,enrich,True,enrich_2_trial1_first_cont,NR,PL,NH,,1,0,0,0,0,0,0,1,0,0
56d5bda0-86ba-4562-9964-c203e238bbd0,Crow,2025-03-14,829,2,True,1,enrich,True,enrich_2_trial1_first_cont,NH,PL,NR,,1,0,0,0,0,0,0,1,0,0
56d5bda0-86ba-4562-9964-c203e238bbd0,Crow,2025-03-14,829,2,True,1,enrich,True,enrich_2_trial1_first_cont,NR,PL,NH,,1,0,0,0,0,0,0,1,0,0
6ef88271-c776-4cc2-83c0-d5f118d717df,Crow,2025-03-14,831,2,True,1,enrich,True,enrich_2_trial1_first_cont,NH,PL,NR,,1,0,0,0,0,0,0,1,0,0
