ec5_uuid;date;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight;msm;corrected_msm
8f56adaf-9024-4b17-8853-d0c2c1de2cd4;2025-05-05;1900-01-01 10:04:00;Yes;RS;;;;;E;;;TK;;RS;;;;;RL;;;NY;;;;;;;green;604;604.0
d92b1be4-ddcb-491e-a6fe-23cbaf4e879f;2025-05-05;1900-01-01 10:06:00;Yes;RS;;;;;E;;;TK;;RS;;;;;RL;;;NY;;;;;;;green;606;606.0
459ef506-8c6b-41d8-ab1f-a93f7361ad4b;2025-05-05;1900-01-01 10:08:00;Yes;RS;;;;;E;;;TK;;RS;;;;;RL;;;NY;;;;;;;green;608;608.0
168bf851-eba5-4de2-abbb-36c59e2e9508;2025-05-05;1900-01-01 10:10:00;NO;RS;;;;;RS;;;TK;;RS;;;;;SD;;;NY;;;;;;;red;610;610.0
41c65bdd-51be-474b-90b5-fbafbb586d79;2025-05-05;1900-01-01 10:12:00;Yes;RS;;;;;RS;;;TK;;RS;;;;;SD;;;NY;;;;;;;green;612;612.0
432da9a3-2fa7-43af-94f1-6b5baf4671fe;2025-05-05;1900-01-01 10:14:00;Yes;RS;;;;;RS;;;TK;;RS;;;;;SD;;;NY;;;;;;;green;614;614.0
99ff7848-c048-48e5-9c1f-6b99dd4b4466;2025-05-05;1900-01-01 10:16:00;NO;RS;;;;;RS;;;;;RS;;;;;SD;;;;;;;;;;red;616;616.0
29d00b66-af3b-4da9-8bbf-aff53b88365c;2025-05-05;1900-01-01 10:18:00;Yes;RS;;;;;RS;;;;;RS;;;;;SD;;;;;;;;;;green;618;618.0
c517776a-01cc-4768-9892-358c9a838691;2025-05-05;1900-01-01 10:20:00;NO;M;;;NY;;RS;;;ST;;RS;;;;;RS;;;;;;;;;;;620;620.0
b97c18a5-231a-4c2b-a400-2d4c4080486d;2025-05-05;1900-01-01 10:22:00;NO;RS;;;TK;;RS;;;;;RS;;;;;RS;;;ST;;;;;;;;622;622.0
1d97d55b-7e8b-402e-a464-ce6e5fc6ffe1;2025-05-05;1900-01-01 10:24:00;NO;E;;;;;RS;;;;;RS;;;;;RS;;;;;;;;;;;624;624.0
735c83e2-f8a7-474b-95dd-47187506de85;2025-05-05;1900-01-01 10:26:00;NO;M;;;TK;;RS;;;;;RS;;;;;RS;;;ST;;;;;;;red;626;626.0
b061f157-9388-4144-b468-f112dacf344a;2025-05-05;1900-01-01 10:28:00;Yes;M;;;TK;;RS;;;;;RS;;;;;RS;;;ST;;;;;;;green;628;628.0
9d771cd8-232c-4950-850f-e9169f2754b1;2025-05-05;1900-01-01 10:30:00;NO;RS;;;;;RS;;;;;RS;;;;;RL;;;;;;;;;;;630;630.0
a2f24a29-d112-4621-b579-49cfc25b9691;2025-05-05;1900-01-01 10:46:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;;;;;red;646;645.0
802feb23-b02c-4e1b-a360-312acd957e13;2025-05-05;1900-01-01 10:48:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;;;;;green;648;647.0
1ef324fa-1b72-4f54-87ec-290c28d6f9fb;2025-05-05;1900-01-01 10:50:00;NO;RL;;;;;RL;;;;;RS;;;;;RL;;;;;;;;;;red;650;649.0
f47ae531-7a04-4e0e-8f5c-6a557b08e116;2025-05-05;1900-01-01 10:52:00;Yes;RL;;;;;RL;;;;;RS;;;;;RL;;;;;;;;;;green;652;651.0
1b5432f7-8bde-486c-aaa2-2d6a5d6688dd;2025-05-05;1900-01-01 10:54:00;Yes;RL;;;;;RL;;;;;RS;;;;;RL;;;;;;;;;;green;654;653.0
ff657bd1-8305-49c7-9b80-8bf491c797a6;2025-05-05;1900-01-01 10:56:00;Yes;RL;;;;;RL;;;;;RS;;;;;RL;;;;;;;;;;green;656;655.0
7b712624-9e99-47fb-b73e-2864f4826747;2025-05-05;1900-01-01 10:58:00;Yes;RL;;;;;RL;;;;;RS;;;;;RL;;;;;;;;;;green;658;657.0
982e6623-a56c-40b9-8638-7547ec75a33b;2025-05-05;1900-01-01 11:00:00;Yes;RL;;;;;RL;;;;;RS;;;;;RL;;;;;;;;;;green;660;659.0
917dd774-4a48-460a-9095-fe23b9e2f2d4;2025-05-05;1900-01-01 11:02:00;Yes;RL;;;;;RL;;;;;RS;;;;;RL;;;;;;;;;;green;662;661.0
fb82ab37-82aa-46de-9d72-f8191e3e44ff;2025-05-05;1900-01-01 11:04:00;Yes;RL;;;;;RL;;;;;RS;;;;;RL;;;;;;;;;;green;664;663.0
2d996935-3409-490f-91fa-948b59c23db0;2025-05-05;1900-01-01 11:06:00;NO;RL;;;;;RS;;;;;RS;;;;;RL;;;;;;;;;;red;666;665.0
6c815b9f-f517-4a34-8498-8736843ac148;2025-05-05;1900-01-01 11:08:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;;;;;;green;668;667.0
0bb252ce-77c3-43f8-ac04-6a040ad2808c;2025-05-05;1900-01-01 11:10:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;;;;;;green;670;669.0
65284354-4ee2-41ec-ad03-17f72db6081c;2025-05-05;1900-01-01 11:12:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;;;;;;green;672;671.0
e4000ea6-433f-40b4-8433-3fd01d2f7e6e;2025-05-05;1900-01-01 11:14:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;;;;;;green;674;673.0
5f75d36d-fdae-4589-abf5-017215726d60;2025-05-05;1900-01-01 11:16:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;;;;;;green;676;675.0
643bc50c-6cbe-4495-ab91-6a16e7cba771;2025-05-05;1900-01-01 11:18:00;NO;RL;;;;;RS;;;;;RL;;;;;RS;;;;;;;;;;;678;677.0
0f7f1258-bb44-4580-8484-51412d53556c;2025-05-05;1900-01-01 11:20:00;NO;RS;;;;;RS;;;;;RL;;;;;RS;;;;;;;;;;;680;679.0
ae5117f0-1c39-4719-9263-16956bcce4a0;2025-05-05;1900-01-01 11:22:00;NO;RS;;;;;M;;;;;RL;;;;;RS;;;;;;;;;;;682;681.0
5d4327ad-05a9-4d4b-95fe-25a610334b84;2025-05-05;1900-01-01 11:24:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;;;;;;684;683.0
f1d642e6-cfe6-40c3-b1f4-6d7455aa611c;2025-05-05;1900-01-01 11:26:00;NO;RS;;;;;E;;;SR;;RS;;;NY;;RS;;;;;;;;;;red;686;685.0
08208250-58c6-4bc6-abc7-6e3b2ba7134d;2025-05-05;1900-01-01 11:28:00;Yes;RS;;;;;E;;;SR;;RS;;;NY;;RS;;;;;;;;;;green;688;687.0
9a6b5b99-6343-4ada-a73b-8154bb5bbc81;2025-05-05;1900-01-01 11:30:00;Yes;RS;;;;;E;;;SR;;RS;;;NY;;RS;;;;;;;;;;green;690;689.0
182a36b0-410c-45fa-b124-257bddaee3d5;2025-05-05;1900-01-01 11:32:00;Yes;RS;;;;;E;;;SR;;RS;;;NY;;RS;;;;;;;;;;green;692;691.0
d914966f-8f67-410a-9443-20e59f22f0bc;2025-05-05;1900-01-01 11:34:00;Yes;RS;;;;;E;;;SR;;RS;;;NY;;RS;;;;;;;;;;green;694;693.0
8ba376f2-20bd-4051-89f7-d6902832024c;2025-05-05;1900-01-01 11:36:00;NO;RL;;;;;RS;;;SR;;RS;;;NY;;RS;;;;;;;;;;red;696;695.0
5e42035d-e5f0-4867-805c-6d31a02a05e7;2025-05-05;1900-01-01 11:38:00;Yes;RL;;;;;RS;;;SR;;RS;;;NY;;RS;;;;;;;;;;green;698;697.0
706902a2-fa41-4233-bd72-d184fafd0013;2025-05-05;1900-01-01 11:40:00;Yes;RL;;;;;RS;;;SR;;RS;;;NY;;RS;;;;;;;;;;green;700;699.0
0220fe62-fd44-4ba7-8351-1d0eb72ed5d8;2025-05-05;1900-01-01 11:42:00;Yes;RL;;;;;RS;;;SR;;RS;;;NY;;RS;;;;;;;;;;green;702;701.0
394dbf3d-d398-4a44-bb03-0610c5df4832;2025-05-05;1900-01-01 11:44:00;Yes;RL;;;;;RS;;;SR;;RS;;;NY;;RS;;;;;;;;;;green;704;703.0
28d11513-40fb-42a9-a12d-480244bcd8ec;2025-05-05;1900-01-01 11:46:00;Yes;RL;;;;;RS;;;SR;;RS;;;NY;;RS;;;;;;;;;;green;706;705.0
6ed0a97e-6bc4-411d-bc29-3f2ec2bc08db;2025-05-05;1900-01-01 13:17:00;NO;E;;;;;E;;;;;RS;;;;;E;;;;;;;;;;red;797;797.0
ec4964cd-dd86-4d15-81ab-8c312a43ff67;2025-05-05;1900-01-01 13:19:00;Yes;E;;;;;E;;;;;RS;;;;;E;;;;;;;;;;green;799;799.0
ecdecb0a-0b02-43f1-84c8-00053f8e8bb7;2025-05-05;1900-01-01 13:21:00;Yes;E;;;;;E;;;;;RS;;;;;E;;;;;;;;;;green;801;801.0
dd2690fe-e507-4e08-a801-f301a9614c32;2025-05-05;1900-01-01 13:23:00;Yes;E;;;;;E;;;;;RS;;;;;E;;;;;;;;;;green;803;803.0
7148d5ab-aef3-4153-adf6-b3ac415a653d;2025-05-05;1900-01-01 13:25:00;NO;E;;;;;E;;;TK;;RS;;;;;E;;;NY;;;;;;;red;805;805.0
857c2f68-8165-4628-900a-331ca8a6c91c;2025-05-05;1900-01-01 13:27:00;Yes;E;;;;;E;;;TK;;RS;;;;;E;;;NY;;;;;;;green;807;807.0
21fa8a4d-42d0-4ce0-b637-e710dfffd9f0;2025-05-05;1900-01-01 13:29:00;NO;E;;;;;E;;;TK;;RS;;;;;RS;;;NY;;;;;;;red;809;809.0
d9d77575-7b74-4dba-af00-0785d188abb7;2025-05-05;1900-01-01 13:31:00;Yes;E;;;;;E;;;TK;;RS;;;;;RS;;;NY;;;;;;;green;811;811.0
61a402f0-b5de-4ebc-9ba9-6607c53e5528;2025-05-05;1900-01-01 13:33:00;NO;E;;;;;RS;;;TK;;RS;;;;;M;;;NY;;;;;;;;813;813.0
d9650c53-dad0-4a99-b263-d0d0e36ea735;2025-05-05;1900-01-01 13:35:00;NO;E;;;;;E;;;TK;;RS;;;;;E;;;NY;;;;;;;red;815;815.0
375aaef7-429d-45d5-b7f3-70681ee780a6;2025-05-05;1900-01-01 13:37:00;Yes;E;;;;;E;;;TK;;RS;;;;;E;;;NY;;;;;;;green;817;817.0
d2c4517c-74df-49ee-be6e-02e14b96f10d;2025-05-05;1900-01-01 13:39:00;NO;E;TK;;;;E;;;;;RS;;;;;E;ST;;;;;;;;;;819;819.0
3c6161d6-6002-4f07-8c1b-39f620c60577;2025-05-05;1900-01-01 13:41:00;NO;E;;;TK, NY;;E;;;ST;;RS;;;;;E;;;ST;;;;;;;;821;821.0
e8516442-2b9d-4901-b8d3-b6080898ba08;2025-05-05;1900-01-01 13:43:00;NO;E;;;NY;;E;;;ST;;RS;;;;;E;;;;;;;;;;;823;823.0
b1c4a49a-f069-412a-a5ba-ea60bcb623f2;2025-05-05;1900-01-01 13:46:00;NO;E;;;NY;;E;;;ST;;RS;;;;;E;;;;;;;;;;red;826;825.0
6e82bd31-596c-4247-91fb-218c63535f04;2025-05-05;1900-01-01 13:47:00;Yes;E;;;NY;;E;;;ST;;RS;;;;;E;;;;;;;;;;green;827;827.0
f2b36b8d-a144-49f1-ba72-55adf5e56a87;2025-05-05;1900-01-01 13:49:00;NO;E;;;;;RS;;;;;RS;;;;;RS;;;;;;;;;;;829;829.0
371ef18f-ae28-4710-a9d6-6aa45492a049;2025-05-05;1900-01-01 13:51:00;NO;E;;;;;RS;;;;;RS;;;;;E;;;;;;;;;;red;831;831.0
0299781a-efec-49a3-9fa3-fd43b24f2da1;2025-05-05;1900-01-01 13:53:00;Yes;E;;;;;RS;;;;;RS;;;;;E;;;;;;;;;;green;833;833.0
4674570b-10ea-4cff-8b6b-3ba2d1941fb8;2025-05-05;1900-01-01 13:55:00;NO;RS;;;;;RL;;;SR;;RL;;;NY;;RS;;;;;;;;;;;835;835.0
043ab506-a487-46c3-a3d0-41e0d36ef091;2025-05-05;1900-01-01 13:57:00;NO;RS;;;;;RL;;TK, SR;;;RL;;TK, NY;;;RL;;NY, SR;;;;;;;;red;837;837.0
ba11b330-dc5d-470a-83de-72c5b4e9e83f;2025-05-05;1900-01-01 13:59:00;Yes;RS;;;;;RL;;TK, SR;;;RL;;TK, NY;;;RL;;NY, SR;;;;;;;;green;839;839.0
2ea9ac36-bbb8-490f-ae3d-072816de2c87;2025-05-05;1900-01-01 14:01:00;Yes;RS;;;;;RL;;TK, SR;;;RL;;TK, NY;;;RL;;NY, SR;;;;;;;;green;841;841.0
53c68eac-1ed0-4e89-92b7-d74c234c56f7;2025-05-05;1900-01-01 14:03:00;Yes;RS;;;;;RL;;TK, SR;;;RL;;TK, NY;;;RL;;NY, SR;;;;;;;;green;843;843.0
24243e3e-3a01-438f-86e4-88c031573f26;2025-05-05;1900-01-01 14:05:00;NO;RS;;;;;RS;;TK, SR;;;RS;;NY;TK;;RL;;NY;SR;;;;;;;;845;845.0
dd17cd33-7b02-4358-a3a6-b3243979acb4;2025-05-05;1900-01-01 14:07:00;NO;RS;;;;;RS;;SR;TK;;RS;;NY;TK;;RS;;;NY, SR;;;;;;;;847;847.0
d618e166-0dcd-4cea-9a32-46fdd2dc9fe3;2025-05-05;1900-01-01 14:09:00;NO;RS;;;;;RS;;SR;TK;;RS;;NY;TK;;RL;;;NY, SR;;;;;;;;849;849.0
991fc37b-814f-45c1-b301-7350f9c8f776;2025-05-05;1900-01-01 14:11:00;NO;RS;;;;;RS;;SR;TK;;RS;;NY;TK;;RS;;;NY, SR;;;;;;;;851;851.0
2e955763-04ba-4e85-8ffb-94ce399d2730;2025-05-05;1900-01-01 14:13:00;NO;RS;;;;;RS;;;;;RS;;;TK;;RS;;;SR;;;;;;;red;853;853.0
f2e7403a-640d-4bb3-ad52-c77a73fbf02a;2025-05-05;1900-01-01 14:15:00;Yes;RS;;;;;RS;;;;;RS;;;TK;;RS;;;SR;;;;;;;green;855;855.0
9ee4d84b-eb9b-451e-b7ad-c58c746ca228;2025-05-05;1900-01-01 14:17:00;NO;RS;;;;;RS;;;;;RS;;;TK;;RL;;;SR;;;;;;;red;857;857.0
c96174c2-c288-48c4-a6ac-94ca9bc22b0c;2025-05-05;1900-01-01 14:19:00;Yes;RS;;;;;RS;;;;;RS;;;TK;;RL;;;SR;;;;;;;green;859;859.0
5cd6348b-bb7d-40bb-b68c-5309b4ce9c2b;2025-05-05;1900-01-01 14:21:00;NO;M;;;;;RS;;;;;RS;;;TK;;RL;;;SR;;;;;;;;861;861.0
a2a6e8af-8df0-4dee-b114-0d4226b35862;2025-05-05;1900-01-01 14:23:00;NO;RS;;;;;RS;;;;;RS;;;TK;;RL;;;SR;;;;;;;;863;863.0
a156560b-ab02-43fa-b57b-f6b772d06c7d;2025-05-05;1900-01-01 14:25:00;NO;RS;;;NY;;RS;;;ST;;RS;;;TK;;RS;;;SR;;;;;;;;865;865.0
81919f58-eb06-45d3-93c1-887177db8014;2025-05-05;1900-01-01 14:27:00;NO;M;;NY;;;M;;ST;;;RS;;;TK;;RL;;;SR;;;;;;;;867;867.0
cfa2a95a-3ef8-4f1e-acb0-0de3928e4f14;2025-05-05;1900-01-01 14:29:00;NO;RS;;NY;;;RS;;ST;;;RS;;;TK;;RL;;;SR;;;;;;;;869;869.0
bbf50614-106d-4043-b259-de7901cc86d1;2025-05-05;1900-01-01 14:31:00;NO;GR;NY;;;;GG;ST;;;;RS;;;TK;;RL;;;SR;;;;;;;;871;871.0
7c6e1737-b750-4b16-924f-75bde4f4198b;2025-05-05;1900-01-01 14:33:00;NO;GM;NY;;;;GM;ST;;;;RS;;;TK;;RL;;;SR;;;;;;;red;873;873.0
b484e33c-6679-48bc-972a-5c836dd8ca6d;2025-05-05;1900-01-01 14:35:00;Yes;GM;NY;;;;GM;ST;;;;RS;;;TK;;RL;;;SR;;;;;;;green;875;875.0
169ea854-9cff-4843-948f-262707ebb0b6;2025-05-05;1900-01-01 14:37:00;Yes;GM;NY;;;;GM;ST;;;;RS;;;TK;;RL;;;SR;;;;;;;green;877;877.0
448121ac-16ce-4718-9e2e-052287cd28cb;2025-05-05;1900-01-01 14:39:00;NO;GM;NY;;;;GM;ST;;;;RS;;;;;RS;;;;;;;;;;red;879;879.0
0357977a-113b-4fce-8930-408f8b5ef05e;2025-05-05;1900-01-01 14:41:00;Yes;GM;NY;;;;GM;ST;;;;RS;;;;;RS;;;;;;;;;;green;881;881.0
4350a689-b209-41f6-9c7f-c8e35cc39969;2025-05-05;1900-01-01 14:43:00;NO;PL;NY;;;;PL;ST;;;;RS;;;;;RS;;;;;;;;;;red;883;883.0
cb92c134-4eaa-4c71-af9a-23d304973e04;2025-05-05;1900-01-01 14:45:00;Yes;PL;NY;;;;PL;ST;;;;RS;;;;;RS;;;;;;;;;;green;885;885.0
