ec5_uuid;date;1_TIme;2_NC;4_MZ_Behavior;5_Contact;6_AR;7_3M;8_Occurence;9_Notes;11_SB_Behavior;12_Contact;13_AR;14_3M;15_Occurence;16_Notes;18_GG_Behavior;19_Contact;20_AR;21_3M;22_Occurence;23_Notes;25_LN_Behavior;26_Contact;27_AR;28_3M;29_Occurence;30_Notes;32_NR_Behavior;33_Contact;34_AR;35_3M;36_Occurence;37_Notes;highlight;msm;corrected_msm
f6a33e71-c19b-46f2-a8a6-a494c4d388f8;2025-05-14;1900-01-01 10:26:00;NO;RL;;;;;;PL;;NR;LN;;;RL;;;;;;RS;;;SB, NR;;;PL;;SB;LN;;;;626;626.0
b65f00c7-88cb-4d5f-8da7-368c67cf6608;2025-05-14;1900-01-01 10:28:00;NO;RL;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;;628;628.0
8f058e24-cebb-40d9-b085-8b85526ce90b;2025-05-14;1900-01-01 10:30:00;NO;PL;;SB;;;;PL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;630;630.0
73126f71-023f-4da6-8446-d12694518443;2025-05-14;1900-01-01 10:46:00;NO;DS;;;;;;RS;;;;;;RS;;;;;;M;;;;;;M;;;;;;;646;645.0
6f1b1109-cdf9-4031-a97c-c25215f80921;2025-05-14;1900-01-01 10:48:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;M;;;;;;;648;647.0
d3341bf2-de36-455a-a8b0-ff0c7f97b647;2025-05-14;1900-01-01 10:50:00;NO;M;;;;;LN playing with MZ;PL;;LN;;;;RS;;;;;;PL;;SB;;;;M;;;;;;;650;649.0
01378178-be4a-4b00-977c-bad2399660e7;2025-05-14;1900-01-01 10:52:00;NO;RS;;;;;;M;;;;;;RS;;;LN;;;RS;;;GG;;;RS;;;;;;;652;651.0
83d0ccf3-75b8-4cc6-af97-8512c6782d52;2025-05-14;1900-01-01 10:54:00;NO;RS;;;;;;PL;;NR;;;;RS;;;LN;;;RS;;;GG;;;PL;;SB;;;;;654;653.0
3b8cba56-db76-4f95-ad89-491bf5ddcc89;2025-05-14;1900-01-01 10:56:00;NO;RS;;;;;Calling due to something in the neighboring cage;RS;;NR, GG;;;;RS;;SB, NR;;;;RS;;;;;;RS;;GG, SB;;;;;656;655.0
15349214-34b6-47e6-8b39-4336d0f0bc43;2025-05-14;1900-01-01 10:58:00;NO;RS;;;;;;RS;;GG;NR;;;RS;;NR, SB;;;;RS;;;;;;RS;;GG;SB;;;;658;657.0
61b1d08a-82fa-4382-a16a-b339e7ab06a0;2025-05-14;1900-01-01 11:00:00;NO;RS;;;;;;RS;;;;;;RS;;NR;;;;RS;;;;;;RS;;GG;;;;;660;659.0
f487a7bc-a130-4010-b9d8-86fa19744266;2025-05-14;1900-01-01 11:02:00;NO;RS;;;;;;RS;;;;;;RL;;;;;;RL;;NR;;;;RS;;LN;;;;;662;661.0
b36174bd-2b23-401e-9a64-f72709cfab48;2025-05-14;1900-01-01 11:04:00;NO;RS;;;;;;PL;;NR;GG;;;RS;;;SB, NR;;;RL;;;;;;PL;;SB;GG;;;;664;663.0
2755cacb-1843-4f0a-84df-fb0983076a71;2025-05-14;1900-01-01 11:06:00;NO;M;;;;;;RS;;NR, GG;;;;RS;;NR, SB;;;;RS;;;;;;RS;;GG, SB;;;;;666;665.0
cc386e28-66ef-4bc0-abb9-feda783c74d5;2025-05-14;1900-01-01 11:08:00;NO;GG;SB;;GG;;;GR;MZ;;GG;;;RS;;;SB, MZ;;;GR;NR;;;;;GG;LN;;;;;;668;667.0
0d87e113-a2c2-42f8-b6e9-2e0a9f4cfea1;2025-05-14;1900-01-01 11:10:00;NO;GG;SB;;;;;GR;MZ;;;;;RS;;;;;;GR;NR;;;;;GG;LN;;;;;;670;669.0
c7a13b26-72e2-44de-ab40-d55207db76b4;2025-05-14;1900-01-01 11:12:00;NO;GG;SB;;;;;GR;MZ;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;672;671.0
cfb76bef-b015-4de9-ac0f-5b51d9d025af;2025-05-14;1900-01-01 11:14:00;NO;RS;;;NR;;;SD;;;NR;;;SD;;;;;;RS;;;;;;RL;;;SB, MZ;;;;674;673.0
86ef023f-a2ce-4eb8-9a66-542c40fa9217;2025-05-14;1900-01-01 11:16:00;NO;RS;;;;;;RS;;;NR;;;RL;;;;;;RS;;;;;;RL;;;SB;;;;676;675.0
6afafbec-b38a-435e-8c2c-d46ce103cbda;2025-05-14;1900-01-01 11:18:00;NO;RS;;;;;;RS;;;NR;;;RL;;;;;;RL;;;;;;RS;;;SB;;;;678;677.0
e7e14f36-ff71-4c5e-9223-b020046740f4;2025-05-14;1900-01-01 11:20:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;red;680;679.0
71b61b9e-29ec-4c04-bdd5-5106ecdd2e7d;2025-05-14;1900-01-01 11:22:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;682;681.0
dfa57021-59f5-4f33-ab95-e0076908461a;2025-05-14;1900-01-01 11:24:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;684;683.0
fc36a624-3bfb-49eb-b94a-5ae1fd07c251;2025-05-14;1900-01-01 11:26:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;686;685.0
da37804a-f529-4a99-8d02-e0ea3316d174;2025-05-14;1900-01-01 11:28:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;688;687.0
31f29eb5-b13f-4db8-bd91-6ad95aa44654;2025-05-14;1900-01-01 11:30:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;690;689.0
229be0de-bac4-4bd9-9b05-6f7174133576;2025-05-14;1900-01-01 11:32:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;692;691.0
6cb650a9-ed8e-49a6-8bd5-bb38e0063e08;2025-05-14;1900-01-01 11:34:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;694;693.0
0a39dd7c-5daa-481a-b841-d136d5e80edf;2025-05-14;1900-01-01 11:36:00;NO;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;red;696;695.0
50f41098-f1ff-4a65-9864-d7f03d6e94a9;2025-05-14;1900-01-01 11:38:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;698;697.0
b4cb69d6-6866-47a5-b0c3-8d79ca4c30f3;2025-05-14;1900-01-01 11:40:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;700;699.0
14a479b5-8c14-4b96-a0de-838c4b2af4cc;2025-05-14;1900-01-01 11:42:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;702;701.0
d0851456-b50d-464c-a75f-405a393db6d6;2025-05-14;1900-01-01 11:44:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;704;703.0
6b87210c-3570-48b6-8bbd-e8a386da56c4;2025-05-14;1900-01-01 11:46:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;706;705.0
fdd1df40-e2b4-4fe2-822b-5750830d1c1f;2025-05-14;1900-01-01 13:18:00;NO;E;;;;;;E;;NR;;;;E;;;;;;E;;;;;;E;;SB;;;;red;798;797.0
fab494a2-d960-409e-be2d-43c43c6e29ea;2025-05-14;1900-01-01 13:20:00;Yes;E;;;;;;E;;NR;;;;E;;;;;;E;;;;;;E;;SB;;;;green;800;799.0
0bd67959-0cd9-4d28-9fc4-3c5f6a7bca20;2025-05-14;1900-01-01 13:22:00;Yes;E;;;;;;E;;NR;;;;E;;;;;;E;;;;;;E;;SB;;;;green;802;801.0
0d0a52ed-5854-45bf-ae63-81c3a8d9c979;2025-05-14;1900-01-01 13:24:00;Yes;E;;;;;;E;;NR;;;;E;;;;;;E;;;;;;E;;SB;;;;green;804;803.0
5731c328-48c2-4286-b2c3-c8dc5194b27f;2025-05-14;1900-01-01 13:26:00;NO;E;;;;;;E;;;NR, GG;;;E;;;LN, SB, NR;;;E;;;GG;;;E;;;GG, SB;;;;806;805.0
b08afbca-1dd3-462c-9b34-ebc7078584e8;2025-05-14;1900-01-01 13:28:00;NO;E;;LN;;;;E;;;GG, NR;;;E;;;NR, SB, LN;;;E;;MZ;GG;;;E;;;GG, SB;;;;808;807.0
e4320bd1-c6b4-4461-a480-fc15f5e80acc;2025-05-14;1900-01-01 13:30:00;NO;E;;;;;;E;;;GG, NR;;;E;;;LN, SB, NR;;;E;;;GG;;;E;;;GG, SB;;;red;810;809.0
76528476-7673-4de9-abf5-3894ad211f5a;2025-05-14;1900-01-01 13:32:00;Yes;E;;;;;;E;;;GG, NR;;;E;;;LN, SB, NR;;;E;;;GG;;;E;;;GG, SB;;;green;812;811.0
6e07022b-9882-4167-be72-698cd38f21d3;2025-05-14;1900-01-01 13:34:00;Yes;E;;;;;;E;;;GG, NR;;;E;;;LN, SB, NR;;;E;;;GG;;;E;;;GG, SB;;;green;814;813.0
c50bdbe9-b3d0-40fe-b116-2de4e6781e19;2025-05-14;1900-01-01 13:36:00;NO;E;;;GG;;;E;;;;;;E;;;MZ;;;E;;;;;;E;;;;;;;816;815.0
4bc4cd99-7223-457c-b90b-690fc32f47e0;2025-05-14;1900-01-01 13:38:00;NO;E;;;GG, SB;;;E;;GG;MZ;;;E;;SB;MZ;;;E;;;;;;E;;;;;;;818;817.0
972b8aeb-079a-4f41-9374-01c4aa514069;2025-05-14;1900-01-01 13:41:00;NO;E;;;;;;E;;GG;;;;E;;SB;;;;E;;;;;;E;;;;;;red;821;821.0
f595fa19-83bb-4103-bcf9-c493b2e9433a;2025-05-14;1900-01-01 13:42:00;Yes;E;;;;;;E;;GG;;;;E;;SB;;;;E;;;;;;E;;;;;;green;822;823.0
9615b3b9-9fd7-4b66-9695-4b0fc2cc8af1;2025-05-14;1900-01-01 13:44:00;NO;E;;;SB, GG;;;E;;;MZ, GG;;;E;;;MZ, SB;;;E;;;;;;E;;;;;;;824;825.0
0436cc62-0df5-427e-a71f-b0cd63b5e01f;2025-05-14;1900-01-01 13:46:00;NO;E;;;SB;;;E;;;MZ;;;E;;;;;;E;;;;;;E;;;;;;red;826;827.0
88eb2583-550e-41f8-bc9d-096ee8e10436;2025-05-14;1900-01-01 13:48:00;Yes;E;;;SB;;;E;;;MZ;;;E;;;;;;E;;;;;;E;;;;;;green;828;829.0
38d3e937-4ddc-4513-b447-36022f7e0a74;2025-05-14;1900-01-01 13:50:00;Yes;E;;;SB;;;E;;;MZ;;;E;;;;;;E;;;;;;E;;;;;;green;830;831.0
83469f88-34a6-47dd-baa2-94934fc1412c;2025-05-14;1900-01-01 13:52:00;NO;E;;;;;;E;;;;;;E;;;;;;E;;;;;;E;;;;;;red;832;833.0
8c605961-aadd-4bc0-943f-0c1296e82195;2025-05-14;1900-01-01 13:54:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;;;;;E;;;;;;green;834;835.0
67c89b3c-ebf4-40a0-a974-60b55716c4ee;2025-05-14;1900-01-01 13:56:00;NO;E;;;;;;E;;;;;;E;;;;;;E;;NR;;;;E;;LN;;;;red;836;837.0
6c856fdf-a89e-44e3-b4ff-1d6415d778b3;2025-05-14;1900-01-01 13:58:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;NR;;;;E;;LN;;;;green;838;839.0
9391d646-f186-4c71-9c24-38e95932ffe3;2025-05-14;1900-01-01 14:00:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;NR;;;;E;;LN;;;;green;840;841.0
41b14859-1c88-43a3-85a6-c909a0738d5e;2025-05-14;1900-01-01 14:02:00;NO;E;;;NR, LN;;;RL;;;;;;RS;;;;;;E;;NR;MZ;;;E;;LN;MZ;;;;842;843.0
af87760f-1a79-4bf6-9eb0-06a5cc5143d9;2025-05-14;1900-01-01 14:04:00;NO;E;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;E;;;;;;red;844;845.0
68cb5054-e749-46f6-9ce3-b5fff774510a;2025-05-14;1900-01-01 14:06:00;Yes;E;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;E;;;;;;green;846;847.0
a0d79e9a-4090-42b5-b790-bc3fc35a79dd;2025-05-14;1900-01-01 14:08:00;Yes;E;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;E;;;;;;green;848;849.0
6d821cb4-d1fc-4297-a758-912b3378b5a3;2025-05-14;1900-01-01 14:10:00;Yes;E;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;E;;;;;;green;850;851.0
56276af5-91ba-4514-b8c5-408131977577;2025-05-14;1900-01-01 14:12:00;NO;RS;;;;;;RL;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;red;852;853.0
8c0e2ba5-ccca-4f87-a082-caafc50aa7fb;2025-05-14;1900-01-01 14:14:00;Yes;RS;;;;;;RL;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;green;854;855.0
f6904221-ec74-4b14-b720-93b26b8a308d;2025-05-14;1900-01-01 14:16:00;NO;RS;;;;;;M;;;;;;RL;;;;;;RL;;;;;;RS;;;;;;;856;857.0
4f93b8b7-18b3-4190-967a-00751c6ccd91;2025-05-14;1900-01-01 14:18:00;NO;M;;;;;;E;;;LN;;;RL;;;NR;;;RS;;;SB;;;RS;;;GG;;;;858;859.0
1b0de2f5-8489-48c2-af2c-506b74fdc69e;2025-05-14;1900-01-01 14:20:00;NO;E;;;;;;E;;;;;;E;;;;;;RS;;;;;;RS;;;;;;;860;861.0
716bff94-a000-4b1f-9564-908752b54198;2025-05-14;1900-01-01 14:22:00;NO;RS;;;;;;PL;;GG;;;;PL;;SB;;;;RS;;;;;;RS;;;;;;;862;863.0
daced575-9738-4d36-88a4-52c420701251;2025-05-14;1900-01-01 14:24:00;NO;E;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;864;865.0
31560671-65ff-45f8-ab4a-3255555c9e4f;2025-05-14;1900-01-01 14:26:00;NO;RS;;;;;;RS;;LN;;;;RS;;;;;;RS;;SB;;;;RS;;;;;;red;866;867.0
09f14116-38f0-4ce6-a812-6437163502fe;2025-05-14;1900-01-01 14:28:00;Yes;RS;;;;;;RS;;LN;;;;RS;;;;;;RS;;SB;;;;RS;;;;;;green;868;869.0
3a785692-90ed-47a1-b07b-c149db386e65;2025-05-14;1900-01-01 14:30:00;NO;RS;;;LN, SB;;;RS;;;LN, MZ;;;RS;;;;;;RS;;;MZ, SB;;;RS;;;;;;;870;871.0
5d0e4dc0-2e7b-421a-9e74-8a2500af3a60;2025-05-14;1900-01-01 14:32:00;NO;RS;;;LN;;;RS;;;NR;;;RS;;;;;;RL;;;MZ;;;RS;;;SB;;;;872;873.0
b36fb00b-006f-466d-b2f2-a5863e574c91;2025-05-14;1900-01-01 14:34:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;red;874;875.0
f6ad8806-a839-4904-b801-caa756348801;2025-05-14;1900-01-01 14:36:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;green;876;877.0
635f2dad-17c3-468d-9d4c-8e01df0ede92;2025-05-14;1900-01-01 14:38:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;green;878;879.0
7940522f-fbae-424d-bf56-72ac17ebf342;2025-05-14;1900-01-01 14:40:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;green;880;881.0
0f298965-17ac-4c4d-bf50-a332082e8388;2025-05-14;1900-01-01 14:42:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;green;882;883.0
f3a78c5f-5f4f-4c7b-ba4d-0f789abba496;2025-05-14;1900-01-01 14:44:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;green;884;885.0
f3cde643-4d0d-4b98-af7e-55b86ed15ff8;2025-05-14;1900-01-01 14:46:00;NO;RS;;;;;;PL;;NR;;;;RS;;;;;;RL;;;;;;PL;;SB;;;;;886;
