ec5_uuid;date;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight;msm;corrected_msm
9af2154a-f28b-4117-a7e5-0f812ba42581;2025-04-16;1900-01-01 13:21:00;NO;E;;;SR, TK, TN;;RS;;;ST, TN, TK;;M;;;ST, TN, SR;;E;;;TK, ST, SR;;;801;801.0
5a16224b-9981-48e3-9ba2-f730040e12bd;2025-04-16;1900-01-01 13:23:00;NO;M;;;SR;;RS;;;TK, TN, ST;;E;;;TN, SR;;E;;;SR, TK;;;803;803.0
be217d6c-75a0-454b-a317-4551eeb24707;2025-04-16;1900-01-01 13:25:00;NO;E;;;;;RS;;;;;E;;;;;E;;;;;red;805;805.0
c60d94d3-5407-4944-a82e-e282d7d1b55b;2025-04-16;1900-01-01 13:27:00;Yes;E;;;;;RS;;;;;E;;;;;E;;;;;green;807;807.0
c964f00c-9970-482f-9414-e46fe87864eb;2025-04-16;1900-01-01 13:29:00;Yes;E;;;;;RS;;;;;E;;;;;E;;;;;green;809;809.0
8cf48cfb-8f2f-4366-993f-18489f65e770;2025-04-16;1900-01-01 13:31:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;811;811.0
6e7f77cf-b918-47f2-b894-86653975db54;2025-04-16;1900-01-01 13:33:00;NO;RS;;;;;RS;;;;;RS;;;TN;;E;;;TK;;red;813;813.0
1e0ac5b6-731e-4588-bb48-8b6b6bf0eb4c;2025-04-16;1900-01-01 13:35:00;Yes;RS;;;;;RS;;;;;RS;;;TN;;E;;;TK;;green;815;815.0
9ae45cbe-6233-4b2d-80f3-07b6d6430d89;2025-04-16;1900-01-01 13:37:00;NO;RS;;;TK;;RS;;;;;RS;;;ST;;RS;;;;;;817;817.0
343000a4-2b76-439c-86d3-dbc5aa4f190e;2025-04-16;1900-01-01 13:39:00;NO;E;;TN;;;RS;;;;;RS;;;;;RS;;ST;;;;819;819.0
1b47039d-c19e-4565-9305-842349997912;2025-04-16;1900-01-01 13:41:00;NO;M;;;;;RS;;;;;RS;;;;;RS;;;;;;821;821.0
6ae060ec-bf74-4310-9039-367656358b64;2025-04-16;1900-01-01 13:43:00;NO;RS;;;;;RS;;;;;M;;;;;RS;;;;;;823;823.0
2fe49d5e-e64c-4627-ba99-11402d00333d;2025-04-16;1900-01-01 13:45:00;NO;RS;;;;;M;;;;;RL;;;;;RS;;;;;;825;825.0
8a48287c-e5dc-42af-bafa-2c1564bf4521;2025-04-16;1900-01-01 13:47:00;NO;RS;;;;;M;;;;;RS;;;;;RS;;;;;red;827;827.0
d71ee022-0c29-4f2b-944f-5c16bc7d0905;2025-04-16;1900-01-01 13:49:00;Yes;RS;;;;;M;;;;;RS;;;;;RS;;;;;green;829;829.0
084c8183-128a-4d97-9b54-bd9345227608;2025-04-16;1900-01-01 13:51:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;831;831.0
95912184-f9d0-45e5-9495-b4179be5cefe;2025-04-16;1900-01-01 13:53:00;NO;RS;;;TN;;RS;;;;;RS;;;TN;;M;;;ST, TK;;;833;833.0
4f6b1efd-15e0-493d-8cac-cdebe05f3e04;2025-04-16;1900-01-01 13:55:00;NO;GR;TK;;;;RS;;;;;GG;ST;;;;RS;;;;;;835;835.0
64178dfd-dbc0-436d-8e03-204388d8ab7c;2025-04-16;1900-01-01 13:57:00;NO;GR;TK;;TN;;RS;;;;;GG;ST;;TN;;RS;;;TK, ST;;;837;837.0
f6312598-29fc-4b30-8b92-66d4320777d5;2025-04-16;1900-01-01 13:59:00;NO;RS;;TK;TN;;RS;;;;;GR;TN;ST;;;GG;TK;;ST;;;839;839.0
eaf39d19-a727-4862-95d8-b4f750e1469d;2025-04-16;1900-01-01 14:01:00;NO;RS;;TN, TK;;;RS;;;;;RS;;ST, TN;;;RS;;ST, TK;;;;841;841.0
37d5cff7-0d1b-4591-bfd3-b19eb99dda0b;2025-04-16;1900-01-01 14:03:00;NO;RS;;;TN;;RS;;;;;M;;;TN;;RS;;;ST, TK;;;843;843.0
ab1d932d-40ea-4d7e-9051-469c9a50efbd;2025-04-16;1900-01-01 14:05:00;NO;RS;;;TN;;RS;;;;;RS;;;;;RS;;;ST;;red;845;845.0
c53781a4-f05a-4d45-b3e9-7ed920ecf781;2025-04-16;1900-01-01 14:07:00;Yes;RS;;;TN;;RS;;;;;RS;;;;;RS;;;ST;;green;847;847.0
4ae68ee1-97bf-46ed-8d04-06dd31397176;2025-04-16;1900-01-01 14:09:00;Yes;RS;;;TN;;RS;;;;;RS;;;;;RS;;;ST;;green;849;849.0
13b9948f-ff05-40c9-bcd6-25492fbb1226;2025-04-16;1900-01-01 14:11:00;Yes;RS;;;TN;;RS;;;;;RS;;;;;RS;;;ST;;green;851;851.0
17f80f00-05f8-4787-b76f-f90c9279b577;2025-04-16;1900-01-01 14:13:00;Yes;RS;;;TN;;RS;;;;;RS;;;;;RS;;;ST;;green;853;853.0
1d0e8c71-d9a4-465c-8763-ce72825e76fb;2025-04-16;1900-01-01 14:15:00;NO;RS;;;TN;;RS;;;TK;;RL;;;SR;;RS;;;ST;;;855;855.0
1ccc30b2-b00a-495d-99ed-11285a0ead78;2025-04-16;1900-01-01 14:17:00;NO;RS;;;TN;;RL;;;TK;;RL;;;SR;;RS;;;ST;;red;857;857.0
3be14fe3-5b4b-453c-b698-03a813188e9d;2025-04-16;1900-01-01 14:19:00;Yes;RS;;;TN;;RL;;;TK;;RL;;;SR;;RS;;;ST;;green;859;859.0
974fea66-4f68-427d-87da-9a00d68dd489;2025-04-16;1900-01-01 14:21:00;Yes;RS;;;TN;;RL;;;TK;;RL;;;SR;;RS;;;ST;;green;861;861.0
af80a3f6-ecbf-4b44-a477-a7322add1590;2025-04-16;1900-01-01 14:23:00;Yes;RS;;;TN;;RL;;;TK;;RL;;;SR;;RS;;;ST;;green;863;863.0
72bb4e53-056d-4244-a1d1-d7566524ed7a;2025-04-16;1900-01-01 14:25:00;Yes;RS;;;TN;;RL;;;TK;;RL;;;SR;;RS;;;ST;;green;865;865.0
faf2ef3a-479a-44c8-9528-39d25d95a3f1;2025-04-16;1900-01-01 14:27:00;Yes;RS;;;TN;;RL;;;TK;;RL;;;SR;;RS;;;ST;;green;867;867.0
4acbc776-03c2-4aaf-b5e8-7df1b14a5d1d;2025-04-16;1900-01-01 14:29:00;NO;RS;;;TN;;RS;;;TK;;RS;;;SR;;RS;;;ST;;red;869;869.0
ac594148-c393-4f31-8916-d2ad9a12eb45;2025-04-16;1900-01-01 14:31:00;Yes;RS;;;TN;;RS;;;TK;;RS;;;SR;;RS;;;ST;;green;871;871.0
d335e781-196a-4e69-8ccc-4234685d1045;2025-04-16;1900-01-01 14:33:00;Yes;RS;;;TN;;RS;;;TK;;RS;;;SR;;RS;;;ST;;green;873;873.0
cb7e699d-0a38-468f-938e-07acb91a095d;2025-04-16;1900-01-01 14:35:00;NO;RS;;;TN;;GR;TK;;;;GG;SR;;;;RS;;;ST;;;875;875.0
38885908-9a17-4432-ba92-1df777984f38;2025-04-16;1900-01-01 14:37:00;NO;RS;;;;;GR;TK;;;;GG;SR;;;;RS;;;;;;877;877.0
2ca937b2-2b19-4555-b22d-fc12e9e75fd0;2025-04-16;1900-01-01 14:39:00;NO;RS;;;TN;;RS;TK;;;;RS;SR;;;;RS;;;ST;;;879;879.0
c8e5ccca-c4b7-4117-97bb-ccd535190659;2025-04-16;1900-01-01 14:41:00;NO;RS;;;;;GR;TK;;;;GG;SR;;;;M;;;;;;881;881.0
8577a679-e9a0-475e-8f5b-83092e64103b;2025-04-16;1900-01-01 14:43:00;NO;RS;;;;;GR;TK;;;;GG;SR;;;;RS;;;;;red;883;883.0
632c0f86-957b-4160-800f-faf1217da8b9;2025-04-16;1900-01-01 14:45:00;Yes;RS;;;;;GR;TK;;;;GG;SR;;;;RS;;;;;green;885;885.0
