ec5_uuid;date;1_TIme;2_NC;4_MS_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_ST_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NH_Behavior;17_Contact;18_AR;19_3M;20_Notes;highlight;msm;corrected_msm
24ebbb43-c65b-4149-89f3-9c9e20180105;2025-03-19;1900-01-01 10:14:00;Yes;RS;;ST, NH;;;RS;;MS, NH;;;RS;;MS, ST;;;green;614;614.0
f535a241-0272-4d70-868a-b4d67ed6d3bf;2025-03-19;1900-01-01 10:16:00;Yes;RS;;ST, NH;;;RS;;MS, NH;;;RS;;MS, ST;;;green;616;616.0
8c84c831-e5d7-4535-8c1f-b7f0bf6c3006;2025-03-19;1900-01-01 10:18:00;Yes;RS;;ST, NH;;;RS;;MS, NH;;;RS;;MS, ST;;;green;618;618.0
3c48babf-81ef-4836-922e-29f6b3d685b7;2025-03-19;1900-01-01 10:20:00;Yes;RS;;ST, NH;;;RS;;MS, NH;;;RS;;MS, ST;;;green;620;620.0
27d9f97d-01f6-4890-9682-8631218ba097;2025-03-19;1900-01-01 10:23:00;Yes;RS;;ST, NH;;;RS;;MS, NH;;;RS;;MS, ST;;;green;623;622.0
8e0e9bda-f0f2-4893-9a55-e5bff0343203;2025-03-19;1900-01-01 10:24:00;Yes;RS;;ST, NH;;;RS;;MS, NH;;;RS;;MS, ST;;;green;624;624.0
52bb2c76-82e8-417d-8f56-ba9c29b82fc1;2025-03-19;1900-01-01 10:26:00;Yes;RS;;ST, NH;;;RS;;MS, NH;;;RS;;MS, ST;;;green;626;626.0
f734488e-5878-4ca8-acb8-24c88e178f89;2025-03-19;1900-01-01 10:28:00;Yes;RS;;ST, NH;;;RS;;MS, NH;;;RS;;MS, ST;;;green;628;628.0
220d17f8-bf34-4ac9-9a64-dd4dc18ad215;2025-03-19;1900-01-01 10:31:00;Yes;RS;;ST, NH;;;RS;;MS, NH;;;RS;;MS, ST;;;green;631;630.0
a58ec498-97ce-4d63-8a47-8804b0334f0f;2025-03-19;1900-01-01 10:47:00;;RS;;;;;RS;;;;;RS;;;;;red;647;647.0
4ba23e58-e0d0-4b9a-8b6b-c1a52c4939d5;2025-03-19;1900-01-01 10:48:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;648;649.0
ee828b69-bb4a-4d6c-8819-001347e574ed;2025-03-19;1900-01-01 10:50:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;650;651.0
fbec93bd-72dc-4458-bc54-ffdde2385077;2025-03-19;1900-01-01 10:52:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;652;653.0
df2d8682-6a98-458a-93bf-85ba3f31b9d5;2025-03-19;1900-01-01 10:54:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;654;655.0
67fd9e3f-b494-4ce0-a0ea-1de6e45b77fa;2025-03-19;1900-01-01 10:56:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;656;657.0
4138543c-2230-49f2-baea-b14de8364622;2025-03-19;1900-01-01 10:58:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;658;659.0
cdb9f247-5c8f-4b4b-b674-9189267f9a95;2025-03-19;1900-01-01 11:00:00;;GG;NH;;;;RS;;;;;GR;MS;;;;red;660;661.0
dd5633b2-9041-4da6-9ac0-b7ff5de80156;2025-03-19;1900-01-01 11:02:00;Yes;GG;NH;;;;RS;;;;;GR;MS;;;;green;662;663.0
7a2b2061-3c52-495e-b9c3-98afc5a4f161;2025-03-19;1900-01-01 11:04:00;;RS;;NH;;;RS;;;;;RS;;MS;;;red;664;665.0
41a0bb79-51c5-43bf-878d-a2737827075b;2025-03-19;1900-01-01 11:06:00;Yes;RS;;NH;;;RS;;;;;RS;;MS;;;green;666;667.0
25e240cb-32a8-4490-a68c-2d527cc937f4;2025-03-19;1900-01-01 11:08:00;;RS;;;NH;;RS;;;;;RS;;;MS;;red;668;669.0
d64b355c-5b2c-4fb2-bda5-a10530248c9c;2025-03-19;1900-01-01 11:10:00;Yes;RS;;;NH;;RS;;;;;RS;;;MS;;green;670;671.0
3eaedc87-be9f-465f-8a01-60324e2c1317;2025-03-19;1900-01-01 11:12:00;Yes;RS;;;NH;;RS;;;;;RS;;;MS;;green;672;673.0
78247034-6bf0-41b6-98a4-3fa2f11c73d7;2025-03-19;1900-01-01 11:15:00;;RS;;;;;RS;;;;;RS;;;;;;675;675.0
bc01686f-db3e-4f9b-b34c-f6aee5cf6998;2025-03-19;1900-01-01 11:16:00;;RS;;;;;RS;;NH;;;RS;;ST;;;red;676;677.0
3f5ad5d9-486a-4515-b319-1a203b11aa9b;2025-03-19;1900-01-01 11:18:00;Yes;RS;;;;;RS;;NH;;;RS;;ST;;;green;678;679.0
40a7b1f1-0a75-445e-ad78-f6804f70d4ad;2025-03-19;1900-01-01 11:20:00;Yes;RS;;;;;RS;;NH;;;RS;;ST;;;green;680;681.0
36defb0e-d516-46bf-b22e-2122cf6ca8f5;2025-03-19;1900-01-01 11:22:00;Yes;RS;;;;;RS;;NH;;;RS;;ST;;;green;682;683.0
a5d226d9-0d72-4c94-ba89-305a44151149;2025-03-19;1900-01-01 11:24:00;;RS;;;ST, NH;;RS;;NH;MS;;RS;;ST;MS;;red;684;685.0
c15ae642-dc1d-4515-a967-91e48e52a15d;2025-03-19;1900-01-01 11:26:00;Yes;RS;;;ST, NH;;RS;;NH;MS;;RS;;ST;MS;;green;686;687.0
b818f877-30f9-41c6-9f76-5b9a21c12446;2025-03-19;1900-01-01 11:28:00;Yes;RS;;;ST, NH;;RS;;NH;MS;;RS;;ST;MS;;green;688;689.0
034cdb83-5128-42bb-a8db-16403f53f9e9;2025-03-19;1900-01-01 11:30:00;Yes;RS;;;ST, NH;;RS;;NH;MS;;RS;;ST;MS;;green;690;691.0
f54df439-058d-4d69-bfaf-d3c5a01853cf;2025-03-19;1900-01-01 11:32:00;Yes;RS;;;ST, NH;;RS;;NH;MS;;RS;;ST;MS;;green;692;693.0
35d72b35-a7b8-4442-a9ea-ab9d04555019;2025-03-19;1900-01-01 11:34:00;;RS;;ST;;;RS;;MS;;;RS;;;;;red;694;695.0
730884a2-e35d-4404-91f1-25cf891ef1e2;2025-03-19;1900-01-01 11:36:00;Yes;RS;;ST;;;RS;;MS;;;RS;;;;;green;696;697.0
4a187ac4-22c4-44ab-819e-677afc149377;2025-03-19;1900-01-01 11:38:00;;RS;;ST;NH;;RS;;MS;NH;;RS;;;MS, ST;;red;698;699.0
e64c7690-2878-42ae-bf44-846a24f25a20;2025-03-19;1900-01-01 11:40:00;Yes;RS;;ST;NH;;RS;;MS;NH;;RS;;;MS, ST;;green;700;701.0
2f3a3c9f-8591-4ae6-b240-f542bbead959;2025-03-19;1900-01-01 11:42:00;Yes;RS;;ST;NH;;RS;;MS;NH;;RS;;;MS, ST;;green;702;703.0
ee10a363-7dfa-4364-8d67-fa10cb709861;2025-03-19;1900-01-01 11:44:00;;RS;ST;;;;RS;MS;;;;RS;;;;;;704;705.0
cff8c3a7-e8cd-42fd-a67d-1201873aee1c;2025-03-19;1900-01-01 11:46:00;NO;RS;;;;;RS;;;;;RS;;;;;;706;
002d4702-31bd-43b6-9f5b-9f71e058dd67;2025-03-19;1900-01-01 13:21:00;Yes;E;;;;;E;;;;;E;;;;;green;801;801.0
dc6018de-1c32-4292-898e-6f6118bc1fdc;2025-03-19;1900-01-01 13:23:00;;E;;;;;E;;;;;E;;;;;red;803;803.0
ca503418-2700-48cf-853f-b04eee06b0ee;2025-03-19;1900-01-01 13:23:00;Yes;E;;;;;E;;;;;E;;;;;green;803;
f03018bd-1717-4027-ac82-6dc9acc5ad4a;2025-03-19;1900-01-01 13:25:00;Yes;E;;;;;E;;;;;E;;;;;green;805;805.0
db54dc3b-d099-459e-9ea5-6e9de6f7bc4c;2025-03-19;1900-01-01 13:27:00;Yes;E;;;;;E;;;;;E;;;;;green;807;807.0
c3dc0df8-a5d7-43d0-81c8-c50f6da41d01;2025-03-19;1900-01-01 13:29:00;Yes;E;;;;;E;;;;;E;;;;;green;809;809.0
787da746-4723-4b78-8846-38f39b72d55a;2025-03-19;1900-01-01 13:31:00;Yes;E;;;;;E;;;;;E;;;;;green;811;811.0
c1824049-2805-4377-a6b8-2767e6fc3ec5;2025-03-19;1900-01-01 13:33:00;;RS;;;;;E;;;;;RS;;;;;red;813;813.0
30a178db-c4ea-4a68-b557-abe361bc97e5;2025-03-19;1900-01-01 13:36:00;Yes;RS;;;;;E;;;;;RS;;;;;green;816;815.0
e9f1bf47-7683-4fc9-bd2d-e4309ed623c5;2025-03-19;1900-01-01 13:38:00;Yes;RS;;;;;E;;;;;RS;;;;;green;818;817.0
36600ba1-d7cb-41a0-ab85-4df48503f064;2025-03-19;1900-01-01 13:39:00;Yes;RS;;;;;E;;;;;RS;;;;;green;819;819.0
d2e15480-0f3d-4655-bf38-12efa2874060;2025-03-19;1900-01-01 13:42:00;Yes;RS;;;;;E;;;;;RS;;;;;green;822;821.0
6d99cf3f-4e24-4cff-a6b6-44096d525a13;2025-03-19;1900-01-01 13:43:00;Yes;RS;;;;;E;;;;;RS;;;;;green;823;823.0
f644a037-5785-47a9-9f86-957c2ad6932f;2025-03-19;1900-01-01 13:45:00;Yes;RS;;;;;E;;;;;RS;;;;;green;825;825.0
4edda640-a771-46ff-9665-bcc0082f1f5b;2025-03-19;1900-01-01 13:47:00;Yes;RS;;;;;E;;;;;RS;;;;;green;827;827.0
608c174f-b765-4815-bef5-eaea28f0ad15;2025-03-19;1900-01-01 13:49:00;Yes;RS;;;;;E;;;;;RS;;;;;green;829;829.0
bd317704-ab6b-4bed-a579-0ed30beb280e;2025-03-19;1900-01-01 13:52:00;;RS;;;;;RS;;;;;RS;;;;;red;832;831.0
1d719107-ca53-47e0-9251-90156832bb4a;2025-03-19;1900-01-01 13:53:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;833;833.0
a8ecce66-877c-45d8-a529-a2c16a11fcb0;2025-03-19;1900-01-01 13:55:00;Yes;RS;;;;;RS;;;;;RS;;;;;green;835;835.0
3c25f85a-7bd9-4a27-bc65-6f4e1c456780;2025-03-19;1900-01-01 13:57:00;;RS;;;;;RS;;;;;E;;;;;;837;837.0
7c0d4f94-1d21-42d8-8284-5a7640677efa;2025-03-19;1900-01-01 13:59:00;;RS;NH;ST;;;RS;;MS, NH;;;RS;MS;ST;;;red;839;839.0
f7746798-d3a9-42ca-9134-c7b016ca15a6;2025-03-19;1900-01-01 14:01:00;Yes;RS;NH;ST;;;RS;;MS, NH;;;RS;MS;ST;;;green;841;841.0
e378c01a-ce4e-441b-8015-5defccb7ee62;2025-03-19;1900-01-01 14:03:00;Yes;RS;NH;ST;;;RS;;MS, NH;;;RS;MS;ST;;;green;843;843.0
500cac88-6002-45a8-a41c-0d2005810d38;2025-03-19;1900-01-01 14:05:00;;RS;NH;ST;;;SD;;MS, NH;;;RS;MS;ST;;;red;845;845.0
775f0e8b-127f-4f77-a804-7d2090800f95;2025-03-19;1900-01-01 14:07:00;Yes;RS;NH;ST;;;SD;;MS, NH;;;RS;MS;ST;;;green;847;847.0
0d85c3d0-cd8d-44cf-89fe-eb5fce389f37;2025-03-19;1900-01-01 14:09:00;Yes;RS;NH;ST;;;SD;;MS, NH;;;RS;MS;ST;;;green;849;849.0
3181d1a7-d2a4-405f-ad84-5dd4a6baf0e4;2025-03-19;1900-01-01 14:11:00;Yes;RS;NH;ST;;;SD;;MS, NH;;;RS;MS;ST;;;green;851;851.0
f69b8f83-ad8e-4a6e-9d0d-2e83dfd9b0b6;2025-03-19;1900-01-01 14:14:00;Yes;RS;NH;ST;;;SD;;MS, NH;;;RS;MS;ST;;;green;854;853.0
c64976e4-b92a-490c-8d70-6399a823cf7c;2025-03-19;1900-01-01 14:15:00;Yes;RS;NH;ST;;;SD;;MS, NH;;;RS;MS;ST;;;green;855;855.0
29b2f016-39e7-43cd-9965-2374f0adc7f1;2025-03-19;1900-01-01 14:17:00;Yes;RS;NH;ST;;;SD;;MS, NH;;;RS;MS;ST;;;green;857;857.0
5bf2548f-874b-4955-90bc-c064ec4d08f7;2025-03-19;1900-01-01 14:19:00;;RS;;ST, NH;;;GR;NH;MS;;;GG;ST;MS;;;;859;859.0
4f03c7a2-3fd6-4035-8706-e1649c08ab13;2025-03-19;1900-01-01 14:21:00;;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;red;861;861.0
38c04224-48b7-46ed-b82a-4502e6a107ba;2025-03-19;1900-01-01 14:23:00;Yes;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;green;863;863.0
787467a0-e8af-4f5a-9a19-8e46940d3067;2025-03-19;1900-01-01 14:25:00;Yes;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;green;865;865.0
2a57ff87-ec81-4502-af04-3c83beaa1285;2025-03-19;1900-01-01 14:27:00;Yes;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;green;867;867.0
75b006b5-fb5d-4b03-83e4-a83b000ca396;2025-03-19;1900-01-01 14:29:00;Yes;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;green;869;869.0
7232af5c-31dc-485b-b99d-ce95c34b6f10;2025-03-19;1900-01-01 14:31:00;Yes;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;green;871;871.0
de19c6cd-8e2e-4b64-bbeb-2c2beb3fd335;2025-03-19;1900-01-01 14:33:00;Yes;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;green;873;873.0
6b309646-f527-4d6c-99ac-e4dee2b8f65a;2025-03-19;1900-01-01 14:36:00;Yes;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;green;876;875.0
95270688-3463-4d57-96f4-b0e9f2ffed9f;2025-03-19;1900-01-01 14:37:00;NO;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;red;877;877.0
23273a7b-99d9-4284-aa9b-2454c47fbd12;2025-03-19;1900-01-01 14:39:00;Yes;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;green;879;879.0
e338eb7c-cfed-4059-b0f1-72f8c930e3af;2025-03-19;1900-01-01 14:41:00;Yes;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;green;881;881.0
029ce775-6c31-4316-9187-2fb2eef1f3a2;2025-03-19;1900-01-01 14:43:00;Yes;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;green;883;883.0
3146f6b2-4325-49b6-baf5-67935c1159f7;2025-03-19;1900-01-01 14:45:00;Yes;RS;;ST, NH;;;SD;;MS, NH;;;RS;;MS, ST;;;green;885;885.0
