ec5_uuid;date;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight;msm;corrected_msm
7f99071b-14ef-449c-b109-b294c6699b8b;2025-03-23;1900-01-01 10:23:00;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green;623;622.0
4bdd0ddb-6032-4320-9e88-99f0470172fd;2025-03-23;1900-01-01 10:25:00;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green;625;624.0
85f113e2-8243-40e8-9033-591e8b5aae91;2025-03-23;1900-01-01 10:27:00;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green;627;626.0
8a5b5117-effb-4ee1-83ef-744b62914260;2025-03-23;1900-01-01 10:29:00;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green;629;628.0
64924d9c-df63-4427-8f0f-908575217f15;2025-03-23;1900-01-01 10:47:00;NO;RS;;;TK, SR, TN;;RS;;;;;DS;;;TK, ST, TN;;RS;;;ST, SR;;RS;;;ST, SR;;;647;647.0
5bcf609e-007f-45e5-bd0f-3d22e9540f18;2025-03-23;1900-01-01 10:49:00;NO;RS;;;TK, TN, SR;;RS;;;;;RS;;;TK, TN, ST;;RS;;;ST, TN, SR;;M;;;TK, ST, SR;;;649;649.0
d7b3239a-6cdd-4dec-961d-8ad1e57aeb50;2025-03-23;1900-01-01 10:51:00;NO;RL;;;TK, SR, TN;;M;;;;;RS;;;TK, ST, TN;;RS;;TN;ST, SR;;RS;;TK;SR, ST;;;651;651.0
476712f2-913a-4a24-b95a-a5be4cc0a137;2025-03-23;1900-01-01 10:53:00;NO;RS;;;NY, TK, SR, TN;;RS;;SR;TK, TN, ST;;RS;;NY;TK, TN, ST;;RS;;TN;NY, SR, ST;;RS;;TK;ST, SR, NY;;;653;653.0
a974e4a2-bc09-4f3c-8c98-234e94fa52d0;2025-03-23;1900-01-01 10:55:00;NO;E;;;TK, SR, TN;;RS;;;;;RS;;;ST, TN, TK;;RS;;TN;ST, SR;;RS;;TK;ST, SR;;red;655;655.0
eb3cb644-cfce-452b-aaae-eefb4d58bc20;2025-03-23;1900-01-01 10:57:00;Yes;E;;;TK, SR, TN;;RS;;;;;RS;;;ST, TN, TK;;RS;;TN;ST, SR;;RS;;TK;ST, SR;;green;657;657.0
47e8be13-54b4-4fff-add4-354914d9084a;2025-03-23;1900-01-01 10:59:00;NO;RL;;;TK, SR, TN;;RS;;;;;RS;;TK;TN, ST;;RL;;TN, SR;ST;;RL;;TK;ST, SR;;red;659;659.0
703d433f-0b5a-4859-a4b4-3d025441b1ea;2025-03-23;1900-01-01 11:01:00;Yes;RL;;;TK, SR, TN;;RS;;;;;RS;;TK;TN, ST;;RL;;TN, SR;ST;;RL;;TK;ST, SR;;green;661;661.0
dabfe014-7848-490d-885d-e2d9624fc4b4;2025-03-23;1900-01-01 11:03:00;Yes;RL;;;TK, SR, TN;;RS;;;;;RS;;TK;TN, ST;;RL;;TN, SR;ST;;RL;;TK;ST, SR;;green;663;663.0
9dcefc80-644b-48c4-a6d2-8149ae4a24a1;2025-03-23;1900-01-01 11:05:00;Yes;RL;;;TK, SR, TN;;RS;;;;;RS;;TK;TN, ST;;RL;;TN, SR;ST;;RL;;TK;ST, SR;;green;665;665.0
fffa1afa-27f3-4ed6-aa4a-060ec2f87517;2025-03-23;1900-01-01 11:07:00;NO;RL;;;SR, TK, TN;;RS;;;;;RL;;;TK, TN, ST;;RL;;TN;ST, SR;;RS;;TK;SR, ST;;;667;667.0
6444ab48-092b-46d3-b8ba-ae0f21204c45;2025-03-23;1900-01-01 11:09:00;NO;RL;;;SR, TK, TN, NY;;M;;SR, TK;TN, ST;;RL;;NY;TK, TN, ST;;RS;;TN, NY;SR, ST;;RS;;TK;SR, ST, NY;;;669;669.0
c08a8011-2a05-442e-931b-abff40961ed0;2025-03-23;1900-01-01 11:11:00;NO;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;red;671;671.0
55356056-e826-4d23-89a2-78956a74a637;2025-03-23;1900-01-01 11:13:00;Yes;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;green;673;673.0
fc6c581e-f4c0-49a3-ba6f-c3d608df7532;2025-03-23;1900-01-01 11:15:00;Yes;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;green;675;675.0
9bb889b7-2405-48d7-a715-02ceee95c219;2025-03-23;1900-01-01 11:17:00;Yes;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;green;677;677.0
05d4236f-952d-48f9-9e80-a138bd70926e;2025-03-23;1900-01-01 11:19:00;Yes;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;green;679;679.0
d9449d3c-ab72-47ff-b791-affdafd4659c;2025-03-23;1900-01-01 11:21:00;Yes;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;green;681;681.0
9d73ba85-5d98-44f9-90c5-6ef1499c6a3d;2025-03-23;1900-01-01 11:23:00;NO;RL;;;TN, SR, TK, NY;;RS;;;TN, ST, SR, TK;;RL;;;TK, TN, ST, NY;;RS;;;NY, SR, TN, ST;;RS;;;NY, TK, ST, SR;;red;683;683.0
d16da965-7b4b-4679-b6d3-8536beb374bf;2025-03-23;1900-01-01 11:25:00;Yes;RL;;;TN, SR, TK, NY;;RS;;;TN, ST, SR, TK;;RL;;;TK, TN, ST, NY;;RS;;;NY, SR, TN, ST;;RS;;;NY, TK, ST, SR;;green;685;685.0
9fe8a01f-7e5d-4e89-ac90-f6731d8d8965;2025-03-23;1900-01-01 11:27:00;NO;RL;;;NY, TK, SR;;RS;;;SR, TK, ST;;RL;;;TK, NY, ST;;RL;;;NY, ST, SR;;RS;;;;;red;687;687.0
3ba0fd4d-bc52-4f4e-b553-235832be4a27;2025-03-23;1900-01-01 11:29:00;Yes;RL;;;NY, TK, SR;;RS;;;SR, TK, ST;;RL;;;TK, NY, ST;;RL;;;NY, ST, SR;;RS;;;;;green;689;689.0
deb9de47-1cf6-440f-aef3-dfc71edad982;2025-03-23;1900-01-01 11:31:00;Yes;RL;;;NY, TK, SR;;RS;;;SR, TK, ST;;RL;;;TK, NY, ST;;RL;;;NY, ST, SR;;RS;;;;;green;691;691.0
3668f087-d56e-428b-82ca-ff6f4be0321b;2025-03-23;1900-01-01 11:33:00;NO;RL;;;NY, SR, TN, TK;;RS;;;SR, ST, TK;;RL;;;TK, ST, NY;;RS;;;NY, ST, SR;;RS;;;ST;;red;693;693.0
1afb0ec4-08a6-4d10-bb4a-6b476c147f25;2025-03-23;1900-01-01 11:35:00;Yes;RL;;;NY, SR, TN, TK;;RS;;;SR, ST, TK;;RL;;;TK, ST, NY;;RS;;;NY, ST, SR;;RS;;;ST;;green;695;695.0
433f8414-1d0d-4922-a42f-074855ea9b20;2025-03-23;1900-01-01 11:37:00;NO;RL;;;SR, TK, NY;;RS;;;ST, TK, SR;;RL;;;TK, ST, NY;;RS;;;NY, ST, SR;;E;;;;;;697;697.0
77c1f39c-28cb-4bcd-bfed-ac697e782f61;2025-03-23;1900-01-01 11:39:00;NO;RL;;;SR, TK, NY;;M;;SR;ST, TK;;RL;;NY;ST, TK;;RS;;;SR, ST, NY;;E;;;;;;699;699.0
35f54314-e51f-49e7-86ec-3a7ec8b1ee7e;2025-03-23;1900-01-01 11:41:00;NO;RL;;;TK, SR;;RS;;;;;RL;;;TK, ST;;RS;;;SR, ST;;E;;;;;red;701;701.0
41bf70c7-8c1c-4381-8338-826b6fb60c11;2025-03-23;1900-01-01 11:43:00;Yes;RL;;;TK, SR;;RS;;;;;RL;;;TK, ST;;RS;;;SR, ST;;E;;;;;green;703;703.0
406bcbeb-78e0-4746-9a69-b7d6d21b1596;2025-03-23;1900-01-01 11:45:00;Yes;RL;;;TK, SR;;RS;;;;;RL;;;TK, ST;;RS;;;SR, ST;;E;;;;;green;705;705.0
3ccca0e0-22df-4957-a633-55285efcb5ab;2025-03-23;1900-01-01 13:19:00;NO;RS;;;;;RS;;TK;;;RS;;;;;RS;;NY;;;E;;;;;;799;799.0
d7f3fc99-7a44-432f-866c-aacca55972c6;2025-03-23;1900-01-01 13:21:00;NO;RS;;;;;RS;;SR;;;RS;;NY;;;RS;;;;;M;;;;;;801;801.0
af9cc94a-40eb-433d-8259-6f710d633220;2025-03-23;1900-01-01 13:23:00;NO;E;;;TN;;RS;;;;;RS;;;;;M;;;TN, ST;;M;;;ST;;;803;803.0
fa2eb877-0551-479e-b0dd-601bfd9390f7;2025-03-23;1900-01-01 13:25:00;NO;E;;;;;RS;;;;;RS;;;;;RS;;;;;E;;;;;;805;805.0
4f92f5d8-4716-4045-839d-e5e0ad7dc1df;2025-03-23;1900-01-01 13:27:00;NO;M;;;TK, TN;;RS;;;;;RS;;;;;M;;;TN, ST;;E;;;ST, TK;;;807;807.0
37db2fd8-d9a6-4a3e-9cfb-d697e0494bee;2025-03-23;1900-01-01 13:29:00;NO;RS;;;TN;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;ST;;;809;809.0
19bd1275-1b0c-431d-9dfb-51d1eb89441d;2025-03-23;1900-01-01 13:31:00;NO;RS;;;TN;;RS;;TK;;;RS;;;;;RS;;NY;;;E;;;ST;;;811;811.0
996684d8-8a17-483f-823f-5c6e87e981e9;2025-03-23;1900-01-01 13:33:00;NO;RS;;TN;;;RS;;TK;;;RS;;;;;RS;;NY;;;E;;ST;;;;813;813.0
d13f91d2-1167-40b3-8118-599c40ac2b13;2025-03-23;1900-01-01 13:35:00;NO;RS;;TN;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;ST;;;;815;815.0
28dd5200-8add-4333-a9ab-e7507ddbe95e;2025-03-23;1900-01-01 13:37:00;NO;RS;;TN;NY;;RS;;;TN, ST;;RS;;;;;RS;;;;;RS;;ST;NY;;;817;817.0
fdc09af8-00da-4366-ac04-5e7995592b9e;2025-03-23;1900-01-01 13:39:00;NO;RS;;TN;NY, TK;;M;;;TN, TK, ST;;RS;;;;;M;;;NY, TN, ST;;M;;ST;NY, TK;;;819;819.0
f53134d0-48e0-4008-8c48-6bbc9f4c9ebf;2025-03-23;1900-01-01 13:41:00;NO;GM;TN;;TK;;RS;;;;;RS;;;;;RS;;;ST, TN;;GM;ST;;TK;;;821;821.0
a428b16b-3492-4f6e-8ba9-0f194c36b602;2025-03-23;1900-01-01 13:43:00;NO;RS;;;TN, TK;;RS;;SR;;;RS;;NY;;;GR;TN;;ST;;GG;TK;;ST;;;823;823.0
67f06352-f3c5-4ea0-98e7-a2a91234dc8f;2025-03-23;1900-01-01 13:45:00;NO;RS;TN;TN;TK;;RS;;SR;;;RS;;NY;;;E;;;TN, ST;;RS;ST;;TK;;;825;825.0
46e1c070-813c-4328-8631-df3053bcfff8;2025-03-23;1900-01-01 13:47:00;NO;RS;;;;;RS;;SR;;;RS;;NY;;;RS;;;;;M;;;;;;827;827.0
b3b662d4-9256-4eb1-a8fd-09205df6e8f2;2025-03-23;1900-01-01 13:49:00;NO;RS;;;;;RS;;SR;;;RS;;NY;;;RS;;;;;RS;;;;;;829;829.0
3e5d9561-e453-4211-812b-7d05d330ce0c;2025-03-23;1900-01-01 13:51:00;NO;RS;;;TK, TN;;M;;SR;;;M;;NY;;;E;;TN;ST;;M;;TK;ST;;;831;831.0
3795ed23-3f87-4418-b6bd-0ebf6a671751;2025-03-23;1900-01-01 13:53:00;NO;RS;;TK;TN;;RS;;;;;RS;;;;;E;;;ST, TN;;RS;;ST;TK;;;833;833.0
b01a0031-e812-4885-a349-b48bdf139532;2025-03-23;1900-01-01 13:55:00;NO;RS;;;TK, TN;;RS;;;;;RS;;;;;RS;;TN;ST;;RS;;TK;ST;;;835;835.0
f3386188-27fa-434e-841b-d2c0923991e6;2025-03-23;1900-01-01 13:57:00;NO;RS;;TN;TK;;RS;;;;;RS;;;;;RS;;;TN, ST;;RS;;ST;TK;;;837;837.0
c1870897-423d-4490-b52b-87bcc14e5724;2025-03-23;1900-01-01 13:59:00;NO;RS;;;TN, NY, TK;;M;;;ST;;RS;;;;;RS;;;TN, ST;;RS;;;ST, TK;;;839;839.0
76627da9-dce6-42b8-9724-7c9dfbb97e0e;2025-03-23;1900-01-01 14:01:00;NO;RS;;TN;TK;;M;;;;;RS;;;;;M;;;TN, ST;;RS;;ST;TK;;;841;841.0
459f816d-43fb-4e63-9a58-b027c504a51a;2025-03-23;1900-01-01 14:03:00;NO;RS;;;TK, TN;;RS;;;;;RS;;;;;RS;;;ST;;M;;;ST;;;843;843.0
8f7da14c-4d2b-4491-b391-4ad658ac5cee;2025-03-23;1900-01-01 14:05:00;NO;RS;;;TK;;RS;;;;;RS;;;;;RS;;;ST;;RS;;;;;;845;845.0
5a4ab473-9b8e-40b3-8135-ac3196270f41;2025-03-23;1900-01-01 14:07:00;NO;RS;;;TK, TN;;RS;;;;;RS;;;;;RS;;TN;ST;;RS;;TK;ST;;;847;847.0
2f59ac5d-c9f4-42c8-8bc9-335c6b9b869e;2025-03-23;1900-01-01 14:09:00;NO;RS;;;TK;;RS;;;SR;;RS;;;NY;;RS;;;ST;;RS;;;;;;849;849.0
6a061d0d-bf2f-4fa9-8b0b-3aaa20ff2cf9;2025-03-23;1900-01-01 14:11:00;NO;RS;;;TN, TK;;RS;;;SR;;RS;;;NY;;RS;;;ST;;RS;;;ST;;;851;851.0
35ec0c81-5c9c-4049-94c0-95138280c901;2025-03-23;1900-01-01 14:13:00;NO;RS;;TK, TN;;;RS;;;SR;;RS;;;NY;;RS;;TN, ST;;;RS;;TK, ST;;;;853;853.0
9bcc1047-1dd8-4c39-90ee-176773ce605a;2025-03-23;1900-01-01 14:15:00;NO;GM;TN;TK;;;RS;;;SR;;RS;;;NY;;RS;;TN, ST;;;GM;ST;TK;;;;855;855.0
3bc71b6b-aeed-457c-a41c-cbc75c86e3a9;2025-03-23;1900-01-01 14:17:00;NO;RS;;TN;TK;;RS;;;SR;;RS;;;NY;;RL;;;TN, ST;;RS;;ST;TK;;;857;857.0
18473537-b62f-499b-b60b-89ab387ad937;2025-03-23;1900-01-01 14:19:00;NO;RS;;;TK, TN;;RS;;;;;M;;;;;RL;;;TN, ST;;E;;;ST, TK;;;859;859.0
6c50f016-53a0-4b6c-87c9-6fbf4f864acc;2025-03-23;1900-01-01 14:21:00;NO;RS;;;TN, TK;;RS;;;;;RS;;;;;RL;;;TN, ST;;E;;;TK, ST;;red;861;861.0
ae043234-f29e-4b93-94a6-3fd41e2f4e4d;2025-03-23;1900-01-01 14:23:00;Yes;RS;;;TN, TK;;RS;;;;;RS;;;;;RL;;;TN, ST;;E;;;TK, ST;;green;863;863.0
69a1ecb7-a8f4-43fb-afc6-5f1aed69b32d;2025-03-23;1900-01-01 14:25:00;NO;M;;;;;M;;;SR;;M;;;NY;;RL;;;TN;;RS;;;TK;;;865;865.0
7abdc8ac-63e0-4b3e-b969-28cdde9eeb93;2025-03-23;1900-01-01 14:27:00;NO;M;;SR;;;RS;;;;;M;;ST;;;RL;;;TN;;RS;;;TK;;red;867;867.0
4d0d75b2-4f6d-448b-a336-1a9f4b37bfc3;2025-03-23;1900-01-01 14:29:00;Yes;M;;SR;;;RS;;;;;M;;ST;;;RL;;;TN;;RS;;;TK;;green;869;869.0
d2c5587d-0616-4bd9-9512-703879616ad5;2025-03-23;1900-01-01 14:31:00;NO;M;;SR;TK, TN;;RS;;;;;M;;ST;TK, TN;;RL;;;TN, ST, SR;;RS;;;TK, ST, SR;;;871;871.0
beb3eda2-7386-4bf2-afc4-027ff7ca4238;2025-03-23;1900-01-01 14:33:00;NO;GM;SR;;TK, NY, TN;;M;;;SR, TK, ST, TN;;GM;ST;;TK, TN, NY;;RL;;;NY, ST, TN, SR;;RS;;;NY, TK, ST, SR;;;873;873.0
91b0bedc-4278-410d-9b15-17d999f05680;2025-03-23;1900-01-01 14:35:00;NO;M;;SR;TK;;RS;;;;;M;;ST;TK;;RS;;;ST, SR;;RS;;;;;;875;875.0
f4152ec9-3fbc-4221-8a0a-fd48b22d62fc;2025-03-23;1900-01-01 14:37:00;NO;M;;SR, TK, TN;;;M;;;SR, TK, ST, TN;;M;;ST, TK;TN, NY;;M;;ST, SR;TN, NY;;M;;TK, ST;NY, ST, SR;;;877;877.0
d47b9dbf-23ca-4c53-ab79-541331267594;2025-03-23;1900-01-01 14:39:00;NO;RS;SR;TN;TK;;RS;;;;;PL;TN, ST;;TK;;RS;;;TN, SR, ST;;PL;SR, ST;;TK;;;879;879.0
94cc909d-c234-448e-a227-c1e08f3b492b;2025-03-23;1900-01-01 14:41:00;NO;RS;;;;;RS;;TK;;;M;;TN;;;RS;;NY;;;M;;SR;;;red;881;881.0
5a214742-9313-431c-ab49-861d9366254f;2025-03-23;1900-01-01 14:44:00;Yes;RS;;;;;RS;;TK;;;M;;TN;;;RS;;NY;;;M;;SR;;;green;884;883.0
e81c1b99-9d21-4dbf-945a-a976f1aad242;2025-03-23;1900-01-01 14:45:00;NO;RS;;SR;;;RS;;;TK;;RS;;ST;;;RS;;;NY;;RS;;;;;;885;885.0
