ec5_uuid;date;1_TIme;2_NC;4_LN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_MN_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NH_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_NR_Behavior;23_Contact;24_AR;25_3M;26_Notes;highlight;msm;corrected_msm
f492a521-3dac-4c97-a73b-1fabf3ce5be9;2025-03-24;1900-01-01 09:32:00;;RS;;;MN;;E;;;LN;;E;;;;;E;;;;;;572;572.0
56b614d1-e5b8-4557-9c84-63824249a76d;2025-03-24;1900-01-01 09:34:00;;RS;;;;;E;;;;;E;;NR;;;E;;NH;;;red;574;574.0
600867fe-b5c4-4286-a0ac-d471242f6ce1;2025-03-24;1900-01-01 09:36:00;Yes;RS;;;;;E;;;;;E;;NR;;;E;;NH;;;green;576;576.0
ade948ba-549c-4f2b-981d-deea511c2302;2025-03-24;1900-01-01 09:38:00;Yes;RS;;;;;E;;;;;E;;NR;;;E;;NH;;;green;578;578.0
7d8a3f37-df36-43e7-855a-14bc1cac76f5;2025-03-24;1900-01-01 09:40:00;;RS;;;;;E;;;;;E;;;;;E;;;;;red;580;580.0
a52c1327-6941-43d8-b8a8-4cc28c98d7a4;2025-03-24;1900-01-01 09:42:00;Yes;RS;;;;;E;;;;;E;;;;;E;;;;;green;582;582.0
8a3ed05c-64a2-4c87-a192-9e5c5b84b702;2025-03-24;1900-01-01 09:44:00;Yes;RS;;;;;E;;;;;E;;;;;E;;;;;green;584;584.0
fea3304e-b65b-442f-86e0-36314601c313;2025-03-24;1900-01-01 09:46:00;;RS;;;;;E;;;;;E;;;;;E;;;;;;586;586.0
251f372c-f46d-48b2-af1a-1e875d3e8577;2025-03-24;1900-01-01 09:48:00;;RS;;;;;PL;;NR;;;E;;;;;PL;;MN;;;;588;588.0
400f3360-aaed-42e9-a63f-6ee795b3241a;2025-03-24;1900-01-01 09:50:00;;RS;;;;;RS;;;;;E;;;;;RL;;;;;;590;590.0
4bf99b3a-2979-4b7d-8482-cd20beea9d47;2025-03-24;1900-01-01 09:52:00;;RS;;;;;GM;NR;;;;RS;;;;;GM;MN;;;;red;592;592.0
eeda9870-1e24-4cf4-99b0-0fab6018dfd0;2025-03-24;1900-01-01 09:54:00;Yes;RS;;;;;GM;NR;;;;RS;;;;;GM;MN;;;;green;594;594.0
c8e0b2df-626b-407d-8f96-0c4be0feea9e;2025-03-24;1900-01-01 09:56:00;Yes;RS;;;;;GM;NR;;;;RS;;;;;GM;MN;;;;green;596;596.0
c5ae1efd-21f6-4579-9430-38c1b90b5d5f;2025-03-24;1900-01-01 09:58:00;Yes;RS;;;;;GM;NR;;;;RS;;;;;GM;MN;;;;green;598;598.0
dabe78da-0305-4584-88e9-8e791bad37bb;2025-03-24;1900-01-01 10:00:00;Yes;RS;;;;;GM;NR;;;;RS;;;;;GM;MN;;;;green;600;600.0
f95e7345-e191-4af5-b7dc-76e0fc072de1;2025-03-24;1900-01-01 10:02:00;Yes;RS;;;;;GM;NR;;;;RS;;;;;GM;MN;;;;green;602;602.0
95d0d505-d41f-4581-87b3-8c08bc28ebe2;2025-03-24;1900-01-01 10:04:00;Yes;RS;;;;;GM;NR;;;;RS;;;;;GM;MN;;;;green;604;604.0
7a37ee33-5016-4ad4-a75e-9ce700ba68e8;2025-03-24;1900-01-01 10:06:00;Yes;RS;;;;;GM;NR;;;;RS;;;;;GM;MN;;;;green;606;606.0
0af3a385-37cc-46e3-84a7-df05bd3bd074;2025-03-24;1900-01-01 10:08:00;Yes;RS;;;;;GM;NR;;;;RS;;;;;GM;MN;;;;green;608;608.0
cc69eac6-c08e-4e69-9fe5-aa8d6c62619f;2025-03-24;1900-01-01 10:10:00;Yes;RS;;;;;GM;NR;;;;RS;;;;;GM;MN;;;;green;610;610.0
0822f5b4-b3bf-42f4-93ba-5841bbafc831;2025-03-24;1900-01-01 10:12:00;Yes;RS;;;;;GM;NR;;;;RS;;;;;GM;MN;;;;green;612;612.0
ebba279d-d76f-41f9-9e3a-8c61d2019327;2025-03-24;1900-01-01 10:15:00;;RS;;MN, NR;;;GM;NR;LN;;;RL;;;;;GM;MN;LN;;;red;615;614.0
2615efd7-1a45-43f4-8044-7fa88fd20e6c;2025-03-24;1900-01-01 10:16:00;Yes;RS;;MN, NR;;;GM;NR;LN;;;RL;;;;;GM;MN;LN;;;green;616;616.0
1464d72c-290e-4992-b928-0fb886eb2b83;2025-03-24;1900-01-01 10:18:00;Yes;RS;;MN, NR;;;GM;NR;LN;;;RL;;;;;GM;MN;LN;;;green;618;618.0
fb042f51-9cbc-40d5-8fd8-f3a302241590;2025-03-24;1900-01-01 10:20:00;Yes;RS;;MN, NR;;;GM;NR;LN;;;RL;;;;;GM;MN;LN;;;green;620;620.0
d0575bd3-c18c-48a8-918f-68f3f1591c0b;2025-03-24;1900-01-01 10:22:00;Yes;RS;;MN, NR;;;GM;NR;LN;;;RL;;;;;GM;MN;LN;;;green;622;622.0
222b219a-f5ff-43d5-88c6-cc15d0be156e;2025-03-24;1900-01-01 10:24:00;;RS;;;;;PL;;NR;;;RS;;;;;PL;;MN;;;red;624;624.0
3939f477-0d62-4b91-b651-436b5452a7d7;2025-03-24;1900-01-01 10:26:00;Yes;RS;;;;;PL;;NR;;;RS;;;;;PL;;MN;;;green;626;626.0
cb0e0c90-c1b7-4a39-824d-ce4ca3932c78;2025-03-24;1900-01-01 10:28:00;Yes;RS;;;;;PL;;NR;;;RS;;;;;PL;;MN;;;green;628;628.0
a7c66b97-021e-4761-9955-4709b2e5eea6;2025-03-24;1900-01-01 10:30:00;;RS;;;;;M;;;;;RS;;;;;M;;;;;;630;630.0
946578c2-51ad-4dd6-8669-adb5c6aa12ef;2025-03-24;1900-01-01 10:32:00;;RS;;;;;E;;;;;RS;;;;;RL;;;;;red;632;
4042b24e-a9ea-4f03-a978-7af09cf24233;2025-03-24;1900-01-01 10:34:00;Yes;RS;;;;;E;;;;;RS;;;;;RL;;;;;green;634;
433c5858-2ad9-4f28-9209-ba790da1fc6b;2025-03-24;1900-01-01 10:37:00;Yes;RS;;;;;E;;;;;RS;;;;;RL;;;;;green;637;
