ec5_uuid;date;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight;msm;corrected_msm
6ab64b4a-b91e-4694-b54c-66efae0523d5;2025-05-04;1900-01-01 09:29:00;NO;E;;;;;E;;;;;RS;;;;;E;;;;;;;;;;;569;570.0
df363886-47b0-49af-9995-05e638e621b3;2025-05-04;1900-01-01 09:35:00;NO;E;;;;;E;;;;;M;;TK;;;M;;SR;;;;;;;;;575;574.0
021a58c9-bc08-4faf-96e8-92c855232b69;2025-05-04;1900-01-01 09:37:00;NO;E;;TK, NY;;;M;;TK, ST;;;RS;;;;;M;;ST, NY;;;;;;;;;577;576.0
b6c536e1-7007-4436-aca5-81e6bfd3ab26;2025-05-04;1900-01-01 09:40:00;NO;M;;TK;;;E;;;;;RS;;;;;M;;ST;;;;;;;;;580;580.0
1000dc48-1a56-4dca-be34-9c329fb4ce14;2025-05-04;1900-01-01 09:41:00;NO;M;;;;;E;;;;;RS;;;;;E;;;;;;;;;;;581;582.0
bdce9b6f-3b48-4a83-8d8e-87c33d876e06;2025-05-04;1900-01-01 09:43:00;NO;E;;;;;RS;;;;;RS;;;;;E;;;;;;;;;;;583;584.0
8e9e96ff-b306-4ae4-b6ba-6e21a214fd1a;2025-05-04;1900-01-01 09:46:00;NO;E;;;;;E;;;;;RS;;;;;E;;;;;;;;;;;586;586.0
a9e2ece0-03e7-4fe6-a3c8-fcd46c01e725;2025-05-04;1900-01-01 09:47:00;NO;E;;;;;E;;TK;;;RS;;;;;RS;;NY;;;;;;;;;587;588.0
ae2c3b73-d5bf-4ac9-a58e-cf98b587f36c;2025-05-04;1900-01-01 09:49:00;NO;E;;;;;E;;;TK;;RS;;;;;E;;;NY;;;;;;;;589;590.0
3d9e808a-ab18-425e-813c-0f1f194ab63c;2025-05-04;1900-01-01 09:51:00;NO;E;;;;;E;;;;;RS;;;;;RS;;;;;;;;;;;591;592.0
e5ab7e41-5bf3-49cd-a462-a62546a6ef71;2025-05-04;1900-01-01 09:53:00;NO;M;;TK;;;E;;;;;RS;;;;;M;;ST;;;;;;;;;593;594.0
f952a4ca-e09b-43c9-8f5b-8a1929aa4d21;2025-05-04;1900-01-01 09:56:00;NO;E;;;;;E;;;;;RS;;;;;E;;;;;;;;;;;596;596.0
a078406b-ba4d-4d0c-8a58-deba22c2df4e;2025-05-04;1900-01-01 09:57:00;NO;RS;;;;;E;;;;;M;;;;;RS;;;;;;;;;;;597;598.0
8a641f6c-a530-4d7b-b042-f67929307ef0;2025-05-04;1900-01-01 10:00:00;NO;RS;;;;;M;;;;;RS;;;;;RS;;;;;;;;;;;600;600.0
32769cc5-f08e-40c8-b3bd-eadded5b7500;2025-05-04;1900-01-01 10:02:00;NO;E;;;SR;;M;;;;;RS;;;ST;;RS;;;;;;;;;;;602;602.0
7325034b-2e2c-4fec-9291-8cfd3149c7aa;2025-05-04;1900-01-01 10:04:00;NO;RS;;NY;SR;;M;;ST;SR;;RS;;;NY, ST;;RS;;;;;;;;;;;604;604.0
dda82e1f-85fb-4291-9746-21437abca6c3;2025-05-04;1900-01-01 10:05:00;NO;RS;;;SR;;E;;;TK;;RS;;;ST;;RS;;;NY;;;;;;;red;605;606.0
c6b7f1c0-0397-46d9-b3f6-ce17e4598d5e;2025-05-04;1900-01-01 10:07:00;Yes;RS;;;SR;;E;;;TK;;RS;;;ST;;RS;;;NY;;;;;;;green;607;608.0
5ff9d491-8c83-41c9-9f82-318dc5343757;2025-05-04;1900-01-01 10:09:00;Yes;RS;;;SR;;E;;;TK;;RS;;;ST;;RS;;;NY;;;;;;;green;609;610.0
8a8f6645-e9a9-4edf-8bb4-b5c5e53ffe26;2025-05-04;1900-01-01 10:11:00;Yes;RS;;;SR;;E;;;TK;;RS;;;ST;;RS;;;NY;;;;;;;green;611;612.0
84554564-92aa-4298-8e43-29425df075cd;2025-05-04;1900-01-01 10:13:00;Yes;RS;;;SR;;E;;;TK;;RS;;;ST;;RS;;;NY;;;;;;;green;613;614.0
7df57df8-4b67-468a-88bb-ca86bcd29482;2025-05-04;1900-01-01 10:15:00;Yes;RS;;;SR;;E;;;TK;;RS;;;ST;;RS;;;NY;;;;;;;green;615;616.0
6474fb2f-5259-4787-aa8f-2f05551b7e16;2025-05-04;1900-01-01 10:17:00;Yes;RS;;;SR;;E;;;TK;;RS;;;ST;;RS;;;NY;;;;;;;green;617;618.0
7ac2bf40-59e1-47ef-b366-b6ff920543fc;2025-05-04;1900-01-01 10:20:00;NO;M;;NY;;;M;;ST;;;RS;;;;;RS;;;;;;;;;;;620;620.0
3b34a76c-f516-4114-bae1-fab533103087;2025-05-04;1900-01-01 10:21:00;NO;RS;;;SR;;RS;;;SR;;RS;;;ST, NY;;RS;;;;;;;;;;red;621;622.0
