ec5_uuid;date;1_TIme;2_NC;4_MZ_Behavior;5_Contact;6_AR;7_3M;8_Occurence;9_Notes;11_SB_Behavior;12_Contact;13_AR;14_3M;15_Occurence;16_Notes;18_GG_Behavior;19_Contact;20_AR;21_3M;22_Occurence;23_Notes;25_MS_Behavior;26_Contact;27_AR;28_3M;29_Occurence;30_Notes;highlight;msm;corrected_msm
e4794f55-3c7d-4e14-a865-cb615a31bc16;2025-05-05;1900-01-01 09:54:00;NO;RL;;;;;;RS;;;;;;RL;;MS;;;;E;;GG;;;;;594;594.0
f989c409-3db7-4938-8d7d-74ac02870a80;2025-05-05;1900-01-01 09:56:00;NO;RL;;;;;;M;;;;;;RL;;;;;;RS;;;;;;;596;596.0
569884fa-e2bf-4a8e-bf10-aef02ecfed88;2025-05-05;1900-01-01 09:58:00;NO;RL;;;;;;RS;;;;;;SD;;;;;;RS;;;;;;red;598;598.0
e0ba54e4-e3ef-40f9-90dd-2424f113cc5d;2025-05-05;1900-01-01 10:00:00;Yes;RL;;;;;;RS;;;;;;SD;;;;;;RS;;;;;;green;600;600.0
49ad4245-5a75-4df1-be0f-769832deeb06;2025-05-05;1900-01-01 10:02:00;NO;RS;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;;602;602.0
22859a18-1db9-49ff-bd86-f4fecc9b4dfc;2025-05-05;1900-01-01 10:04:00;NO;SD;;;;;;M;;;;;;RL;;;;;;RS;;;;;;;604;604.0
48bdcee0-e739-480d-b94a-25ded3f2b868;2025-05-05;1900-01-01 10:06:00;NO;RS;;;;;;E;;;;;;RL;;;;;;RS;;;;;;;606;606.0
babb8dbb-82a3-491f-8f7d-4c209e74e194;2025-05-05;1900-01-01 10:08:00;NO;RL;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;red;608;608.0
562b5baf-dd89-4f68-afb7-7c0a2775338f;2025-05-05;1900-01-01 10:10:00;Yes;RL;;;;;;RS;;;;;;RL;;;;;;RS;;;;;;green;610;610.0
da93e4f9-0f34-463e-a075-0805b151620f;2025-05-05;1900-01-01 10:12:00;NO;RS;;;;;;M;;;;;;RL;;;;;;M;;;;;;;612;612.0
b6c8f3bf-b1af-48a5-821c-2ccb157d4042;2025-05-05;1900-01-01 10:14:00;NO;RS;;;;;;RS;;;;;;RL;;;;;;M;;;;;;;614;614.0
4040b86c-b070-4723-ae2c-61e2f02609e7;2025-05-05;1900-01-01 10:16:00;NO;RS;;;;;;RS;;MS;;;;RL;;;;;;RS;;SB;;;;;616;616.0
16dbaf22-0804-4dfc-bbe6-b9f6fca04f29;2025-05-05;1900-01-01 10:18:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;618;618.0
6dfebfda-c6d2-4701-a878-b3a6b378a970;2025-05-05;1900-01-01 10:20:00;NO;RL;;;;;;RS;;;;;;RS;;;;;;M;;;;;;;620;620.0
7835eff3-9707-42d1-aaea-9e4dabc84303;2025-05-05;1900-01-01 10:22:00;NO;RL;;;;;;RS;;;;;;RS;;MS;;;;RS;;GG;;;;red;622;622.0
627f33c3-1a5a-4c99-bad1-6ee9b93979be;2025-05-05;1900-01-01 10:24:00;Yes;RL;;;;;;RS;;;;;;RS;;MS;;;;RS;;GG;;;;green;624;624.0
9a423133-0560-444b-893a-94f75e1a4b93;2025-05-05;1900-01-01 10:26:00;Yes;RL;;;;;;RS;;;;;;RS;;MS;;;;RS;;GG;;;;green;626;626.0
387a542b-f2d9-4d7c-a4b6-4f01e2795214;2025-05-05;1900-01-01 10:28:00;NO;RL;;;;;;RS;;;;;;RL;;MS;;;;RL;;GG;;;;red;628;628.0
574d0df1-b411-4ebc-a437-f9e6475e6283;2025-05-05;1900-01-01 10:30:00;Yes;RL;;;;;;RS;;;;;;RL;;MS;;;;RL;;GG;;;;green;630;630.0
2dd02e3f-eed4-49c9-b858-c84fb11afb3a;2025-05-05;1900-01-01 10:46:00;NO;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;red;646;645.0
3a351263-91cd-4582-ae8c-3ec067d76c34;2025-05-05;1900-01-01 10:48:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;green;648;647.0
c6d5c1c1-c296-4faf-bb52-74b28de3e3ec;2025-05-05;1900-01-01 10:50:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;green;650;649.0
6e4a04b2-ab81-4855-a114-98103a7301f6;2025-05-05;1900-01-01 10:52:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;green;652;651.0
327c18eb-e231-4fa6-ac36-9f780028a3cf;2025-05-05;1900-01-01 10:54:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;green;654;653.0
b8826036-d08d-46ce-991e-0f29522b30cf;2025-05-05;1900-01-01 10:56:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;green;656;655.0
3740684b-ca28-440c-af59-61bb152ab815;2025-05-05;1900-01-01 10:58:00;NO;M;;;;;;RL;;;;;;M;;;;;;RS;;;;;;;658;657.0
d1595e9a-b5e8-42ee-bc38-89057c75334f;2025-05-05;1900-01-01 11:00:00;NO;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;;660;659.0
865beb0c-b4e5-432b-b934-7e886a08de9b;2025-05-05;1900-01-01 11:02:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;red;662;661.0
7e636ae4-47f2-48c9-b021-37c478ceb066;2025-05-05;1900-01-01 11:04:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;664;663.0
03296c0c-ed74-4d91-a703-a096e74609da;2025-05-05;1900-01-01 11:06:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;666;665.0
87d95fd4-4fc6-48b3-a1ee-f621b1a52bf0;2025-05-05;1900-01-01 11:08:00;NO;RL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;red;668;667.0
c64582ad-08a3-460b-9224-8e5be18b83f2;2025-05-05;1900-01-01 11:10:00;Yes;RL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;670;669.0
337dd9a6-e97b-4e6e-b153-1c633a7d070a;2025-05-05;1900-01-01 11:12:00;Yes;RL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;672;671.0
15d005ff-4ff4-4b6e-a15f-7c111b235320;2025-05-05;1900-01-01 11:14:00;NO;RL;;;;;;M;;;;;;RS;;;;;;RS;;;;;;;674;673.0
3c7be75c-fb7b-47a8-aa59-5616c5152381;2025-05-05;1900-01-01 11:16:00;NO;RL;;;;;;PL;;GG, MS;;;;PL;;SB, MS;;;;PL;;GG, SB;;;;;676;675.0
96a533e6-dd24-4314-9fec-c0d00a8ddc2a;2025-05-05;1900-01-01 11:18:00;NO;RS;;;;;;RS;MS, GG;;;;;RS;MS, SB;;;;;RS;GG, SB;;;;;;678;677.0
f0b89f78-1e84-430b-a7f7-cc2a2618c7b8;2025-05-05;1900-01-01 11:20:00;NO;SD;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;680;679.0
3ca0e26f-770d-49d8-854f-82eb4cc8b6fa;2025-05-05;1900-01-01 11:22:00;NO;RS;;;;;;E;;;;;;RS;;;;;;M;;;;;;;682;681.0
cd33c7ed-fbd8-4a21-8e79-7dfe14f5c546;2025-05-05;1900-01-01 11:24:00;NO;RS;;;;;;E;;;;;;RS;;;;;;RL;;;;;;;684;683.0
495faba2-40eb-4391-a7ca-3eda42981626;2025-05-05;1900-01-01 11:26:00;NO;RS;;;;;;RL;;;;;;M;;;;;;RL;;;;;;;686;685.0
40ca0bca-b358-4d5e-84c8-ab3769b0c56a;2025-05-05;1900-01-01 11:28:00;NO;RS;;;;;;RL;;;;;;RS;;;;;;RL;;;;;;red;688;687.0
e206ecf9-c799-49d7-8710-2ecf6b7acd22;2025-05-05;1900-01-01 11:30:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RL;;;;;;green;690;689.0
f83ca702-c3a9-4e94-9405-88d6c5c36371;2025-05-05;1900-01-01 11:32:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RL;;;;;;green;692;691.0
e908810a-53ea-4ed4-834a-740d51a89727;2025-05-05;1900-01-01 11:34:00;NO;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;red;694;693.0
6b17b9af-f31f-4442-9760-fbb3be869648;2025-05-05;1900-01-01 11:36:00;Yes;RS;;;;;;RL;;;;;;RS;;;;;;RS;;;;;;green;696;695.0
1aeb657c-f778-4ea2-a034-e5dbbaf4cc8d;2025-05-05;1900-01-01 11:38:00;NO;RS;;;;;;RL;;;;;;RS;;;;;;RL;;;;;;;698;697.0
d5d395c2-9af2-4d54-8872-0b2eb7705891;2025-05-05;1900-01-01 11:40:00;NO;RL;;;;;;RL;;;;;;RS;;;;;;RL;;;;;;red;700;699.0
47feab05-a92a-4a24-ac44-2ed9e7ab49da;2025-05-05;1900-01-01 11:42:00;Yes;RL;;;;;;RL;;;;;;RS;;;;;;RL;;;;;;green;702;701.0
10eda4ca-c5e2-4093-a1f1-e42ff2f50b6a;2025-05-05;1900-01-01 11:44:00;Yes;RL;;;;;;RL;;;;;;RS;;;;;;RL;;;;;;green;704;703.0
4ceb798d-2040-4eb0-9443-21db5fe631d1;2025-05-05;1900-01-01 11:46:00;Yes;RL;;;;;;RL;;;;;;RS;;;;;;RL;;;;;;green;706;705.0
a11f7c29-9a0f-47fa-8a54-e2893e618a2f;2025-05-05;1900-01-01 13:17:00;NO;E;;;;;;E;;;;;;E;;;;;;E;;;;;;red;797;797.0
8caf9632-3751-4741-88b6-ee9bc0ae63f4;2025-05-05;1900-01-01 13:19:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;;;;;green;799;799.0
7cff73f4-a4ff-4773-8362-7e7ddb4a39c2;2025-05-05;1900-01-01 13:21:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;;;;;green;801;801.0
a8b25dcf-22ab-4170-95e8-b6642f4f98b0;2025-05-05;1900-01-01 13:23:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;;;;;green;803;803.0
b62729d1-2244-43d8-a869-48479495694c;2025-05-05;1900-01-01 13:25:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;;;;;green;805;805.0
a239f799-074a-4bb4-82ad-01556870c89a;2025-05-05;1900-01-01 13:27:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;;;;;green;807;807.0
1687efcb-7fae-4f01-9703-b4e20ea4c785;2025-05-05;1900-01-01 13:29:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;;;;;green;809;809.0
392e279d-a8ba-49f9-a3df-323e96cd73c7;2025-05-05;1900-01-01 13:31:00;NO;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;red;811;811.0
291c0002-3a61-40bf-bf85-6aef2ed80f89;2025-05-05;1900-01-01 13:33:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;813;813.0
d9a15dec-2866-4d95-9d82-d6e674c3bc3c;2025-05-05;1900-01-01 13:35:00;NO;E;;;MS, SB;;;E;;;MS, MZ;;;E;;;;;;E;;;SB, MZ;;;red;815;815.0
c5ea104f-f3df-483a-a3f5-9434ab95755f;2025-05-05;1900-01-01 13:37:00;Yes;E;;;MS, SB;;;E;;;MS, MZ;;;E;;;;;;E;;;SB, MZ;;;green;817;817.0
b39c1c3a-e9fe-4ebf-9a4e-ca4329e3b445;2025-05-05;1900-01-01 13:39:00;Yes;E;;;MS, SB;;;E;;;MS, MZ;;;E;;;;;;E;;;SB, MZ;;;green;819;819.0
201583f7-e1e4-4bf8-8ce9-f66557b44c49;2025-05-05;1900-01-01 13:41:00;Yes;E;;;MS, SB;;;E;;;MS, MZ;;;E;;;;;;E;;;SB, MZ;;;green;821;821.0
a81b71d8-11fd-4805-9aed-53a8cfbe58f9;2025-05-05;1900-01-01 13:43:00;Yes;E;;;MS, SB;;;E;;;MS, MZ;;;E;;;;;;E;;;SB, MZ;;;green;823;823.0
87f686d4-c487-4fa4-a625-05fec8299a9f;2025-05-05;1900-01-01 13:45:00;NO;E;;;;;;E;;;MS;;;E;;;;;;E;;;SB;;;red;825;825.0
ca4a740c-9cd2-4fa3-9cb7-3d6dc06ba89a;2025-05-05;1900-01-01 13:47:00;Yes;E;;;;;;E;;;MS;;;E;;;;;;E;;;SB;;;green;827;827.0
d50f66e5-2e96-4421-b2a5-63cfd265bb5b;2025-05-05;1900-01-01 13:49:00;Yes;E;;;;;;E;;;MS;;;E;;;;;;E;;;SB;;;green;829;829.0
d5074d5f-5e30-4fde-8a2e-bc137b516df8;2025-05-05;1900-01-01 13:51:00;NO;E;;;;;;E;;;MS;;;M;;;;;;E;;;SB;;;;831;831.0
ef1d7205-372b-429e-91a7-f92050e3686a;2025-05-05;1900-01-01 13:53:00;NO;E;;;;;;E;;GG;;;;E;;SB;;;;E;;;;;;red;833;833.0
f19b7813-6610-4757-bce5-34d64c2c36b3;2025-05-05;1900-01-01 13:55:00;Yes;E;;;;;;E;;GG;;;;E;;SB;;;;E;;;;;;green;835;835.0
1992e0db-5f4a-4d7b-ac2f-52154fea1e8e;2025-05-05;1900-01-01 13:57:00;NO;M;;;;;;E;;;;;;E;;MS;;;;E;;GG;;;;;837;837.0
3b2427aa-843f-4742-a1e4-9b21ecd07b87;2025-05-05;1900-01-01 13:59:00;NO;E;;;;;;E;;;;;;E;;;;;;E;;;;;;;839;839.0
b51f20d7-eb9f-4d8a-9022-7de925ce55e9;2025-05-05;1900-01-01 14:01:00;NO;E;;;;;;E;;GG;;;;E;;SB;;;;E;;;;;;;841;841.0
568e2b14-27ae-4bb6-aa40-8adc2e491082;2025-05-05;1900-01-01 14:03:00;NO;E;;;MS;;;E;;GG;;;;E;;SB;;;;E;;;MZ;;;;843;843.0
d9985426-f139-4521-b489-6ea3c5bb5ed7;2025-05-05;1900-01-01 14:05:00;NO;DS;;;;;;E;;;;;;RS;;;;;;E;;;;;;;845;845.0
d9150988-13a3-4858-9dfb-5872450f4310;2025-05-05;1900-01-01 14:07:00;NO;E;;;;;;E;;;;;;RS;;;;;;E;;;;;;red;847;847.0
a41a5a6a-5be0-4e75-bc07-e091ed1de620;2025-05-05;1900-01-01 14:09:00;Yes;E;;;;;;E;;;;;;RS;;;;;;E;;;;;;green;849;849.0
f66c3461-be83-4264-a75b-363a0f8fa7a0;2025-05-05;1900-01-01 14:11:00;NO;M;;;;;;E;;GG;;;;E;;SB;;;;E;;;;;;;851;851.0
5b7b428e-6e57-49ee-b7d5-2c0ecc78c620;2025-05-05;1900-01-01 14:13:00;NO;E;;;MS;;;E;;GG;;;;E;;SB;;;;E;;;MZ;;;;853;853.0
e72daa18-a785-436f-9824-cbbd371f1231;2025-05-05;1900-01-01 14:15:00;NO;E;;;;;;RL;;GG;;;;E;;SB;;;;E;;;;;;;855;855.0
1e2d954d-84ed-4350-b7f4-e011258b3f56;2025-05-05;1900-01-01 14:17:00;NO;RS;;;;;;E;;GG;;;;E;;SB;;;;E;;;;;;;857;857.0
a04f5a20-a189-4abd-b1d6-ce8953a9e86c;2025-05-05;1900-01-01 14:19:00;NO;RS;;;;;;RL;;GG;;;;RS;;;;;;RS;;;;;;;859;859.0
b872f331-e584-4af3-b0dc-f59b325628aa;2025-05-05;1900-01-01 14:21:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;E;;;;;;red;861;861.0
9fab5736-c062-499d-b006-ae1fdb061bea;2025-05-05;1900-01-01 14:23:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;E;;;;;;green;863;863.0
ade67b7a-07bd-4d79-ad2b-9116ac94495b;2025-05-05;1900-01-01 14:25:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;E;;;;;;green;865;865.0
5f514a99-e739-4e70-96b1-10a9f75bb2c5;2025-05-05;1900-01-01 14:27:00;NO;RS;;;;;;RS;;;;;;RS;;;MS;;;E;;;GG;;;;867;867.0
be0864dc-5d81-4b4f-b68d-4a136d6b2eee;2025-05-05;1900-01-01 14:29:00;NO;RL;;;;;;RL;;;;;;RS;;;MS;;;E;;;GG;;;red;869;869.0
29bac16f-b930-44f4-9a0d-fb475622a8fc;2025-05-05;1900-01-01 14:31:00;Yes;RL;;;;;;RL;;;;;;RS;;;MS;;;E;;;GG;;;green;871;871.0
c3c36556-c70a-4418-ae3d-a2881fa67890;2025-05-05;1900-01-01 14:33:00;NO;RS;;;;;;RL;;;;;;RL;;MS;;;;RS;;GG;;;;red;873;873.0
61101b7c-1868-4366-be22-a1a118d72158;2025-05-05;1900-01-01 14:35:00;Yes;RS;;;;;;RL;;;;;;RL;;MS;;;;RS;;GG;;;;green;875;875.0
9764c744-0337-42fa-803c-d34eda0fa13a;2025-05-05;1900-01-01 14:37:00;Yes;RS;;;;;;RL;;;;;;RL;;MS;;;;RS;;GG;;;;green;877;877.0
0c53b6f8-4be4-4575-9dbc-0bfa76653de8;2025-05-05;1900-01-01 14:39:00;NO;RS;;;;;;RL;;;;;;RS;;MS;;;;RL;;GG;;;;red;879;879.0
a3926f5b-48e9-4225-bd19-c3e628b69817;2025-05-05;1900-01-01 14:41:00;Yes;RS;;;;;;RL;;;;;;RS;;MS;;;;RL;;GG;;;;green;881;881.0
5ed5a1b3-da62-43f1-9a67-602f74fb23dd;2025-05-05;1900-01-01 14:43:00;NO;RS;;;;;;RL;;;;;;RL;;MS;;;;RL;;GG;;;;red;883;883.0
3c091585-836c-4f80-a2ec-20a03b0bdd64;2025-05-05;1900-01-01 14:45:00;Yes;RS;;;;;;RL;;;;;;RL;;MS;;;;RL;;GG;;;;green;885;885.0
