ec5_uuid;date;1_TIme;2_NC;4_LN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_MN_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NH_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_NR_Behavior;23_Contact;24_AR;25_3M;26_Notes;highlight;msm;corrected_msm
91191f3c-0641-4d51-b531-b7480ec3528f;2025-05-19;1900-01-01 09:52:00;Yes;GR;NR;;;;RS;;;;;RS;;;;;GG;LN;;;;green;592;592.0
39665b6a-7018-400e-928f-2fcbda2fef5a;2025-05-19;1900-01-01 09:54:00;Yes;GR;NR;;;;RS;;;;;RS;;;;;GG;LN;;;;green;594;594.0
14812486-cf1c-4a8c-93af-f0cb3227044e;2025-05-19;1900-01-01 09:56:00;Yes;GR;NR;;;;RS;;;;;RS;;;;;GG;LN;;;;green;596;596.0
ac4d322d-8db5-4739-b491-187206a2c8b7;2025-05-19;1900-01-01 09:58:00;;RS;;;;;E;;;;;RS;;;;;RS;;;;;red;598;598.0
fbb23ddb-7dcb-476e-bc42-389d50c0906d;2025-05-19;1900-01-01 10:00:00;Yes;RS;;;;;E;;;;;RS;;;;;RS;;;;;green;600;600.0
46165895-fac8-4360-b4e2-7a33b2e7253c;2025-05-19;1900-01-01 10:02:00;;RS;;;MN;;RS;;;;;RS;;;;;RS;;;LN;;;602;602.0
04a745bf-d0c0-4cd5-861e-d0e081fea4b4;2025-05-19;1900-01-01 10:04:00;;RS;;;MN;;RS;;NH;;;RS;;MN;;;RL;;;LN;;;604;604.0
7bd813c7-be5d-41ed-a975-162e6ead023f;2025-05-19;1900-01-01 10:06:00;;RL;;MN;;;RS;;NH;;;RS;;MN;;;RS;;LN;;;;606;606.0
7e86500a-b936-4a13-ba2c-8d92fbf823ce;2025-05-19;1900-01-01 10:08:00;;RL;;;NH, MN;;RS;;;;;GG;NR;;LN;;GR;NH;;LN;;red;608;608.0
77a72686-0dad-4473-85ef-43537751eecd;2025-05-19;1900-01-01 10:10:00;Yes;RL;;;NH, MN;;RS;;;;;GG;NR;;LN;;GR;NH;;LN;;green;610;610.0
52c8b002-da39-47fa-a86a-029460d82c3e;2025-05-19;1900-01-01 10:12:00;Yes;RL;;;NH, MN;;RS;;;;;GG;NR;;LN;;GR;NH;;LN;;green;612;612.0
01055b8b-2e0f-4711-b9d6-40362eb30302;2025-05-19;1900-01-01 10:14:00;;RL;;;NH, MN;;RS;;;;;RL;;NR;LN;;RS;;NH;LN;;;614;614.0
f5fdc5a1-1499-4128-a155-cff1d8a18017;2025-05-19;1900-01-01 10:16:00;;RS;;;;;DS;;;;;M;;;;;RS;;;;;red;616;616.0
84b6eb6b-8259-40cc-a8b7-41ef420b46f9;2025-05-19;1900-01-01 10:18:00;Yes;RS;;;;;DS;;;;;M;;;;;RS;;;;;green;618;618.0
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8;2025-05-19;1900-01-01 10:20:00;;RS;;;MN;;DS;;;;Display towards cage c and then runs away;DS;;;;Towards cage c;RS;;;LN;;;620;620.0
88c53cd4-3bd6-4832-866e-c7fa05eeb733;2025-05-19;1900-01-01 10:22:00;;RS;;;NH, MN;;RS;;;;;RS;;;NR, LN;;RS;;;LN, NH;;;622;622.0
cbefa89d-1cd4-4f9b-81d7-49bb98b0855f;2025-05-19;1900-01-01 10:24:00;;RS;;;MN;;RS;;;;;M;;;;;RS;;;LN;;red;624;624.0
f6c86c31-c10e-4bc1-8f16-8c244e5e8865;2025-05-19;1900-01-01 10:26:00;Yes;RS;;;MN;;RS;;;;;M;;;;;RS;;;LN;;green;626;626.0
3f7a546d-c5fb-477b-a782-5a10a7d8fc4c;2025-05-19;1900-01-01 10:28:00;;RS;;;MN;;M;;;;;M;;;;;RS;;;LN;;;628;628.0
a0fefa06-87a9-47ee-b94f-ca528db1cb03;2025-05-19;1900-01-01 10:30:00;;RS;;;MN;;M;;;;;M;;;;;RS;;;LN;;;630;630.0
88678f77-976a-4142-be09-2c3ab9f3f58d;2025-05-19;1900-01-01 10:46:00;;GR;NR;;NH;;RS;;;;;RS;;;NR, LN;;GG;LN;;NH;;red;646;645.0
f6d402ee-87f1-4f49-8de7-85f2973e90e4;2025-05-19;1900-01-01 10:48:00;Yes;GR;NR;;NH;;RS;;;;;RS;;;NR, LN;;GG;LN;;NH;;green;648;647.0
2de6802a-0bd2-4106-bded-bdb9fc2e58bc;2025-05-19;1900-01-01 10:50:00;Yes;GR;NR;;NH;;RS;;;;;RS;;;NR, LN;;GG;LN;;NH;;green;650;649.0
5eecf30b-8cb6-4f12-992c-cc99786375fa;2025-05-19;1900-01-01 10:52:00;;RL;;NR;;;RS;;;;;RS;;;;;RS;;LN;;;;652;651.0
37e4a7f3-6d56-459d-8a33-511cd7838d81;2025-05-19;1900-01-01 10:54:00;;RL;;NR;NH;;RS;;;;;RS;;NR;LN;;RL;;NH, LN;;;red;654;653.0
0f8e6b81-bf93-4d93-9fe3-b2840c35da79;2025-05-19;1900-01-01 10:56:00;Yes;RL;;NR;NH;;RS;;;;;RS;;NR;LN;;RL;;NH, LN;;;green;656;655.0
4b41b280-668c-4241-b9e9-e28168c67306;2025-05-19;1900-01-01 10:58:00;Yes;RL;;NR;NH;;RS;;;;;RS;;NR;LN;;RL;;NH, LN;;;green;658;657.0
988e387a-e208-41c6-b556-4be9a3022e6d;2025-05-19;1900-01-01 11:00:00;Yes;RL;;NR;NH;;RS;;;;;RS;;NR;LN;;RL;;NH, LN;;;green;660;659.0
c88950d8-c2a5-47ee-87f7-4940f1236c7a;2025-05-19;1900-01-01 11:02:00;;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;red;662;661.0
0cad1951-e612-4181-a38b-eacc8f905f5d;2025-05-19;1900-01-01 11:04:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;664;663.0
570440ff-26a6-44f7-a0d7-4c97254ce322;2025-05-19;1900-01-01 11:06:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;666;665.0
b4a58da4-4b67-4d10-a367-a80cb4c9d68a;2025-05-19;1900-01-01 11:08:00;Yes;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;green;668;667.0
33bdd6de-b443-420a-8957-722515cf02e2;2025-05-19;1900-01-01 11:10:00;;RL;;;NH, NR;;RS;;;;;GR;NR;;LN;;GG;NH;;LN;;red;670;669.0
dbe4d9eb-a4f0-4d35-979b-a23da2ac0b34;2025-05-19;1900-01-01 11:12:00;Yes;RL;;;NH, NR;;RS;;;;;GR;NR;;LN;;GG;NH;;LN;;green;672;671.0
941fbf14-e72e-4f57-aff5-a0d17482e72e;2025-05-19;1900-01-01 11:14:00;Yes;RL;;;NH, NR;;RS;;;;;GR;NR;;LN;;GG;NH;;LN;;green;674;673.0
09b5fd20-9658-4c06-8837-4fc3983755aa;2025-05-19;1900-01-01 11:16:00;Yes;RL;;;NH, NR;;RS;;;;;GR;NR;;LN;;GG;NH;;LN;;green;676;675.0
b76c415f-4399-4211-87d8-d770183a2c01;2025-05-19;1900-01-01 11:18:00;Yes;RL;;;NH, NR;;RS;;;;;GR;NR;;LN;;GG;NH;;LN;;green;678;677.0
729bd354-3e64-4c0f-b087-c1076666a9fc;2025-05-19;1900-01-01 11:20:00;;RS;;;NH, NR;;RS;;;;;GR;NR;;LN;;GG;NH;;LN;;red;680;679.0
1bfc675f-a9ea-4c1c-a272-32f1f1c1bd45;2025-05-19;1900-01-01 11:22:00;Yes;RS;;;NH, NR;;RS;;;;;GR;NR;;LN;;GG;NH;;LN;;green;682;681.0
5ca98cf4-9c55-4ba7-9d48-a4acba9fbe53;2025-05-19;1900-01-01 11:24:00;Yes;RS;;;NH, NR;;RS;;;;;GR;NR;;LN;;GG;NH;;LN;;green;684;683.0
f07ab232-c396-4a38-a653-46a6af31f91c;2025-05-19;1900-01-01 11:26:00;Yes;RS;;;NH, NR;;RS;;;;;GR;NR;;LN;;GG;NH;;LN;;green;686;685.0
0b1d93ad-6d11-4a78-ba5a-dc1b507fabff;2025-05-19;1900-01-01 11:28:00;Yes;RS;;;NH, NR;;RS;;;;;GR;NR;;LN;;GG;NH;;LN;;green;688;687.0
3c0f2af6-d727-43cc-8096-a717d9faa121;2025-05-19;1900-01-01 11:30:00;;RL;;NR;NH;;RS;;;;;RL;;;NR, LN;;RS;;LN;NH;;red;690;689.0
53158385-135d-4f4f-9ca4-3f2589717ba5;2025-05-19;1900-01-01 11:32:00;Yes;RL;;NR;NH;;RS;;;;;RL;;;NR, LN;;RS;;LN;NH;;green;692;691.0
881c6abe-ef87-48c5-8fb7-3cf64e335cb3;2025-05-19;1900-01-01 11:34:00;Yes;RL;;NR;NH;;RS;;;;;RL;;;NR, LN;;RS;;LN;NH;;green;694;693.0
b4a61ec1-b2e3-419a-baca-5f5d8ebc2084;2025-05-19;1900-01-01 11:36:00;Yes;RL;;NR;NH;;RS;;;;;RL;;;NR, LN;;RS;;LN;NH;;green;696;695.0
b759fdad-8081-42b2-a5f6-a0a5b70f16be;2025-05-19;1900-01-01 11:38:00;Yes;RL;;NR;NH;;RS;;;;;RL;;;NR, LN;;RS;;LN;NH;;green;698;697.0
ae46f668-4c8c-44b8-b07b-14b7863fc130;2025-05-19;1900-01-01 11:40:00;Yes;RL;;NR;NH;;RS;;;;;RL;;;NR, LN;;RS;;LN;NH;;green;700;699.0
5b89dfc7-abfa-4c3e-8a6d-018daab127b3;2025-05-19;1900-01-01 11:42:00;;RL;NR;;NH;;RS;;;;;RS;;NR;LN;;RL;LN;NH;;;red;702;701.0
ab1d8871-b4e5-430e-89f6-19ba29c57160;2025-05-19;1900-01-01 11:44:00;Yes;RL;NR;;NH;;RS;;;;;RS;;NR;LN;;RL;LN;NH;;;green;704;703.0
0349c08f-d1ee-4bf1-b865-565beff60fd0;2025-05-19;1900-01-01 11:46:00;NO;RS;;NR;NH;;RS;;;;;RS;;NR;LN;;RL;;NH, LN;;;;706;705.0
fda33001-a345-4fd3-a7ad-8b8d67bc7ea5;2025-05-19;1900-01-01 13:16:00;;E;;;;;E;;;NH;;E;;;MN;;E;;;;;red;796;795.0
8964594a-a459-4264-a706-e1de271e3854;2025-05-19;1900-01-01 13:18:00;Yes;E;;;;;E;;;NH;;E;;;MN;;E;;;;;green;798;797.0
61ef1cec-6690-4f9b-a367-1ca146ba2318;2025-05-19;1900-01-01 13:20:00;Yes;E;;;;;E;;;NH;;E;;;MN;;E;;;;;green;800;799.0
38050ffc-a9c0-4354-b05e-a277385a1aa0;2025-05-19;1900-01-01 13:22:00;;E;;NR;;;E;;;NH;;E;;;MN;;E;;LN;;;red;802;801.0
527b0d6f-1b8a-4cdd-b96b-a1930d96f03a;2025-05-19;1900-01-01 13:24:00;Yes;E;;NR;;;E;;;NH;;E;;;MN;;E;;LN;;;green;804;803.0
c1f9e548-21fe-4102-b66d-9cf3eb9704bd;2025-05-19;1900-01-01 13:26:00;;RS;;;;;E;;;NH;;E;;;MN;;RS;;;;;;806;805.0
2d8c4846-2a3b-41b9-9a1f-a41832b614ea;2025-05-19;1900-01-01 13:28:00;;RL;;;NR;;E;;;NH;;E;;;MN;;E;;;LN;;;808;807.0
22f21a43-b709-4f94-a1cb-4f54445f8228;2025-05-19;1900-01-01 13:30:00;NO;RL;;;;;E;;;NH;;E;;;MN;;RS;;;;;red;810;809.0
59ce3e0c-5afe-44e0-b7a8-b08229e3b18a;2025-05-19;1900-01-01 13:32:00;Yes;RL;;;;;E;;;NH;;E;;;MN;;RS;;;;;green;812;811.0
8dba2f61-b44e-4a70-b49f-8af67353125a;2025-05-19;1900-01-01 13:34:00;Yes;RL;;;;;E;;;NH;;E;;;MN;;RS;;;;;green;814;813.0
a3a0bef6-e18a-4b42-af3d-37e80057a080;2025-05-19;1900-01-01 13:36:00;;RL;;;;;E;;;;;RS;;;;;RS;;;;;red;816;815.0
30bde914-56df-4dbb-87e9-b8ff38a12196;2025-05-19;1900-01-01 13:38:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;818;817.0
636f386d-baef-4d6d-9088-68c4b045b063;2025-05-19;1900-01-01 13:40:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;820;819.0
0be7752e-b6d2-485d-988f-e60f84b57476;2025-05-19;1900-01-01 13:42:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;822;821.0
0de7c9f3-8dac-4b6f-9543-46f7bee22aa6;2025-05-19;1900-01-01 13:44:00;;RL;;;;;E;;;NH;;RS;;;MN;;RS;;;;;;824;823.0
a84e42db-9f8e-4e61-a33e-bd01bfa22718;2025-05-19;1900-01-01 13:46:00;;RL;;;;;RS;;;;;RS;;;;;RS;;;;;red;826;825.0
c9f3d836-bf79-45cc-9587-f69f7aa2ce89;2025-05-19;1900-01-01 13:48:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;828;827.0
dffd960a-6e20-4fde-a5e5-b3cec3c9c4d5;2025-05-19;1900-01-01 13:50:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;830;829.0
00189ed0-e74e-4839-88a4-f114f5b89d72;2025-05-19;1900-01-01 13:52:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;832;831.0
f9b71bbb-ca7c-4000-b3a9-37c1e0799789;2025-05-19;1900-01-01 13:54:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;834;833.0
33d7e7de-5de3-4fe2-806f-2415e63cc8a2;2025-05-19;1900-01-01 13:56:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;836;835.0
1315e325-92d7-44bc-8227-4c3a1dede2d8;2025-05-19;1900-01-01 13:58:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;838;837.0
0101e669-d5c0-4175-bc5b-aa90e16e5d5d;2025-05-19;1900-01-01 14:00:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;840;839.0
568452da-be21-4f13-9076-247a4051fc31;2025-05-19;1900-01-01 14:02:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;842;841.0
3cc4d535-2cd3-4b48-9a5d-7bd588f199f7;2025-05-19;1900-01-01 14:04:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;844;843.0
d68cfa95-68bd-416a-81c6-f703b1c4c60f;2025-05-19;1900-01-01 14:06:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;846;845.0
38d5aea6-90f3-4f85-81b2-8971fc6ad7bb;2025-05-19;1900-01-01 14:08:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;848;847.0
9f62ecbd-4ab9-4c5a-9220-ceadd4496888;2025-05-19;1900-01-01 14:10:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;850;849.0
946854ad-446f-472d-9667-b6bb5edf0244;2025-05-19;1900-01-01 14:12:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;852;851.0
676483e4-e69c-4833-8fda-a4ddf63ea883;2025-05-19;1900-01-01 14:14:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;854;853.0
d3ef4f77-0458-4ea9-8bff-be441f65b2fc;2025-05-19;1900-01-01 14:16:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;856;855.0
f51bd940-0ac4-4a85-b6b1-b754ef150335;2025-05-19;1900-01-01 14:18:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;858;857.0
10c97bab-7719-4315-be63-70825909e512;2025-05-19;1900-01-01 14:20:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;860;859.0
88f7e469-93b3-4a24-a75d-39546196b779;2025-05-19;1900-01-01 14:22:00;;RL;;;NH;;RS;;;;;RS;;;LN;;RS;;;;;;862;861.0
aebb4cc0-3c6d-4f69-8eb8-2e5bba49ea6c;2025-05-19;1900-01-01 14:24:00;;RL;;NR;NH;;RS;;;;;RS;;;NR, LN;;RS;;LN;NH;;red;864;863.0
8cfbc86d-599b-49d0-b08d-d137e0301515;2025-05-19;1900-01-01 14:26:00;Yes;RL;;NR;NH;;RS;;;;;RS;;;NR, LN;;RS;;LN;NH;;green;866;865.0
8536886d-51d1-4e42-9bd9-5f1e1a12aa45;2025-05-19;1900-01-01 14:28:00;Yes;RL;;NR;NH;;RS;;;;;RS;;;NR, LN;;RS;;LN;NH;;green;868;867.0
969ba6bc-63bb-4ab4-bc00-885e03e4e5aa;2025-05-19;1900-01-01 14:30:00;Yes;RL;;NR;NH;;RS;;;;;RS;;;NR, LN;;RS;;LN;NH;;green;870;869.0
362add54-bb71-48d6-9b1c-a5257a82f871;2025-05-19;1900-01-01 14:32:00;Yes;RL;;NR;NH;;RS;;;;;RS;;;NR, LN;;RS;;LN;NH;;green;872;871.0
82d05772-a8ff-4e9f-8dad-7a226d74719e;2025-05-19;1900-01-01 14:34:00;Yes;RL;;NR;NH;;RS;;;;;RS;;;NR, LN;;RS;;LN;NH;;green;874;873.0
3740687e-9377-48e4-b261-392b4b34965c;2025-05-19;1900-01-01 14:36:00;;RL;;NR;NH;;RS;;;;;RS;;;NR, LN;;RL;;LN;NH;;red;876;875.0
4d05caa6-2f7a-47cb-8986-bd72645e98b2;2025-05-19;1900-01-01 14:38:00;Yes;RL;;NR;NH;;RS;;;;;RS;;;NR, LN;;RL;;LN;NH;;green;878;877.0
7d217208-6da2-41a9-8622-30b01e549fed;2025-05-19;1900-01-01 14:40:00;Yes;RL;;NR;NH;;RS;;;;;RS;;;NR, LN;;RL;;LN;NH;;green;880;879.0
ed75457a-6911-4e83-9233-df73f0dc464a;2025-05-19;1900-01-01 14:42:00;Yes;RL;;NR;NH;;RS;;;;;RS;;;NR, LN;;RL;;LN;NH;;green;882;881.0
