ec5_uuid,condition,date,msm,group,trial,phase,block_ID,Ind1,behaviour,qualifier,partner,notes,playing,aggression
67efdec0-419d-42dd-a9c3-013cdf30371c,,2025-03-14T04:54:01.000Z,833,,,enrich,enrich,NR,PL,,NH,,1,0
19aeb07d-44b1-494a-82a5-e69e125c1002,,2025-03-23T00:52:39.000Z,591,*A2,,morn1,morn1_*A2,NR,PL,,MN,,1,0
19aeb07d-44b1-494a-82a5-e69e125c1002,,2025-03-23T00:52:39.000Z,591,*A2,,morn1,morn1_*A2,MN,PL,,NR,,1,0
fcd3521a-0d39-4c28-b305-49996f48a378,,2025-03-23T04:33:57.000Z,813,*A2,,enrich,enrich_*A2,NH,PL,,NR,,1,0
fcd3521a-0d39-4c28-b305-49996f48a378,,2025-03-23T04:33:57.000Z,813,*A2,,enrich,enrich_*A2,NR,PL,,NH,,1,0
976dcfe0-0817-43da-aa5d-00a9c9ea7d52,,2025-03-23T04:35:35.000Z,815,*A2,,enrich,enrich_*A2,NH,PL,,NR,,1,0
976dcfe0-0817-43da-aa5d-00a9c9ea7d52,,2025-03-23T04:35:35.000Z,815,*A2,,enrich,enrich_*A2,NR,PL,,NH,,1,0
251f372c-f46d-48b2-af1a-1e875d3e8577,,2025-03-24T00:49:10.000Z,588,*A2,,morn1,morn1_*A2,NR,PL,,MN,,1,0
251f372c-f46d-48b2-af1a-1e875d3e8577,,2025-03-24T00:49:10.000Z,588,*A2,,morn1,morn1_*A2,MN,PL,,NR,,1,0
222b219a-f5ff-43d5-88c6-cc15d0be156e,,2025-03-24T01:25:14.000Z,624,*A2,,morn1,morn1_*A2,NR,PL,,MN,,1,0
222b219a-f5ff-43d5-88c6-cc15d0be156e,,2025-03-24T01:25:14.000Z,624,*A2,,morn1,morn1_*A2,MN,PL,,NR,,1,0
3939f477-0d62-4b91-b651-436b5452a7d7,,2025-03-24T01:26:47.000Z,626,*A2,,morn1,morn1_*A2,NR,PL,,MN,,1,0
3939f477-0d62-4b91-b651-436b5452a7d7,,2025-03-24T01:26:47.000Z,626,*A2,,morn1,morn1_*A2,MN,PL,,NR,,1,0
cb0e0c90-c1b7-4a39-824d-ce4ca3932c78,,2025-03-24T01:28:48.000Z,628,*A2,,morn1,morn1_*A2,NR,PL,,MN,,1,0
cb0e0c90-c1b7-4a39-824d-ce4ca3932c78,,2025-03-24T01:28:48.000Z,628,*A2,,morn1,morn1_*A2,MN,PL,,NR,,1,0
3287e783-21b1-47e3-8222-70a568353ee6,,2025-03-24T05:02:48.000Z,842,*A2,,enrich,enrich_*A2,NH,PL,,NR,,1,0
3287e783-21b1-47e3-8222-70a568353ee6,,2025-03-24T05:02:48.000Z,842,*A2,,enrich,enrich_*A2,NR,PL,,NH,,1,0
b445b66c-d5be-4213-a185-f9b1adacffb9,,2025-03-24T05:08:43.000Z,848,*A2,,enrich,enrich_*A2,NH,PL,,NR,,1,0
b445b66c-d5be-4213-a185-f9b1adacffb9,,2025-03-24T05:08:43.000Z,848,*A2,,enrich,enrich_*A2,NR,PL,,NH,,1,0
08e9142c-8e54-4ce6-a49b-8046567ab424,,2025-03-24T05:13:10.000Z,852,*A2,,enrich,enrich_*A2,NH,PL,,NR,,1,0
08e9142c-8e54-4ce6-a49b-8046567ab424,,2025-03-24T05:13:10.000Z,852,*A2,,enrich,enrich_*A2,NR,PL,,NH,,1,0
5f4b277d-bbf3-461b-abe7-f4efa11ffa49,,2025-04-26T00:49:18.000Z,588,*A2,,morn1,morn1_*A2,MN,D,S,,,0,1
4a308e05-a0fd-4dad-941f-46c3c7947ee8,,2025-04-26T00:50:47.000Z,590,*A2,,morn1,morn1_*A2,MN,D,S,,,0,1
79775ab3-2b39-42ae-8515-0669aa358a8d,,2025-04-26T00:54:51.000Z,594,*A2,,morn1,morn1_*A2,NH,D,S,,,0,1
79775ab3-2b39-42ae-8515-0669aa358a8d,,2025-04-26T00:54:51.000Z,594,*A2,,morn1,morn1_*A2,LN,PL,,MN,,1,0
79775ab3-2b39-42ae-8515-0669aa358a8d,,2025-04-26T00:54:51.000Z,594,*A2,,morn1,morn1_*A2,MN,PL,,LN,,1,0
db90d2af-6f38-4952-970c-d8f98f8fa937,,2025-04-26T00:56:45.000Z,596,*A2,,morn1,morn1_*A2,NH,PL,,MN,,1,0
db90d2af-6f38-4952-970c-d8f98f8fa937,,2025-04-26T00:56:45.000Z,596,*A2,,morn1,morn1_*A2,LN,PL,,NR,,1,0
db90d2af-6f38-4952-970c-d8f98f8fa937,,2025-04-26T00:56:45.000Z,596,*A2,,morn1,morn1_*A2,NR,PL,,LN,,1,0
db90d2af-6f38-4952-970c-d8f98f8fa937,,2025-04-26T00:56:45.000Z,596,*A2,,morn1,morn1_*A2,MN,PL,,NH,,1,0
8a8b74a5-a11b-428b-a922-dc1ff677620a,,2025-04-26T00:59:16.000Z,598,*A2,,morn1,morn1_*A2,NH,PL,,"NR, MN",,1,0
8a8b74a5-a11b-428b-a922-dc1ff677620a,,2025-04-26T00:59:16.000Z,598,*A2,,morn1,morn1_*A2,NR,PL,,,,1,0
8a8b74a5-a11b-428b-a922-dc1ff677620a,,2025-04-26T00:59:16.000Z,598,*A2,,morn1,morn1_*A2,MN,PL,,"NH, NR",,1,0
d6984ed7-4480-4de7-95c9-130112c831a6,,2025-04-26T01:46:46.000Z,646,*A2,,morn2,morn2_*A2,NH,D,S,,,0,1
4f23296d-bcc4-4caa-b766-5b25dee59847,,2025-04-27T00:37:25.000Z,576,*A2,,morn1,morn1_*A2,NH,D,S,,,0,1
4f23296d-bcc4-4caa-b766-5b25dee59847,,2025-04-27T00:37:25.000Z,575,*A2,,morn1,morn1_*A2,NH,D,S,,,0,1
4f23296d-bcc4-4caa-b766-5b25dee59847,,2025-04-27T00:37:25.000Z,575,*A2,,morn1,morn1_*A2,NR,D,S,,,0,1
4f23296d-bcc4-4caa-b766-5b25dee59847,,2025-04-27T00:37:25.000Z,575,*A2,,morn1,morn1_*A2,MN,A,G,,,0,1
8bb2fd62-3af7-47c6-9c76-44bc7101754a,,2025-04-27T05:15:06.000Z,854,*A2,,enrich,enrich_*A2,NH,PL,,"MN, NR",,1,0
8bb2fd62-3af7-47c6-9c76-44bc7101754a,,2025-04-27T05:15:06.000Z,854,*A2,,enrich,enrich_*A2,NR,PL,,"NH, MN",,1,0
8bb2fd62-3af7-47c6-9c76-44bc7101754a,,2025-04-27T05:15:06.000Z,854,*A2,,enrich,enrich_*A2,MN,PL,,"NR, NH",,1,0
098aae89-c70f-44b9-8687-e838842cbed2,,2025-05-04T01:10:38.000Z,610,,,morn1,morn1,MN,D,S,,,0,1
e3a360e3-900c-485c-bfff-79027a3003e7,,2025-05-04T01:12:33.000Z,611,,,morn1,morn1,NH,D,S,,,0,1
e3a360e3-900c-485c-bfff-79027a3003e7,,2025-05-04T01:12:33.000Z,611,,,morn1,morn1,MN,D,S,,,0,1
585dc681-7739-4fc3-82c7-a68e7496891d,,2025-05-04T05:17:29.000Z,856,,,enrich,enrich,LN,PL,,NR,,1,0
585dc681-7739-4fc3-82c7-a68e7496891d,,2025-05-04T05:17:29.000Z,856,,,enrich,enrich,NR,PL,,LN,,1,0
7b8ab5eb-1b1b-4ff7-b3a0-eef6674d8999,,2025-05-04T05:19:06.000Z,859,,,enrich,enrich,LN,PL,,NR,,1,0
7b8ab5eb-1b1b-4ff7-b3a0-eef6674d8999,,2025-05-04T05:19:06.000Z,859,,,enrich,enrich,NR,PL,,LN,,1,0
b3f0c857-dfdb-438e-9741-a0ec88087513,,2025-05-04T05:21:06.000Z,860,,,enrich,enrich,LN,PL,,NR,,1,0
b3f0c857-dfdb-438e-9741-a0ec88087513,,2025-05-04T05:21:06.000Z,860,,,enrich,enrich,NR,PL,,LN,,1,0
5535abe4-1b81-4110-b794-648c87d66f9f,,2025-05-04T05:25:46.000Z,864,,,enrich,enrich,NH,PL,,NR,,1,0
5535abe4-1b81-4110-b794-648c87d66f9f,,2025-05-04T05:25:46.000Z,864,,,enrich,enrich,NR,PL,,NH,,1,0
9769d5f1-5b35-4775-a0f9-940939268bfc,,2025-05-04T05:27:14.000Z,867,,,enrich,enrich,NH,PL,,NR,,1,0
9769d5f1-5b35-4775-a0f9-940939268bfc,,2025-05-04T05:27:14.000Z,867,,,enrich,enrich,NR,PL,,NH,,1,0
f5fdc5a1-1499-4128-a155-cff1d8a18017,,2025-05-19T01:16:52.000Z,616,*A2,,morn1,morn1_*A2,MN,D,S,,,0,1
84b6eb6b-8259-40cc-a8b7-41ef420b46f9,,2025-05-19T01:18:28.000Z,618,*A2,,morn1,morn1_*A2,MN,D,S,,,0,1
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8,,2025-05-19T01:21:34.000Z,620,*A2,,morn1,morn1_*A2,NH,D,S,,,0,1
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8,,2025-05-19T01:21:34.000Z,620,*A2,,morn1,morn1_*A2,MN,D,S,,,0,1
d0479311-f0f4-4c78-a8a7-a141ac5cd3bb,,2025-05-20T02:30:33.000Z,690,*A2,,morn2,morn2_*A2,MN,D,S,,,0,1
fa1173c5-fdae-4a79-a07b-615427603b70,,2025-05-30T05:27:37.000Z,866,*A2,,enrich,enrich_*A2,NR,PL,,,,1,0
fa1173c5-fdae-4a79-a07b-615427603b70,,2025-05-30T05:27:37.000Z,866,*A2,,enrich,enrich_*A2,MN,PL,,,,1,0
f341e77c-c1ff-4de0-90fa-2723120e335b,,2025-05-30T05:30:03.000Z,869,*A2,,enrich,enrich_*A2,NR,PL,,,,1,0
f341e77c-c1ff-4de0-90fa-2723120e335b,,2025-05-30T05:30:03.000Z,869,*A2,,enrich,enrich_*A2,MN,PL,,,,1,0
e7aa0734-8663-41c9-aed0-b5cba8f4cfbe,,2025-05-31T00:49:09.000Z,588,*A2,,morn1,morn1_*A2,NR,PL,,,,1,0
e7aa0734-8663-41c9-aed0-b5cba8f4cfbe,,2025-05-31T00:49:09.000Z,588,*A2,,morn1,morn1_*A2,MN,PL,,,,1,0
d233dd38-e546-4d3f-a7a5-5ed500477ba0,,2025-05-31T05:07:36.000Z,846,*A2,,enrich,enrich_*A2,NR,PL,,,,1,0
d233dd38-e546-4d3f-a7a5-5ed500477ba0,,2025-05-31T05:07:36.000Z,846,*A2,,enrich,enrich_*A2,MN,PL,,,,1,0
d97395a8-f967-45bf-ad22-6c3f2b76f04a,,2025-05-31T05:19:36.000Z,859,*A2,,enrich,enrich_*A2,NR,PL,,,,1,0
d97395a8-f967-45bf-ad22-6c3f2b76f04a,,2025-05-31T05:19:36.000Z,859,*A2,,enrich,enrich_*A2,MN,PL,,,,1,0
a2b04628-495d-4a6d-aa06-afbedb5b9bea,,2025-04-16T00:39:55.000Z,579,*A3,,morn1,morn1_*A3,MN,D,S,,,0,1
f3e5dfea-8396-4bf4-b44a-8a3d62935e7e,,2025-04-16T00:44:28.000Z,583,*A3,,morn1,morn1_*A3,NH,D,S,,,0,1
f3e5dfea-8396-4bf4-b44a-8a3d62935e7e,,2025-04-16T00:44:28.000Z,583,*A3,,morn1,morn1_*A3,NH,D,S,,,0,1
f3e5dfea-8396-4bf4-b44a-8a3d62935e7e,,2025-04-16T00:44:28.000Z,583,*A3,,morn1,morn1_*A3,MN,D,S,,,0,1
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,,2025-04-16T01:53:57.000Z,653,*A3,,morn2,morn2_*A3,NH,A,G,"MN, NY",,0,1
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,,2025-04-16T01:53:57.000Z,653,*A3,,morn2,morn2_*A3,MN,A,G,"NH, NY",,0,1
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,,2025-04-16T01:53:57.000Z,653,*A3,,morn2,morn2_*A3,NY,A,G,"NH, MN",,0,1
1c807d5f-f6ee-4f99-8262-7093058d0410,,2025-04-16T01:56:31.000Z,656,*A3,,morn2,morn2_*A3,MS,D,S,,,0,1
1c807d5f-f6ee-4f99-8262-7093058d0410,,2025-04-16T01:56:31.000Z,656,*A3,,morn2,morn2_*A3,NH,D,S,,,0,1
1c807d5f-f6ee-4f99-8262-7093058d0410,,2025-04-16T01:56:31.000Z,656,*A3,,morn2,morn2_*A3,MN,D,S,,,0,1
1c807d5f-f6ee-4f99-8262-7093058d0410,,2025-04-16T01:56:31.000Z,656,*A3,,morn2,morn2_*A3,NY,D,S,,,0,1
96b5bc45-609a-4e46-942d-899748f2e30b,,2025-04-16T01:58:17.000Z,657,*A3,,morn2,morn2_*A3,MS,D,S,,,0,1
96b5bc45-609a-4e46-942d-899748f2e30b,,2025-04-16T01:58:17.000Z,657,*A3,,morn2,morn2_*A3,NH,D,S,,,0,1
96b5bc45-609a-4e46-942d-899748f2e30b,,2025-04-16T01:58:17.000Z,657,*A3,,morn2,morn2_*A3,MN,D,S,,,0,1
96b5bc45-609a-4e46-942d-899748f2e30b,,2025-04-16T01:58:17.000Z,657,*A3,,morn2,morn2_*A3,NY,D,S,,,0,1
f01b9606-a535-4c4a-834f-f7659f6475b8,,2025-04-17T05:41:41.000Z,881,*A3,,enrich,enrich_*A3,MS,PL,,NY,,1,0
f01b9606-a535-4c4a-834f-f7659f6475b8,,2025-04-17T05:41:41.000Z,881,*A3,,enrich,enrich_*A3,NY,PL,,MS,,1,0
1633cc6d-7444-45df-bae9-a1296ff55643,,2025-04-30T01:08:58.000Z,608,*A3,,morn1,morn1_*A3,MN,A,G,,,0,1
1633cc6d-7444-45df-bae9-a1296ff55643,,2025-04-30T01:08:58.000Z,608,*A3,,morn1,morn1_*A3,MN,D,S,,,0,1
7c5f2bdd-596a-40b6-a8c0-50fb1a5ea65d,,2025-04-30T01:20:57.000Z,620,*A3,,morn1,morn1_*A3,MS,PL,,NY,,1,0
7c5f2bdd-596a-40b6-a8c0-50fb1a5ea65d,,2025-04-30T01:20:57.000Z,620,*A3,,morn1,morn1_*A3,NY,PL,,MS,,1,0
c4e4ddc5-7b29-4cae-a6b3-f9fdad537e26,,2025-04-30T01:22:15.000Z,622,*A3,,morn1,morn1_*A3,MS,PL,,NY,,1,0
c4e4ddc5-7b29-4cae-a6b3-f9fdad537e26,,2025-04-30T01:22:15.000Z,622,*A3,,morn1,morn1_*A3,NY,PL,,MS,,1,0
7d19fe0a-98e5-4f45-bfff-aab5eff828ea,,2025-04-30T01:24:29.000Z,624,*A3,,morn1,morn1_*A3,MS,PL,,NY,,1,0
7d19fe0a-98e5-4f45-bfff-aab5eff828ea,,2025-04-30T01:24:29.000Z,624,*A3,,morn1,morn1_*A3,NY,PL,,MS,,1,0
14b4f314-6807-4296-a002-f7864aa0cdb3,,2025-04-30T04:19:44.000Z,798,*A3,,enrich,enrich_*A3,NY,A,G,MS,,0,1
e49d37a8-6aad-444a-a0d9-ed75f9aaad62,,2025-04-30T04:27:27.000Z,806,*A3,,enrich,enrich_*A3,MN,A,G,,,0,1
1a889edf-4872-4e2e-9289-4627e9e5145c,,2025-04-30T04:59:08.000Z,838,*A3,,enrich,enrich_*A3,MS,A,G,,,0,1
ef6cfab1-3700-4470-82dc-f7b09cada5bf,,2025-05-01T01:12:08.000Z,611,,,morn1,morn1,MN,A,G,,,0,1
a194f187-e0dc-4fb7-8f90-089c5f5bbba1,,2025-05-01T01:13:53.000Z,613,,,morn1,morn1,NH,D,S,,,0,1
a194f187-e0dc-4fb7-8f90-089c5f5bbba1,,2025-05-01T01:13:53.000Z,613,,,morn1,morn1,MN,D,S,,,0,1
77597533-b63b-4103-87b8-57279ab1e9da,,2025-05-01T01:15:44.000Z,615,,,morn1,morn1,NH,A,G,,,0,1
77f63139-8051-4f35-b7f8-2a4c6685c15d,,2025-05-01T02:04:04.000Z,663,,,morn2,morn2,MS,PL,,NY,,1,0
77f63139-8051-4f35-b7f8-2a4c6685c15d,,2025-05-01T02:04:04.000Z,663,,,morn2,morn2,NY,PL,,MS,,1,0
1a21849d-25b2-4991-acbc-5cdb128e8799,,2025-05-01T02:05:35.000Z,665,,,morn2,morn2,MS,PL,,NY,,1,0
1a21849d-25b2-4991-acbc-5cdb128e8799,,2025-05-01T02:05:35.000Z,665,,,morn2,morn2,NY,PL,,MS,,1,0
47002f4d-a318-43c5-a2a9-282be2496a20,,2025-05-01T02:07:50.000Z,667,,,morn2,morn2,MS,PL,,NY,,1,0
47002f4d-a318-43c5-a2a9-282be2496a20,,2025-05-01T02:07:50.000Z,667,,,morn2,morn2,NY,PL,,MS,,1,0
116b0769-9c10-4d37-a141-6b15c6eefb8a,,2025-05-01T02:09:23.000Z,669,,,morn2,morn2,MS,PL,,NY,,1,0
116b0769-9c10-4d37-a141-6b15c6eefb8a,,2025-05-01T02:09:23.000Z,669,,,morn2,morn2,NY,PL,,MS,,1,0
a7d514f9-4d2d-4aca-b9c4-bc869fc0c352,,2025-05-01T02:11:26.000Z,671,,,morn2,morn2,MS,PL,,NY,,1,0
a7d514f9-4d2d-4aca-b9c4-bc869fc0c352,,2025-05-01T02:11:26.000Z,671,,,morn2,morn2,NY,PL,,MS,,1,0
5cf73e78-6a0f-45e8-9314-796f62e0078b,,2025-05-01T02:13:29.000Z,673,,,morn2,morn2,MS,PL,,NY,,1,0
5cf73e78-6a0f-45e8-9314-796f62e0078b,,2025-05-01T02:13:29.000Z,673,,,morn2,morn2,NY,PL,,MS,,1,0
16b23895-d4fb-4b5a-b0ad-369f97db1ba7,,2025-05-01T02:15:33.000Z,675,,,morn2,morn2,MS,PL,,NY,,1,0
16b23895-d4fb-4b5a-b0ad-369f97db1ba7,,2025-05-01T02:15:33.000Z,675,,,morn2,morn2,NY,PL,,MS,,1,0
1ffbee03-6fe3-4bc5-a6f3-2025976c5e65,,2025-05-01T02:17:25.000Z,677,,,morn2,morn2,MS,PL,,NY,,1,0
1ffbee03-6fe3-4bc5-a6f3-2025976c5e65,,2025-05-01T02:17:25.000Z,677,,,morn2,morn2,NY,PL,,MS,,1,0
12a5383b-eacc-477c-895f-b31373242f98,,2025-05-01T04:37:36.000Z,817,,,enrich,enrich,MS,PL,,NY,,1,0
12a5383b-eacc-477c-895f-b31373242f98,,2025-05-01T04:37:36.000Z,817,,,enrich,enrich,NY,PL,,MS,,1,0
4e7dfab7-6087-44f6-aa87-05eb126bb2d9,,2025-05-15T01:31:30.000Z,630,*A3,,morn1,morn1_*A3,MN,D,S,,,0,1
d9b1b2fa-cea3-42e0-9951-c94b94984aca,,2025-05-15T01:47:51.000Z,646,*A3,,morn2,morn2_*A3,NY,A,G,,,0,1
3d03a54d-cec2-4479-8d8e-6bec75deb0eb,,2025-05-15T05:31:56.000Z,871,*A3,,enrich,enrich_*A3,MS,D,S,,,0,1
589acbf7-d2bd-475d-819f-8be323479fef,,2025-03-14T00:45:23.000Z,584,B2,,morn1,morn1_B2,NR,PL,,MN,,1,0
7ee79de3-115d-40ac-9cd0-bd881b5cca62,,2025-03-14T00:46:36.000Z,586,B2,,morn1,morn1_B2,NR,PL,,MN,,1,0
a34e9985-10cd-4907-a518-00e9e716ca09,,2025-03-14T00:49:18.000Z,588,B2,,morn1,morn1_B2,MN,PL,,NR,,1,0
a34e9985-10cd-4907-a518-00e9e716ca09,,2025-03-14T00:49:18.000Z,588,B2,,morn1,morn1_B2,NR,PL,,MN,,1,0
895c7f1b-5c49-4cfb-b3d5-a444c759daa8,,2025-03-14T01:09:24.000Z,608,B2,,morn1,morn1_B2,MN,PL,,,,1,0
37389303-c253-4154-8ec0-1c684fed8e49,,2025-03-14T01:17:09.000Z,616,B2,,morn1,morn1_B2,MN,D,S,,,0,1
37389303-c253-4154-8ec0-1c684fed8e49,,2025-03-14T01:17:09.000Z,616,B2,,morn1,morn1_B2,NH,D,S,,,0,1
6a4d8dc6-a506-499a-a5e1-166ce4b80004,,2025-03-14T01:18:58.000Z,618,B2,,morn1,morn1_B2,MN,D,S,,,0,1
f428a201-e59b-4cac-990e-47787fb66aa9,,2025-03-14T01:27:13.000Z,626,B2,,morn1,morn1_B2,NR,D,S,,,0,1
4cf78534-4969-468f-8e3f-46817c70d734,,2025-03-14T01:28:59.000Z,628,B2,,morn1,morn1_B2,NR,PL,,,,1,0
c934b92c-f194-4b67-8425-0174a72af684,,2025-03-14T01:31:03.000Z,630,B2,,morn1,morn1_B2,MN,PL,,,,1,0
c934b92c-f194-4b67-8425-0174a72af684,,2025-03-14T01:31:03.000Z,630,B2,,morn1,morn1_B2,NR,PL,,,,1,0
0a61340a-660d-4d6a-97e5-f469015cc92c,,2025-03-14T04:48:58.000Z,828,B2,,enrich,enrich_B2,NH,PL,,NR,,1,0
0a61340a-660d-4d6a-97e5-f469015cc92c,,2025-03-14T04:48:58.000Z,828,B2,,enrich,enrich_B2,NR,PL,,NH,,1,0
56d5bda0-86ba-4562-9964-c203e238bbd0,,2025-03-14T04:50:18.000Z,829,B2,,enrich,enrich_B2,NH,PL,,NR,,1,0
56d5bda0-86ba-4562-9964-c203e238bbd0,,2025-03-14T04:50:18.000Z,829,B2,,enrich,enrich_B2,NR,PL,,NH,,1,0
6ef88271-c776-4cc2-83c0-d5f118d717df,,2025-03-14T04:52:01.000Z,831,B2,,enrich,enrich_B2,NH,PL,,NR,,1,0
6ef88271-c776-4cc2-83c0-d5f118d717df,,2025-03-14T04:52:01.000Z,831,B2,,enrich,enrich_B2,NR,PL,,NH,,1,0
67efdec0-419d-42dd-a9c3-013cdf30371c,,2025-03-14T04:54:01.000Z,833,B2,,enrich,enrich_B2,NH,PL,,NR,,1,0
67efdec0-419d-42dd-a9c3-013cdf30371c,,2025-03-14T04:54:01.000Z,833,B2,,enrich,enrich_B2,NR,PL,,NH,,1,0
243bf831-38a3-4c94-8e21-fd54b999084f,,2025-03-14T05:04:36.000Z,844,B2,,enrich,enrich_B2,MN,D,S,,,0,1
19aeb07d-44b1-494a-82a5-e69e125c1002,,2025-03-23T00:52:39.000Z,591,B2,,morn1,morn1_B2,MN,PL,,NR,,1,0
19aeb07d-44b1-494a-82a5-e69e125c1002,,2025-03-23T00:52:39.000Z,591,B2,,morn1,morn1_B2,NR,PL,,MN,,1,0
fcd3521a-0d39-4c28-b305-49996f48a378,,2025-03-23T04:33:57.000Z,813,B2,,enrich,enrich_B2,NH,PL,,NR,,1,0
fcd3521a-0d39-4c28-b305-49996f48a378,,2025-03-23T04:33:57.000Z,813,B2,,enrich,enrich_B2,NR,PL,,NH,,1,0
976dcfe0-0817-43da-aa5d-00a9c9ea7d52,,2025-03-23T04:35:35.000Z,815,B2,,enrich,enrich_B2,NH,PL,,NR,,1,0
976dcfe0-0817-43da-aa5d-00a9c9ea7d52,,2025-03-23T04:35:35.000Z,815,B2,,enrich,enrich_B2,NR,PL,,NH,,1,0
251f372c-f46d-48b2-af1a-1e875d3e8577,,2025-03-24T00:49:10.000Z,588,B2,,morn1,morn1_B2,MN,PL,,NR,,1,0
251f372c-f46d-48b2-af1a-1e875d3e8577,,2025-03-24T00:49:10.000Z,588,B2,,morn1,morn1_B2,NR,PL,,MN,,1,0
222b219a-f5ff-43d5-88c6-cc15d0be156e,,2025-03-24T01:25:14.000Z,624,B2,,morn1,morn1_B2,MN,PL,,NR,,1,0
222b219a-f5ff-43d5-88c6-cc15d0be156e,,2025-03-24T01:25:14.000Z,624,B2,,morn1,morn1_B2,NR,PL,,MN,,1,0
3939f477-0d62-4b91-b651-436b5452a7d7,,2025-03-24T01:26:47.000Z,626,B2,,morn1,morn1_B2,MN,PL,,NR,,1,0
3939f477-0d62-4b91-b651-436b5452a7d7,,2025-03-24T01:26:47.000Z,626,B2,,morn1,morn1_B2,NR,PL,,MN,,1,0
cb0e0c90-c1b7-4a39-824d-ce4ca3932c78,,2025-03-24T01:28:48.000Z,628,B2,,morn1,morn1_B2,MN,PL,,NR,,1,0
cb0e0c90-c1b7-4a39-824d-ce4ca3932c78,,2025-03-24T01:28:48.000Z,628,B2,,morn1,morn1_B2,NR,PL,,MN,,1,0
3287e783-21b1-47e3-8222-70a568353ee6,,2025-03-24T05:02:48.000Z,842,B2,,enrich,enrich_B2,NH,PL,,NR,,1,0
3287e783-21b1-47e3-8222-70a568353ee6,,2025-03-24T05:02:48.000Z,842,B2,,enrich,enrich_B2,NR,PL,,NH,,1,0
b445b66c-d5be-4213-a185-f9b1adacffb9,,2025-03-24T05:08:43.000Z,848,B2,,enrich,enrich_B2,NH,PL,,NR,,1,0
b445b66c-d5be-4213-a185-f9b1adacffb9,,2025-03-24T05:08:43.000Z,848,B2,,enrich,enrich_B2,NR,PL,,NH,,1,0
d101bd1d-553a-4e75-8cff-7eaf0336c31b,,2025-03-24T05:10:56.000Z,850,B2,,enrich,enrich_B2,NH,D,S,,,0,1
08e9142c-8e54-4ce6-a49b-8046567ab424,,2025-03-24T05:13:10.000Z,852,B2,,enrich,enrich_B2,NH,PL,,NR,,1,0
08e9142c-8e54-4ce6-a49b-8046567ab424,,2025-03-24T05:13:10.000Z,852,B2,,enrich,enrich_B2,NR,PL,,NH,,1,0
5f4b277d-bbf3-461b-abe7-f4efa11ffa49,,2025-04-26T00:49:18.000Z,588,B2,,morn1,morn1_B2,MN,D,S,,,0,1
4a308e05-a0fd-4dad-941f-46c3c7947ee8,,2025-04-26T00:50:47.000Z,590,B2,,morn1,morn1_B2,MN,D,S,,,0,1
79775ab3-2b39-42ae-8515-0669aa358a8d,,2025-04-26T00:54:51.000Z,594,B2,,morn1,morn1_B2,LN,PL,,MN,,1,0
79775ab3-2b39-42ae-8515-0669aa358a8d,,2025-04-26T00:54:51.000Z,594,B2,,morn1,morn1_B2,MN,PL,,LN,,1,0
79775ab3-2b39-42ae-8515-0669aa358a8d,,2025-04-26T00:54:51.000Z,594,B2,,morn1,morn1_B2,NH,D,S,,,0,1
db90d2af-6f38-4952-970c-d8f98f8fa937,,2025-04-26T00:56:45.000Z,596,B2,,morn1,morn1_B2,LN,PL,,NR,,1,0
db90d2af-6f38-4952-970c-d8f98f8fa937,,2025-04-26T00:56:45.000Z,596,B2,,morn1,morn1_B2,MN,PL,,NH,,1,0
db90d2af-6f38-4952-970c-d8f98f8fa937,,2025-04-26T00:56:45.000Z,596,B2,,morn1,morn1_B2,NH,PL,,MN,,1,0
db90d2af-6f38-4952-970c-d8f98f8fa937,,2025-04-26T00:56:45.000Z,596,B2,,morn1,morn1_B2,NR,PL,,LN,,1,0
8a8b74a5-a11b-428b-a922-dc1ff677620a,,2025-04-26T00:59:16.000Z,598,B2,,morn1,morn1_B2,MN,PL,,"NH, NR",,1,0
8a8b74a5-a11b-428b-a922-dc1ff677620a,,2025-04-26T00:59:16.000Z,598,B2,,morn1,morn1_B2,NH,PL,,"NR, MN",,1,0
8a8b74a5-a11b-428b-a922-dc1ff677620a,,2025-04-26T00:59:16.000Z,598,B2,,morn1,morn1_B2,NR,PL,,,,1,0
d6984ed7-4480-4de7-95c9-130112c831a6,,2025-04-26T01:46:46.000Z,646,B2,,morn2,morn2_B2,NH,D,S,,,0,1
4f23296d-bcc4-4caa-b766-5b25dee59847,,2025-04-27T00:37:25.000Z,576,B2,,morn1,morn1_B2,NH,D,S,,,0,1
8bb2fd62-3af7-47c6-9c76-44bc7101754a,,2025-04-27T05:15:06.000Z,854,B2,,enrich,enrich_B2,MN,PL,,"NR, NH",,1,0
8bb2fd62-3af7-47c6-9c76-44bc7101754a,,2025-04-27T05:15:06.000Z,854,B2,,enrich,enrich_B2,NH,PL,,"MN, NR",,1,0
8bb2fd62-3af7-47c6-9c76-44bc7101754a,,2025-04-27T05:15:06.000Z,854,B2,,enrich,enrich_B2,NR,PL,,"NH, MN",,1,0
098aae89-c70f-44b9-8687-e838842cbed2,,2025-05-04T01:10:38.000Z,610,B2,,morn1,morn1_B2,MN,D,S,,,0,1
