ec5_uuid,condition,date,msm,group,trial,phase,block_ID,Ind1,behaviour,qualifier,partner,notes,playing,aggression
2231b58b-fb10-4a89-9c06-c9cd31e78c93,,2025-04-04T02:31:33.000Z,690,*C3,,morn2,morn2_*C3,MZ,D,S,,,0,1
11a22ea1-6708-4eba-807a-1b2d6e4642c1,,2025-04-04T02:46:26.000Z,704,*C3,,morn2,morn2_*C3,MZ,PL,,NR,,1,0
d39a1d58-f5df-4baa-bd70-2ee5b1ee1c92,,2025-04-04T05:14:05.000Z,851,*C3,,enrich,enrich_*C3,MZ,D,S,,,0,1
b47b6642-3664-49ec-9577-91a85d38226a,,2025-04-04T05:15:02.000Z,853,*C3,,enrich,enrich_*C3,MZ,D,S,,,0,1
5eab034d-ae7a-4d4f-ac1c-c2f1876c7467,,2025-04-16T00:37:47.000Z,576,*C3,,morn1,morn1_*C3,MZ,D,S,,,0,1
f1624119-c99f-4050-86ec-b4c6dc3278a1,,2025-04-16T00:43:47.000Z,582,*C3,,morn1,morn1_*C3,MZ,D,S,,,0,1
dd32b829-7524-4ea0-aa3d-d2e62a028d7a,,2025-04-30T00:43:02.000Z,581,*C3,,morn1,morn1_*C3,MZ,PL,,NR,,1,0
d3341bf2-de36-455a-a8b0-ff0c7f97b647,,2025-05-14T01:51:18.000Z,649,*C3,,morn2,morn2_*C3,MZ,PL,,LN,,1,0
3b8cba56-db76-4f95-ad89-491bf5ddcc89,,2025-05-14T01:57:33.000Z,655,*C3,,morn2,morn2_*C3,MZ,D,S,,,0,1
d9048aef-ae84-4883-a76d-34f39e438c03,,2025-05-15T05:45:56.000Z,884,*C3,,enrich,enrich_*C3,SB,PL,,LN,,1,0
895776ab-9022-4867-9b31-72e7c96cd452,,2025-05-01T05:10:05.000Z,848,,,enrich,enrich,SB,PL,,NR,,1,0
a4c0131e-f028-4e20-9c39-a26e87519b32,,2025-05-01T01:04:20.000Z,602,,,morn1,morn1,SB,PL,,NR,,1,0
43aa72c0-f947-46d0-b8cd-d37a9a0a59b1,,2025-04-30T02:03:05.000Z,661,*C3,,morn2,morn2_*C3,SB,PL,,NR,,1,0
694f7a78-d7f2-43af-afce-a3a11e5dac1f,,2025-04-30T00:37:03.000Z,575,*C3,,morn1,morn1_*C3,SB,PL,,NR,,1,0
eb35670e-ac5e-4c7a-b9a9-3a24b907491a,,2025-04-16T01:58:57.000Z,656,*C3,,morn2,morn2_*C3,SB,A,G,,,0,1
d86a036f-bc1d-4ee5-8a69-cb4138aba374,,2025-04-16T01:01:38.000Z,600,*C3,,morn1,morn1_*C3,SB,D,S,,,0,1
78b7a1eb-0ebe-4d35-a0d1-2eeb5ca0743f,,2025-04-16T01:03:11.000Z,602,*C3,,morn1,morn1_*C3,SB,D,S,,,0,1
43c913ef-438b-4741-8bff-a1cb6c41a537,,2025-04-17T05:19:47.000Z,858,*C3,,enrich,enrich_*C3,GG,PL,,NR,,1,0
954492ca-1553-45ea-a109-50c9adce65aa,,2025-04-04T02:28:13.000Z,686,*C3,,morn2,morn2_*C3,NR,D,S,,,0,1
5281e1ee-e9be-4c12-8de1-245179b0bafd,,2025-04-04T02:30:33.000Z,688,*C3,,morn2,morn2_*C3,NR,D,S,,,0,1
2231b58b-fb10-4a89-9c06-c9cd31e78c93,,2025-04-04T02:31:33.000Z,690,*C3,,morn2,morn2_*C3,NR,D,S,,,0,1
d3991c58-5c27-46e9-97c7-f21353189ebe,,2025-04-04T02:34:51.000Z,692,*C3,,morn2,morn2_*C3,NR,D,S,,,0,1
1b38d355-7448-485a-b1ee-80b9faffe9cc,,2025-04-04T02:35:41.000Z,696,*C3,,morn2,morn2_*C3,NR,D,S,,,0,1
963f9db0-45f6-44ad-8c3b-16958d610ac6,,2025-04-04T02:37:46.000Z,696,*C3,,morn2,morn2_*C3,NR,D,S,,,0,1
df28a9af-e70b-4104-9dca-67cd82570f0c,,2025-04-04T02:40:51.000Z,698,*C3,,morn2,morn2_*C3,NR,D,S,,,0,1
005113c1-9628-41ed-add0-0b2f0bf383b8,,2025-04-04T02:41:40.000Z,700,*C3,,morn2,morn2_*C3,NR,D,S,,,0,1
dc528e35-37e0-450f-a271-31be3c0b4913,,2025-04-04T02:43:35.000Z,702,*C3,,morn2,morn2_*C3,NR,D,S,,,0,1
11a22ea1-6708-4eba-807a-1b2d6e4642c1,,2025-04-04T02:46:26.000Z,704,*C3,,morn2,morn2_*C3,NR,PL,,MZ,,1,0
3446153b-21f5-48e6-acb0-1dadbe269d96,,2025-05-04T02:10:36.000Z,668,,,morn2,morn2,SB,PL,,MS,,1,0
8f72c075-15c6-4027-a7e9-469cdbe689ab,,2025-05-04T01:26:51.000Z,624,,,morn1,morn1,GG,PL,,MS,,1,0
1daa4067-72f7-498f-8863-18d37a10fef5,,2025-03-12T05:22:20.000Z,858,,,enrich,enrich,MZ,A,G,SR,,0,1
e64681dd-f356-48d1-9b8b-98e47d1d3fb8,,2025-04-08T00:35:54.000Z,573,,,morn1,morn1,MZ,PL,,SB,,1,0
6a98a52c-70d1-4eaf-bdeb-312fc1571d76,,2025-04-08T01:53:41.000Z,651,,,morn2,morn2,MZ,D,S,,,0,1
fbb4625f-326e-498d-a0d4-abbe82ba36a0,,2025-04-21T01:53:51.000Z,651,*C1,,morn2,morn2_*C1,SB,D,S,,,0,1
fbb4625f-326e-498d-a0d4-abbe82ba36a0,,2025-04-21T01:53:51.000Z,651,*C1,,morn2,morn2_*C1,GG,D,S,,,0,1
eb74e5f8-c4c5-47f0-a393-f1f36659ec96,,2025-04-21T01:55:45.000Z,654,*C1,,morn2,morn2_*C1,SB,D,S,,,0,1
4a2f18bd-cb04-4729-af9c-5bbb96da03fe,,2025-04-08T02:40:56.000Z,679,,,morn2,morn2,SB,D,S,,,0,1
427779be-676f-4400-bc92-19d0a9d0d8e2,,2025-04-08T02:05:42.000Z,663,,,morn2,morn2,SB,D,S,,,0,1
82586364-51b8-4129-ab25-3ccbeae05674,,2025-04-08T01:32:17.000Z,630,,,morn1,morn1,SB,D,S,,,0,1
571d3a81-56f3-46d4-aa4d-756ac5d19863,,2025-04-08T00:55:52.000Z,593,,,morn1,morn1,GG,PL,,TN,,1,0
fbb4625f-326e-498d-a0d4-abbe82ba36a0,,2025-04-21T01:53:51.000Z,651,*C1,,morn2,morn2_*C1,GG,D,S,,,0,1
eb74e5f8-c4c5-47f0-a393-f1f36659ec96,,2025-04-21T01:55:45.000Z,654,*C1,,morn2,morn2_*C1,TN,D,S,,,0,1
883a792e-795c-49da-acf3-e5cec96a12fb,,2025-04-21T01:48:33.000Z,646,*C1,,morn2,morn2_*C1,TN,A,G,SR,,0,1
67457d92-ba94-45b1-9937-edb7760636e5,,2025-04-21T01:49:01.000Z,647,*C1,,morn2,morn2_*C1,TN,A,G,SR,,0,1
47c34299-5539-4871-9ea9-de5aa4eb3e20,,2025-04-21T01:51:07.000Z,650,*C1,,morn2,morn2_*C1,TN,A,G,SR,,0,1
ca734bb9-3429-45e9-b6bb-a52b45d120d0,,2025-04-09T05:22:15.000Z,860,,,enrich,enrich,TN,PL,,"GG, SB",,1,0
a45a5c6f-3170-40bd-8c83-e8c4d5f91a82,,2025-04-09T04:44:15.000Z,822,,,enrich,enrich,TN,A,G,SR,,0,1
c2021bc8-d46f-47e4-8a32-24726700a0b6,,2025-03-12T05:03:58.000Z,843,B1,,enrich,enrich_B1,NH,D,S,,,0,1
7e373872-3d0f-4779-889f-01102d52128e,,2025-03-12T05:06:11.000Z,845,B1,,enrich,enrich_B1,NH,D,S,,,0,1
ecfc7357-f1d3-4a3e-9c03-68040660035b,,2025-03-12T05:08:06.000Z,847,B1,,enrich,enrich_B1,ST,D,S,NH,,0,1
ecfc7357-f1d3-4a3e-9c03-68040660035b,,2025-03-12T05:08:06.000Z,847,B1,,enrich,enrich_B1,NH,D,S,ST,,0,1
9de25b42-d6c4-4733-b67e-5080ea954b05,,2025-03-12T05:10:08.000Z,849,B1,,enrich,enrich_B1,ST,D,S,NH,,0,1
9de25b42-d6c4-4733-b67e-5080ea954b05,,2025-03-12T05:10:08.000Z,849,B1,,enrich,enrich_B1,NH,D,S,ST,,0,1
7042277d-2331-47be-9021-80a990a01672,,2025-03-12T05:22:13.000Z,861,B1,,enrich,enrich_B1,NH,D,S,,,0,1
eb57ce1a-0fc2-4b11-bece-1a215981a5a6,,2025-03-12T05:28:02.000Z,867,B1,,enrich,enrich_B1,MS,PL,,NH,,1,0
eb57ce1a-0fc2-4b11-bece-1a215981a5a6,,2025-03-12T05:28:02.000Z,867,B1,,enrich,enrich_B1,NH,PL,,MS,,1,0
8990c4d8-5028-4750-bd62-d9a5a9c7316e,,2025-03-12T05:30:12.000Z,869,B1,,enrich,enrich_B1,MS,PL,,"ST, NH",,1,0
8990c4d8-5028-4750-bd62-d9a5a9c7316e,,2025-03-12T05:30:12.000Z,869,B1,,enrich,enrich_B1,ST,PL,,"MS, NH",,1,0
8990c4d8-5028-4750-bd62-d9a5a9c7316e,,2025-03-12T05:30:12.000Z,869,B1,,enrich,enrich_B1,NH,PL,,"MS, ST",,1,0
dc3aec7b-e4dd-4d84-a00e-141b3b5bf6d7,,2025-03-12T05:31:52.000Z,871,B1,,enrich,enrich_B1,ST,PL,,NH,,1,0
dc3aec7b-e4dd-4d84-a00e-141b3b5bf6d7,,2025-03-12T05:31:52.000Z,871,B1,,enrich,enrich_B1,NH,PL,,ST,,1,0
22280968-7cb0-46e1-b88a-e0a56934f328,,2025-03-12T05:35:52.000Z,875,B1,,enrich,enrich_B1,MS,PL,,ST,,1,0
22280968-7cb0-46e1-b88a-e0a56934f328,,2025-03-12T05:35:52.000Z,875,B1,,enrich,enrich_B1,ST,PL,,MS,,1,0
2798817d-708f-48c2-8a1b-c57dcac4b1e2,,2025-03-12T05:37:30.000Z,877,B1,,enrich,enrich_B1,MS,PL,,ST,,1,0
2798817d-708f-48c2-8a1b-c57dcac4b1e2,,2025-03-12T05:37:30.000Z,877,B1,,enrich,enrich_B1,ST,PL,,MS,,1,0
e374d507-c698-46b2-ac5d-3d12fd2b12cd,,2025-03-12T05:39:37.000Z,879,B1,,enrich,enrich_B1,MS,PL,,ST,,1,0
e374d507-c698-46b2-ac5d-3d12fd2b12cd,,2025-03-12T05:39:37.000Z,879,B1,,enrich,enrich_B1,ST,PL,,MS,,1,0
7814adef-1d0d-45b6-b431-04d4ddee7b74,,2025-03-12T05:41:47.000Z,881,B1,,enrich,enrich_B1,MS,PL,,ST,,1,0
7814adef-1d0d-45b6-b431-04d4ddee7b74,,2025-03-12T05:41:47.000Z,881,B1,,enrich,enrich_B1,ST,PL,,MS,,1,0
18d2059f-0ab6-4768-9201-af2906e3e05a,,2025-03-12T05:43:49.000Z,883,B1,,enrich,enrich_B1,MS,PL,,ST,,1,0
18d2059f-0ab6-4768-9201-af2906e3e05a,,2025-03-12T05:43:49.000Z,883,B1,,enrich,enrich_B1,ST,PL,,MS,,1,0
db2628fe-4b78-44c8-a4e7-5dfcb547086e,,2025-03-12T05:45:23.000Z,885,B1,,enrich,enrich_B1,MS,PL,,ST,,1,0
db2628fe-4b78-44c8-a4e7-5dfcb547086e,,2025-03-12T05:45:23.000Z,885,B1,,enrich,enrich_B1,ST,PL,,MS,,1,0
0b46980a-50be-4517-a860-de91146c6d06,,2025-04-08T04:43:05.000Z,822,B1,,enrich,enrich_B1,ST,D,S,,,0,1
483f107a-e0b2-437f-8a16-7e5521a46444,,2025-04-09T01:18:45.000Z,618,B1,,morn1,morn1_B1,ST,D,S,,,0,1
7e2a7aa5-a01a-4d9b-836f-ae97f9933f55,,2025-04-09T01:20:15.000Z,620,B1,,morn1,morn1_B1,ST,D,S,,,0,1
324aa967-b85a-47d9-9ed9-eb3d4cb48b2d,,2025-04-09T02:30:27.000Z,690,B1,,morn2,morn2_B1,ST,D,S,,,0,1
c37905c2-6c4d-47a0-9da3-795807124ee6,,2025-04-09T02:40:24.000Z,700,B1,,morn2,morn2_B1,ST,D,S,,,0,1
190a107d-1c26-44a5-9847-164e62fa1498,,2025-04-21T00:35:39.000Z,575,B1,,morn1,morn1_B1,ST,PL,,NH,,1,0
190a107d-1c26-44a5-9847-164e62fa1498,,2025-04-21T00:35:39.000Z,575,B1,,morn1,morn1_B1,NH,PL,,ST,,1,0
7f0b37c9-2590-4cf6-a37c-1259d323149b,,2025-04-21T00:37:13.000Z,577,B1,,morn1,morn1_B1,ST,PL,,NH,,1,0
7f0b37c9-2590-4cf6-a37c-1259d323149b,,2025-04-21T00:37:13.000Z,577,B1,,morn1,morn1_B1,NH,PL,,ST,,1,0
dbf5b039-2c5d-48ff-b460-0e3a927b52d7,,2025-04-21T02:27:31.000Z,687,B1,,morn2,morn2_B1,MS,PL,,ST,,1,0
dbf5b039-2c5d-48ff-b460-0e3a927b52d7,,2025-04-21T02:27:31.000Z,687,B1,,morn2,morn2_B1,ST,PL,,MS,,1,0
4da64fa8-ade7-4dca-b0f6-819321c82cc6,,2025-04-21T02:29:04.000Z,688,B1,,morn2,morn2_B1,MS,PL,,ST,,1,0
4da64fa8-ade7-4dca-b0f6-819321c82cc6,,2025-04-21T02:29:04.000Z,688,B1,,morn2,morn2_B1,ST,PL,,MS,,1,0
47650b7a-1bd6-4121-a718-28cc46d567a0,,2025-04-22T00:44:11.000Z,583,B1,,morn1,morn1_B1,NH,D,S,,,0,1
9bbaa949-29a8-4976-9454-51d568aa569b,,2025-04-22T02:18:45.000Z,678,B1,,morn2,morn2_B1,ST,D,S,,,0,1
680a543f-5e61-4d08-bf2e-f4a7134bda73,,2025-04-22T02:20:41.000Z,680,B1,,morn2,morn2_B1,ST,D,S,,,0,1
48f3b3f1-15d0-4b50-b6e9-e18dd9de4fe8,,2025-04-22T02:24:45.000Z,684,B1,,morn2,morn2_B1,ST,PL,,NH,,1,0
48f3b3f1-15d0-4b50-b6e9-e18dd9de4fe8,,2025-04-22T02:24:45.000Z,684,B1,,morn2,morn2_B1,NH,PL,,ST,,1,0
427e1132-5a8d-4e21-8340-ef0e2138ed8d,,2025-04-22T02:26:23.000Z,686,B1,,morn2,morn2_B1,ST,PL,,NH,,1,0
427e1132-5a8d-4e21-8340-ef0e2138ed8d,,2025-04-22T02:26:23.000Z,686,B1,,morn2,morn2_B1,NH,PL,,ST,,1,0
2f92f495-8d14-450e-8e16-d7a8cdda0fc0,,2025-04-22T02:28:39.000Z,688,B1,,morn2,morn2_B1,ST,PL,,NH,,1,0
2f92f495-8d14-450e-8e16-d7a8cdda0fc0,,2025-04-22T02:28:39.000Z,688,B1,,morn2,morn2_B1,NH,PL,,ST,,1,0
823e0128-be98-43ef-a7de-48e44bd08c3c,,2025-04-22T02:30:29.000Z,690,B1,,morn2,morn2_B1,ST,PL,,NH,,1,0
823e0128-be98-43ef-a7de-48e44bd08c3c,,2025-04-22T02:30:29.000Z,690,B1,,morn2,morn2_B1,NH,PL,,ST,,1,0
c2021bc8-d46f-47e4-8a32-24726700a0b6,,2025-03-12T05:03:58.000Z,843,,,enrich,enrich,NH,D,S,,,0,1
c2021bc8-d46f-47e4-8a32-24726700a0b6,,2025-03-12T05:03:58.000Z,843,,,enrich,enrich,NH,D,S,,,0,1
7e373872-3d0f-4779-889f-01102d52128e,,2025-03-12T05:06:11.000Z,845,,,enrich,enrich,NH,D,S,,,0,1
ecfc7357-f1d3-4a3e-9c03-68040660035b,,2025-03-12T05:08:06.000Z,847,,,enrich,enrich,ST,D,S,NH,,0,1
ecfc7357-f1d3-4a3e-9c03-68040660035b,,2025-03-12T05:08:06.000Z,847,,,enrich,enrich,NH,D,S,ST,,0,1
ecfc7357-f1d3-4a3e-9c03-68040660035b,,2025-03-12T05:08:06.000Z,847,,,enrich,enrich,ST,D,S,NH,,0,1
ecfc7357-f1d3-4a3e-9c03-68040660035b,,2025-03-12T05:08:06.000Z,847,,,enrich,enrich,NH,D,S,ST,,0,1
9de25b42-d6c4-4733-b67e-5080ea954b05,,2025-03-12T05:10:08.000Z,849,,,enrich,enrich,ST,D,S,NH,,0,1
9de25b42-d6c4-4733-b67e-5080ea954b05,,2025-03-12T05:10:08.000Z,849,,,enrich,enrich,NH,D,S,ST,,0,1
7042277d-2331-47be-9021-80a990a01672,,2025-03-12T05:22:13.000Z,861,,,enrich,enrich,NH,D,S,,,0,1
eb57ce1a-0fc2-4b11-bece-1a215981a5a6,,2025-03-12T05:28:02.000Z,867,,,enrich,enrich,MS,PL,,NH,,1,0
eb57ce1a-0fc2-4b11-bece-1a215981a5a6,,2025-03-12T05:28:02.000Z,867,,,enrich,enrich,NH,PL,,MS,,1,0
eb57ce1a-0fc2-4b11-bece-1a215981a5a6,,2025-03-12T05:28:02.000Z,867,,,enrich,enrich,MS,PL,,NH,,1,0
eb57ce1a-0fc2-4b11-bece-1a215981a5a6,,2025-03-12T05:28:02.000Z,867,,,enrich,enrich,NH,PL,,MS,,1,0
8990c4d8-5028-4750-bd62-d9a5a9c7316e,,2025-03-12T05:30:12.000Z,869,,,enrich,enrich,MS,PL,,"ST, NH",,1,0
8990c4d8-5028-4750-bd62-d9a5a9c7316e,,2025-03-12T05:30:12.000Z,869,,,enrich,enrich,ST,PL,,"MS, NH",,1,0
8990c4d8-5028-4750-bd62-d9a5a9c7316e,,2025-03-12T05:30:12.000Z,869,,,enrich,enrich,NH,PL,,"MS, ST",,1,0
8990c4d8-5028-4750-bd62-d9a5a9c7316e,,2025-03-12T05:30:12.000Z,869,,,enrich,enrich,MS,PL,,"ST, NH",,1,0
8990c4d8-5028-4750-bd62-d9a5a9c7316e,,2025-03-12T05:30:12.000Z,869,,,enrich,enrich,ST,PL,,"MS, NH",,1,0
8990c4d8-5028-4750-bd62-d9a5a9c7316e,,2025-03-12T05:30:12.000Z,869,,,enrich,enrich,NH,PL,,"MS, ST",,1,0
22280968-7cb0-46e1-b88a-e0a56934f328,,2025-03-12T05:35:52.000Z,875,,,enrich,enrich,MS,PL,,ST,,1,0
22280968-7cb0-46e1-b88a-e0a56934f328,,2025-03-12T05:35:52.000Z,875,,,enrich,enrich,ST,PL,,MS,,1,0
22280968-7cb0-46e1-b88a-e0a56934f328,,2025-03-12T05:35:52.000Z,875,,,enrich,enrich,MS,PL,,ST,,1,0
22280968-7cb0-46e1-b88a-e0a56934f328,,2025-03-12T05:35:52.000Z,875,,,enrich,enrich,ST,PL,,MS,,1,0
2798817d-708f-48c2-8a1b-c57dcac4b1e2,,2025-03-12T05:37:30.000Z,877,,,enrich,enrich,MS,PL,,ST,,1,0
2798817d-708f-48c2-8a1b-c57dcac4b1e2,,2025-03-12T05:37:30.000Z,877,,,enrich,enrich,ST,PL,,MS,,1,0
2798817d-708f-48c2-8a1b-c57dcac4b1e2,,2025-03-12T05:37:30.000Z,877,,,enrich,enrich,MS,PL,,ST,,1,0
2798817d-708f-48c2-8a1b-c57dcac4b1e2,,2025-03-12T05:37:30.000Z,877,,,enrich,enrich,ST,PL,,MS,,1,0
e374d507-c698-46b2-ac5d-3d12fd2b12cd,,2025-03-12T05:39:37.000Z,879,,,enrich,enrich,MS,PL,,ST,,1,0
e374d507-c698-46b2-ac5d-3d12fd2b12cd,,2025-03-12T05:39:37.000Z,879,,,enrich,enrich,ST,PL,,MS,,1,0
e374d507-c698-46b2-ac5d-3d12fd2b12cd,,2025-03-12T05:39:37.000Z,879,,,enrich,enrich,MS,PL,,ST,,1,0
e374d507-c698-46b2-ac5d-3d12fd2b12cd,,2025-03-12T05:39:37.000Z,879,,,enrich,enrich,ST,PL,,MS,,1,0
7814adef-1d0d-45b6-b431-04d4ddee7b74,,2025-03-12T05:41:47.000Z,881,,,enrich,enrich,MS,PL,,ST,,1,0
7814adef-1d0d-45b6-b431-04d4ddee7b74,,2025-03-12T05:41:47.000Z,881,,,enrich,enrich,ST,PL,,MS,,1,0
7814adef-1d0d-45b6-b431-04d4ddee7b74,,2025-03-12T05:41:47.000Z,881,,,enrich,enrich,MS,PL,,ST,,1,0
7814adef-1d0d-45b6-b431-04d4ddee7b74,,2025-03-12T05:41:47.000Z,881,,,enrich,enrich,ST,PL,,MS,,1,0
18d2059f-0ab6-4768-9201-af2906e3e05a,,2025-03-12T05:43:49.000Z,883,,,enrich,enrich,MS,PL,,ST,,1,0
18d2059f-0ab6-4768-9201-af2906e3e05a,,2025-03-12T05:43:49.000Z,883,,,enrich,enrich,ST,PL,,MS,,1,0
18d2059f-0ab6-4768-9201-af2906e3e05a,,2025-03-12T05:43:49.000Z,883,,,enrich,enrich,MS,PL,,ST,,1,0
18d2059f-0ab6-4768-9201-af2906e3e05a,,2025-03-12T05:43:49.000Z,883,,,enrich,enrich,ST,PL,,MS,,1,0
db2628fe-4b78-44c8-a4e7-5dfcb547086e,,2025-03-12T05:45:23.000Z,885,,,enrich,enrich,MS,PL,,ST,,1,0
db2628fe-4b78-44c8-a4e7-5dfcb547086e,,2025-03-12T05:45:23.000Z,885,,,enrich,enrich,ST,PL,,MS,,1,0
db2628fe-4b78-44c8-a4e7-5dfcb547086e,,2025-03-12T05:45:23.000Z,885,,,enrich,enrich,MS,PL,,ST,,1,0
db2628fe-4b78-44c8-a4e7-5dfcb547086e,,2025-03-12T05:45:23.000Z,885,,,enrich,enrich,ST,PL,,MS,,1,0
f6a68a06-652d-473b-bd08-4c8d4ae64ae0,,2025-04-08T04:41:53.000Z,820,,,enrich,enrich,ST,D,S,,,0,1
eb5879d6-a1cb-4427-b504-bf898f0b36fb,,2025-04-09T00:42:40.000Z,581,,,morn1,morn1,NH,D,S,,,0,1
0ce95d64-9caa-4392-bd9a-ea5f9f9e9e1b,,2025-04-09T01:16:40.000Z,615,,,morn1,morn1,ST,D,S,,,0,1
0ce95d64-9caa-4392-bd9a-ea5f9f9e9e1b,,2025-04-09T01:16:40.000Z,615,,,morn1,morn1,ST,D,S,,,0,1
483f107a-e0b2-437f-8a16-7e5521a46444,,2025-04-09T01:18:45.000Z,618,,,morn1,morn1,ST,D,S,,,0,1
483f107a-e0b2-437f-8a16-7e5521a46444,,2025-04-09T01:18:45.000Z,618,,,morn1,morn1,ST,D,S,,,0,1
324aa967-b85a-47d9-9ed9-eb3d4cb48b2d,,2025-04-09T02:30:27.000Z,690,,,morn2,morn2,ST,D,S,,,0,1
e6721147-29ff-47ac-b3de-86134a581577,,2025-04-09T02:36:36.000Z,695,,,morn2,morn2,ST,D,S,,,0,1
c37905c2-6c4d-47a0-9da3-795807124ee6,,2025-04-09T02:40:24.000Z,700,,,morn2,morn2,ST,D,S,,,0,1
190a107d-1c26-44a5-9847-164e62fa1498,,2025-04-21T00:35:39.000Z,575,*A1,,morn1,morn1_*A1,ST,PL,,NH,,1,0
190a107d-1c26-44a5-9847-164e62fa1498,,2025-04-21T00:35:39.000Z,575,*A1,,morn1,morn1_*A1,NH,PL,,ST,,1,0
dbf5b039-2c5d-48ff-b460-0e3a927b52d7,,2025-04-21T02:27:31.000Z,687,*A1,,morn2,morn2_*A1,MS,PL,,ST,,1,0
dbf5b039-2c5d-48ff-b460-0e3a927b52d7,,2025-04-21T02:27:31.000Z,687,*A1,,morn2,morn2_*A1,ST,PL,,MS,,1,0
dbf5b039-2c5d-48ff-b460-0e3a927b52d7,,2025-04-21T02:27:31.000Z,687,*A1,,morn2,morn2_*A1,MS,PL,,ST,,1,0
dbf5b039-2c5d-48ff-b460-0e3a927b52d7,,2025-04-21T02:27:31.000Z,687,*A1,,morn2,morn2_*A1,ST,PL,,MS,,1,0
47650b7a-1bd6-4121-a718-28cc46d567a0,,2025-04-22T00:44:11.000Z,583,*A1,,morn1,morn1_*A1,NH,D,S,,,0,1
9bbaa949-29a8-4976-9454-51d568aa569b,,2025-04-22T02:18:45.000Z,678,*A1,,morn2,morn2_*A1,ST,D,S,,,0,1
680a543f-5e61-4d08-bf2e-f4a7134bda73,,2025-04-22T02:20:41.000Z,680,*A1,,morn2,morn2_*A1,ST,D,S,,,0,1
d6a23649-62b4-4809-bfcc-5f5516cd5ddc,,2025-04-22T02:22:40.000Z,681,*A1,,morn2,morn2_*A1,NH,D,S,,,0,1
48f3b3f1-15d0-4b50-b6e9-e18dd9de4fe8,,2025-04-22T02:24:45.000Z,684,*A1,,morn2,morn2_*A1,ST,PL,,NH,,1,0
48f3b3f1-15d0-4b50-b6e9-e18dd9de4fe8,,2025-04-22T02:24:45.000Z,684,*A1,,morn2,morn2_*A1,NH,PL,,ST,,1,0
427e1132-5a8d-4e21-8340-ef0e2138ed8d,,2025-04-22T02:26:23.000Z,686,*A1,,morn2,morn2_*A1,ST,PL,,NH,,1,0
427e1132-5a8d-4e21-8340-ef0e2138ed8d,,2025-04-22T02:26:23.000Z,686,*A1,,morn2,morn2_*A1,NH,PL,,ST,,1,0
2f92f495-8d14-450e-8e16-d7a8cdda0fc0,,2025-04-22T02:28:39.000Z,688,*A1,,morn2,morn2_*A1,ST,PL,,NH,,1,0
2f92f495-8d14-450e-8e16-d7a8cdda0fc0,,2025-04-22T02:28:39.000Z,688,*A1,,morn2,morn2_*A1,NH,PL,,ST,,1,0
823e0128-be98-43ef-a7de-48e44bd08c3c,,2025-04-22T02:30:29.000Z,690,*A1,,morn2,morn2_*A1,ST,PL,,NH,,1,0
823e0128-be98-43ef-a7de-48e44bd08c3c,,2025-04-22T02:30:29.000Z,690,*A1,,morn2,morn2_*A1,NH,PL,,ST,,1,0
589acbf7-d2bd-475d-819f-8be323479fef,,2025-03-14T00:45:23.000Z,584,,,morn1,morn1,NR,PL,,MN,,1,0
7ee79de3-115d-40ac-9cd0-bd881b5cca62,,2025-03-14T00:46:36.000Z,586,,,morn1,morn1,NR,PL,,MN,,1,0
a34e9985-10cd-4907-a518-00e9e716ca09,,2025-03-14T00:49:18.000Z,588,,,morn1,morn1,NR,PL,,MN,,1,0
a34e9985-10cd-4907-a518-00e9e716ca09,,2025-03-14T00:49:18.000Z,588,,,morn1,morn1,MN,PL,,NR,,1,0
895c7f1b-5c49-4cfb-b3d5-a444c759daa8,,2025-03-14T01:09:24.000Z,608,,,morn1,morn1,MN,PL,,,,1,0
37389303-c253-4154-8ec0-1c684fed8e49,,2025-03-14T01:17:09.000Z,616,,,morn1,morn1,NH,D,S,,,0,1
37389303-c253-4154-8ec0-1c684fed8e49,,2025-03-14T01:17:09.000Z,616,,,morn1,morn1,MN,D,S,,,0,1
4cf78534-4969-468f-8e3f-46817c70d734,,2025-03-14T01:28:59.000Z,628,,,morn1,morn1,NR,PL,,,,1,0
c934b92c-f194-4b67-8425-0174a72af684,,2025-03-14T01:31:03.000Z,630,,,morn1,morn1,NR,PL,,,,1,0
c934b92c-f194-4b67-8425-0174a72af684,,2025-03-14T01:31:03.000Z,630,,,morn1,morn1,MN,PL,,,,1,0
0a61340a-660d-4d6a-97e5-f469015cc92c,,2025-03-14T04:48:58.000Z,828,,,enrich,enrich,NH,PL,,NR,,1,0
0a61340a-660d-4d6a-97e5-f469015cc92c,,2025-03-14T04:48:58.000Z,828,,,enrich,enrich,NR,PL,,NH,,1,0
56d5bda0-86ba-4562-9964-c203e238bbd0,,2025-03-14T04:50:18.000Z,829,,,enrich,enrich,NH,PL,,NR,,1,0
56d5bda0-86ba-4562-9964-c203e238bbd0,,2025-03-14T04:50:18.000Z,829,,,enrich,enrich,NR,PL,,NH,,1,0
6ef88271-c776-4cc2-83c0-d5f118d717df,,2025-03-14T04:52:01.000Z,831,,,enrich,enrich,NH,PL,,NR,,1,0
6ef88271-c776-4cc2-83c0-d5f118d717df,,2025-03-14T04:52:01.000Z,831,,,enrich,enrich,NR,PL,,NH,,1,0
67efdec0-419d-42dd-a9c3-013cdf30371c,,2025-03-14T04:54:01.000Z,833,,,enrich,enrich,NH,PL,,NR,,1,0
