ec5_uuid;date;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight;msm;corrected_msm
8fa0bd8a-26ec-4c9d-8d41-369ba9b5437b;2025-04-17;1900-01-01 09:57:00;NO;M;;TN;;;RS;;;;;RS;;;;;M;;ST;;;;597;596.0
0a3589c9-ca66-46e2-92cc-1dcb2bbae112;2025-04-17;1900-01-01 09:59:00;NO;PL;TN;;;;RS;;;;;RS;;;;;PL;ST;;;;red;599;598.0
c6a2d498-1ede-4aa6-92c1-3f09625cba78;2025-04-17;1900-01-01 10:01:00;Yes;PL;TN;;;;RS;;;;;RS;;;;;PL;ST;;;;green;601;600.0
f29d169b-61c9-422d-83ff-f477b84deaf7;2025-04-17;1900-01-01 10:03:00;NO;RS;;;;;RS;;;;;RS;;;;;M;;;;;;603;602.0
fbf5bde1-7f30-4161-aecb-643f2afe6dc9;2025-04-17;1900-01-01 10:05:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;605;604.0
f663e88e-b02b-4f4f-a835-07f5f605c940;2025-04-17;1900-01-01 10:07:00;NO;RS;;;;;RS;;;;;GR;TN;;;;GG;TK;;;;red;607;606.0
a63ae3b2-b8f2-4367-9d4b-7abdaf4d8cc3;2025-04-17;1900-01-01 10:10:00;Yes;RS;;;;;RS;;;;;GR;TN;;;;GG;TK;;;;green;610;610.0
baac286f-4e83-467d-a72e-1de309586114;2025-04-17;1900-01-01 10:11:00;NO;RS;;;;;RS;;;;;RL;TN;;;;RS;TK;;;;;611;612.0
8ba35bb1-6089-41e9-a523-ae4893bc3f6f;2025-04-17;1900-01-01 10:14:00;NO;RS;;;;;RS;;;;;GG;TN;;;;GR;TK;;;;;614;614.0
1cb6a7d4-291c-4e00-9db9-6a7d6063397f;2025-04-17;1900-01-01 10:16:00;NO;RS;;;;;RS;;;;;GR;TN;;;;GG;TK;;;;red;616;616.0
b225257a-b490-45fb-9293-deb8d80ed7cd;2025-04-17;1900-01-01 10:17:00;Yes;RS;;;;;RS;;;;;GR;TN;;;;GG;TK;;;;green;617;618.0
fd0523e3-2df8-4241-8d0b-b34490452e5c;2025-04-17;1900-01-01 10:19:00;NO;E;;;;;RS;;;;;RL;;TN;;;RS;;TK;;;;619;620.0
f8111750-e771-48c6-896b-21875f0d2af2;2025-04-17;1900-01-01 10:22:00;NO;RS;;;;;RS;;;;;GG;TN;;;;GR;TK;;;;;622;622.0
6c0dbd10-598a-48c0-baa8-3d5383e1ed78;2025-04-17;1900-01-01 10:23:00;NO;RS;;;;;RS;;;;;RS;TN;;;;RS;TK;;;;;623;624.0
1edff40a-b69e-4cb5-a2af-e2400b99151a;2025-04-17;1900-01-01 10:25:00;NO;RS;;;;;RS;;;;;RS;;TN;;;RS;;TK;;;red;625;626.0
f4076601-9902-4c40-aec6-de767e80bd55;2025-04-17;1900-01-01 10:27:00;Yes;RS;;;;;RS;;;;;RS;;TN;;;RS;;TK;;;green;627;628.0
6b72416b-1883-4b69-97c2-9df3ae3cde7d;2025-04-17;1900-01-01 10:29:00;Yes;RS;;;;;RS;;;;;RS;;TN;;;RS;;TK;;;green;629;630.0
3c399777-3366-470a-b07e-08cc1a0662c4;2025-04-17;1900-01-01 10:45:00;NO;RS;;;;;RS;;;;;RL;;TN;;;RS;;TK;;;red;645;645.0
8d06f10e-4935-42b2-8e78-17f1f0862172;2025-04-17;1900-01-01 10:48:00;Yes;RS;;;;;RS;;;;;RL;;TN;;;RS;;TK;;;green;648;647.0
9558d03f-4535-4c3d-9141-072905fb1005;2025-04-17;1900-01-01 10:49:00;NO;RS;;;;;RS;;;;;GR;TN;;;;GG;TK;;;;;649;649.0
da33609f-f943-4b94-9e78-d075e9c0a7a9;2025-04-17;1900-01-01 10:51:00;NO;RS;;;;;RS;;;;;RS;;TN;;;RS;;TK;;;;651;651.0
85c8b1b5-34f4-4456-8ff6-8a10083dcf57;2025-04-17;1900-01-01 10:53:00;NO;RS;;;;;RS;;;;;PL;TN;;;;PL;TK;;;;red;653;653.0
99ccdc6c-f77b-4b7b-b738-5ecdb1f84ac6;2025-04-17;1900-01-01 10:55:00;Yes;RS;;;;;RS;;;;;PL;TN;;;;PL;TK;;;;green;655;655.0
ce11039b-ce0b-4955-b137-dbb12c8e3e22;2025-04-17;1900-01-01 10:58:00;Yes;RS;;;;;RS;;;;;PL;TN;;;;PL;TK;;;;green;658;657.0
eb5730de-912e-4f29-abe6-d43bf80c0e59;2025-04-17;1900-01-01 10:59:00;Yes;RS;;;;;RS;;;;;PL;TN;;;;PL;TK;;;;green;659;659.0
102205ec-e87d-4fdf-aba5-e120e4b1c101;2025-04-17;1900-01-01 11:01:00;NO;RS;;;;;RS;;;;;RS;;;;;M;;;;;;661;661.0
6fb6691a-507c-427c-bb7d-4eff323971b9;2025-04-17;1900-01-01 11:03:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;663;663.0
0a4637e4-2b82-4aad-8eee-89b63d2f3180;2025-04-17;1900-01-01 11:05:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;665;665.0
93a74b9f-65fe-4476-bd5f-02495b4900c5;2025-04-17;1900-01-01 11:07:00;NO;RS;;;TN;;RS;;;;;RS;;;;;RS;;;ST;;red;667;667.0
0a9ca056-be98-4f59-bc55-dc952c112a6f;2025-04-17;1900-01-01 11:09:00;Yes;RS;;;TN;;RS;;;;;RS;;;;;RS;;;ST;;green;669;669.0
db1fedd9-f07e-44f3-8087-75656f7f9323;2025-04-17;1900-01-01 11:11:00;Yes;RS;;;TN;;RS;;;;;RS;;;;;RS;;;ST;;green;671;671.0
a9735d98-3841-419c-9b20-fd69f801d20c;2025-04-17;1900-01-01 11:13:00;Yes;RS;;;TN;;RS;;;;;RS;;;;;RS;;;ST;;green;673;673.0
55483e51-1a3d-442c-bb93-951b58434ea9;2025-04-17;1900-01-01 11:15:00;NO;RS;;;;;RS;;;;;RS;;TN;;;RL;;TK;;;red;675;675.0
55e8ef34-c1a2-4877-83d9-1f52df0819b6;2025-04-17;1900-01-01 11:17:00;Yes;RS;;;;;RS;;;;;RS;;TN;;;RL;;TK;;;green;677;677.0
52a9bc97-1cd4-4ce4-a667-d9c82011f0e1;2025-04-17;1900-01-01 11:19:00;NO;RS;;;;;RS;;;;;RL;;TN;;;RL;;TK;;;;679;679.0
75364be4-1572-4f32-964d-3e555ae87be1;2025-04-17;1900-01-01 11:21:00;NO;RS;;;;;RS;;;;;RL;;TN;;;RS;;TK;;;;681;681.0
6c1702fc-4b2b-423c-9921-5be1dca8bd6d;2025-04-17;1900-01-01 11:23:00;NO;RS;;;;;RS;;;;;RL;;TN;;;RL;;TK;;;red;683;683.0
e13a29dc-3387-4cb1-93ad-05d5fec169ff;2025-04-17;1900-01-01 11:25:00;Yes;RS;;;;;RS;;;;;RL;;TN;;;RL;;TK;;;green;685;685.0
ba6c025f-d3bd-49bd-b1f6-8944151adc37;2025-04-17;1900-01-01 11:27:00;Yes;RS;;;;;RS;;;;;RL;;TN;;;RL;;TK;;;green;687;687.0
b65ddab6-cf36-42e2-bba1-4e03dfb42504;2025-04-17;1900-01-01 11:29:00;Yes;RS;;;;;RS;;;;;RL;;TN;;;RL;;TK;;;green;689;689.0
ca894646-42a9-478e-a195-11abd8be1e08;2025-04-17;1900-01-01 11:31:00;Yes;RS;;;;;RS;;;;;RL;;TN;;;RL;;TK;;;green;691;691.0
d2ca1977-814f-43d0-a6ba-2040491c6052;2025-04-17;1900-01-01 11:33:00;Yes;RS;;;;;RS;;;;;RL;;TN;;;RL;;TK;;;green;693;693.0
1ab0211f-0353-4bf2-b9af-62c3efc6dfd0;2025-04-17;1900-01-01 11:35:00;NO;RS;;;;;RS;;;;;GR;TN;;;;GG;TK;;;;red;695;695.0
9bc0e222-9d7c-4daf-ad6f-1fc38c7b9eb9;2025-04-17;1900-01-01 11:37:00;Yes;RS;;;;;RS;;;;;GR;TN;;;;GG;TK;;;;green;697;697.0
ad5a7b74-2631-4a4f-8661-fefc0b5b4b70;2025-04-17;1900-01-01 11:39:00;Yes;RS;;;;;RS;;;;;GR;TN;;;;GG;TK;;;;green;699;699.0
536dcc43-1746-47a4-bfb7-934de1d4625a;2025-04-17;1900-01-01 11:41:00;Yes;RS;;;;;RS;;;;;GR;TN;;;;GG;TK;;;;green;701;701.0
db8c3b06-48f5-491c-a88d-9e43b41e5cb8;2025-04-17;1900-01-01 11:43:00;NO;M;;;;;RS;;;;;PL;;TN;;;PL;;TK;;;;703;703.0
5e60d67c-faf0-4b9d-a531-01c32d40601e;2025-04-17;1900-01-01 11:46:00;NO;M;;TK;;;RS;;;;;M;;ST;;;RS;;;;;;706;705.0
f9176336-8100-4d22-90cc-de2fce7eb061;2025-04-17;1900-01-01 13:19:00;NO;E;;;TN;;RS;;;TK;;E;;;SR;;E;;;ST;;red;799;799.0
2ae5b776-9d79-40f7-b50c-f9409ae9eb69;2025-04-17;1900-01-01 13:20:00;Yes;E;;;TN;;RS;;;TK;;E;;;SR;;E;;;ST;;green;800;801.0
513e5e99-57d8-4909-b8f7-c114557df240;2025-04-17;1900-01-01 13:23:00;NO;E;;;TN;;RS;;;;;RS;;;;;E;;;ST;;red;803;803.0
63bffd2f-b42a-4b35-ae56-75a6a0c58182;2025-04-17;1900-01-01 13:25:00;Yes;E;;;TN;;RS;;;;;RS;;;;;E;;;ST;;green;805;805.0
546b5f46-d06e-487c-afd7-66c898341eb4;2025-04-17;1900-01-01 13:27:00;Yes;E;;;TN;;RS;;;;;RS;;;;;E;;;ST;;green;807;807.0
5b5aeaa3-ae55-4d77-8446-50d3153cccd9;2025-04-17;1900-01-01 13:29:00;NO;E;;;TK, TN;;RS;;;;;E;;TN;ST;;E;;TK;ST;;;809;809.0
748f9714-4f16-4a3e-9d9b-eab91ad0a2a0;2025-04-17;1900-01-01 13:31:00;NO;E;;TK, TN;;;RS;;;;;E;;ST;TN;;E;;ST;TK;;;811;811.0
0b644085-82da-4815-87ac-6e222b4c1994;2025-04-17;1900-01-01 13:33:00;NO;E;;TN;;;RS;;;;;E;;;;;E;;ST;;;red;813;813.0
641be027-11c7-417d-9f94-47f204c3e51d;2025-04-17;1900-01-01 13:35:00;Yes;E;;TN;;;RS;;;;;E;;;;;E;;ST;;;green;815;815.0
523a4bb2-8ef3-4a95-9b1c-91b79006ac19;2025-04-17;1900-01-01 13:36:00;NO;E;;;TN;;RS;;;;;RL;;;;;E;;;ST;;red;816;817.0
1cef3f3d-731a-4482-a5a0-1301eac85ba6;2025-04-17;1900-01-01 13:39:00;Yes;E;;;TN;;RS;;;;;RL;;;;;E;;;ST;;green;819;819.0
b20a1fa9-664e-4570-bcb1-99f741122754;2025-04-17;1900-01-01 13:41:00;NO;RS;;;TN;;RS;;;;;RS;;;ST;;E;;;;;red;821;821.0
765f41b5-40d3-4eb4-9c7c-a52db28b9c99;2025-04-17;1900-01-01 13:43:00;Yes;RS;;;TN;;RS;;;;;RS;;;ST;;E;;;;;green;823;823.0
a0c138fb-7147-4447-bc07-edf6d12e9d75;2025-04-17;1900-01-01 13:45:00;Yes;RS;;;TN;;RS;;;;;RS;;;ST;;E;;;;;green;825;825.0
2ffd68b3-8bd2-4054-9382-5bf0d077227e;2025-04-17;1900-01-01 13:47:00;NO;M;;;TK, TN;;RS;;;;;M;;;TN, ST;;RS;;;TK, ST;;;827;827.0
a1c1debe-e704-4e02-ae71-0c9780c98578;2025-04-17;1900-01-01 13:49:00;NO;M;;;TK, TN;;RS;;;;;RS;;;ST, TN;;E;;;TK, ST;;;829;829.0
d3ef78c3-bd94-49b1-bc69-c16c6d961992;2025-04-17;1900-01-01 13:51:00;NO;RS;;;;;RS;;;;;RS;;;;;E;;;;;red;831;831.0
a37f933a-7541-4ce3-a8da-3150dd6d0c5d;2025-04-17;1900-01-01 13:53:00;Yes;RS;;;;;RS;;;;;RS;;;;;E;;;;;green;833;833.0
6b769ede-c881-4249-99c5-3383652032df;2025-04-17;1900-01-01 13:55:00;NO;E;;;;;RS;;;;;RL;;;;;E;;;;;;835;835.0
7535a3c9-c0bf-4b99-92d1-1f29b6a508a1;2025-04-17;1900-01-01 13:57:00;NO;RS;;;TN;;RS;;;;;RS;;;;;E;;;ST;;red;837;837.0
af6275b9-d1f8-4172-9939-adfbb42a5bf3;2025-04-17;1900-01-01 13:59:00;Yes;RS;;;TN;;RS;;;;;RS;;;;;E;;;ST;;green;839;839.0
5311b3ec-45ad-4160-b230-69e32734d36d;2025-04-17;1900-01-01 14:01:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;841;841.0
b8d9d62c-ed57-4733-a4bd-3368af7878aa;2025-04-17;1900-01-01 14:02:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;842;843.0
cb09561c-5a8e-4f9e-abfb-44e1f6000f87;2025-04-17;1900-01-01 14:04:00;NO;RS;;;;;RS;;;;;RS;;TN;;;RS;;TK;;;;844;845.0
71069378-f184-409a-a479-af4927a89f8b;2025-04-17;1900-01-01 14:06:00;NO;RS;;;;;RS;;;;;M;;TN;;;M;;TK;;;;846;847.0
72e42df0-0159-4c7f-9b58-de5533b6e9d0;2025-04-17;1900-01-01 14:09:00;NO;RS;;;TK, TN;;RS;;;;;SD;;;ST, TN;;RS;;;TK, ST;;;849;849.0
f1982543-a54a-4342-9b2e-f0aeb4f94196;2025-04-17;1900-01-01 14:10:00;NO;RS;;;TN, TK;;RS;;;;;RS;;;TN, ST;;RS;;;ST, TK;;;850;851.0
84f0a2bf-4702-4fb9-a23d-e2eca17aab2e;2025-04-17;1900-01-01 14:13:00;NO;RS;;;TN, TK;;RS;;;;;RS;;TN;ST;;RS;;TK;ST;;red;853;853.0
4cc80b6d-2f30-4d55-aa71-c7b3ae42bdcc;2025-04-17;1900-01-01 14:14:00;Yes;RS;;;TN, TK;;RS;;;;;RS;;TN;ST;;RS;;TK;ST;;green;854;855.0
a5519a7a-8537-428e-be12-aef51aba8cf2;2025-04-17;1900-01-01 14:17:00;Yes;RS;;;TN, TK;;RS;;;;;RS;;TN;ST;;RS;;TK;ST;;green;857;857.0
203be663-5bf0-4ca4-84e5-424ea83613c3;2025-04-17;1900-01-01 14:19:00;NO;RS;;;;;RS;;;;;PL;TN;;;;PL;TK;;;;red;859;859.0
7b56fc5c-1858-4ea0-b7fb-821477398687;2025-04-17;1900-01-01 14:21:00;Yes;RS;;;;;RS;;;;;PL;TN;;;;PL;TK;;;;green;861;861.0
b7adb0a5-86f3-40c6-8466-16d486fcb9a2;2025-04-17;1900-01-01 14:23:00;NO;RS;;;;;RS;;;;;GM;TN;;;;GM;TK;;;;;863;863.0
f305706c-4e75-485a-9613-c2094b3c8954;2025-04-17;1900-01-01 14:25:00;NO;RS;;;;;RS;;;;;PL;TN;;;;PL;TK;;;;;865;865.0
7df946a3-bd6f-44a9-87c0-8b66874864c8;2025-04-17;1900-01-01 14:27:00;NO;RS;;;;;RS;;;;;RS;;;TN;;RS;;;TK;;;867;867.0
2162037b-0aea-456c-a16f-7e072ffbf3fd;2025-04-17;1900-01-01 14:29:00;NO;RS;;;TN;;RS;;;;;RS;;;TN;;M;;;ST, TK;;;869;869.0
44730d48-c24a-4d10-a726-a5cc4e1f4536;2025-04-17;1900-01-01 14:31:00;NO;RS;;;;;RS;;;;;RS;;;TN;;M;;;TK;;;871;871.0
96b206e7-4464-4696-8a81-79ee45e00e5a;2025-04-17;1900-01-01 14:33:00;NO;RS;;;TN;;RS;;;;;RS;;;TN;;RS;;;TK, ST;;red;873;873.0
c191a5df-960e-42de-83f0-b324f06e2b25;2025-04-17;1900-01-01 14:35:00;Yes;RS;;;TN;;RS;;;;;RS;;;TN;;RS;;;TK, ST;;green;875;875.0
c29b3b2d-bf9e-413a-9f69-4daf2994ef5c;2025-04-17;1900-01-01 14:37:00;Yes;RS;;;TN;;RS;;;;;RS;;;TN;;RS;;;TK, ST;;green;877;877.0
7995e803-a7dc-4a8d-904a-7e9ce05cd236;2025-04-17;1900-01-01 14:39:00;Yes;RS;;;TN;;RS;;;;;RS;;;TN;;RS;;;TK, ST;;green;879;879.0
9b3588bb-c6f2-45c1-a1a0-2bff0c8b5ab8;2025-04-17;1900-01-01 14:41:00;NO;RS;;;TK;;RS;;;;;RS;;;ST;;E;;;;;;881;881.0
17af1260-cc7a-44f7-8eb8-b63f873146c8;2025-04-17;1900-01-01 14:43:00;NO;RS;;;;;RS;;;;;RS;;;;;M;;;;;red;883;883.0
4200d5f5-85cf-448f-9702-bcf65e40ab8d;2025-04-17;1900-01-01 14:45:00;Yes;RS;;;;;RS;;;;;RS;;;;;M;;;;;green;885;885.0
