ec5_uuid,condition,date,msm,group,trial,phase,block_ID,Ind1,partner,dyad,distance
563f1c42-f46d-4835-883a-53cf187a63dd,Playback,23-03-2025,591,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,2
563f1c42-f46d-4835-883a-53cf187a63dd,Playback,23-03-2025,591,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,2
563f1c42-f46d-4835-883a-53cf187a63dd,Playback,23-03-2025,591,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,2
563f1c42-f46d-4835-883a-53cf187a63dd,Playback,23-03-2025,591,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,SB,MS-SB,2
563f1c42-f46d-4835-883a-53cf187a63dd,Playback,23-03-2025,591,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,GG,MS-GG,2
ad039edc-1539-4543-9d4f-9b0cd900399e,Playback,23-03-2025,593,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
ad039edc-1539-4543-9d4f-9b0cd900399e,Playback,23-03-2025,593,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
ad039edc-1539-4543-9d4f-9b0cd900399e,Playback,23-03-2025,593,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
ad039edc-1539-4543-9d4f-9b0cd900399e,Playback,23-03-2025,593,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,2
ad039edc-1539-4543-9d4f-9b0cd900399e,Playback,23-03-2025,593,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MZ,GG-MZ,4
ad039edc-1539-4543-9d4f-9b0cd900399e,Playback,23-03-2025,593,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,4
ad039edc-1539-4543-9d4f-9b0cd900399e,Playback,23-03-2025,593,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,4
ad039edc-1539-4543-9d4f-9b0cd900399e,Playback,23-03-2025,593,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,SB,MS-SB,2
a9dc02df-86c5-4e85-97cd-22025c23fbc7,Playback,23-03-2025,595,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
a9dc02df-86c5-4e85-97cd-22025c23fbc7,Playback,23-03-2025,595,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
a9dc02df-86c5-4e85-97cd-22025c23fbc7,Playback,23-03-2025,595,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
a9dc02df-86c5-4e85-97cd-22025c23fbc7,Playback,23-03-2025,595,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,2
a9dc02df-86c5-4e85-97cd-22025c23fbc7,Playback,23-03-2025,595,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,2
a9dc02df-86c5-4e85-97cd-22025c23fbc7,Playback,23-03-2025,595,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,2
a9dc02df-86c5-4e85-97cd-22025c23fbc7,Playback,23-03-2025,595,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,2
a9dc02df-86c5-4e85-97cd-22025c23fbc7,Playback,23-03-2025,595,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,SB,MS-SB,2
a9dc02df-86c5-4e85-97cd-22025c23fbc7,Playback,23-03-2025,595,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,GG,MS-GG,2
bac3c024-7011-4ce6-ba45-d26307732912,Playback,23-03-2025,597,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
bac3c024-7011-4ce6-ba45-d26307732912,Playback,23-03-2025,597,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
bac3c024-7011-4ce6-ba45-d26307732912,Playback,23-03-2025,597,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
bac3c024-7011-4ce6-ba45-d26307732912,Playback,23-03-2025,597,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,2
bac3c024-7011-4ce6-ba45-d26307732912,Playback,23-03-2025,597,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,2
bac3c024-7011-4ce6-ba45-d26307732912,Playback,23-03-2025,597,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,2
bac3c024-7011-4ce6-ba45-d26307732912,Playback,23-03-2025,597,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,2
bac3c024-7011-4ce6-ba45-d26307732912,Playback,23-03-2025,597,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,SB,MS-SB,2
bac3c024-7011-4ce6-ba45-d26307732912,Playback,23-03-2025,597,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,GG,MS-GG,2
402e7c9c-aec6-446e-aee0-11b9b9729052,Playback,23-03-2025,599,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
402e7c9c-aec6-446e-aee0-11b9b9729052,Playback,23-03-2025,599,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
402e7c9c-aec6-446e-aee0-11b9b9729052,Playback,23-03-2025,599,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
402e7c9c-aec6-446e-aee0-11b9b9729052,Playback,23-03-2025,599,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MZ,SB-MZ,4
402e7c9c-aec6-446e-aee0-11b9b9729052,Playback,23-03-2025,599,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,4
402e7c9c-aec6-446e-aee0-11b9b9729052,Playback,23-03-2025,599,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,4
402e7c9c-aec6-446e-aee0-11b9b9729052,Playback,23-03-2025,599,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,2
402e7c9c-aec6-446e-aee0-11b9b9729052,Playback,23-03-2025,599,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,GG,MS-GG,2
cb2fca25-d5aa-48a6-ae03-de3faa583dc3,Playback,23-03-2025,601,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
cb2fca25-d5aa-48a6-ae03-de3faa583dc3,Playback,23-03-2025,601,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
cb2fca25-d5aa-48a6-ae03-de3faa583dc3,Playback,23-03-2025,601,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
