ec5_uuid;date;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight;msm;corrected_msm
8e333754-8dd0-4d52-bb49-d4d939b96f5a;2025-03-24;1900-01-01 11:24:00;NO;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;RS;;;;;;684;685.0
a0ef686a-007b-4633-8430-51a439971228;2025-03-24;1900-01-01 11:26:00;NO;M;;;;;RS;;SR;;;RS;;NY;;;RL;;;;;RS;;;;;;686;687.0
47c0ffd7-b4d7-42b4-9230-3b94ff27d70d;2025-03-24;1900-01-01 11:28:00;NO;RS;;NY, TK;;;RS;;TK, ST;;;RS;;;;;RL;;ST, NY;;;DS;;;;Typical butt scooch behavior;;688;689.0
5c891757-9025-4b13-ad5a-e556e1f13c36;2025-03-24;1900-01-01 11:30:00;NO;RS;;TK;NY;;RS;;;TK, ST;;RS;;;;;RL;;ST;NY;;RS;;;;;;690;691.0
17272193-20dc-4842-bfa0-3458e9338c05;2025-03-24;1900-01-01 11:32:00;NO;RL;;TK;NY;;RS;;;TK, ST;;RS;;;;;RL;;ST;NY;;RS;;;;;;692;693.0
c4221f16-4c91-41d5-84e2-b73b1546e258;2025-03-24;1900-01-01 11:34:00;NO;RL;;TK, NY;;;RS;;TK, ST;;;RS;;;;;RL;;ST, NY;;;RS;;;;;;694;695.0
a5395708-6317-4716-b9b6-f2315c8b3c76;2025-03-24;1900-01-01 11:36:00;NO;RL;;TK;;;RS;;;;;RS;;;;;RL;;ST;;;RS;;;;;;696;697.0
911f7cda-716c-4d2e-b187-6aa5abad4af7;2025-03-24;1900-01-01 11:38:00;NO;RL;;TK;;;RS;;;;;RS;;;;;RL;;ST;;;DS;;;;Typical butt scooch behav;;698;699.0
c0588e37-4b5a-4379-ac23-8efd3316e559;2025-03-24;1900-01-01 11:40:00;NO;RL;;TK;;;RS;;;;;RS;;;;;RL;;ST;;;RS;;;;;red;700;701.0
1c60151f-5f2c-451c-a90c-567e2694951e;2025-03-24;1900-01-01 11:42:00;Yes;RL;;TK;;;RS;;;;;RS;;;;;RL;;ST;;;RS;;;;;green;702;703.0
e2c6c451-d6bf-400e-8908-3215e66d3579;2025-03-24;1900-01-01 11:44:00;NO;RL;;TK;NY;;RS;;;TK, ST;;RS;;;;;RL;;TN;NY;;DS;;;;;;704;705.0
b0bac1c8-4b8c-4aed-8fbc-b01e4f14b4bf;2025-03-24;1900-01-01 11:46:00;NO;RL;;TK;NY;;RS;;;TK, ST;;RS;;;;;RS;;ST;NY;;RS;;;;;;706;
87663646-460a-4788-ac2a-2c68f6c00a4f;2025-03-24;1900-01-01 13:20:00;NO;E;;;TK, TN;;E;;;;;RS;;;;;E;;TN;ST;;E;;TK;ST;;red;800;799.0
ed85da7a-629a-4ba7-a4f8-dab5cc42cbf0;2025-03-24;1900-01-01 13:22:00;Yes;E;;;TK, TN;;E;;;;;RS;;;;;E;;TN;ST;;E;;TK;ST;;green;802;801.0
1455bfba-e334-4679-be51-055b73f33a99;2025-03-24;1900-01-01 13:24:00;NO;E;;TK;TN;;E;;;;;RS;;;;;E;;ST;TN;;E;;;TK, ST;;;804;803.0
c537ddda-5284-467a-a492-1be860285d8e;2025-03-24;1900-01-01 13:26:00;NO;E;;TN;TK;;E;;;;;RS;;;;;M;;;TN, ST;;E;;ST;TK;;;806;805.0
b7528838-5e41-47ad-bffe-e6968ba9f895;2025-03-24;1900-01-01 13:28:00;NO;E;;TN;;;E;;;TK;;RS;;;;;M;;;NY;;E;;ST;;;;808;807.0
14fa27c9-8fc2-44bb-b2ee-be03b4ce6fe2;2025-03-24;1900-01-01 13:30:00;NO;E;;TN;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;ST;;;;810;809.0
7b576541-8874-43d7-8c55-63910855a205;2025-03-24;1900-01-01 13:32:00;NO;E;;;TN;;E;;;TK;;RS;;;;;RS;;;NY;;E;;;ST;;;812;811.0
e7e479be-3f66-465f-946b-d4dbe046b7f3;2025-03-24;1900-01-01 13:34:00;NO;E;;;TN;;M;;;SR;;RS;;;NY;;RL;;;;;E;;;ST;;;814;813.0
5b38e698-116d-4aab-8b65-b1b119564228;2025-03-24;1900-01-01 13:36:00;NO;E;;;TN;;E;;;SR;;RS;;;NY;;RL;;;;;E;;;ST;;red;816;815.0
7e89a192-329d-4f34-a92b-cb4c7e47a39d;2025-03-24;1900-01-01 13:38:00;Yes;E;;;TN;;E;;;SR;;RS;;;NY;;RL;;;;;E;;;ST;;green;818;817.0
b169b70c-576e-43bd-b21b-1addfe7890fa;2025-03-24;1900-01-01 13:40:00;Yes;E;;;TN;;E;;;SR;;RS;;;NY;;RL;;;;;E;;;ST;;green;820;819.0
758ce22e-800a-4c44-8a54-c81d4e395193;2025-03-24;1900-01-01 13:42:00;NO;E;;;TN;;M;;;;;RS;;;;;RL;;;;;E;;;ST;;;822;821.0
02e74ac5-2817-42cd-9a41-15dcb2fbf195;2025-03-24;1900-01-01 13:44:00;NO;E;;TN;;;RL;;TK;;;RS;;;;;RL;;NY;;;E;;ST;;;red;824;823.0
5f432585-aa0b-4d64-bf73-29e1ad8c4f59;2025-03-24;1900-01-01 13:46:00;Yes;E;;TN;;;RL;;TK;;;RS;;;;;RL;;NY;;;E;;ST;;;green;826;825.0
04223151-786c-4cb8-ae75-9be15a329c74;2025-03-24;1900-01-01 13:48:00;NO;E;;;;;RL;;TK;;;RS;;;;;RL;;NY;;;DS;;;;Butt scooch;red;828;827.0
0c049448-45c6-482d-82f5-b1ce445eccaa;2025-03-24;1900-01-01 13:50:00;Yes;E;;;;;RL;;TK;;;RS;;;;;RL;;NY;;;DS;;;;Butt scooch;green;830;829.0
03298775-c008-4ebf-bab5-8711695d235d;2025-03-24;1900-01-01 13:52:00;NO;E;;;TN;;RS;;;TK;;RS;;;;;RL;;;NY;;E;;;ST;;red;832;831.0
53f540e9-49c1-4293-9cdd-8a5f9696468d;2025-03-24;1900-01-01 13:54:00;Yes;E;;;TN;;RS;;;TK;;RS;;;;;RL;;;NY;;E;;;ST;;green;834;833.0
bfb63bf5-925c-4b44-a526-60204478bdf5;2025-03-24;1900-01-01 13:56:00;NO;RS;;;TN;;RS;;;TK;;RS;;;;;RL;;;NY;;E;;;ST;;red;836;835.0
343dc0b9-0dd9-4151-9dba-69c95a5f2f35;2025-03-24;1900-01-01 13:58:00;Yes;RS;;;TN;;RS;;;TK;;RS;;;;;RL;;;NY;;E;;;ST;;green;838;837.0
d3b57077-dc95-405c-bdbb-b3e069cdc646;2025-03-24;1900-01-01 14:00:00;NO;RS;;;TN;;RS;;;SR;;RS;;;NY;;RL;;;;;E;;;ST;;;840;839.0
4b892fcc-17cb-41b4-884a-784c1fc5c953;2025-03-24;1900-01-01 14:02:00;NO;RS;;;TN;;RS;;;;;RS;;;;;RS;;;;;E;;;ST;;;842;841.0
c4d33368-7689-44bf-897e-2d63d775835a;2025-03-24;1900-01-01 14:04:00;NO;RS;;;SR, TN;;RS;;;;;M;;TN;ST;;RS;;;;;E;;SR;ST;;;844;843.0
3304db90-a96c-40fd-9ae3-a40796f87c54;2025-03-24;1900-01-01 14:06:00;NO;RS;;;TN;;RS;;;;;M;;;;;RS;;;;;E;;;ST;;;846;845.0
d8119d58-c487-4608-a022-12ca52f8ac12;2025-03-24;1900-01-01 14:08:00;NO;PL;;NY;;;PL;;ST;;Following ST;RS;;;;;RS;;;;;E;;;;;;848;847.0
92cdf155-3b28-4c4b-a856-5f25a14fa331;2025-03-24;1900-01-01 14:10:00;NO;DS;;;;Pant hoot;M;;;;;RS;;;;;RS;;;;;E;;;;;;850;849.0
8123fa32-83f0-4958-ac97-4f8e2c9c1578;2025-03-24;1900-01-01 14:12:00;NO;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;;852;851.0
cc4c87da-5d49-4c9c-81c7-2158468abbd6;2025-03-24;1900-01-01 14:14:00;NO;M;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;;854;853.0
56180bba-ae72-4c05-ad4d-639e1a742712;2025-03-24;1900-01-01 14:16:00;NO;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;red;856;855.0
9652c8c6-a69b-489f-8138-c55770a8b121;2025-03-24;1900-01-01 14:18:00;Yes;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;green;858;857.0
99a99c0b-ddd6-44ae-b0f9-58e25af25180;2025-03-24;1900-01-01 14:20:00;Yes;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;green;860;859.0
411d2db6-eafd-456f-9074-8c6cb413e710;2025-03-24;1900-01-01 14:22:00;Yes;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;green;862;861.0
f13a10dc-9b32-4246-9d0e-2560fac23363;2025-03-24;1900-01-01 14:24:00;NO;E;;;;;RS;;;TK;;RS;;;;;RL;;;NY;;E;;;;;;864;863.0
95c30d51-e453-497a-bf47-2c35c30c2d7a;2025-03-24;1900-01-01 14:26:00;NO;E;;;;;RS;;;;;RS;;;;;RL;;;;;E;;;;;red;866;865.0
a271249b-6bf1-4d9a-a84b-06ddb3ae0667;2025-03-24;1900-01-01 14:28:00;Yes;E;;;;;RS;;;;;RS;;;;;RL;;;;;E;;;;;green;868;867.0
8f322126-37d6-4a22-8dee-e6c33572b57c;2025-03-24;1900-01-01 14:30:00;NO;M;;;TN;;RS;;;;;RS;;;;;M;;;;;M;;;ST;;;870;869.0
6683f027-997d-4e1f-b8f9-e21bc9f167b9;2025-03-24;1900-01-01 14:32:00;NO;RS;;;;;M;;;TK, TN;;RS;;;;;PL;;TN;NY;;PL;;TK;NY;Chasing TK and hitting;;872;871.0
13041e01-9e5d-4ddb-b23e-1e18ff314c47;2025-03-24;1900-01-01 14:34:00;NO;M;;;TK;;RS;;;TK;;RS;;;;;E;;;ST, NY;;RS;;;;;;874;873.0
69681894-8ee7-472f-b518-311c80ddc572;2025-03-24;1900-01-01 14:36:00;NO;E;;TK;TN, NY;;E;;;TK, ST, TN;;RS;;;;;E;;ST;NY, TN;;E;;;TK, NY, ST;;;876;875.0
cb6a48ed-5a39-40e8-ad94-648f460e94f4;2025-03-24;1900-01-01 14:38:00;NO;E;;TK;TN;;M;;;TN, ST, TK;;RS;;;;;E;;ST;TN, NY;;E;;;ST, TK, NY;;;878;877.0
b4d629e4-f9a0-4ca0-bc6d-dc63fa0470b6;2025-03-24;1900-01-01 14:40:00;NO;E;;;TN;;RS;;;SR;;RS;;;NY;;RS;;;;;E;;;ST;;;880;879.0
5ea739cb-accd-42f2-8197-2a3be3da55fe;2025-03-24;1900-01-01 14:42:00;NO;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;red;882;881.0
3dd05b98-bf6d-493e-9e1b-94950a06c35b;2025-03-24;1900-01-01 14:44:00;Yes;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;green;884;883.0
a31febf1-1244-479f-92a2-25d69198bb28;2025-03-24;1900-01-01 14:46:00;Yes;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;green;886;885.0
