ec5_uuid;date;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight;msm;corrected_msm
01299146-e8c2-4307-8fdf-c7a634e6f97a;2025-03-19;1900-01-01 11:22:00;NO;GM;TK;;;;RS;;LN;;;RS;;;;;GM;MT;;;;RS;;NY;;;;682;681.0
2e6c522f-6806-4536-aedb-06ea0c455024;2025-03-19;1900-01-01 11:24:00;NO;GM;TK;;;;M;;LN;;;RS;;;;;GM;MT;;;;RS;;NY;;;;684;683.0
ab06e6d3-54ae-4174-9670-9ee8257966f3;2025-03-19;1900-01-01 11:26:00;NO;GM;TK;;;;RS;;;;;GG;LN;;;;GM;MT;;;;GR;NR;;;;red;686;685.0
3545d4ca-b4c2-4c98-939b-866a59e660de;2025-03-19;1900-01-01 11:28:00;Yes;GM;TK;;;;RS;;;;;GG;LN;;;;GM;MT;;;;GR;NR;;;;green;688;687.0
b8933c89-4387-4b60-8345-d65c4a08fb6a;2025-03-19;1900-01-01 11:30:00;NO;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;red;690;689.0
89e4c126-14c8-4dc0-9956-ca8e084ede02;2025-03-19;1900-01-01 11:32:00;Yes;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;green;692;691.0
446e2f98-dc53-4df8-a671-1392fc4a8ffe;2025-03-19;1900-01-01 11:34:00;Yes;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;green;694;693.0
a71c8306-ce39-4b16-82b3-21c24310f3dd;2025-03-19;1900-01-01 11:36:00;Yes;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;green;696;695.0
db44e5ea-3811-4079-aef7-2cbe8586527c;2025-03-19;1900-01-01 11:38:00;NO;RS;;;TK;;RS;;;;;RS;;;LN;;RS;;;MT;;RS;;;NR;;red;698;697.0
56bcd091-099f-44f0-9ba9-f4d521b5ac33;2025-03-19;1900-01-01 11:40:00;Yes;RS;;;TK;;RS;;;;;RS;;;LN;;RS;;;MT;;RS;;;NR;;green;700;699.0
07abe4a8-a750-45a6-9771-2e3d48c21237;2025-03-19;1900-01-01 11:42:00;Yes;RS;;;TK;;RS;;;;;RS;;;LN;;RS;;;MT;;RS;;;NR;;green;702;701.0
6aa4c3c8-7382-4a03-8c71-9286f2f16567;2025-03-19;1900-01-01 11:44:00;NO;RS;;;;;RS;;;;;RS;;LN;;;RS;;;;;RS;;NR;;;;704;703.0
ba23b802-9dab-4967-823c-7e42bd2647ce;2025-03-19;1900-01-01 11:46:00;NO;GM;NR;;;;RS;;;;;GM;MT;;;;RS;;LN;;;RS;;TK;;;;706;705.0
93bc26dd-f6af-4c83-88ae-8e85e3d332c6;2025-03-19;1900-01-01 13:19:00;NO;E;;NY;NR;;E;;MT;NR;;E;;;MT, NY;;RS;;LN;;;E;;TK;;;;799;799.0
5e07edef-373c-43fc-b9ff-bc2e6008c419;2025-03-19;1900-01-01 13:21:00;NO;E;;;NY, NR;;M;;;MT, NR;;E;;;MT;;E;;LN;;;E;;TK;;;;801;801.0
bbff7911-3f41-46e8-a575-ccd1b5dd43e8;2025-03-19;1900-01-01 13:23:00;NO;E;;;NY;;E;;;MT;;E;;;;;RS;;LN;;;E;;TK;;;red;803;803.0
5461cbf6-3a6b-4e12-8dd0-01cb38a6608e;2025-03-19;1900-01-01 13:25:00;Yes;E;;;NY;;E;;;MT;;E;;;;;RS;;LN;;;E;;TK;;;green;805;805.0
19fbf5cf-4481-4c73-888c-07cf820a4bab;2025-03-19;1900-01-01 13:27:00;NO;E;;;NY;;E;;;MT;;E;;;;;RS;;;;;RS;;;;;;807;807.0
83411bde-943f-4c98-ac96-32770c5c66df;2025-03-19;1900-01-01 13:29:00;NO;E;;LN;NY;;E;;;MT, LN;;E;;;;;RS;;;;;RS;;MT;NY;;;809;809.0
bee992fe-3395-4ec5-bbaf-1952472c9cc7;2025-03-19;1900-01-01 13:31:00;NO;E;;LN;;;E;;;NR;;E;;;NY;;RS;;;;;RS;;MT;;;;811;811.0
28af1b4f-7644-4f6e-b29e-9cc233e9012a;2025-03-19;1900-01-01 13:33:00;NO;E;;LN;;;M;;;TK;;E;;;;;RS;;;NY;;RS;;MT;;;;813;813.0
8ec3dbfc-2714-4420-a433-fbfc4f4441de;2025-03-19;1900-01-01 13:35:00;NO;E;;;LN, NY;;E;;;LN, MT;;E;;;;;E;;;;;RS;;;NY, MT;;red;815;815.0
9256c339-af2b-41f5-8936-ddbe1710ba77;2025-03-19;1900-01-01 13:37:00;Yes;E;;;LN, NY;;E;;;LN, MT;;E;;;;;E;;;;;RS;;;NY, MT;;green;817;817.0
aa6831d2-3a2b-452f-853d-a72067a3e461;2025-03-19;1900-01-01 13:39:00;Yes;E;;;LN, NY;;E;;;LN, MT;;E;;;;;E;;;;;RS;;;NY, MT;;green;819;819.0
23599e81-f000-4679-9eaa-6a06cae0e094;2025-03-19;1900-01-01 13:41:00;NO;E;;;TK;;RS;;;;;E;;;;;RS;;;MT;;RS;;;;;;821;821.0
a1e774c5-e8a3-4d76-8116-0ede3ea2388d;2025-03-19;1900-01-01 13:43:00;NO;E;;;TK;;RS;;;LN;;E;;;;;RS;;;MT;;RS;;;NY;;red;823;823.0
646bcb7d-fa54-4e3a-bede-77cbe15faeaa;2025-03-19;1900-01-01 13:45:00;Yes;E;;;TK;;RS;;;LN;;E;;;;;RS;;;MT;;RS;;;NY;;green;825;825.0
947ca720-f72f-4901-8ce9-0b17a8b613a3;2025-03-19;1900-01-01 13:47:00;Yes;E;;;TK;;RS;;;LN;;E;;;;;RS;;;MT;;RS;;;NY;;green;827;827.0
f25c4856-39f7-4e33-9a9c-95f62e107152;2025-03-19;1900-01-01 13:49:00;NO;RS;;;TK;;RS;;;;;E;;;;;RS;;;MT;;RS;;;;;red;829;829.0
422d42ae-f6d9-4abf-abd1-6b55e69509bd;2025-03-19;1900-01-01 13:51:00;Yes;RS;;;TK;;RS;;;;;E;;;;;RS;;;MT;;RS;;;;;green;831;831.0
964bce44-5978-4570-a6f0-9927fad9b7ab;2025-03-19;1900-01-01 13:53:00;NO;RS;;;TK, NR;;RS;;;;;E;;TK;MT;;RS;;NR;MT;;RS;;;;;red;833;833.0
96f71763-039d-4f38-8537-c4b101acea97;2025-03-19;1900-01-01 13:55:00;Yes;RS;;;TK, NR;;RS;;;;;E;;TK;MT;;RS;;NR;MT;;RS;;;;;green;835;835.0
5c7cbbc4-a395-4e20-bc18-38a23681750d;2025-03-19;1900-01-01 13:57:00;NO;RS;;;LN, NR, TK;;RS;;;;;RS;;LN, TK;MT;;RS;;LN, NR;MT;;RS;;TK, NR;MT;;red;837;837.0
79cf03d9-69fd-455e-b4b1-eada29c42459;2025-03-19;1900-01-01 14:00:00;Yes;RS;;;LN, NR, TK;;RS;;;;;RS;;LN, TK;MT;;RS;;LN, NR;MT;;RS;;TK, NR;MT;;green;840;839.0
ce2ccfdf-f9b6-485b-aff0-fe1a21be93f7;2025-03-19;1900-01-01 14:01:00;Yes;RS;;;LN, NR, TK;;RS;;;;;RS;;LN, TK;MT;;RS;;LN, NR;MT;;RS;;TK, NR;MT;;green;841;841.0
5c8eaa76-801d-47eb-9730-12fdd1430912;2025-03-19;1900-01-01 14:03:00;Yes;RS;;;LN, NR, TK;;RS;;;;;RS;;LN, TK;MT;;RS;;LN, NR;MT;;RS;;TK, NR;MT;;green;843;843.0
fbdc0634-4619-4768-9be5-ee9079556945;2025-03-19;1900-01-01 14:05:00;Yes;RS;;;LN, NR, TK;;RS;;;;;RS;;LN, TK;MT;;RS;;LN, NR;MT;;RS;;TK, NR;MT;;green;845;845.0
9a72ee2f-09a7-49dd-a1d3-463c0a3eda82;2025-03-19;1900-01-01 14:07:00;NO;M;;TK;NR, LN;;RS;;;;;RS;;TK, LN;;;RS;;NR, LN;;;RS;;TK, NR;;;;847;847.0
ed168593-1d5f-40c8-b0e9-f7adccef3963;2025-03-19;1900-01-01 14:09:00;NO;RS;;NY;;;RS;;MT;;;RS;;LN, TK;;;RS;;LN, NR;;;RS;;NR, TK;;;red;849;849.0
82f55e34-026e-4a6e-b1f2-6bd5b901f3d9;2025-03-19;1900-01-01 14:11:00;Yes;RS;;NY;;;RS;;MT;;;RS;;LN, TK;;;RS;;LN, NR;;;RS;;NR, TK;;;green;851;851.0
fdbb533f-ca82-490a-bcda-fe9b038451ff;2025-03-19;1900-01-01 14:13:00;NO;RS;;NY;;;RS;;MT;;;GM;TK;LN;;;GM;NR;LN;;;RS;;TK, NR;;;red;853;853.0
8cb74f8d-7361-41dd-9113-87bf84bfa141;2025-03-19;1900-01-01 14:15:00;Yes;RS;;NY;;;RS;;MT;;;GM;TK;LN;;;GM;NR;LN;;;RS;;TK, NR;;;green;855;855.0
2f12eb22-e741-4ff2-80f4-8a3f88281752;2025-03-19;1900-01-01 14:17:00;Yes;RS;;NY;;;RS;;MT;;;GM;TK;LN;;;GM;NR;LN;;;RS;;TK, NR;;;green;857;857.0
91dd7cff-0626-4360-9caa-6246c3e26738;2025-03-19;1900-01-01 14:19:00;Yes;RS;;NY;;;RS;;MT;;;GM;TK;LN;;;GM;NR;LN;;;RS;;TK, NR;;;green;859;859.0
63f40d74-e0b3-4b0d-9bf0-5dc55e36ecd6;2025-03-19;1900-01-01 14:21:00;NO;RS;;;;;M;;;;;GM;TK;LN;;;GM;NR;LN;;;RS;;NR, TK;;;;861;861.0
c5e25d4c-9443-4ded-aa26-1f31fca750a5;2025-03-19;1900-01-01 14:23:00;NO;RS;;;;;RS;;;;;GM;TK;;LN;;GM;NR;;LN;;RS;;;TK, NR;;;863;863.0
7178e839-08c5-4206-b471-d23d35cc62f1;2025-03-19;1900-01-01 14:25:00;NO;GG;NR;TK;LN;;RS;;;;;GR;MT;;TK, LN;;RS;;MT;LN, NR;;RS;;;MT, TK, NR;;red;865;865.0
bc249b27-da52-4070-8eac-3aefd97d044e;2025-03-19;1900-01-01 14:27:00;Yes;GG;NR;TK;LN;;RS;;;;;GR;MT;;TK, LN;;RS;;MT;LN, NR;;RS;;;MT, TK, NR;;green;867;867.0
55569816-94b3-4787-963c-c3d08451fc00;2025-03-19;1900-01-01 14:29:00;Yes;GG;NR;TK;LN;;RS;;;;;GR;MT;;TK, LN;;RS;;MT;LN, NR;;RS;;;MT, TK, NR;;green;869;869.0
7bb81a62-6955-4343-a8e2-73ecb88a24f7;2025-03-19;1900-01-01 14:31:00;Yes;GG;NR;TK;LN;;RS;;;;;GR;MT;;TK, LN;;RS;;MT;LN, NR;;RS;;;MT, TK, NR;;green;871;871.0
92721987-65fe-4331-bbcf-d3f79c35457d;2025-03-19;1900-01-01 14:33:00;NO;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;red;873;873.0
8e7c17b0-a1ab-4f55-a281-d0eff0dcbcb7;2025-03-19;1900-01-01 14:35:00;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green;875;875.0
308e85d5-6f52-44d8-bd76-9c4e75ab1b43;2025-03-19;1900-01-01 14:37:00;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green;877;877.0
c1247234-c765-40db-8661-a4c282ad6a4b;2025-03-19;1900-01-01 14:39:00;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green;879;879.0
2cacb95d-8311-489d-afba-240de2fa2c52;2025-03-19;1900-01-01 14:41:00;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green;881;881.0
92c6e6d9-d5e4-447a-8486-6e936293fedc;2025-03-19;1900-01-01 14:43:00;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green;883;883.0
81af4b07-72cc-46b0-b441-3c5069cb439a;2025-03-19;1900-01-01 14:45:00;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green;885;885.0
