ec5_uuid,date,1_TIme,msm,corrected_msm,Ind_1(MZ),MZ_Behavior,MZ_Contact,MZ_AR,MZ_3M,Ind_2(SB),SB_Behavior,SB_Contact,SB_AR,SB_3M,Ind_3(GG),GG_Behavior,GG_Contact,GG_AR,GG_3M,Ind_4(MS),MS_Behavior,MS_Contact,MS_AR,MS_3M,condition,trial,first_day,phase,group,block_ID
b8a56cd7-61b4-4be6-b681-3f553e13b0aa,23-03-2025,1900-01-01 11:13:00,673,673.0,MZ,RL,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
a02352d5-65a0-4896-82af-f36391cdc238,23-03-2025,1900-01-01 11:15:00,675,675.0,MZ,RL,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
6d9cb89a-f028-4c0d-977f-c6a399569902,23-03-2025,1900-01-01 11:17:00,677,677.0,MZ,RL,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
cf9c5236-c34c-4c4f-8958-a9aa82c861ab,23-03-2025,1900-01-01 11:19:00,679,679.0,MZ,RL,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
fc0996dc-3285-4a9b-8d40-b17a46933b25,23-03-2025,1900-01-01 11:21:00,681,681.0,MZ,RS,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
fd32ca9a-0fd5-4c8e-98b2-6d6f8baae456,23-03-2025,1900-01-01 11:23:00,683,683.0,MZ,RS,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
52c0a181-6055-404e-b7b0-d4a47ad0244d,23-03-2025,1900-01-01 11:25:00,685,685.0,MZ,RS,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
0b074e19-d718-4498-a963-68b5951d4c6d,23-03-2025,1900-01-01 11:27:00,687,687.0,MZ,RS,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
b14fa8d6-bf0e-44b6-99ee-21775d956ad5,23-03-2025,1900-01-01 11:29:00,689,689.0,MZ,RS,,,,SB,RS,,"MS, GG",,GG,RL,,"MS, SB",,MS,RL,,"SB, GG",,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
1bb2b661-a95f-4d15-9e04-3f4979561f6e,23-03-2025,1900-01-01 11:31:00,691,691.0,MZ,RS,,,,SB,RS,,"MS, GG",,GG,RL,,"MS, SB",,MS,RL,,"SB, GG",,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
0be2197c-6b8d-4ec2-8682-094221a53565,23-03-2025,1900-01-01 11:33:00,693,693.0,MZ,RS,,,,SB,RS,,"MS, GG",,GG,RL,,"MS, SB",,MS,RL,,"SB, GG",,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
62e14e1f-c688-428c-b9f5-ae958c57b701,23-03-2025,1900-01-01 11:35:00,695,695.0,MZ,RS,,,,SB,RS,,"MS, GG",,GG,RL,,"MS, SB",,MS,RL,,"SB, GG",,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
f00f55ed-c20f-4ddf-b449-669f8052a33b,23-03-2025,1900-01-01 11:37:00,697,697.0,MZ,RS,,,,SB,RS,,"MS, GG",,GG,RL,,"MS, SB",,MS,RL,,"SB, GG",,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
1c8b0427-d912-42ea-aecb-98edbdabc80a,23-03-2025,1900-01-01 11:39:00,699,699.0,MZ,RS,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
57151697-88d9-4579-8104-fc81b7174fda,23-03-2025,1900-01-01 11:41:00,701,701.0,MZ,RS,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
6fa3e575-58fb-485b-8709-5e39f0204dc4,23-03-2025,1900-01-01 11:43:00,703,703.0,MZ,RS,,,,SB,M,,,,GG,PL,,MS,,MS,PL,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
1e8ed468-ee4e-47d7-8a65-0189d1efaaf1,23-03-2025,1900-01-01 11:45:00,705,705.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
e52acab3-2ca2-40c9-9b85-82aca07bf8f3,23-03-2025,1900-01-01 13:19:00,799,799.0,MZ,E,,,,SB,E,,,MS,GG,E,,,MS,MS,E,,,"SB, GG",Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
22b832e1-40ee-4c90-9106-bf312e4d8bf8,23-03-2025,1900-01-01 13:21:00,801,801.0,MZ,RS,,,GG,SB,E,,,MS,GG,M,,,MZ,MS,E,,,SB,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
d0dad4a5-3068-4574-aed5-e3258931c2ba,23-03-2025,1900-01-01 13:23:00,803,803.0,MZ,E,,,,SB,E,,"GG, MS",,GG,E,,"MS, SB",,MS,E,,"SB, GG",,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
cf10241c-e260-40af-8b2a-01b82c478bdd,23-03-2025,1900-01-01 13:25:00,805,805.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,MS,SB,MS,E,,GG,SB,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
cc80fd33-4fac-4e07-9c5c-f50e39c12b04,23-03-2025,1900-01-01 13:27:00,807,807.0,MZ,RS,,,,SB,M,,,,GG,E,,,MS,MS,E,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
55cc2d22-cd96-4c76-9ccf-ea27fee29679,23-03-2025,1900-01-01 13:29:00,809,809.0,MZ,RS,,,,SB,RS,,,,GG,E,,,MS,MS,E,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
3bcef7e7-9558-473c-9109-d29a8df7400e,23-03-2025,1900-01-01 13:31:00,811,811.0,MZ,RS,,,,SB,RS,,,,GG,M,,,,MS,RS,,,,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
b901ea2e-39f0-4bd0-b6cc-8b940323a006,23-03-2025,1900-01-01 13:33:00,813,813.0,MZ,E,,,,SB,RS,,,,GG,E,,,,MS,RS,,,,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
0deab4a1-b720-42ba-93be-8545903e4747,23-03-2025,1900-01-01 13:35:00,815,815.0,MZ,E,,,,SB,RS,,,,GG,E,,,,MS,RS,,,,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
a2f19035-f76b-4d84-88d8-ff3dfaca239b,23-03-2025,1900-01-01 13:37:00,817,817.0,MZ,E,,,,SB,E,,,GG,GG,E,,,SB,MS,E,,,,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
12ba7bc4-f290-4fe2-bcd6-dc79b0471f3c,23-03-2025,1900-01-01 13:39:00,819,819.0,MZ,E,,,,SB,E,,,GG,GG,E,,,SB,MS,E,,,,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
da024aae-a13c-403e-9f44-dab1d5e33f91,23-03-2025,1900-01-01 13:41:00,821,821.0,MZ,M,,,"SB, GG",SB,E,,,MZ,GG,E,,,MZ,MS,E,,,,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
91fbc3b7-8a1d-4516-8750-dae7539328a6,23-03-2025,1900-01-01 13:43:00,823,823.0,MZ,E,,,,SB,E,,,,GG,E,,,,MS,E,,,,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
ff2b1076-b503-4c22-a974-0519b26327cd,23-03-2025,1900-01-01 13:45:00,825,825.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,,"MS, SB",MS,E,,,"GG, SB",Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
b3ac6acc-7356-4af0-95b9-47e0a3fa64a1,23-03-2025,1900-01-01 13:47:00,827,827.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,,"MS, SB",MS,E,,,"GG, SB",Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
2bbf895e-3308-43a3-974d-942734adcc0e,23-03-2025,1900-01-01 13:49:00,829,829.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,,"MS, SB",MS,E,,,"GG, SB",Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
c70d2ffa-9b67-4881-a3dd-dac571399763,23-03-2025,1900-01-01 13:51:00,831,831.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,,"MS, SB",MS,E,,,"GG, SB",Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
fac89851-08f1-4aed-9d3f-52981b02b702,23-03-2025,1900-01-01 13:53:00,833,833.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,,"MS, SB",MS,E,,,"GG, SB",Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
8fe0edc0-26bb-4639-8580-ba915a97c245,23-03-2025,1900-01-01 13:55:00,835,835.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,,"MS, SB",MS,E,,,"GG, SB",Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
eaf00e98-e88c-40db-8a73-d5537a0fd391,23-03-2025,1900-01-01 13:57:00,837,837.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,,"MS, SB",MS,E,,,"GG, SB",Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
2f8e294f-610e-46f1-b720-f17512c1eaa4,23-03-2025,1900-01-01 13:59:00,839,839.0,MZ,RS,,,,SB,RS,,,MS,GG,RS,,,,MS,RS,,,SB,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
f8ed82cf-8ae8-46d0-8c90-2f3b6fdfc188,23-03-2025,1900-01-01 14:01:00,841,841.0,MZ,M,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
9e1e87d1-1ae8-484a-ba93-35460607a1ee,23-03-2025,1900-01-01 14:03:00,843,843.0,MZ,RL,,,,SB,RS,,,GG,GG,RS,,,SB,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
359ab579-1172-4274-aeb1-eb1f1790641a,23-03-2025,1900-01-01 14:05:00,845,845.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
3c2a45fb-8cf5-4270-b975-e46c9d5bd934,23-03-2025,1900-01-01 14:07:00,847,847.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
bff22915-b7b4-4ed3-85a1-22d599636fd4,23-03-2025,1900-01-01 14:09:00,849,849.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
cf00c583-e13d-4e5c-b296-1dd1dc63cf13,23-03-2025,1900-01-01 14:11:00,851,851.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
5c594955-1d3f-497f-a7f7-7e598e564a74,23-03-2025,1900-01-01 14:13:00,853,853.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
cf6bfdd3-93af-4748-a80a-406d11ed1884,23-03-2025,1900-01-01 14:15:00,855,855.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
e65f88bf-6b6c-471e-843f-0ba790ae6f9a,23-03-2025,1900-01-01 14:17:00,857,857.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
0aa8e9b7-55ec-44d7-94b3-121e2aa9de34,23-03-2025,1900-01-01 14:19:00,859,859.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
8f293647-377c-46b8-a378-410cd0363f5a,23-03-2025,1900-01-01 14:21:00,861,861.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
eba90f5e-5282-49ad-9628-debd1f2174ea,23-03-2025,1900-01-01 14:23:00,863,863.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
fa43fc05-f724-4e15-8f06-671dc9961917,23-03-2025,1900-01-01 14:25:00,865,865.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
0aae9dc1-9879-402c-bb90-94513f3b3b48,23-03-2025,1900-01-01 14:27:00,867,867.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
fbdb73e5-caca-4709-bbfc-a5a09776a2d4,23-03-2025,1900-01-01 14:29:00,869,869.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
bd1e8e6b-01eb-43ca-a156-908c11974e47,23-03-2025,1900-01-01 14:31:00,871,871.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
1ab2639d-265d-4f62-9852-786dd012cf97,23-03-2025,1900-01-01 14:33:00,873,873.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
f0519081-8435-477f-809c-7fc208675cfd,23-03-2025,1900-01-01 14:35:00,875,875.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
471cc62c-429b-4482-a4b7-0c58d85cc966,23-03-2025,1900-01-01 14:37:00,877,877.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
4b2438ea-8229-4ab1-9731-e26da9df2d7c,23-03-2025,1900-01-01 14:39:00,879,879.0,MZ,RL,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
2ec900df-a33b-4bb1-9c50-d145218629b1,23-03-2025,1900-01-01 14:41:00,881,881.0,MZ,M,,,,SB,RS,,,,GG,RS,,MS,MZ,MS,RS,,,"GG, MZ",Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
85c8b7f5-5dc5-4a90-916d-0600cc179de5,23-03-2025,1900-01-01 14:43:00,883,883.0,MZ,RS,,,,SB,RS,,,,GG,RS,,,MS,MS,RS,,,GG,Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
70fee721-edf5-47d4-a211-d7758c69b48c,23-03-2025,1900-01-01 14:45:00,885,885.0,MZ,E,,,"GG, MS",SB,M,,,,GG,RS,,,"MZ, MS",MS,RS,,,"MZ, GG",Playback,2,True,enrich,C_2,enrich_C_2_trial2_first_play
e34c114d-420a-4505-b99f-81987f55a5b7,24-03-2025,1900-01-01 09:32:00,572,572.0,MZ,M,,,,SB,E,,,,GG,E,,MS,,MS,E,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
50423435-3dbc-4a97-81fd-c84f31a5929b,24-03-2025,1900-01-01 09:34:00,574,574.0,MZ,M,,,,SB,E,,,,GG,E,,MS,,MS,E,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
8d4f485a-6671-45d2-a245-e1009b2d234d,24-03-2025,1900-01-01 09:36:00,576,576.0,MZ,E,,,,SB,E,,,,GG,E,,MS,,MS,E,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
05a43710-f122-4878-a0e7-6188830738e3,24-03-2025,1900-01-01 09:38:00,578,578.0,MZ,E,,,,SB,E,,,,GG,E,,MS,,MS,E,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
313d15b8-07a5-4a29-9e03-577e47759b22,24-03-2025,1900-01-01 09:40:00,580,580.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,MS,SB,MS,E,,GG,SB,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
3d5257d4-8ec0-4c04-ba41-9f308d94af72,24-03-2025,1900-01-01 09:42:00,582,582.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,MS,SB,MS,E,,GG,SB,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
c93d7a69-d107-4aa7-b7a6-b3f55f368832,24-03-2025,1900-01-01 09:44:00,584,584.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,MS,SB,MS,E,,GG,SB,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
c0285205-5cb2-4fed-8ad5-f5a12d440c53,24-03-2025,1900-01-01 09:46:00,586,586.0,MZ,E,,,,SB,E,,,"GG, MS",GG,E,,MS,SB,MS,E,,GG,SB,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
f228c758-43fe-450d-80f6-d2fe57bfcda4,24-03-2025,1900-01-01 09:48:00,588,588.0,MZ,M,,,,SB,E,,,"MS, GG",GG,E,,MS,SB,MS,E,,GG,SB,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
7c1dd3a4-972b-4418-b6a6-738b283fffd5,24-03-2025,1900-01-01 09:50:00,590,590.0,MZ,E,,,,SB,E,,GG,MS,GG,E,,"SB, MS",,MS,E,,GG,SB,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
2b72c514-b439-4c1c-8c87-472d1fe4dad1,24-03-2025,1900-01-01 09:52:00,592,592.0,MZ,E,,,,SB,RS,,GG,MS,GG,E,,"SB, MS",,MS,E,,GG,SB,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
a41f4178-7a10-481a-8fea-870cfb1b852b,24-03-2025,1900-01-01 09:54:00,594,594.0,MZ,E,,,,SB,RS,,MS,GG,GG,E,,MS,SB,MS,E,,"SB, GG",,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
ce5cf04b-4670-4267-aa1e-dee4889b7e01,24-03-2025,1900-01-01 09:56:00,596,596.0,MZ,E,,,,SB,RS,,MS,GG,GG,E,,MS,SB,MS,E,,"SB, GG",,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
897f1eaa-c550-460e-9b37-d125bb214d35,24-03-2025,1900-01-01 09:58:00,598,598.0,MZ,E,,,,SB,RS,,MS,GG,GG,E,,MS,SB,MS,E,,"SB, GG",,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
6d6ba065-8f14-4a03-8838-a0b1ca7a1192,24-03-2025,1900-01-01 10:00:00,600,600.0,MZ,E,,,,SB,RS,,MS,GG,GG,E,,MS,SB,MS,E,,"SB, GG",,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
4a7cf6e5-950b-46a2-b777-f43d9a99201f,24-03-2025,1900-01-01 10:02:00,602,602.0,MZ,RS,,,,SB,RS,,"GG, MS",,GG,RS,,"MS, SB",,MS,RS,,"SB, GG",,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
c912f179-73d0-4bfb-872d-3bc13d7983a6,24-03-2025,1900-01-01 10:04:00,604,604.0,MZ,M,,,,SB,RS,,,,GG,RS,,MS,,MS,E,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
3cdb8888-db00-48cb-8bc7-3b0965d71b6f,24-03-2025,1900-01-01 10:06:00,606,606.0,MZ,M,,,,SB,RS,,,,GG,RS,,MS,,MS,E,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
c7306874-94e1-4eae-a9eb-7c1bc269302e,24-03-2025,1900-01-01 10:08:00,608,608.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
db96a0ff-cd56-48c4-a51f-9ea7bd5e4220,24-03-2025,1900-01-01 10:10:00,610,610.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
32420edd-72e9-49b4-b221-773476593160,24-03-2025,1900-01-01 10:12:00,612,612.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
e6de437a-bc0c-4ec0-b63d-9e5e6f66d280,24-03-2025,1900-01-01 10:14:00,614,614.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
1da638d4-f8e5-45b4-947d-0bcfa4cb6259,24-03-2025,1900-01-01 10:16:00,616,616.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
6b42c148-418b-4da3-9d6b-156d05bff827,24-03-2025,1900-01-01 10:18:00,618,618.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
a19a0008-7a28-45ee-be9e-4c2a11dc34eb,24-03-2025,1900-01-01 10:20:00,620,620.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
dda4d687-fc54-4d90-b2b3-8d9d2e73292f,24-03-2025,1900-01-01 10:22:00,622,622.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
0cae2735-0015-4c76-98d6-16450ebdc463,24-03-2025,1900-01-01 10:24:00,624,624.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
13953bc2-0e2c-4c3c-a026-5a4310567710,24-03-2025,1900-01-01 10:26:00,626,626.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
be4e292d-bc9b-42fe-a29a-100b998ad9bb,24-03-2025,1900-01-01 10:28:00,628,628.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
fd25d50a-0183-4a7c-9b0d-27008065aaf4,24-03-2025,1900-01-01 10:30:00,630,630.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn1,C_2,morn1_C_2_trial2_sec_play
b1b640e6-fcda-4524-b9eb-f47e7db49b72,24-03-2025,1900-01-01 10:32:00,632,,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,,C_2,_C_2_trial2_sec_play
ea26f83a-22fc-4617-bdda-303a256ebd9c,24-03-2025,1900-01-01 10:34:00,634,,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,,C_2,_C_2_trial2_sec_play
280bb17a-1341-40a4-b730-917a8a68e5ee,24-03-2025,1900-01-01 10:36:00,636,,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,,C_2,_C_2_trial2_sec_play
7c3e7e92-48df-4a96-af78-aed499127a9f,24-03-2025,1900-01-01 10:38:00,638,,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,,C_2,_C_2_trial2_sec_play
033bb3e4-fb88-437e-8801-75c60c60bcf2,24-03-2025,1900-01-01 10:40:00,640,,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,,C_2,_C_2_trial2_sec_play
cfdc1901-1fd8-4886-acfc-cdd77d6de5b1,24-03-2025,1900-01-01 10:42:00,642,,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,,C_2,_C_2_trial2_sec_play
5069d74d-4e72-48e7-b6a1-685de6356270,24-03-2025,1900-01-01 10:44:00,644,645.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn2,C_2,morn2_C_2_trial2_sec_play
91d74625-68d0-4cce-918f-3ad23bad6f3d,24-03-2025,1900-01-01 10:46:00,646,647.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,False,morn2,C_2,morn2_C_2_trial2_sec_play
a71b5005-17fd-448e-b2df-8bf1a0b541ce,24-03-2025,1900-01-01 10:48:00,648,649.0,MZ,M,,,,SB,RS,,,,GG,RS,,MS,,MS,RL,,GG,,Playback,2,False,morn2,C_2,morn2_C_2_trial2_sec_play
a3714129-bcac-46fa-8794-ff34047756a5,24-03-2025,1900-01-01 10:50:00,650,651.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RL,,GG,,Playback,2,False,morn2,C_2,morn2_C_2_trial2_sec_play
b269785d-1a1d-4e2f-9eb4-9919686630a9,24-03-2025,1900-01-01 10:52:00,652,653.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RL,,GG,,Playback,2,False,morn2,C_2,morn2_C_2_trial2_sec_play
c492abfe-3df8-4ee2-8f0e-74cc76f5d56c,24-03-2025,1900-01-01 10:54:00,654,655.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RL,,GG,,Playback,2,False,morn2,C_2,morn2_C_2_trial2_sec_play
d4392913-d9d3-41cd-8e12-3db7449227fd,24-03-2025,1900-01-01 10:56:00,656,657.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RL,,GG,,Playback,2,False,morn2,C_2,morn2_C_2_trial2_sec_play
6f751c60-734c-47ee-a5af-d4018333c1e8,24-03-2025,1900-01-01 10:58:00,658,659.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RL,,GG,,Playback,2,False,morn2,C_2,morn2_C_2_trial2_sec_play
15e2f1a9-a8af-4632-be80-746a85bd09ce,24-03-2025,1900-01-01 11:00:00,660,661.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RL,,GG,,Playback,2,False,morn2,C_2,morn2_C_2_trial2_sec_play
d691105b-498c-4f81-b86d-d041b996da0e,24-03-2025,1900-01-01 11:02:00,662,663.0,MZ,RS,,,,SB,RS,,,,GG,RS,,MS,,MS,RL,,GG,,Playback,2,False,morn2,C_2,morn2_C_2_trial2_sec_play
