ec5_uuid,date,1_TIme,msm,corrected_msm,Ind_1(MZ),MZ_Behavior,MZ_Contact,MZ_AR,MZ_3M,Ind_2(SB),SB_Behavior,SB_Contact,SB_AR,SB_3M,Ind_3(GG),GG_Behavior,GG_Contact,GG_AR,GG_3M,Ind_4(MS),MS_Behavior,MS_Contact,MS_AR,MS_3M,condition,trial,first_day,phase,group,block_ID
51d63cbb-2f7f-458a-81df-39a4a5dce82c,23-03-2025,1900-01-01 10:53:00,653,653.0,MZ,RL,,,,SB,M,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
3ed4f51d-718f-43a2-9029-9228c7946684,23-03-2025,1900-01-01 10:55:00,655,655.0,MZ,RL,,,,SB,RS,,,,GG,E,,MS,,MS,E,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
81bb1829-0fcf-4ffa-b864-ac68d48ed597,23-03-2025,1900-01-01 10:57:00,657,657.0,MZ,RL,,,,SB,RS,,,,GG,RL,,MS,,MS,E,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
b61334f6-5640-4fc9-8d5f-14c8eed74ec9,23-03-2025,1900-01-01 10:59:00,659,659.0,MZ,RL,,,,SB,RS,,,,GG,RL,,MS,,MS,E,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
a248b05e-7fad-4dd2-9268-b979901a2136,23-03-2025,1900-01-01 11:01:00,661,661.0,MZ,RL,,,,SB,RS,,,,GG,RL,,MS,,MS,E,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
04d95099-5d22-4165-90cb-b4af13e099a1,23-03-2025,1900-01-01 11:03:00,663,663.0,MZ,RL,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
4595ec92-57d6-4cb1-8a95-4df87249bc74,23-03-2025,1900-01-01 11:05:00,665,665.0,MZ,RL,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
50073ccd-9649-46c7-8e84-9058f92e2db1,23-03-2025,1900-01-01 11:07:00,667,667.0,MZ,RL,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
ca19162b-fe0f-4dc5-964e-9c38eef7be19,23-03-2025,1900-01-01 11:09:00,669,669.0,MZ,RL,,,,SB,RS,,,,GG,RS,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
13cd4566-9c0a-4241-a7b5-cd9ebfbec543,23-03-2025,1900-01-01 11:11:00,671,671.0,MZ,RL,,,,SB,RS,,,,GG,RL,,MS,,MS,RS,,GG,,Playback,2,True,morn2,C_2,morn2_C_2_trial2_first_play
