ec5_uuid;date;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight;msm;corrected_msm
b1e76cce-178e-4684-953a-a618905aa0a5;2025-05-15;1900-01-01 10:04:00;NO;M;;;TK;;E;;;;;M;;;ST;;RL;;;;;;604;604.0
3a246a85-88ea-4894-82fc-390550718c1e;2025-05-15;1900-01-01 10:06:00;NO;PL;TK;;;;E;;;;;PL;ST;;;;RL;;;;;;606;606.0
d7861d22-13ce-4788-82cc-ea6b20015bec;2025-05-15;1900-01-01 10:08:00;NO;GR;TK;;;;E;;;;;GG;ST;;;;RL;;;;;;608;608.0
fd76dd06-07c7-4ea5-83cd-2c46a95e0377;2025-05-15;1900-01-01 10:10:00;NO;RS;;;TK;;E;;;;;M;;;ST, TN;;RS;;;TK;;;610;610.0
16ea0c29-ba40-4916-8437-f9cac49a2252;2025-05-15;1900-01-01 10:12:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;612;612.0
a59d4468-deac-4cce-a5ac-929ba7dd8b55;2025-05-15;1900-01-01 10:14:00;NO;RS;;;TN;;RS;;;;;SD;;;;;RS;;;ST;;red;614;614.0
96791013-d3b3-4969-af25-c8b0bc356a7e;2025-05-15;1900-01-01 10:16:00;Yes;RS;;;TN;;RS;;;;;SD;;;;;RS;;;ST;;green;616;616.0
14d6b952-f70e-403c-9a0f-4f4c6e4a3700;2025-05-15;1900-01-01 10:18:00;NO;RS;;;;;RS;;;;;RL;;;;;RS;;;;;red;618;618.0
a2b8b6a0-3af4-41b5-9fae-d15e3637491f;2025-05-15;1900-01-01 10:20:00;Yes;RS;;;;;RS;;;;;RL;;;;;RS;;;;;green;620;620.0
18c39e4e-857f-404c-a032-41d9f63fdf36;2025-05-15;1900-01-01 10:22:00;Yes;RS;;;;;RS;;;;;RL;;;;;RS;;;;;green;622;622.0
7a76b74c-e57a-4947-acf9-fa33da224c59;2025-05-15;1900-01-01 10:24:00;Yes;RS;;;;;RS;;;;;RL;;;;;RS;;;;;green;624;624.0
ee63f14d-646f-4a7e-91b8-b657786157f2;2025-05-15;1900-01-01 10:26:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;626;626.0
abe54079-1c1c-467f-8c8a-7efa3b548385;2025-05-15;1900-01-01 10:28:00;NO;RS;;;;;RS;;;;;RL;;;;;RS;;;;;;628;628.0
541babb7-f041-4825-b593-6044e4d7987b;2025-05-15;1900-01-01 10:30:00;NO;M;;;;;RS;;;;;M;;;;;RS;;;;;;630;630.0
cbb28eaa-64a2-4c6d-a390-0c6aabe78fa4;2025-05-15;1900-01-01 10:46:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;646;645.0
8472b7e2-b11e-4129-8718-b991dc975469;2025-05-15;1900-01-01 10:48:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;648;647.0
69a36d90-e7ba-440f-b9b4-7e8164922c2c;2025-05-15;1900-01-01 10:50:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;650;649.0
6f744028-266f-4d08-8a23-33fcdf57b010;2025-05-15;1900-01-01 10:52:00;NO;RS;;;;;RS;;;TK, TN;;RS;;;SR;;RS;;;SR;;;652;651.0
70cb1e01-bb4a-41fb-9b2f-d99071c1234a;2025-05-15;1900-01-01 10:54:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;654;653.0
90ce4921-6587-4557-9e7d-ad94392be6e2;2025-05-15;1900-01-01 10:56:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;656;655.0
54242589-1229-4248-b077-1410db93fd69;2025-05-15;1900-01-01 10:58:00;NO;RS;;;;;RS;;;;;RL;;;;;RS;;;;;;658;657.0
63d0d42e-8755-40c5-9b48-1464c19684bc;2025-05-15;1900-01-01 11:00:00;NO;RS;;;SR;;RS;;;ST, TN;;RL;;;;;RS;;;SR;;red;660;659.0
6de740c4-1aca-43ea-b37f-327b11419b2f;2025-05-15;1900-01-01 11:02:00;Yes;RS;;;SR;;RS;;;ST, TN;;RL;;;;;RS;;;SR;;green;662;661.0
af41ea19-a315-4188-b2a8-f53f735b7153;2025-05-15;1900-01-01 11:04:00;Yes;RS;;;SR;;RS;;;ST, TN;;RL;;;;;RS;;;SR;;green;664;663.0
62556f2f-5a7a-48f6-8b14-d809f9efa000;2025-05-15;1900-01-01 11:06:00;NO;RS;;;SR;;RS;;;ST, TN;;RS;;;;;RS;;;SR;;;666;665.0
48825bd3-d673-402e-91ba-aadc237ab0b9;2025-05-15;1900-01-01 11:08:00;NO;RL;;;SR;;RS;;;TN, ST;;RS;;;;;RS;;;SR;;red;668;667.0
1b69d8fd-541a-4a40-9c2e-2cd6383b2a1b;2025-05-15;1900-01-01 11:10:00;Yes;RL;;;SR;;RS;;;TN, ST;;RS;;;;;RS;;;SR;;green;670;669.0
fec49238-0133-4fa0-81a3-18a5972755bb;2025-05-15;1900-01-01 11:12:00;NO;RL;;SR;;;RS;;ST;;;RS;;;;;RS;;;;;;672;671.0
3bbbdc84-cbec-4575-8f08-2c088db478eb;2025-05-15;1900-01-01 11:14:00;NO;RL;;;SR;;RL;;;ST;;RS;;;;;RS;;;;;;674;673.0
1fd05d1e-0b76-48c5-bfdf-593063b62ca6;2025-05-15;1900-01-01 11:16:00;NO;RL;;;SR;;RL;;;ST;;RS;;;;;E;;;;;;676;675.0
eda24adb-7523-4177-83f3-fa9b88ab3d7e;2025-05-15;1900-01-01 11:18:00;NO;M;;;;;M;;;;;RS;;;;;E;;;;;;678;677.0
fbe006a3-f7dc-4039-b676-03a224ed3e7a;2025-05-15;1900-01-01 11:20:00;NO;RS;;;;;RS;;;;;RS;;;;;E;;;;;;680;679.0
fc2005d7-e713-413d-953a-8a7e562cdf8d;2025-05-15;1900-01-01 11:22:00;NO;RS;;;;;RS;;;;;M;;;;;RS;;;;;;682;681.0
e18fd1a9-c6cb-4c2f-9e72-27af173bcaef;2025-05-15;1900-01-01 11:24:00;NO;RS;;;;;RS;;;;;PL;TN;;;;PL;TK;;;;;684;683.0
be7441b5-2706-44f6-896d-bdddf0c55ad8;2025-05-15;1900-01-01 11:26:00;NO;RS;;;;;RS;;;;;GG;TN;;;;GR;TK;;;;;686;685.0
9a9ca8da-b265-4ec5-ab04-da29ec2e5ef1;2025-05-15;1900-01-01 11:28:00;NO;RS;;;;;RL;;;;;PL;TN;;;;PL;TK;;;;;688;687.0
6e1a5682-1876-4719-ae84-a3493b7b4d7b;2025-05-15;1900-01-01 11:30:00;NO;M;;;TK, TN;;RL;;;;;M;;;TN, ST;;M;;;ST, TK;;;690;689.0
6fd76be2-f936-436d-8b56-7219fcfa8a1c;2025-05-15;1900-01-01 11:32:00;NO;RL;;TK;;;RL;;;;;RS;;ST;;;RS;;;;;;692;691.0
d7b9af0c-6487-4e9f-86f0-f8c402d0eace;2025-05-15;1900-01-01 11:34:00;NO;RL;;;;;RL;;;;;RS;;;;;M;;;;;;694;693.0
cb4adc2e-4e44-4fcc-872c-c15eaa6342c8;2025-05-15;1900-01-01 11:36:00;NO;RL;;;;;RL;;;;;RS;;;;;RS;;;;;red;696;695.0
8ac276fb-1995-4883-a366-1657ebde7b76;2025-05-15;1900-01-01 11:38:00;Yes;RL;;;;;RL;;;;;RS;;;;;RS;;;;;green;698;697.0
1f452885-f071-40b0-b6af-7c4b497259f7;2025-05-15;1900-01-01 11:40:00;Yes;RL;;;;;RL;;;;;RS;;;;;RS;;;;;green;700;699.0
0395acb6-f68b-4b19-ab84-e2102ae7ff20;2025-05-15;1900-01-01 11:42:00;Yes;RL;;;;;RL;;;;;RS;;;;;RS;;;;;green;702;701.0
18c0fb35-40ac-4d5f-a2ef-e449c72c67c2;2025-05-15;1900-01-01 11:44:00;Yes;RL;;;;;RL;;;;;RS;;;;;RS;;;;;green;704;703.0
1dc28099-139b-42fd-931f-bcf3b0abebdd;2025-05-15;1900-01-01 11:46:00;Yes;RL;;;;;RL;;;;;RS;;;;;RS;;;;;green;706;705.0
ccf32ddf-2e31-4cd2-9059-f93f351e489b;2025-05-15;1900-01-01 13:17:00;NO;E;;;TN;;RS;;;;;RS;;;TN;;E;;;TK, ST;;;797;797.0
4ed617e8-d9f2-49d5-86e1-e55a98d110e4;2025-05-15;1900-01-01 13:19:00;NO;E;;;TN;;M;;;TK, TN;;E;;TN;SR;;E;;TK;SR, ST;;;799;799.0
26c8bec7-66fc-4c3f-aa7d-04a6ff0d775c;2025-05-15;1900-01-01 13:21:00;NO;E;;;SR, TN;;RS;;;ST;;E;;TN;;;E;;TK;ST;;red;801;801.0
4f66269a-11ca-4ac6-aada-ff6df0274cfc;2025-05-15;1900-01-01 13:23:00;Yes;E;;;SR, TN;;RS;;;ST;;E;;TN;;;E;;TK;ST;;green;803;803.0
bb48c71b-b1ed-46e2-9111-0ac636f3a775;2025-05-15;1900-01-01 13:25:00;NO;E;;;SR;;RS;;;TK, TN, ST;;E;;TN;SR;;E;;TK;SR;;;805;805.0
d16cb95b-a8c9-4178-a08f-4639cb1a7904;2025-05-15;1900-01-01 13:27:00;NO;E;;TK;SR;;RS;;;ST, TK, TN;;RS;;ST;TN, SR;;E;;;SR;;;807;807.0
9a38e6a5-8355-4041-8576-fcd1afc2dd62;2025-05-15;1900-01-01 13:29:00;NO;E;;;TK, SR;;RS;;;TK, ST, TN;;E;;;SR, ST;;E;;;SR;;;809;809.0
ee331f44-410e-4986-9a32-fe2b344b216c;2025-05-15;1900-01-01 13:31:00;NO;E;;TK;SR;;RS;;;ST, TN, TK;;RS;;ST;SR;;E;;;SR;;;811;811.0
39b1f237-e09e-449b-9fce-12334a961bb3;2025-05-15;1900-01-01 13:33:00;NO;E;;TN;TK;;RS;;;TK, TN;;E;;;ST, TN;;E;;ST;TK, SR;;;813;813.0
ce63dd3d-fb53-43ce-b0fb-a304abf67c65;2025-05-15;1900-01-01 13:35:00;NO;E;;TN;SR;;RS;;;TN, ST;;RS;;;;;E;;ST;SR;;red;815;815.0
fab5dddb-bb68-4d80-9373-54cb71266600;2025-05-15;1900-01-01 13:37:00;Yes;E;;TN;SR;;RS;;;TN, ST;;RS;;;;;E;;ST;SR;;green;817;817.0
0c52a647-f897-46e8-8cc6-82f019b5a60f;2025-05-15;1900-01-01 13:39:00;NO;E;;;SR;;RS;;;ST, TN;;RS;;;;;E;;;SR;;red;819;819.0
788b3e8f-49cf-4872-a866-cd1d012ed34b;2025-05-15;1900-01-01 13:41:00;Yes;E;;;SR;;RS;;;ST, TN;;RS;;;;;E;;;SR;;green;821;821.0
bf59c689-70f1-498a-b2d0-6e9349c102c3;2025-05-15;1900-01-01 13:43:00;NO;E;;SR;TN;;RS;;ST;TN;;RS;;;;;E;;;ST, SR;;red;823;823.0
185da9bb-0c17-4dc2-a050-6ddad0ee4b2d;2025-05-15;1900-01-01 13:45:00;Yes;E;;SR;TN;;RS;;ST;TN;;RS;;;;;E;;;ST, SR;;green;825;825.0
6dfce38c-7e1f-4789-b930-c95307e0017e;2025-05-15;1900-01-01 13:47:00;Yes;E;;SR;TN;;RS;;ST;TN;;RS;;;;;E;;;ST, SR;;green;827;827.0
69fdc4a2-c685-4c4e-88ed-3836a85a206a;2025-05-15;1900-01-01 13:49:00;Yes;E;;SR;TN;;RS;;ST;TN;;RS;;;;;E;;;ST, SR;;green;829;829.0
865d08d7-04f2-45f2-a9d5-beaeed0056cf;2025-05-15;1900-01-01 13:51:00;Yes;E;;SR;TN;;RS;;ST;TN;;RS;;;;;E;;;ST, SR;;green;831;831.0
456fb6e6-2301-46e5-b461-915649dec080;2025-05-15;1900-01-01 13:53:00;NO;RS;;;;;RS;;;TN;;RS;;;;;E;;;SR;;;833;833.0
ea9a7885-6f9d-4ecc-ac0e-be0c5b0f7ebf;2025-05-15;1900-01-01 13:55:00;NO;RS;;;SR;;RS;;;ST, TN;;RS;;;;;E;;;SR;;red;835;835.0
3870d08a-bef9-481d-a6f1-88d49e990644;2025-05-15;1900-01-01 13:57:00;Yes;RS;;;SR;;RS;;;ST, TN;;RS;;;;;E;;;SR;;green;837;837.0
4d9a93e4-20ba-454c-820f-a2f733942dd0;2025-05-15;1900-01-01 13:59:00;Yes;RS;;;SR;;RS;;;ST, TN;;RS;;;;;E;;;SR;;green;839;839.0
8a6f5f40-9d75-4ec6-8b92-81beeaa7266f;2025-05-15;1900-01-01 14:01:00;NO;RS;;;;;M;;;TN;;RS;;;;;M;;;SR;;;841;841.0
60b62d42-c6d8-4486-858b-6804dc685ea4;2025-05-15;1900-01-01 14:03:00;NO;RS;;;;;RS;;;TN;;RS;;;;;E;;;SR;;red;843;843.0
57db8f61-f770-40f0-be2f-8cf4c659b3a2;2025-05-15;1900-01-01 14:05:00;Yes;RS;;;;;RS;;;TN;;RS;;;;;E;;;SR;;green;845;845.0
2d8d493c-6192-490f-ab50-f47572cd936f;2025-05-15;1900-01-01 14:07:00;Yes;RS;;;;;RS;;;TN;;RS;;;;;E;;;SR;;green;847;847.0
49468688-4eb1-4bcf-978d-5e5c8e5af28c;2025-05-15;1900-01-01 14:09:00;Yes;RS;;;;;RS;;;TN;;RS;;;;;E;;;SR;;green;849;849.0
8ca66e54-1ded-457c-ae84-edf6808f3da2;2025-05-15;1900-01-01 14:11:00;Yes;RS;;;;;RS;;;TN;;RS;;;;;E;;;SR;;green;851;851.0
8d34aa1b-bc30-4655-8f88-587281a1ce24;2025-05-15;1900-01-01 14:13:00;NO;RL;;;;;M;;;TN;;RS;;;;;E;;;SR;;;853;853.0
98536671-011d-4148-8d41-5630d0a9ba55;2025-05-15;1900-01-01 14:15:00;NO;RL;;;;;RS;;;TN;;RS;;;;;E;;;SR;;;855;855.0
0fa5d59f-7f88-4e50-8210-ef928f0866a1;2025-05-15;1900-01-01 14:17:00;NO;RL;;;;;M;;;TN;;RS;;;;;E;;;SR;;;857;857.0
1d2fd7cd-1141-4e39-9960-068ca7a487c3;2025-05-15;1900-01-01 14:19:00;NO;RL;;;;;RS;;;TN;;RS;;;;;RS;;;SR;;;859;859.0
2bd4b205-a041-44cc-9905-5051103e6e48;2025-05-15;1900-01-01 14:21:00;NO;RL;;;;;RS;;;;;RS;;;;;RS;;;;;red;861;861.0
8e99b2c1-0616-4bdb-971a-18558934fbef;2025-05-15;1900-01-01 14:23:00;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;green;863;863.0
96415c04-2a6a-4849-9105-eb893d451182;2025-05-15;1900-01-01 14:25:00;NO;RL;;;;;RS;;;;;E;;;;;RS;;;;;;865;865.0
57b38546-86bb-4c19-9e9b-7d5ee671437a;2025-05-15;1900-01-01 14:27:00;NO;RS;;;TK;;RS;;;;;M;;;ST;;RS;;;;;;867;867.0
bfb7303e-5cfa-44bf-85de-6a5728d1309c;2025-05-15;1900-01-01 14:29:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;869;869.0
616faabd-b287-40f9-904c-d89a1e343292;2025-05-15;1900-01-01 14:31:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;871;871.0
0205d0fd-78f5-47ce-aba8-84d40f5f35cb;2025-05-15;1900-01-01 14:33:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;873;873.0
908de7f9-b44b-49d7-9171-e8f6f8a95686;2025-05-15;1900-01-01 14:35:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;875;875.0
fe45ec3a-7fd2-4487-b376-003c7111e1ab;2025-05-15;1900-01-01 14:37:00;NO;RS;;;;;M;;;;;RS;;;;;RS;;;;;;877;877.0
d6b52d4c-086b-43b7-b2b8-3d689da89e1c;2025-05-15;1900-01-01 14:39:00;NO;RS;;;;;RS;;;;;SD;;;;;E;;;;;red;879;879.0
60f7f800-c841-46f3-9318-fc8f3f789705;2025-05-15;1900-01-01 14:41:00;Yes;RS;;;;;RS;;;;;SD;;;;;E;;;;;green;881;881.0
090c54e6-14f9-46d9-8f22-0ec62cd361bf;2025-05-15;1900-01-01 14:43:00;Yes;RS;;;;;RS;;;;;SD;;;;;E;;;;;green;883;883.0
9e53a757-c040-40cb-8ddd-8091062f0774;2025-05-15;1900-01-01 14:45:00;Yes;RS;;;;;RS;;;;;SD;;;;;E;;;;;green;885;885.0
