ec5_uuid;date;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight;msm;corrected_msm
2d637f93-d0e6-4670-8bbd-78061fb90ee1;2025-03-20;1900-01-01 09:35:00;NO;E;;;NY, NR, LN;;E;;LN;MT, NR;;E;;;NY, MT, TK;;E;;;;;RS;;NY;MT, NR;;red;575;574.0
569227e1-ff04-4976-8dca-852dd7f51248;2025-03-20;1900-01-01 09:37:00;Yes;E;;;NY, NR, LN;;E;;LN;MT, NR;;E;;;NY, MT, TK;;E;;;;;RS;;NY;MT, NR;;green;577;576.0
b57f3c7b-77ad-4cfc-a8b8-acce4d5449c9;2025-03-20;1900-01-01 09:39:00;Yes;E;;;NY, NR, LN;;E;;LN;MT, NR;;E;;;NY, MT, TK;;E;;;;;RS;;NY;MT, NR;;green;579;578.0
fe08b8c7-4445-4d53-9ab6-2381622a8ad8;2025-03-20;1900-01-01 09:41:00;NO;SD;;;NY, NR, LN;;E;;LN;NR, MT;;E;;;MT, LN, NY;;SD;;;;;RS;;NY;MT, NR;;;581;580.0
e2174504-07c7-49a8-a27a-f5a388c3741f;2025-03-20;1900-01-01 09:43:00;NO;RS;;;NY, NR, LN;;E;;NR, LN;MT;;E;;NY;LN, MT;;SD;;;;;RS;;NY;NR, MT;;red;583;582.0
d67fd8fe-9387-4d45-a210-c80cd270cf36;2025-03-20;1900-01-01 09:45:00;Yes;RS;;;NY, NR, LN;;E;;NR, LN;MT;;E;;NY;LN, MT;;SD;;;;;RS;;NY;NR, MT;;green;585;584.0
293ae169-a2ad-430f-a66f-01d2a6960e61;2025-03-20;1900-01-01 09:47:00;NO;SD;;;NR, LN, NY;;RS;;NR, LN;MT;;E;;NY;LN, MT;;RS;;;;;RS;;NY;MT, NR;;;587;586.0
18455b45-9c8c-4ee5-a137-56baf1aefcad;2025-03-20;1900-01-01 09:49:00;NO;M;;;;;M;;;;;E;;;LN;;RS;;;;;RS;;;NR;;;589;588.0
6825d618-b96b-42ea-b781-15beafb18cb9;2025-03-20;1900-01-01 09:51:00;NO;E;;;NY;;RS;;;MT, TK;;E;;LN;;;RS;;;NY;;RS;;;NR;;;591;590.0
ce7c7eaf-de8f-4cd3-bc9d-52f7038191be;2025-03-20;1900-01-01 09:53:00;NO;M;;;NY;;M;;;MT;;E;;;LN;;RS;;;;;RS;;;NR;;;593;592.0
