ec5_uuid,condition,date,msm,group,is_all_occasions,trial,phase,block_ID,Ind1,behaviour,qualifier,partner,eating,playing,moving,resting,sitting,self_direct,grooming
d0479311-f0f4-4c78-a8a7-a141ac5cd3bb,Crow,20-05-2025,689.0,2,False,7,morn2,morn2_2_trial7_sec_cont,NH,RS,,,0,0,0,1,1,0,0
