ec5_uuid;date;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight;msm;corrected_msm
bcb80bd1-9594-4362-89f6-1141f44fbd6e;2025-04-27;1900-01-01 10:22:00;NO;RS;;;NY, TK;;RS;;;TK, ST;;RS;;;;;M;;;ST, NY;;RS;;;;;;622;622.0
91ff1e85-5b81-43c6-9cf2-0711d33e651d;2025-04-27;1900-01-01 10:23:00;NO;RL;;NY;TK;;RL;;ST;TK;;RS;;;;;RS;;;NY, ST;;RS;;;;;red;623;624.0
8496b1f1-7bc5-4ae7-8267-bf35e1ee77ca;2025-04-27;1900-01-01 10:25:00;Yes;RL;;NY;TK;;RL;;ST;TK;;RS;;;;;RS;;;NY, ST;;RS;;;;;green;625;626.0
88d77e21-6a98-4278-bf52-2c588bb1491c;2025-04-27;1900-01-01 10:27:00;Yes;RL;;NY;TK;;RL;;ST;TK;;RS;;;;;RS;;;NY, ST;;RS;;;;;green;627;628.0
7bd65fb7-1a0f-44d4-8865-6a714fc12f0e;2025-04-27;1900-01-01 10:29:00;Yes;RL;;NY;TK;;RL;;ST;TK;;RS;;;;;RS;;;NY, ST;;RS;;;;;green;629;630.0
7c3bbda6-d368-4977-95dc-d23077db330d;2025-04-27;1900-01-01 10:31:00;Yes;RL;;NY;TK;;RL;;ST;TK;;RS;;;;;RS;;;NY, ST;;RS;;;;;green;631;
6565117a-c9a1-4f13-b5f7-a217a7d3c56b;2025-04-27;1900-01-01 10:46:00;NO;RS;;;;;M;;;;;M;;;;;GM;TN;;;;GM;TK;;;;;646;645.0
de4a8b95-89b7-459a-9a6e-acd6b1d01886;2025-04-27;1900-01-01 10:47:00;NO;RS;;;NY, SR;;RS;;;ST, SR;;RS;;;TK, TN, NY, ST;;GM;TN;;SR;;GM;TK;;SR;;;647;647.0
6ea81801-ebbd-47af-9d9b-daa552ca3b77;2025-04-27;1900-01-01 10:49:00;NO;M;;;NY, TK, SR, TN;;M;;;SR, TK, ST, TN;;RS;;;TN, ST, NY, TK;;M;;;NY, ST, TN, SR;;M;;;NY, TK, ST, SR;;;649;649.0
ab7873bd-9a6f-45ad-a4de-f46d0e3a069a;2025-04-27;1900-01-01 10:51:00;NO;RS;;;NY;;M;;;ST;;RS;;;;;M;;TN;;;M;;TK;;;;651;651.0
ab48d15f-3b0e-4389-8513-1bf52751d4b3;2025-04-27;1900-01-01 10:54:00;NO;M;;;SR;;M;;;;;RS;;;ST;;GM;TN;;;;GM;TK;;;;;654;653.0
68a9273a-0adf-4d5c-818f-e9dbb4a17271;2025-04-27;1900-01-01 10:56:00;NO;RS;;;;;RS;;;;;RS;;;TN, TK;;PL;TN;;SR;;PL;TK;;SR;;red;656;655.0
10bbb36f-2d05-4dcf-bcfa-1b7518c99f90;2025-04-27;1900-01-01 10:57:00;Yes;RS;;;;;RS;;;;;RS;;;TN, TK;;PL;TN;;SR;;PL;TK;;SR;;green;657;657.0
b341a049-072f-4ce7-b2ba-d64a2fc610d7;2025-04-27;1900-01-01 10:59:00;NO;RS;;;;;RS;;;;;RS;;;TN, TK;;GM;TN;;SR;;GM;TK;;SR;;red;659;659.0
41cbcae4-2361-4338-9252-ef92740395d5;2025-04-27;1900-01-01 11:01:00;Yes;RS;;;;;RS;;;;;RS;;;TN, TK;;GM;TN;;SR;;GM;TK;;SR;;green;661;661.0
6581e520-3178-4cab-8e22-39b1b18ab747;2025-04-27;1900-01-01 11:03:00;NO;RS;;;;;RS;;;;;RS;;;TN;;RS;;;TN;;RS;;;TK, SR;;red;663;663.0
df624d0d-194b-45f8-aec8-5813061b8359;2025-04-27;1900-01-01 11:05:00;Yes;RS;;;;;RS;;;;;RS;;;TN;;RS;;;TN;;RS;;;TK, SR;;green;665;665.0
d953d91b-932b-4f46-b094-0e8c4f341ff2;2025-04-27;1900-01-01 11:08:00;Yes;RS;;;;;RS;;;;;RS;;;TN;;RS;;;TN;;RS;;;TK, SR;;green;668;667.0
51be1d1b-8893-4c6c-8f7a-63bcd642fde7;2025-04-27;1900-01-01 11:09:00;Yes;RS;;;;;RS;;;;;RS;;;TN;;RS;;;TN;;RS;;;TK, SR;;green;669;669.0
3a0d63e1-3a31-4a2d-95bb-7a73f1d35be0;2025-04-27;1900-01-01 11:11:00;Yes;RS;;;;;RS;;;;;RS;;;TN;;RS;;;TN;;RS;;;TK, SR;;green;671;671.0
82f39c00-4319-4a40-8fe5-d93a73c87b03;2025-04-27;1900-01-01 11:13:00;Yes;RS;;;;;RS;;;;;RS;;;TN;;RS;;;TN;;RS;;;TK, SR;;green;673;673.0
a2851418-94bb-48cf-ad77-17b34837de87;2025-04-27;1900-01-01 11:15:00;NO;RS;;;;;RS;;;;;RS;;;TK, TN;;RS;;;TN, SR;;RS;;;SR, TK;;;675;675.0
d513ba73-02cb-483f-bb96-1942b3101d86;2025-04-27;1900-01-01 11:18:00;NO;RS;;;;;RS;;;;;RS;;TN;TK;;RS;;;TN, SR;;RS;;SR;TK;;;678;677.0
1b461c3b-5c58-4e9d-b57f-016b32dd9434;2025-04-27;1900-01-01 11:19:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;TN;;RS;;;TK;;;679;679.0
61cebe97-4cfc-4c2b-9f43-beedf6676213;2025-04-27;1900-01-01 11:21:00;NO;RS;;SR;;;RS;;;;;RS;;ST;;;RS;;;TN;;RS;;;TK;;;681;681.0
1aad758b-9062-4f8c-91b3-48c78d4405c2;2025-04-27;1900-01-01 11:23:00;NO;M;;SR;;;RS;;;;;M;;ST;;;RS;;;TN;;RS;;;TK;;;683;683.0
963d15d6-5284-4792-a765-31a50b936d69;2025-04-27;1900-01-01 11:26:00;NO;RS;;;NY, SR, TN;;RS;;;SR, ST, TN;;RS;;;TN, ST, NY;;RS;;;;;RS;;;NY, ST, SR;;;686;685.0
a38950c1-d40d-449a-8fdb-123903b7139b;2025-04-27;1900-01-01 11:27:00;NO;RS;;;TN;;E;;;;;RS;;;;;RS;;;;;RS;;;ST;;red;687;687.0
e756327e-ef7f-4c68-9083-f0ea96cb54ad;2025-04-27;1900-01-01 11:29:00;Yes;RS;;;TN;;E;;;;;RS;;;;;RS;;;;;RS;;;ST;;green;689;689.0
b05f6e32-ac1e-4843-9d14-ffc231111fc5;2025-04-27;1900-01-01 11:32:00;NO;M;;TN, SR;;;RS;;;;;RS;;;TN, ST;;RS;;;;;RS;;;ST, SR;;red;692;691.0
cf15b754-b8bb-4e6f-97df-57af8cf1a9d8;2025-04-27;1900-01-01 11:34:00;Yes;M;;TN, SR;;;RS;;;;;RS;;;TN, ST;;RS;;;;;RS;;;ST, SR;;green;694;693.0
0f864ac6-2063-4c89-a616-0e6f2ee24e34;2025-04-27;1900-01-01 11:35:00;NO;RS;;;TN, SR;;RS;;;TK;;RS;;;ST, TN;;RS;;;NY;;RS;;;SR, ST;;;695;695.0
7aa59931-6cee-4167-a5f9-7a6ff5f5dca1;2025-04-27;1900-01-01 11:38:00;NO;RS;;SR;TN;;RS;;;TK;;RS;;ST;TN;;RS;;;NY;;RS;;;ST, SR;;;698;697.0
aefa06cc-2982-486e-b844-99b3162d0f08;2025-04-27;1900-01-01 11:40:00;NO;GG;SR;TN;;;RS;;;TK;;GR;ST;TN;;;RS;;;NY;;RS;;ST, SR;;;red;700;699.0
e44acb0c-c3fd-401c-9569-5478d8d306f6;2025-04-27;1900-01-01 11:41:00;Yes;GG;SR;TN;;;RS;;;TK;;GR;ST;TN;;;RS;;;NY;;RS;;ST, SR;;;green;701;701.0
ea1d4464-0fbc-4bc4-9525-559fe40d283e;2025-04-27;1900-01-01 11:43:00;NO;PL;SR;TN;;;RS;;TK;;;PL;ST;TN;;;RS;;NY;;;RS;;SR, ST;;;red;703;703.0
beb9c314-c22a-42ca-9e7f-d08aa010e270;2025-04-27;1900-01-01 11:45:00;Yes;PL;SR;TN;;;RS;;TK;;;PL;ST;TN;;;RS;;NY;;;RS;;SR, ST;;;green;705;705.0
e71faa68-82e3-4141-8d86-77a9bd07293d;2025-04-27;1900-01-01 13:18:00;NO;E;;;TK;;RS;;;;;RS;;;;;E;;;ST;;E;;;;;;798;797.0
f7e872d1-15b5-48ae-83e6-a5b36fa0fc63;2025-04-27;1900-01-01 13:20:00;NO;E;;;;;E;;;;;RS;;;;;E;;;;;E;;;;;red;800;799.0
22a4cd44-702c-4f48-b32c-12f0e3c45451;2025-04-27;1900-01-01 13:22:00;Yes;E;;;;;E;;;;;RS;;;;;E;;;;;E;;;;;green;802;801.0
a676880c-2e4b-4b7a-b6fa-889c2abf6289;2025-04-27;1900-01-01 13:24:00;NO;E;;TN;;;RS;;SR;TK;;RS;;NY;TK;;RS;;;NY, SR;;E;;ST;;;;804;803.0
1cb5387b-e603-4316-9396-bcf52f9fae7f;2025-04-27;1900-01-01 13:26:00;NO;E;;TN;;;E;;;;;RS;;;;;RS;;;;;E;;ST;;;;806;805.0
7127aab8-131a-4a44-bfc6-225db752d376;2025-04-27;1900-01-01 13:28:00;NO;E;;TN;NY;;E;;;ST;;RS;;;;;RS;;;;;E;ST;;;;;808;807.0
d4b2ffb7-f5f1-4ed8-b326-248ef55a43be;2025-04-27;1900-01-01 13:30:00;NO;E;;TN;NY;;E;;;ST, TN;;RS;;;;;RS;;;;;E;;ST;NY;;;810;809.0
6d32728a-e5d2-436d-84fc-656754e06d40;2025-04-27;1900-01-01 13:32:00;NO;E;;;TN;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;ST;;;812;811.0
229c802a-286b-423a-bcf9-0560f0830bae;2025-04-27;1900-01-01 13:34:00;NO;RS;;;NY;;RS;;;ST;;RS;;;;;RS;;;TN;;E;;;TK;;;814;813.0
ef54092d-bf4c-4067-b151-dd73984d66f9;2025-04-27;1900-01-01 13:36:00;NO;M;;;;;RS;;;;;RS;;;;;E;;;TN;;E;;;TK;;;816;815.0
d2aff002-ed82-4eec-8d83-ade73c92d729;2025-04-27;1900-01-01 13:38:00;NO;RS;;TN;;;RS;;;TK;;RS;;;;;RS;;;NY;;RS;;ST;;;;818;817.0
94b48449-8394-4c01-b8fe-073ca8ae6933;2025-04-27;1900-01-01 13:40:00;NO;E;;TN;;;RS;;;;;RS;;;;;RS;;;;;RS;;ST;;;red;820;819.0
9debd83b-3cf8-449f-bd5a-f09dd0a211e2;2025-04-27;1900-01-01 13:42:00;Yes;E;;TN;;;RS;;;;;RS;;;;;RS;;;;;RS;;ST;;;green;822;821.0
4a1a1dea-e39b-43fd-9bed-2e98b67145a6;2025-04-27;1900-01-01 13:44:00;Yes;E;;TN;;;RS;;;;;RS;;;;;RS;;;;;RS;;ST;;;green;824;823.0
c33e279f-16c8-4f57-b0b2-d0bd585a13fb;2025-04-27;1900-01-01 13:46:00;NO;E;;;TN;;RS;;;;;RS;;;;;RS;;;;;RS;;;ST;;red;826;825.0
3020c2c7-4e68-42ff-95a4-45b7cef0f6c3;2025-04-27;1900-01-01 13:48:00;Yes;E;;;TN;;RS;;;;;RS;;;;;RS;;;;;RS;;;ST;;green;828;827.0
c1420733-bd19-4a4f-87ec-fe99e6bb7574;2025-04-27;1900-01-01 13:50:00;Yes;E;;;TN;;RS;;;;;RS;;;;;RS;;;;;RS;;;ST;;green;830;829.0
5d022649-fb8b-404e-b906-c5eaaf827a8f;2025-04-27;1900-01-01 13:52:00;Yes;E;;;TN;;RS;;;;;RS;;;;;RS;;;;;RS;;;ST;;green;832;831.0
f6f733f5-ebaa-4763-8a5b-a6aacdb9acca;2025-04-27;1900-01-01 13:54:00;Yes;E;;;TN;;RS;;;;;RS;;;;;RS;;;;;RS;;;ST;;green;834;833.0
9d78ff50-33e2-4c5f-96b8-5f56f5d9a194;2025-04-27;1900-01-01 13:56:00;NO;RS;;TN;;;RS;;;SR;;RS;;;NY;;RS;;;;;RS;;ST;;;;836;835.0
e0119a0d-3314-469c-b470-16c33c53b681;2025-04-27;1900-01-01 13:58:00;NO;RS;;TN;;;RS;;;SR;;RS;;;NY;;RL;;;;;RS;;ST;;;red;838;837.0
b20bca0a-be88-48a5-8bd4-aa645aae5761;2025-04-27;1900-01-01 14:00:00;Yes;RS;;TN;;;RS;;;SR;;RS;;;NY;;RL;;;;;RS;;ST;;;green;840;839.0
ff063f5a-584a-4731-b7b2-30c61e0f9a88;2025-04-27;1900-01-01 14:02:00;NO;RS;;;TN;;RS;;;SR;;RS;;;NY;;RS;;;;;RS;;;ST;;red;842;841.0
5f3bc355-63a3-4562-9d42-c2156bf1f248;2025-04-27;1900-01-01 14:04:00;Yes;RS;;;TN;;RS;;;SR;;RS;;;NY;;RS;;;;;RS;;;ST;;green;844;843.0
5303bf9f-0900-40e9-abcd-d12e920fc2c1;2025-04-27;1900-01-01 14:06:00;NO;RS;;;;;M;;;;;RS;;;;;M;;;;;M;;;;;;846;845.0
e6a11e97-6f63-41e6-b257-a73b3c8b5b69;2025-04-27;1900-01-01 14:08:00;NO;RL;;TN;;;RS;;;TK;;RS;;;;;RS;;;NY;;RS;;ST;;;red;848;847.0
e7cf2e10-5d20-4145-8844-955ce9f7d1ce;2025-04-27;1900-01-01 14:10:00;Yes;RL;;TN;;;RS;;;TK;;RS;;;;;RS;;;NY;;RS;;ST;;;green;850;849.0
ef129a36-d8fb-4741-9a47-f940452b02ea;2025-04-27;1900-01-01 14:12:00;NO;M;;;TN;;M;;;TK;;RS;;;;;M;;;NY;;RS;;;ST;;;852;851.0
40aa7be7-6d29-459c-a6cb-fa43817980c2;2025-04-27;1900-01-01 14:14:00;NO;M;;;;;M;;;;;RS;;;;;M;;;;;RS;;;;;;854;853.0
4c622837-f3e8-4689-b106-8eb4d4c4dd34;2025-04-27;1900-01-01 14:16:00;NO;M;;TK;;;RS;;;;;RS;;;;;M;;ST;;;RS;;;;;;856;855.0
dad91894-4a8a-4620-8d7c-b1fa0e3f8f97;2025-04-27;1900-01-01 14:18:00;NO;M;;TK;;;RS;;;SR;;RS;;;NY;;M;;ST;;;RS;;;;;;858;857.0
d7674044-93c1-472b-9e50-4132184e24b4;2025-04-27;1900-01-01 14:20:00;NO;PL;TK;;SR;;RS;;;SR;;RS;;;NY;;PL;ST;;;;RS;;;;;;860;859.0
842baca4-c8cc-471b-bd6c-c8d207641154;2025-04-27;1900-01-01 14:22:00;NO;PL;TK;;NY, SR;;RS;;;TK, ST;;RS;;;ST, TK;;PL;ST;;NY, SR;;RS;;;;;;862;861.0
927fbf74-39a0-48f8-8bf1-03069e4bf12b;2025-04-27;1900-01-01 14:24:00;NO;RS;;;;;M;;;TN;;RS;;;;;RS;;;;;M;;;NY;;;864;863.0
5c8b3cb7-c533-4bd4-992b-12839873def0;2025-04-27;1900-01-01 14:26:00;NO;M;;;SR, TN;;M;;;;;M;;;ST, TN;;RS;;;;;M;;;ST, SR;;;866;865.0
13166bc6-b277-4d12-a921-571ad5f1bd7b;2025-04-27;1900-01-01 14:28:00;NO;RS;;;SR, TN;;RS;;;;;RS;;TN;ST;;RS;;;;;RS;;SR;ST;;;868;867.0
0cad2709-f779-4cb2-be86-7a1761c38789;2025-04-27;1900-01-01 14:30:00;NO;RS;;SR;TN;;RS;;;;;RS;;ST;TN;;RS;;;;;RS;;;ST, SR;;;870;869.0
e8cf95af-ba04-483b-89fd-bb5b440054bc;2025-04-27;1900-01-01 14:32:00;NO;GR;TK;TN;;;RS;;;;;RS;;;;;GG;ST;TN;;;RS;;ST, TK;;;;872;871.0
68081923-fd86-49f5-800b-3fda31695a0d;2025-04-27;1900-01-01 14:34:00;NO;GR;TK;;TN;;RS;;;;;RS;;;;;GG;ST;;TN;;RS;;;ST, TK;;;874;873.0
d6882217-ec04-4660-a8e0-3709d3f6e362;2025-04-27;1900-01-01 14:36:00;NO;GR;TN;;;;SD;;;SR;;RS;;;NY;;RS;;;;;GG;ST;;;;red;876;875.0
27906a4d-8272-4778-924b-5645d15abfe8;2025-04-27;1900-01-01 14:38:00;Yes;GR;TN;;;;SD;;;SR;;RS;;;NY;;RS;;;;;GG;ST;;;;green;878;877.0
ad0c3bed-2bed-4e41-b125-2d05adabaaaf;2025-04-27;1900-01-01 14:40:00;NO;RS;;TN;;;GG;SR;;;;GR;NY;;;;RS;;;;;RS;;ST;;;red;880;879.0
e64bb37b-8c75-4c1f-b93b-65c2ca026ad9;2025-04-27;1900-01-01 14:42:00;Yes;RS;;TN;;;GG;SR;;;;GR;NY;;;;RS;;;;;RS;;ST;;;green;882;881.0
12d4c1c7-c04d-439f-a609-0e7442365ed0;2025-04-27;1900-01-01 14:44:00;Yes;RS;;TN;;;GG;SR;;;;GR;NY;;;;RS;;;;;RS;;ST;;;green;884;883.0
0e52b2bb-7e61-4ab4-8d1c-ed35947df0e5;2025-04-27;1900-01-01 14:46:00;Yes;RS;;TN;;;GG;SR;;;;GR;NY;;;;RS;;;;;RS;;ST;;;green;886;885.0
