ec5_uuid,condition,date,msm,group,trial,phase,block_ID,Ind1,partner,dyad,distance
55eca3a1-dae1-4304-b140-83be6dcf9242,Playback,11-03-2025,599,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,LN,NY-LN,4
55eca3a1-dae1-4304-b140-83be6dcf9242,Playback,11-03-2025,599,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,MN,NR-MN,4
55eca3a1-dae1-4304-b140-83be6dcf9242,Playback,11-03-2025,599,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,NY,NR-NY,4
55eca3a1-dae1-4304-b140-83be6dcf9242,Playback,11-03-2025,599,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,TK,NR-TK,4
55eca3a1-dae1-4304-b140-83be6dcf9242,Playback,11-03-2025,599,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,LN,NR-LN,4
55eca3a1-dae1-4304-b140-83be6dcf9242,Playback,11-03-2025,599,A_1,1,morn1,morn1_A_1_trial1_first_play,TK,MN,TK-MN,4
55eca3a1-dae1-4304-b140-83be6dcf9242,Playback,11-03-2025,599,A_1,1,morn1,morn1_A_1_trial1_first_play,TK,NY,TK-NY,4
55eca3a1-dae1-4304-b140-83be6dcf9242,Playback,11-03-2025,599,A_1,1,morn1,morn1_A_1_trial1_first_play,TK,NR,TK-NR,4
55eca3a1-dae1-4304-b140-83be6dcf9242,Playback,11-03-2025,599,A_1,1,morn1,morn1_A_1_trial1_first_play,TK,LN,TK-LN,4
55eca3a1-dae1-4304-b140-83be6dcf9242,Playback,11-03-2025,599,A_1,1,morn1,morn1_A_1_trial1_first_play,LN,ST,LN-ST,1
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,MN,SR,MN-SR,1
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,MN,NY-MN,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,NR,NY-NR,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,TK,NY-TK,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,LN,NY-LN,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,MN,NR-MN,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,NY,NR-NY,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,TK,NR-TK,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,LN,NR-LN,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,TK,MN,TK-MN,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,TK,NY,TK-NY,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,TK,NR,TK-NR,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,TK,LN,TK-LN,4
5c6ae97d-5896-448a-83cd-aae8fa20b222,Playback,11-03-2025,601,A_1,1,morn1,morn1_A_1_trial1_first_play,LN,ST,LN-ST,1
7c737b84-df8f-4c41-82ed-762a14aa570b,Playback,11-03-2025,603,A_1,1,morn1,morn1_A_1_trial1_first_play,MN,SR,MN-SR,1
7c737b84-df8f-4c41-82ed-762a14aa570b,Playback,11-03-2025,603,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,MN,NY-MN,4
7c737b84-df8f-4c41-82ed-762a14aa570b,Playback,11-03-2025,603,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,NR,NY-NR,4
7c737b84-df8f-4c41-82ed-762a14aa570b,Playback,11-03-2025,603,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,TK,NY-TK,4
7c737b84-df8f-4c41-82ed-762a14aa570b,Playback,11-03-2025,603,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,LN,NY-LN,4
7c737b84-df8f-4c41-82ed-762a14aa570b,Playback,11-03-2025,603,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,TK,NR-TK,2
7c737b84-df8f-4c41-82ed-762a14aa570b,Playback,11-03-2025,603,A_1,1,morn1,morn1_A_1_trial1_first_play,TK,NY,TK-NY,2
7c737b84-df8f-4c41-82ed-762a14aa570b,Playback,11-03-2025,603,A_1,1,morn1,morn1_A_1_trial1_first_play,LN,ST,LN-ST,1
d048e454-faf1-4ef2-a0a6-4958ba53499d,Playback,11-03-2025,605,A_1,1,morn1,morn1_A_1_trial1_first_play,MN,SR,MN-SR,1
d048e454-faf1-4ef2-a0a6-4958ba53499d,Playback,11-03-2025,605,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,MN,NY-MN,4
