ec5_uuid,date,1_TIme,msm,Ind_1,Ind_1_Behavior,Ind_1_Contact,Ind_1_AR,Ind_1_3M,Ind_2,Ind_2_Behavior,Ind_2_Contact,Ind_2_AR,Ind_2_3M,Ind_3,Ind_3_Behavior,Ind_3_Contact,Ind_3_AR,Ind_3_3M,Ind_4,Ind_4_Behavior,Ind_4_Contact,Ind_4_AR,Ind_4_3M,Ind_5,Ind_5_Behavior,Ind_5_Contact,Ind_5_AR,Ind_5_3M,condition,trial,first_day,phase,group,block_ID
ab79daf3-d9ae-4553-b5f7-ab71ce9c66d7,11-03-2025,10:59,659,MN,RS,,LN,,NY,RS,,LN,,NR,RS,,,,TK,RS,,,,LN,RS,,,,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
5cc416bf-dc70-4f8c-8ee8-6d885d3b7da1,11-03-2025,11:01,661,MN,RS,,LN,,NY,RS,,LN,,NR,RS,,,,TK,RS,,,,LN,RS,,,,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
f833174c-e9d4-45f7-aafa-bbddf461f242,11-03-2025,11:03,663,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
1916ecf9-63c5-439e-bfbc-83d506aad88d,11-03-2025,11:05,665,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,TK,,TK,RS,,NY,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
4c7a66a3-e0f4-45da-b047-051536c0bd26,11-03-2025,11:07,667,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
4d937940-a656-4fcd-b6f5-73e0d2b89800,11-03-2025,11:09,669,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
edeb64f9-d2ce-437b-9910-d4239d0c9d06,11-03-2025,11:11,671,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
07b9d2f6-f5f7-46a8-9204-10eedaa80d5a,11-03-2025,11:13,673,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
06d8cbf9-5494-4b31-a747-1ec98b7371dd,11-03-2025,11:15,675,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
8646aa68-137a-4f3a-97fa-73287cd61bcb,11-03-2025,11:17,677,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,M,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
e5e7b978-ec85-474a-9040-f16c8a2c1c00,11-03-2025,11:19,679,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,E,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
a705358c-8ef5-4bc0-9323-f23655f68f22,11-03-2025,11:21,681,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,E,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
c781795a-36e1-4b33-a29b-aca95eb5f046,11-03-2025,11:23,683,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
90904ed1-2ee3-4c78-b3e2-b41e03d13acf,11-03-2025,11:25,685,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
b56f81f4-98ce-4359-b6f4-a352c8ef836b,11-03-2025,11:27,687,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,,,TK,RS,,,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
5a4108fe-1bbb-4951-a6c1-581a953930c7,11-03-2025,11:29,689,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,TK,,TK,RS,,NY,,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
e662d666-398f-461b-a719-111ab4cfb87e,11-03-2025,11:31,691,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,,TK,TK,RS,,,NY,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
f417ea84-106b-4568-a55b-78de9bad1689,11-03-2025,11:33,693,MN,GG,NR,LN,,NY,RS,,LN,MN,NR,RS,,,TK,TK,RS,,,NY,LN,GR,MN,,NR,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
2361c112-8f8f-4de5-94f9-906069017f7f,11-03-2025,11:35,695,MN,GM,NR,LN,,NY,RS,,"MN, LN",,NR,RS,,,TK,TK,RS,,,NY,LN,GM,MN,NR,,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
d9acc000-0fea-43b9-ab17-618f3e8240e7,11-03-2025,11:37,697,MN,GM,NR,LN,,NY,RS,,"MN, LN",,NR,RS,,,TK,TK,RS,,,NY,LN,GM,MN,NR,,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
ada23233-395e-4842-b62b-c25c6f58ffa2,11-03-2025,11:39,699,MN,GM,NR,LN,,NY,RS,,"MN, LN",,NR,RS,,,TK,TK,RS,,,NY,LN,GM,MN,NR,,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
40dfa59e-19d4-4ecf-adef-aa24107671a0,11-03-2025,11:41,701,MN,GM,NR,LN,,NY,RS,,"MN, LN",,NR,RS,,,TK,TK,RS,,,NY,LN,GM,MN,NR,,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
a982f3f1-17ff-43ec-9c9b-944543c77da9,11-03-2025,11:43,703,MN,GM,NR,LN,,NY,RS,,"MN, LN",,NR,RS,,TK,,TK,RS,,NY,,LN,GM,MN,NR,,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
bcbc19e2-8d6e-454b-a9fc-f8a313965c39,11-03-2025,11:45,705,MN,GM,NR,LN,,NY,RS,,"MN, LN",,NR,SD,,TK,,TK,SD,,NY,,LN,GM,MN,NR,,Playback,1,True,morn2,A_1,morn2_A_1_trial1_first_play
c2ac3bd1-87e6-47b7-9c5a-a9f72c30e5de,11-03-2025,13:19,799,MN,E,,,,NY,E,,,"NR, TK",NR,E,,"TK, NY",,TK,E,,NR,,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
05b44685-8d0e-4f2d-a5b3-73cfee669d43,11-03-2025,13:21,801,MN,E,,,,NY,E,,,,NR,E,,TK,,TK,E,,NR,,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
6530a41b-454a-4a52-88ee-86084191484b,11-03-2025,13:23,803,MN,E,,,,NY,E,,,,NR,E,,TK,,TK,E,,NR,,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
467ac427-65d5-45f3-a098-9f0216ca2b24,11-03-2025,13:25,805,MN,E,,,,NY,E,,,,NR,E,,TK,,TK,E,,NR,,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
31bf4e1b-cda3-4985-b1fb-19e237dcf912,11-03-2025,13:27,807,MN,E,,,,NY,E,,TK,NR,NR,E,,,"TK, NY",TK,E,,NY,NR,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
08c705a1-0fbc-4081-b881-745b29ea6a1c,11-03-2025,13:29,809,MN,E,,"NY, TK",NR,NY,E,,"MN, TK",NR,NR,E,,,"TK, MN, NY",TK,E,,"NY, MN",NR,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
6997d726-dbeb-469c-b72e-b6d23d9b078d,11-03-2025,13:31,811,MN,M,,NR,"TK, NY",NY,E,,,"TK, NR, MN",NR,E,,"TK, MN",NY,TK,E,,NR,"MN, NY",LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
1fc24355-850d-4412-8173-3455dbe7aac4,11-03-2025,13:33,813,MN,M,,NY,"TK, NR",NY,M,,MN,"TK, NR",NR,E,,TK,"MN, NY",TK,E,,NR,"MN, NY",LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
8266a530-5719-4277-8695-129418338a97,11-03-2025,13:35,815,MN,M,,,,NY,RS,,,,NR,E,,,,TK,E,,,,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
81ff8cf8-4384-4208-867c-b96ad6a4dde9,11-03-2025,13:37,817,MN,RS,,,NY,NY,RS,,,MN,NR,E,,,,TK,E,,,,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
62504e53-61e0-4296-9f85-44629618aedd,11-03-2025,13:39,819,MN,M,,NY,NR,NY,M,,MN,NR,NR,E,,,"MN, NY",TK,M,,,,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
39fd407a-f6f0-47fc-bd50-3a4d8af723b3,11-03-2025,13:41,821,MN,RS,,,NY,NY,RS,,,MN,NR,E,,,,TK,RS,,,,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
cd19059d-c35f-42c2-a3e1-1e651ed0e1fb,11-03-2025,13:43,823,MN,M,,NR,,NY,RS,,,,NR,M,,MN,,TK,RS,,,,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
5064061f-40b6-4691-b617-b1557a73bb7e,11-03-2025,13:45,825,MN,RS,,,NR,NY,RS,,,,NR,E,,,MN,TK,RS,,,,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
475cff56-64f1-4b49-96b2-3a24c1f0945f,11-03-2025,13:47,827,MN,E,,NR,,NY,M,,TK,,NR,E,,MN,,TK,RS,,NY,,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
14cbaddd-108e-4a31-83d1-828c8e77578f,11-03-2025,13:49,829,MN,RS,,,TK,NY,RS,,,,NR,E,,,,TK,RS,,,MN,LN,RS,,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
8edd5abd-0ed3-4b1a-a706-ef53053617f9,11-03-2025,13:51,831,MN,RS,,,,NY,RS,,,,NR,E,,,,TK,RS,,,LN,LN,RS,,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
8b4e02d2-9394-427c-94c1-a070597f91ae,11-03-2025,13:53,833,MN,RS,,,,NY,RS,,,,NR,RS,,,,TK,RS,,,LN,LN,RS,,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
c128783f-89e4-4981-b941-288371093346,11-03-2025,13:55,835,MN,RS,,"TK, LN, NR",,NY,RS,,,,NR,RS,,"TK, LN, MN",,TK,RS,,"MN, NR",LN,LN,RS,,"MN, NR",TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
2952cf85-18a2-4c27-91a0-c0e28aeafb2a,11-03-2025,13:57,837,MN,GG,LN,TK,,NY,RS,,,,NR,RS,,,,TK,RS,,MN,LN,LN,GR,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
30c00181-fbdf-4012-8d05-75b703f3e45e,11-03-2025,13:59,839,MN,GG,LN,TK,,NY,RS,,,,NR,RS,,,,TK,RS,,MN,LN,LN,GR,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
50aa05d2-e05c-4730-a5f8-2863487dfe03,11-03-2025,14:01,841,MN,GG,LN,TK,,NY,RS,,,,NR,RS,,,,TK,RS,,MN,LN,LN,GR,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
8e5dffcc-d384-4fe7-bc0e-3a53d69d7d48,11-03-2025,14:03,843,MN,GM,LN,TK,,NY,RS,,,NR,NR,RS,,,NY,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
d115a8c7-77f1-4d5d-a718-52049f8d57cb,11-03-2025,14:05,845,MN,GM,LN,TK,,NY,RS,,,NR,NR,RS,,,NY,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
58d0c47a-f3eb-4551-ab45-494e50de9584,11-03-2025,14:07,847,MN,GM,LN,TK,,NY,RS,,NR,,NR,RS,,NY,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
e4e4114b-d40b-4f7f-bf83-0719c3d69454,11-03-2025,14:09,849,MN,GM,LN,TK,,NY,RS,,NR,,NR,RS,,NY,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
47302283-79ba-4ff2-a736-a5dca3b2eef4,11-03-2025,14:11,851,MN,GM,LN,TK,,NY,RS,,NR,,NR,RS,,NY,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
57d0b794-3fd2-4a42-a20e-76275de15171,11-03-2025,14:13,853,MN,GM,LN,TK,,NY,RS,,NR,,NR,RS,,NY,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
59541a8a-020d-40fe-8609-57915d33f669,11-03-2025,14:15,855,MN,GM,LN,TK,,NY,RS,,NR,,NR,RS,,NY,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
77e5378a-729d-433e-bc6e-c5ea9fdb72ab,11-03-2025,14:17,857,MN,GM,LN,TK,,NY,RS,,,,NR,RS,,,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
f428531a-bc8c-4802-bab9-fc7259cea67f,11-03-2025,14:19,859,MN,GM,LN,TK,,NY,RS,,,,NR,RS,,,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
bd55aeb3-4a82-4054-8894-bb634fcfb797,11-03-2025,14:21,861,MN,GM,LN,TK,,NY,RS,,,,NR,RS,,,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
f32a21d2-4853-4a8d-8290-187592cadb4d,11-03-2025,14:23,863,MN,GM,LN,TK,,NY,GM,NR,,,NR,GM,NY,,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
cd842486-c470-4648-8f23-7c9f998d2d9a,11-03-2025,14:25,865,MN,GM,LN,TK,,NY,GM,NR,,,NR,GM,NY,,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
73223e6b-2bd2-49e3-ba92-4ac37e377d0e,11-03-2025,14:27,867,MN,GM,LN,TK,,NY,GM,NR,,,NR,GM,NY,,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
fa398084-a6b1-49ee-94b2-a0b321de3b2e,11-03-2025,14:29,869,MN,GM,LN,TK,,NY,SD,,NR,,NR,SD,,NY,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
4bb1be29-97ba-4406-abbe-8a49705eb935,11-03-2025,14:31,871,MN,GM,LN,TK,,NY,M,,,NR,NR,M,,,NY,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
897f1920-008b-4788-a137-f9da8ee29b56,11-03-2025,14:33,873,MN,GM,LN,TK,,NY,RS,,,,NR,RS,,,,TK,RS,,MN,LN,LN,GM,MN,,TK,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
afb11974-c1fd-434b-8f11-bd0038e9e41e,11-03-2025,14:35,875,MN,GM,LN,TK,,NY,RS,,,,NR,M,,,,TK,M,,"MN, LN",,LN,GM,MN,TK,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
8e15b6b8-baa0-4a48-be36-bf6f1a825d89,11-03-2025,14:37,877,MN,GM,LN,,,NY,RS,,,,NR,RS,,,,TK,M,,,,LN,GM,MN,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
3bbcea78-a4b4-41a5-bae5-752c1283fccb,11-03-2025,14:39,879,MN,M,,LN,,NY,M,,,,NR,RS,,,,TK,RS,,,,LN,RS,,MN,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
f6ab0def-f52c-486f-8c92-8cf62f6749a1,11-03-2025,14:41,881,MN,GG,LN,,,NY,RS,,,,NR,RS,,,,TK,E,,,,LN,GR,MN,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
6958a156-4253-4a6a-ad10-0d2f8d8a772e,11-03-2025,14:43,883,MN,GG,LN,,,NY,RS,,NR,,NR,RS,,NY,,TK,E,,,,LN,GR,MN,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
5c3e64df-8693-4e24-a263-c3436776f9ef,11-03-2025,14:45,885,MN,GG,LN,,,NY,RS,,NR,,NR,RS,,NY,,TK,E,,,,LN,GR,MN,,,Playback,1,True,enrich,A_1,enrich_A_1_trial1_first_play
423e8c15-243b-4ca6-9677-4a4ff0244753,12-03-2025,09:33,573,MN,M,,,NY,NY,RS,,,ST,NR,RS,,,,TK,RS,,,,LN,RS,,,,Playback,1,False,morn1,A_1,morn1_A_1_trial1_sec_play
32e1e66f-eea7-4e19-9655-ef80e822f682,12-03-2025,09:35,575,MN,E,,SR,,NY,RS,,,,NR,E,,ST,,TK,RS,,,,LN,RS,,,,Playback,1,False,morn1,A_1,morn1_A_1_trial1_sec_play
1eb930ae-ea07-4bd7-b2e4-5910b9f3c9c5,12-03-2025,09:37,577,MN,E,,SR,TN,NY,RS,TK,,,NR,E,,"TN, ST",,TK,RS,,NY,,LN,RS,,SR,ST,Playback,1,False,morn1,A_1,morn1_A_1_trial1_sec_play
d9a8e04c-8d72-44f2-bf42-f7f796005717,12-03-2025,09:39,579,MN,E,,SR,TN,NY,RS,TK,,,NR,E,,"TN, ST",,TK,RS,,NY,,LN,RS,,SR,ST,Playback,1,False,morn1,A_1,morn1_A_1_trial1_sec_play
8bb72d3b-9900-453c-a890-f63c17a8610b,12-03-2025,09:41,581,MN,M,,,"SR, TN",NY,RS,,,TK,NR,E,,TN,ST,TK,RS,,,NY,LN,RS,,SR,ST,Playback,1,False,morn1,A_1,morn1_A_1_trial1_sec_play
d5f673a0-9b3e-4161-af9e-10468f362001,12-03-2025,09:43,583,MN,RS,,,TK,NY,RS,,,TK,NR,E,,TN,,TK,RS,,,"NY, ST",LN,RS,,SR,,Playback,1,False,morn1,A_1,morn1_A_1_trial1_sec_play
dcb62778-628b-459f-95f1-5599a54d4381,12-03-2025,09:45,585,MN,RS,,,TK,NY,RS,,,TK,NR,GG,TN,,,TK,RS,,,"NY, ST",LN,GR,SR,,,Playback,1,False,morn1,A_1,morn1_A_1_trial1_sec_play
59ace8d4-27ab-475f-877d-968b63b7aef6,12-03-2025,09:47,587,MN,RS,,,,NY,RS,,,TK,NR,GG,TN,,,TK,RS,,,NY,LN,GR,SR,,,Playback,1,False,morn1,A_1,morn1_A_1_trial1_sec_play
