ec5_uuid;date;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight;msm;corrected_msm
58e84027-b8aa-4b1c-960f-470bc007651f;2025-04-09;1900-01-01 10:00:00;NO;RS;;NY, LN;;;E;;MT, LN;;;PL;TK;;;;PL;NR;;;;RS;;MT, NY;;;;600;600.0
7a0afc09-003f-4628-b46c-a1643cbe0c39;2025-04-09;1900-01-01 10:02:00;NO;E;;NR;LN, NY;;E;;LN;MT, NR;;RS;;MT;NY, LN;;RS;;;;;RS;;NY;MT, NR;;;602;602.0
afaaa625-60b1-4c07-bd35-00019cfc05f9;2025-04-09;1900-01-01 10:04:00;NO;RS;;;;;E;;LN;;;E;;;;;RS;;;;;RS;;NY;;;red;604;604.0
f9817950-9095-4a41-801a-e76f4c84d1d5;2025-04-09;1900-01-01 10:06:00;Yes;RS;;;;;E;;LN;;;E;;;;;RS;;;;;RS;;NY;;;green;606;606.0
e1652974-0e48-4050-bff7-fc34f7e61944;2025-04-09;1900-01-01 10:07:00;Yes;RS;;;;;E;;LN;;;E;;;;;RS;;;;;RS;;NY;;;green;607;608.0
50283a08-678b-425e-ac1f-c7d996ef3218;2025-04-09;1900-01-01 10:09:00;NO;RS;;;;;RS;;LN;;;RL;;;;;RS;;;;;RS;;NY;;;red;609;610.0
e62b45f9-d946-471d-87b0-516922ebf681;2025-04-09;1900-01-01 10:11:00;Yes;RS;;;;;RS;;LN;;;RL;;;;;RS;;;;;RS;;NY;;;green;611;612.0
1341775f-1e1e-4849-8297-cb822669fcd0;2025-04-09;1900-01-01 10:14:00;NO;E;;;;;M;;;;;RS;;;;;M;;LN;;;M;;TK;;;;614;614.0
18241ebd-15f2-4adc-af8b-415dbd2607e0;2025-04-09;1900-01-01 10:16:00;NO;E;;LN;;;RS;;;;;PL;;TK;;;PL;;NR;;;E;;MT;;;;616;616.0
9e61008d-1f64-44b1-9761-69b453a0d64d;2025-04-09;1900-01-01 10:18:00;NO;E;;;;;RS;;;;;M;;;;;RS;;;;;RS;;;;;;618;618.0
978f3b62-ddfc-4254-8f37-ca41b950b3d3;2025-04-09;1900-01-01 10:20:00;NO;E;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;620;620.0
ae12795f-740d-493f-9465-c91867cc933b;2025-04-09;1900-01-01 10:22:00;NO;E;;;;;RS;;;;;M;;;;;E;;;;;RS;;;;;;622;622.0
f65fd42a-c9da-4ccd-86d3-128bff64ac06;2025-04-09;1900-01-01 10:23:00;NO;E;;;;;E;;;;;E;;;TK;;RS;;;NR;;RS;;;;;;623;624.0
97c3423a-5c9c-4c50-90e3-f26724d0f823;2025-04-09;1900-01-01 10:26:00;NO;M;;;;;E;;;;;RL;;;TK;;RS;;;NR;;RS;;;;;red;626;626.0
1e255dd9-688a-43de-9743-fce394936d57;2025-04-09;1900-01-01 10:28:00;Yes;M;;;;;E;;;;;RL;;;TK;;RS;;;NR;;RS;;;;;green;628;628.0
a9cdc89d-5992-4f7a-874b-282d4e6c2226;2025-04-09;1900-01-01 10:29:00;NO;E;;;;;E;;;;;E;;;TK;;RL;;;NR;;RS;;;;;red;629;630.0
02f3d93e-43fb-41b7-a6c1-70aea5d05f47;2025-04-09;1900-01-01 10:32:00;Yes;E;;;;;E;;;;;E;;;TK;;RL;;;NR;;RS;;;;;green;632;
b73a8ad3-c88b-4428-9244-e9dcf4a2b040;2025-04-09;1900-01-01 10:46:00;NO;GM;NR;;LN;;M;;;;;GM;MT;;LN;;RS;;;;;RS;;;NR, MT;;red;646;645.0
02952f94-3561-4537-9d19-8fe6810bc813;2025-04-09;1900-01-01 10:48:00;Yes;GM;NR;;LN;;M;;;;;GM;MT;;LN;;RS;;;;;RS;;;NR, MT;;green;648;647.0
19bdd16d-260b-40d6-a2a3-80df8f2cd9e3;2025-04-09;1900-01-01 10:49:00;NO;GM;NR;;LN;;RS;;;TK;;GM;MT;;LN;;RS;;;NY;;RS;;;NR, MT;;red;649;649.0
42c50a1c-d338-44a7-aef6-8ce0d9e5f1c3;2025-04-09;1900-01-01 10:51:00;Yes;GM;NR;;LN;;RS;;;TK;;GM;MT;;LN;;RS;;;NY;;RS;;;NR, MT;;green;651;651.0
74aa0e72-1106-443e-85a6-62ae453e6173;2025-04-09;1900-01-01 10:53:00;Yes;GM;NR;;LN;;RS;;;TK;;GM;MT;;LN;;RS;;;NY;;RS;;;NR, MT;;green;653;653.0
8c2a406b-80ec-4b7a-bd62-1fa504ea15ff;2025-04-09;1900-01-01 10:56:00;Yes;GM;NR;;LN;;RS;;;TK;;GM;MT;;LN;;RS;;;NY;;RS;;;NR, MT;;green;656;655.0
38b051ee-9233-4979-a6e0-340bf7727a68;2025-04-09;1900-01-01 10:58:00;Yes;GM;NR;;LN;;RS;;;TK;;GM;MT;;LN;;RS;;;NY;;RS;;;NR, MT;;green;658;657.0
8bead9f6-3b43-446e-9f04-696a38aa4fd6;2025-04-09;1900-01-01 11:00:00;Yes;GM;NR;;LN;;RS;;;TK;;GM;MT;;LN;;RS;;;NY;;RS;;;NR, MT;;green;660;659.0
8826033b-23e9-4d83-875a-93a581c7413c;2025-04-09;1900-01-01 11:02:00;Yes;GM;NR;;LN;;RS;;;TK;;GM;MT;;LN;;RS;;;NY;;RS;;;NR, MT;;green;662;661.0
60f5ddca-2d76-4b69-aaab-6baf7c02f558;2025-04-09;1900-01-01 11:03:00;NO;GM;NR;;LN;;RS;;;TK;;GM;MT;;LN;;RL;;;NY;;RS;;;NR, MT;;red;663;663.0
c3426b40-060b-4817-b33a-9907dee473e5;2025-04-09;1900-01-01 11:05:00;Yes;GM;NR;;LN;;RS;;;TK;;GM;MT;;LN;;RL;;;NY;;RS;;;NR, MT;;green;665;665.0
cc43eff4-434f-4e37-970e-d127e795f01d;2025-04-09;1900-01-01 11:08:00;NO;RS;;;;;RS;;;TK;;RS;;;LN;;RL;;;NY;;RS;;;NR;;;668;667.0
1d239665-ed59-46ca-a10d-9e1dacbf9a0a;2025-04-09;1900-01-01 11:10:00;NO;M;;;LN;;RS;;;TK;;RS;;;LN;;RL;;;NY;;RS;;;MT, NR;;;670;669.0
0a4f3191-2015-41c7-9918-3040c49e4bfa;2025-04-09;1900-01-01 11:11:00;NO;RS;;;TK, NY;;RS;;;TK, MT;;RS;;;LN;;RL;;;NY, MT;;RS;;;NR;;;671;671.0
5a5a518b-e0c6-418c-ab18-ff3a9d7ca18c;2025-04-09;1900-01-01 11:14:00;NO;RS;;NY;TK;;M;;MT, TK;;;RS;;;LN;;RS;;NY;MT;;RS;;;NR;;;674;673.0
d0e5b29a-b5eb-4d3e-9789-d3d8293c0de5;2025-04-09;1900-01-01 11:16:00;NO;RS;;;TK;;RS;;;;;RS;;;LN;;RS;;;MT;;RS;;;NR;;;676;675.0
692fc807-75ba-4ca3-a24a-ba5669ce0f53;2025-04-09;1900-01-01 11:18:00;NO;RS;;;;;RS;;;;;RS;;;LN;;RS;;;;;RS;;;NR;;;678;677.0
52d1403d-d069-4d24-a00a-1d7af56ac78d;2025-04-09;1900-01-01 11:19:00;NO;RS;;;;;RS;;;;;RL;;;LN;;RS;;;;;RS;;;NR;;;679;679.0
f3a037b1-4cca-4d08-8b7d-600598aaf2a5;2025-04-09;1900-01-01 11:21:00;NO;RS;;;NR;;RS;;;;;RL;;;TK, MT;;RS;;;NR;;RS;;;;;;681;681.0
e60303e8-6659-4434-9121-bad37f742405;2025-04-09;1900-01-01 11:24:00;NO;M;;;NY;;M;;;MT;;RL;;;TK;;RS;;;NR;;RS;;;;;red;684;683.0
9611e2f2-80a5-4c3a-9741-567c52cd62da;2025-04-09;1900-01-01 11:26:00;Yes;M;;;NY;;M;;;MT;;RL;;;TK;;RS;;;NR;;RS;;;;;green;686;685.0
17f12f28-9430-4486-94e8-f8227ea03790;2025-04-09;1900-01-01 11:28:00;NO;E;;;;;RS;;;;;GM;TK;;;;GM;NR;;;;RS;;;;;;688;687.0
ee5d14d1-0c11-4425-b64d-b0d4f85d98bd;2025-04-09;1900-01-01 11:30:00;NO;E;;;;;RS;;LN;;;GM;TK;;;;GM;NR;;;;RS;;NY;;;;690;689.0
323bd7cc-661a-440b-8260-1edec2e96416;2025-04-09;1900-01-01 11:32:00;NO;E;;;;;RS;;;LN;;GM;TK;;;;GM;NR;;;;RS;;;NY;;;692;691.0
59325973-0e11-41b3-9f8c-9fa249f85eab;2025-04-09;1900-01-01 11:34:00;NO;RS;;;;;RS;;;;;GM;TK;;;;GM;NR;;;;RS;;;;;;694;693.0
f8973d89-08e4-40f8-a796-ad8e5d9f40a7;2025-04-09;1900-01-01 11:35:00;NO;RS;;;;;RS;;;;;RL;;;TK;;RS;;;NR;;M;;;;;;695;695.0
b5c8d672-ccc1-416e-8a2f-720ceeb4b5f2;2025-04-09;1900-01-01 11:37:00;NO;RS;;;;;RS;;;;;RL;;;TK;;RS;;;NR;;RS;;;;;red;697;697.0
c7919b4a-8336-4927-ae79-f8b944db3097;2025-04-09;1900-01-01 11:40:00;Yes;RS;;;;;RS;;;;;RL;;;TK;;RS;;;NR;;RS;;;;;green;700;699.0
2f592df9-d215-4f92-8c08-57e3adfd457c;2025-04-09;1900-01-01 11:42:00;Yes;RS;;;;;RS;;;;;RL;;;TK;;RS;;;NR;;RS;;;;;green;702;701.0
dcd377ef-9304-4258-bd29-6e3f54dd91bd;2025-04-09;1900-01-01 11:44:00;NO;M;;;NR;;RS;;;;;RL;;;MT, TK;;RS;;;NR;;RS;;;;;;704;703.0
f9d10cfc-7c66-479d-93dd-a4b7cbfcdbfb;2025-04-09;1900-01-01 11:45:00;NO;RL;;NR;TK;;RS;;;;;RL;;MT;TK;;RS;;;MT, NR;;RS;;;;;;705;705.0
7f981139-d4b7-42f4-bbef-fc7f55fd177c;2025-04-09;1900-01-01 13:17:00;NO;RS;;;;;E;;;;;E;;;LN;;M;;;;;E;;;NR;;;797;797.0
2ddfabb4-51dc-410b-98a1-ceeafd23db49;2025-04-09;1900-01-01 13:19:00;NO;RS;;;;;RS;;;NR, LN;;E;;;LN, NY;;RS;;;;;RL;;;NY, NR;;;799;799.0
b69c3e70-5366-4ae3-9a7d-f72633aefb06;2025-04-09;1900-01-01 13:21:00;NO;E;;;;;E;;;LN, NR;;E;;;LN, NY;;M;;;;;RS;;;NY, NR;;;801;801.0
a3e507ea-7a34-45f9-b1e6-6c8774248a1d;2025-04-09;1900-01-01 13:23:00;NO;E;;;;;E;;;NR, TK, LN;;E;;;TK, LN, NY;;RS;;LN;NR, NY;;RL;;TK;NR, NY;;;803;803.0
77f82ecf-2a31-4220-ba0a-a7ffeb1ab0e3;2025-04-09;1900-01-01 13:25:00;NO;E;;;;;E;;;LN;;E;;;LN;;RS;;;;;RL;;;NY, NR;;;805;805.0
590465e1-5fd3-4569-a47b-c29328cea6da;2025-04-09;1900-01-01 13:27:00;NO;E;;;;;M;;;LN;;E;;;LN;;RS;;;;;RS;;;NR;;;807;807.0
8659cea2-d049-41dd-807b-4a34a98aa618;2025-04-09;1900-01-01 13:29:00;NO;E;;;TK;;E;;;;;E;;;LN;;M;;;MT;;RS;;;NR;;;809;809.0
e67c269f-e0f6-49b6-8338-7a5172885af1;2025-04-09;1900-01-01 13:31:00;NO;E;;;TK;;E;;;;;M;;;LN;;RS;;;MT;;RS;;;NR;;;811;811.0
9ed18014-78cf-4b53-9aad-09d147a43d9a;2025-04-09;1900-01-01 13:33:00;NO;E;;;NR, NY;;M;;;NR, MT;;M;;;NY, MT;;E;;;;;RL;;;;;;813;813.0
aeda7ffc-7103-425d-ab13-2ba29725b947;2025-04-09;1900-01-01 13:35:00;NO;RS;;;NY;;RS;;;NR, MT;;RS;;;NY;;RS;;;;;RL;;;;;;815;815.0
d6b9eecf-d372-47b1-898b-a1283d9b688a;2025-04-09;1900-01-01 13:37:00;NO;E;;NY;;;E;;MT;NR;;E;;TK, NY;;;RS;;NR, LN;NR;;RS;;;;;;817;817.0
10d4ad10-07e9-4611-837a-7d3c346d0086;2025-04-09;1900-01-01 13:39:00;NO;RS;;;;;RS;;;TK, NR;;E;;;TK, NY;;RS;;;NR, NY;;RS;;;;;;819;819.0
b3422ec6-a473-4770-a405-db00c2e9c236;2025-04-09;1900-01-01 13:41:00;NO;E;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;;821;821.0
c7cebcc9-7425-4b79-844d-0d8347e17cdb;2025-04-09;1900-01-01 13:43:00;NO;RS;;NR;;;RS;;;TK;;M;;MT;;;RS;;;NY;;RS;;;;;;823;823.0
b3dc071a-1471-421e-960b-d29ee088e546;2025-04-09;1900-01-01 13:45:00;NO;RS;;;;;RS;;;LN;;M;;;LN;;M;;;;;RS;;;NR;;;825;825.0
26f3484e-65c2-463a-9f3b-4e128c9ed0b9;2025-04-09;1900-01-01 13:47:00;NO;RS;;;;;RS;;;LN;;RS;;;TK;;RS;;;NR;;RS;;;NY;;;827;827.0
7475beb5-246f-48c3-b34f-606f34314de3;2025-04-09;1900-01-01 13:49:00;NO;RS;;;TK, NR;;RS;;;LN;;PL;;TK;MT;;PL;;NR;MT;;RL;;;NY;;;829;829.0
a89513de-ad88-472f-88ae-7993e2e49635;2025-04-09;1900-01-01 13:51:00;NO;RS;;;;;RS;;;LN;;M;;;;;M;;;;;RL;;;NY;;;831;831.0
ee12f914-a515-435e-a2eb-601953675aed;2025-04-09;1900-01-01 13:53:00;NO;RS;;;;;RS;;;LN;;M;;TK;;;M;;NR;;;RL;;;NY;;red;833;833.0
1b4cf730-264c-4e41-abcd-0d2b8cdda76c;2025-04-09;1900-01-01 13:55:00;Yes;RS;;;;;RS;;;LN;;M;;TK;;;M;;NR;;;RL;;;NY;;green;835;835.0
8e86f41d-106a-43e8-89cd-200c1ea80484;2025-04-09;1900-01-01 13:57:00;NO;RS;;;NR, TK;;RS;;;LN;;GR;TK;MT;;;GG;NR;MT;;;RS;;;NY;;;837;837.0
aa39e42b-7de9-4abe-9360-5afd07e38087;2025-04-09;1900-01-01 13:59:00;NO;RS;;;NR, TK;;RS;;;LN;;PL;TK;MT;;;PL;NR;MT;;;RS;;;NY;;;839;839.0
5444cc92-900a-4c8b-a141-7a1eb12d5909;2025-04-09;1900-01-01 14:01:00;NO;RS;;;NR, TK;;RS;;;LN;;PL;TK;;MT;;PL;NR;;MT;;RS;;;NY;;red;841;841.0
c2d1c75c-8cc4-43f8-a50c-450b7f331d23;2025-04-09;1900-01-01 14:03:00;Yes;RS;;;NR, TK;;RS;;;LN;;PL;TK;;MT;;PL;NR;;MT;;RS;;;NY;;green;843;843.0
a21758b1-c929-4c14-a495-013ef132b040;2025-04-09;1900-01-01 14:05:00;NO;RS;;;;;RS;;;LN;;PL;;TK;;;PL;;NR;;;RS;;;NY;;;845;845.0
f23b63e6-1cce-4d96-860e-62c30f84b971;2025-04-09;1900-01-01 14:07:00;NO;RS;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;;847;847.0
c1bcefc6-a755-4e3d-9228-9d8058a5f470;2025-04-09;1900-01-01 14:09:00;NO;RS;;;;;RS;;;LN;;M;;;;;RS;;;;;RS;;;NY;;;849;849.0
c4ab7ea3-6440-4350-be46-924e379114de;2025-04-09;1900-01-01 14:11:00;NO;GG;NY;;NR, LN;;GR;MT;LN;LN, NR;;GG;LN;;MT, NY;;RS;;;;;GR;NR;NY;MT;;red;851;851.0
d79247d4-07b8-4091-804a-9e40565f6b2d;2025-04-09;1900-01-01 14:13:00;Yes;GG;NY;;NR, LN;;GR;MT;LN;LN, NR;;GG;LN;;MT, NY;;RS;;;;;GR;NR;NY;MT;;green;853;853.0
b1b366f4-9c71-4e0a-999f-ca616e89fc12;2025-04-09;1900-01-01 14:14:00;Yes;GG;NY;;NR, LN;;GR;MT;LN;LN, NR;;GG;LN;;MT, NY;;RS;;;;;GR;NR;NY;MT;;green;854;855.0
8e036246-a286-436d-b666-ebea15239e59;2025-04-09;1900-01-01 14:17:00;NO;GG;NY;LN;;;GR;MT;LN;;;RS;;;;;RS;;;;;RL;;NR, NY;;;red;857;857.0
b97a249e-e741-4f4d-9ff2-adaf1cdd4cba;2025-04-09;1900-01-01 14:19:00;Yes;GG;NY;LN;;;GR;MT;LN;;;RS;;;;;RS;;;;;RL;;NR, NY;;;green;859;859.0
1bc3d824-3a6e-44f1-95c2-07cf695b23e2;2025-04-09;1900-01-01 14:21:00;Yes;GG;NY;LN;;;GR;MT;LN;;;RS;;;;;RS;;;;;RL;;NR, NY;;;green;861;861.0
10e06217-3f32-45e1-8c7d-433710ff7ca2;2025-04-09;1900-01-01 14:23:00;Yes;GG;NY;LN;;;GR;MT;LN;;;RS;;;;;RS;;;;;RL;;NR, NY;;;green;863;863.0
97d46784-5e55-4cef-a045-9bfe61e37f81;2025-04-09;1900-01-01 14:25:00;Yes;GG;NY;LN;;;GR;MT;LN;;;RS;;;;;RS;;;;;RL;;NR, NY;;;green;865;865.0
8f6ccbfd-c621-458f-80c7-407b1c069e30;2025-04-09;1900-01-01 14:27:00;Yes;GG;NY;LN;;;GR;MT;LN;;;RS;;;;;RS;;;;;RL;;NR, NY;;;green;867;867.0
a1964066-f69d-4e1d-a566-98cb40c76e33;2025-04-09;1900-01-01 14:29:00;Yes;GG;NY;LN;;;GR;MT;LN;;;RS;;;;;RS;;;;;RL;;NR, NY;;;green;869;869.0
5c6dd133-772e-4104-a064-3e32e4ff1346;2025-04-09;1900-01-01 14:31:00;NO;RS;;;NY, LN;;RS;;LN;MT;;RS;;;;;RS;;;;;RL;;NY;MT;;red;871;871.0
3c46992a-85e4-4f7d-b333-f2531deb3509;2025-04-09;1900-01-01 14:33:00;Yes;RS;;;NY, LN;;RS;;LN;MT;;RS;;;;;RS;;;;;RL;;NY;MT;;green;873;873.0
48e49c67-dbdb-4331-ab87-9b3ab08d2efb;2025-04-09;1900-01-01 14:35:00;NO;RS;;NY;LN;;RL;;MT, LN;;;RS;;;;;RS;;;;;RL;;NY;MT;;;875;875.0
bc3ae3ec-112a-449b-a618-f63b1a7c4860;2025-04-09;1900-01-01 14:37:00;NO;RS;;;LN, NY;;RS;;;LN, MT;;RS;;;;;RS;;;;;RS;;;NY, MT;;;877;877.0
88b2498f-e332-48f5-af79-b6588632940a;2025-04-09;1900-01-01 14:39:00;NO;RS;;;;;RS;;;LN, NR;;GG;LN;;NY;;RS;;;;;GR;NR;;NY;;red;879;879.0
750e67f0-dbfe-401a-85d1-ae9f1089d449;2025-04-09;1900-01-01 14:41:00;Yes;RS;;;;;RS;;;LN, NR;;GG;LN;;NY;;RS;;;;;GR;NR;;NY;;green;881;881.0
39c7bbd4-afaa-42ad-b27b-723afcead3c7;2025-04-09;1900-01-01 14:43:00;Yes;RS;;;;;RS;;;LN, NR;;GG;LN;;NY;;RS;;;;;GR;NR;;NY;;green;883;883.0
f5de395d-66bc-4d48-935e-a0092b85ee3b;2025-04-09;1900-01-01 14:45:00;NO;RS;;;;;RS;;;NR, TK, LN;;GG;LN;;TK, NY;;RL;;LN;NY, NR;;GR;NR;TK;NY;;;885;885.0
