ec5_uuid,condition,date,msm,group,is_all_occasions,trial,phase,first_day,block_ID,Ind1,behaviour,partner,notes,playing,aggression,agg_morn1,play_morn1,agg_morn2,play_morn2,agg_enrich,play_enrich,agg_extra,play_extra
ZMY,Crow,2025-05-05 00:00:00,681.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
VNR,Crow,2025-05-05 00:00:00,682.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F2y,Crow,2025-05-05 00:00:00,683.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lp8,Crow,2025-05-05 00:00:00,684.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4qK,Crow,2025-05-05 00:00:00,685.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
zH3,Crow,2025-05-05 00:00:00,686.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
D9v,Crow,2025-05-05 00:00:00,687.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
b7Q,Crow,2025-05-05 00:00:00,688.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2cX,Crow,2025-05-05 00:00:00,689.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mJ5,Crow,2025-05-05 00:00:00,690.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8R9,Crow,2025-05-05 00:00:00,691.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
k4W,Crow,2025-05-05 00:00:00,692.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
N2z,Crow,2025-05-05 00:00:00,693.0,2,True,6,morn2,False,morn2_2_trial6_sec_cont,ST,PL,SR,biting,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
