ec5_uuid,date,1_TIme,2_NC,4_MZ_Behavior,5_Contact,6_AR,7_3M,8_Occurence,9_Notes,11_SB_Behavior,12_Contact,13_AR,14_3M,15_Occurence,16_Notes,18_GG_Behavior,19_Contact,20_AR,21_3M,22_Occurence,23_Notes,25_MS_Behavior,26_Contact,27_AR,28_3M,29_Occurence,30_Notes,highlight,msm
d691105b-498c-4f81-b86d-d041b996da0e,2025-03-24,1900-01-01 11:02:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RL,,GG,,,,green,662
c62fe8c6-5f80-478e-9504-cedaa80b13db,2025-03-24,1900-01-01 11:04:00,NO,M,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,,664
d53fd2dd-2285-46a5-9988-54f5911cffa7,2025-03-24,1900-01-01 11:06:00,NO,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,red,666
8b8b8be4-2866-49af-8137-38fee411187c,2025-03-24,1900-01-01 11:08:00,Yes,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,668
10ad7549-e731-4a46-9fb7-09fd445727fb,2025-03-24,1900-01-01 11:10:00,Yes,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,670
749a12ac-8425-4c86-85e7-42317c199c19,2025-03-24,1900-01-01 11:12:00,Yes,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,672
88cf0f77-0b1a-4615-b3a2-c27a489de61d,2025-03-24,1900-01-01 11:14:00,Yes,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,674
fe126e12-64d3-48d0-b53c-3c4076fe1cab,2025-03-24,1900-01-01 11:16:00,Yes,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,676
07dc5970-ea60-4c14-ba16-8633869d0274,2025-03-24,1900-01-01 11:18:00,Yes,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,678
dcbd4c10-80ba-4413-82cd-654a4818d9a8,2025-03-24,1900-01-01 11:18:00,Yes,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,678
bfb0f5b9-134f-4415-abc0-50dcc73e2043,2025-03-24,1900-01-01 11:20:00,NO,RS,,,,,,M,,,,,,RL,,,,,,M,,,,,,,680
7c703e74-ec66-451a-a02e-b0a3bfbfc669,2025-03-24,1900-01-01 11:22:00,NO,E,,,,,,PL,,GG,,,,PL,,SB,,,,E,,,,,,,682
f948c7bf-92bc-4c15-a085-e508a873a5e0,2025-03-24,1900-01-01 11:24:00,NO,RS,,,,,,PL,,GG,,,,PL,,,,,,E,,,,,,,684
dc74c47b-fa66-43f5-b2c5-26d219da8125,2025-03-24,1900-01-01 11:26:00,NO,E,,,,,,M,,,,,,M,,,,,,E,,,,,,,686
c4868584-726d-44d6-a661-86e5afa30c90,2025-03-24,1900-01-01 11:28:00,NO,M,,,,,,RS,,,,,,RS,,,MS,,,E,,,GG,,,,688
72434fea-7964-4cef-a189-941eb8d9d7e9,2025-03-24,1900-01-01 11:30:00,NO,RS,,,,,,RS,,,,,,RS,,,MS,,,E,,,GG,,,red,690
acda7762-8e3b-4ff5-a536-144d972674c9,2025-03-24,1900-01-01 11:32:00,Yes,RS,,,,,,RS,,,,,,RS,,,MS,,,E,,,GG,,,green,692
d4c6934c-44d6-41cb-abe1-5217b4a7fdf8,2025-03-24,1900-01-01 11:34:00,Yes,RS,,,,,,RS,,,,,,RS,,,MS,,,E,,,GG,,,green,694
c027adc2-aa72-4c0f-8797-3a7e448d1512,2025-03-24,1900-01-01 11:36:00,Yes,RS,,,,,,RS,,,,,,RS,,,MS,,,E,,,GG,,,green,696
4d53cd3e-6a18-4368-8cbd-0e65c177daf6,2025-03-24,1900-01-01 11:38:00,Yes,RS,,,,,,RS,,,,,,RS,,,MS,,,E,,,GG,,,green,698
9e052028-470f-4544-a4ed-bc0a7a246e9e,2025-03-24,1900-01-01 11:40:00,Yes,RS,,,,,,RS,,,,,,RS,,,MS,,,E,,,GG,,,green,700
25838077-aa10-401f-b87f-20eeedd5c0c5,2025-03-24,1900-01-01 11:42:00,NO,RS,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,red,702
676c1e4a-972c-4c0f-bf21-e1f8c55c246f,2025-03-24,1900-01-01 11:44:00,Yes,RS,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,704
7fca5b3d-97d1-4632-962f-c68f57e9d7c3,2025-03-24,1900-01-01 11:46:00,Yes,RS,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,706
4cff9b8c-0002-4748-8f89-2cf04aa42a2a,2025-03-24,1900-01-01 13:20:00,NO,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,,800
66fd1e5f-9834-4fe3-84ac-cb33a2935bc2,2025-03-24,1900-01-01 13:22:00,NO,M,,,,,,E,,MS,,,,E,,,,,,E,,SB,,,,red,802
caf1d0c9-66eb-47df-bd6f-a0ccd21cd491,2025-03-24,1900-01-01 13:24:00,Yes,M,,,,,,E,,MS,,,,E,,,,,,E,,SB,,,,green,804
7c6095c2-2790-4cae-942c-7a4e8a4caad9,2025-03-24,1900-01-01 13:26:00,NO,M,,,,,,E,,,,,,E,,,MS,,,E,,,GG,,,,806
cfff02bd-bb55-43c9-988b-fb2a846705a5,2025-03-24,1900-01-01 13:28:00,NO,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,red,808
02e97183-c1e4-4bd6-91ce-862c50a8264b,2025-03-24,1900-01-01 13:30:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,810
e2e3d0a3-2b23-4e7a-9224-a7adfbbc26e8,2025-03-24,1900-01-01 13:32:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,812
2f98377f-c926-4aec-813e-e487e50c8359,2025-03-24,1900-01-01 13:34:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,814
536c45cc-dc84-4082-9e74-0bda13270226,2025-03-24,1900-01-01 13:36:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,816
beea5a52-1769-4a4a-bd03-b8e82204a1de,2025-03-24,1900-01-01 13:38:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,818
7dc808da-dc49-47b9-a149-02f0ca585ec8,2025-03-24,1900-01-01 13:40:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,820
e46c17e4-500a-42ad-8002-1a0eb7d2f70a,2025-03-24,1900-01-01 13:42:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,822
a23c1c0a-9058-4071-806c-2e328de0cd77,2025-03-24,1900-01-01 13:44:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,824
f3939676-e975-4265-8805-359e5a34dd6e,2025-03-24,1900-01-01 13:46:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,826
2bd601d9-d2c8-4faa-93be-edc3cebc5246,2025-03-24,1900-01-01 13:48:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,828
918116c7-da26-4814-bc79-76a4eb20fa8a,2025-03-24,1900-01-01 13:50:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,830
e78a6278-35e9-4d0c-b417-2c3d319ceb7c,2025-03-24,1900-01-01 13:52:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,832
af83788f-8505-4611-bfc3-da18a9586c10,2025-03-24,1900-01-01 13:54:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,834
42e16017-76e2-4bba-824c-8b05c7b9a59d,2025-03-24,1900-01-01 13:56:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,836
1bdc34be-507c-4557-9793-75b7f5095aff,2025-03-24,1900-01-01 13:58:00,NO,E,,,GG,,,E,,GG,,,,E,,SB,MZ,,,E,,,,,,red,838
0adbcccc-bcef-4b95-aa7d-d2cee9a80002,2025-03-24,1900-01-01 14:00:00,Yes,E,,,GG,,,E,,GG,,,,E,,SB,MZ,,,E,,,,,,green,840
e84f6398-2a16-4d93-8e19-6ae7a6d203cd,2025-03-24,1900-01-01 14:02:00,Yes,E,,,GG,,,E,,GG,,,,E,,SB,MZ,,,E,,,,,,green,842
2f282923-dbd3-435d-a148-4fef01f0dddd,2025-03-24,1900-01-01 14:04:00,NO,E,,,,,,E,,GG,,,,E,,SB,,,,E,,,,,,red,844
8c3ac1c1-812c-4480-ab17-f169247f0c0a,2025-03-24,1900-01-01 14:06:00,Yes,E,,,,,,E,,GG,,,,E,,SB,,,,E,,,,,,green,846
a10ab018-b778-49cc-bdbc-d672e3eb9f37,2025-03-24,1900-01-01 14:08:00,NO,E,,,MS,,,E,,GG,,,,E,,SB,,,,M,,,MZ,,,,848
5a472080-4310-42e5-b528-1ba5ddaebdcf,2025-03-24,1900-01-01 14:10:00,NO,E,,,,,,E,,GG,,,,E,,SB,MS,,,E,,,GG,,,red,850
97fb316c-7cd3-41e1-ab58-b4576ba757f3,2025-03-24,1900-01-01 14:12:00,Yes,E,,,,,,E,,GG,,,,E,,SB,MS,,,E,,,GG,,,green,852
62bea99b-e74e-4da6-a7c5-9f568c359da0,2025-03-24,1900-01-01 14:14:00,Yes,E,,,,,,E,,GG,,,,E,,SB,MS,,,E,,,GG,,,green,854
e063549f-4ff1-4d40-942c-2fd190c846b0,2025-03-24,1900-01-01 14:16:00,NO,M,,,,,,E,,GG,,,,E,,SB,,,,E,,,,,,,856
894abc9a-8b8e-4753-a908-1bd5b7730f39,2025-03-24,1900-01-01 14:18:00,NO,RS,,,,,,E,,GG,,,,E,,SB,,,,E,,,,,,,858
979d0a1e-0893-4078-8736-57ab3fcb8c3a,2025-03-24,1900-01-01 14:20:00,NO,M,,,,,,RS,,,,,,E,,,,,,E,,,,,,,860
be257f15-ae99-4d15-92b2-aed7bdd5fdee,2025-03-24,1900-01-01 14:22:00,NO,E,,,SB,,,M,,,MZ,,,E,,,,,,E,,,,,,,862
871a70f0-7fcc-4b64-af7b-5e1d89726815,2025-03-24,1900-01-01 14:24:00,NO,M,,,,,,M,,,,,,E,,,,,,E,,,,,,,864
05efe310-33c7-47a6-b71d-849916730ceb,2025-03-24,1900-01-01 14:26:00,NO,M,,,,,,E,,,GG,,,E,,,SB,,,RS,,,,,,,866
a1ce748d-55d1-4b3a-aa56-1d628a2ddc9e,2025-03-24,1900-01-01 14:28:00,NO,RS,,,GG,,,RS,,,,,,E,,,MZ,,,RS,,,,,,red,868
807ca4d3-c868-4044-81cb-73aff6a4fc6d,2025-03-24,1900-01-01 14:30:00,Yes,RS,,,GG,,,RS,,,,,,E,,,MZ,,,RS,,,,,,green,870
8883d057-3387-48a4-b9ad-ff7cd061b5db,2025-03-24,1900-01-01 14:32:00,NO,M,,,"SB, MS",,,M,,,"MZ, MS",,,E,,,,,,M,,,"MZ, SB",,,,872
588bab47-35a1-48f7-a02e-273dd14aac35,2025-03-24,1900-01-01 14:34:00,NO,RS,,,,,,RS,,,GG,,,E,,,SB,,,RS,,,,,,,874
5ab695aa-359d-4add-a6cc-ff5c694d1e19,2025-03-24,1900-01-01 14:36:00,NO,M,,,,,,RS,,,GG,,,E,,,SB,,,RS,,,,,,,876
445b3584-45fc-43f3-ad2e-a260a899188f,2025-03-24,1900-01-01 14:38:00,NO,M,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,,878
394c0a4f-0610-4d9a-a1d0-5024e0a5e6bd,2025-03-24,1900-01-01 14:40:00,NO,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,,880
050cda35-f354-421c-af61-d5329a9438ea,2025-03-24,1900-01-01 14:42:00,NO,RS,,,,,,GR,GG,,,,,GG,SB,,,,,RS,,,,,,,882
cd870d10-f2ca-402c-b679-daca0a8145df,2025-03-24,1900-01-01 14:44:00,NO,RS,,,,,,RS,,GG,,,,RS,,SB,,,,RS,,,,,,red,884
070975e8-e7aa-493d-9622-4352b0a1bfb4,2025-03-24,1900-01-01 14:46:00,Yes,RS,,,,,,RS,,GG,,,,RS,,SB,,,,RS,,,,,,green,886
e4877495-810d-489d-bb3c-9f5bbf0cc391,2025-04-26,1900-01-01 09:32:00,Yes,E,,,,,,E,,"GG, MS",,,,E,,"SB, MS",,,,E,,"SB, GG",,,,green,572
1a6f344b-2d69-4e0e-85ec-3a6f583c9f42,2025-04-26,1900-01-01 09:34:00,NO,E,,,,,,E,,"GG, MS",,,,E,,"SB, MS",,,,E,,"SB, GG",,,,red,574
2e00398c-4081-4ce4-9285-4c47e2a768a1,2025-04-26,1900-01-01 09:36:00,NO,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,red,576
deb32860-9f3e-45f9-b804-08c0bc7192c0,2025-04-26,1900-01-01 09:38:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,578
b7fdd0ef-a6d1-40b7-8f84-0f714912be66,2025-04-26,1900-01-01 09:40:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,580
986ddc35-4687-40df-90e4-e4bc03951e80,2025-04-26,1900-01-01 09:42:00,NO,RS,,,GG,,,E,,,,,,E,,,MZ,,,E,,,,,,,582
e2a671ba-ffdb-48b1-8d87-9b57ed4c398a,2025-04-26,1900-01-01 09:44:00,NO,RS,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,red,584
33eed9ca-069a-4f8d-b69b-84da61964141,2025-04-26,1900-01-01 09:46:00,Yes,RS,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,586
78196548-316c-4862-9bcc-56e1b89dedb2,2025-04-26,1900-01-01 09:48:00,Yes,RS,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,588
cfe4f03e-2589-495b-8cb2-46200517fcc3,2025-04-26,1900-01-01 09:50:00,NO,M,,,,,,E,,,,,,RS,,,,,,RS,,,,,,,590
af4ecc69-50a5-4b4a-b6a8-3bc84ddf8178,2025-04-26,1900-01-01 09:52:00,NO,RS,,,"MS, GG",,,RS,,,,,,RS,,,"MZ, MS",,,RS,,,"MZ, GG",,,,592
01e5d7be-b854-4509-897e-af1a78e1cad0,2025-04-26,1900-01-01 09:54:00,NO,RS,,,,,,RS,,MS,,,,RS,,,,,,RS,,SB,,,,,594
72d483e4-8056-4f1b-88a5-d8675abbb04b,2025-04-26,1900-01-01 09:56:00,NO,RS,,,,,,RS,,"GG, MS",,,,RS,,SB,MS,,,RS,,SB,GG,,,red,596
9c20a1ab-0763-45a9-9714-9c608682005f,2025-04-26,1900-01-01 09:58:00,Yes,RS,,,,,,RS,,"GG, MS",,,,RS,,SB,MS,,,RS,,SB,GG,,,green,598
ec9480d5-aa10-4750-9603-fdfdb893fdeb,2025-04-26,1900-01-01 10:00:00,Yes,RS,,,,,,RS,,"GG, MS",,,,RS,,SB,MS,,,RS,,SB,GG,,,green,600
7d25ecd3-5469-41f7-8803-10a2bfa28491,2025-04-26,1900-01-01 10:02:00,NO,RL,,,,,,E,,"GG, MS",,,,RS,,SB,MS,,,RS,,SB,GG,,,red,602
e1a33406-70f1-4c92-bca0-15ef358d14e0,2025-04-26,1900-01-01 10:04:00,Yes,RL,,,,,,E,,"GG, MS",,,,RS,,SB,MS,,,RS,,SB,GG,,,green,604
c0eef5a8-fc4a-4925-8529-9098c14a11e6,2025-04-26,1900-01-01 10:06:00,NO,RL,,,,,,RS,,,,,,RS,,MS,,,,E,,GG,,,,red,606
2b3199bb-fc26-4d67-8d24-42b9f3f9fc80,2025-04-26,1900-01-01 10:08:00,Yes,RL,,,,,,RS,,,,,,RS,,MS,,,,E,,GG,,,,green,608
20ad736e-2df5-4202-9ede-163802bdb800,2025-04-26,1900-01-01 10:10:00,Yes,RL,,,,,,RS,,,,,,RS,,MS,,,,E,,GG,,,,green,610
cb77c75d-881d-4291-b5b9-7da1bb6bc6f1,2025-04-26,1900-01-01 10:12:00,Yes,RL,,,,,,RS,,,,,,RS,,MS,,,,E,,GG,,,,green,612
c814fe3d-8380-43ba-8236-8b6c52190333,2025-04-26,1900-01-01 10:14:00,NO,RL,,,,,,RS,,GG,MS,,,RS,,"SB, MS",,,,RS,,GG,SB,,,,614
a5beb0b2-eff4-4bb1-b210-231a0b95a2d2,2025-04-26,1900-01-01 10:16:00,NO,RL,,,,,,M,,GG,MS,,,RS,,"SB, MS",,,,RS,,GG,SB,,,,616
eab4c0b7-4182-4305-9499-177543c04fd6,2025-04-26,1900-01-01 10:18:00,NO,RL,,,,,,RS,,"GG, MS",,,,RS,,"MS, SB",,,,RS,,"SB, GG",,,,,618
fe71676e-445e-4e16-bbee-8cb6b9d219d2,2025-04-26,1900-01-01 10:20:00,NO,RL,,,,,,RL,,,,,,RS,,MS,,,,RL,,GG,,,,red,620
3bd73f1e-3134-4388-a6e0-832525fb2abf,2025-04-26,1900-01-01 10:22:00,Yes,RL,,,,,,RL,,,,,,RS,,MS,,,,RL,,GG,,,,green,622
61ccdc09-3fbb-4f9a-b24e-7175cd89fe53,2025-04-26,1900-01-01 10:24:00,NO,RL,,,,,,RL,,,,,,RL,,MS,,,,RL,,GG,,,,red,624
d1c6027d-3036-48a1-bdf4-1d4d94fbfb3d,2025-04-26,1900-01-01 10:26:00,Yes,RL,,,,,,RL,,,,,,RL,,MS,,,,RL,,GG,,,,green,626
c59bdbf6-ad68-4932-8d20-1318d4e292c9,2025-04-26,1900-01-01 10:28:00,NO,RL,,,,,,RL,,,,,,RL,,,MS,,,RS,,,GG,,,,628
250f3605-69f9-4bae-8166-e0ffaee3698d,2025-04-26,1900-01-01 10:30:00,NO,RS,,,,,,RL,,,,,,RL,,MS,,,,RL,,GG,,,,,630
3cd2a7df-7b2f-4011-a33d-f073cb7c9b0c,2025-04-26,1900-01-01 10:46:00,NO,DS,,,,,,RS,,,MS,,,RS,,,,,,RS,,,SB,,,,646
e6c34a83-e146-4cc1-8eda-853d884ec624,2025-04-26,1900-01-01 10:48:00,NO,RS,,,,,,RL,,,,,,PL,MS,,,,,PL,GG,,,,,,648
717b6ba3-645e-460f-a4a8-3a7b0c5af1f2,2025-04-26,1900-01-01 10:50:00,NO,RS,,,,,,RL,,,,,,RS,,,,,,RS,,,,,,red,650
64704f56-91a4-4bd8-96d5-893c8af0dc21,2025-04-26,1900-01-01 10:52:00,Yes,RS,,,,,,RL,,,,,,RS,,,,,,RS,,,,,,green,652
1eb1e6c0-0aff-488f-9e3f-aff4b5b2ea48,2025-04-26,1900-01-01 10:54:00,Yes,RS,,,,,,RL,,,,,,RS,,,,,,RS,,,,,,green,654
abebc90c-02b3-433e-8a1d-a3ee998691ec,2025-04-26,1900-01-01 10:56:00,Yes,RS,,,,,,RL,,,,,,RS,,,,,,RS,,,,,,green,656
cd9825bc-b155-4b2c-8fb2-2e429666aba9,2025-04-26,1900-01-01 10:58:00,NO,RL,,,,,,RL,,,,,,RL,,,,,,RS,,,,,,red,658
0ed1832d-ff77-4d8c-a58f-0de71a625602,2025-04-26,1900-01-01 11:00:00,Yes,RL,,,,,,RL,,,,,,RL,,,,,,RS,,,,,,green,660
ba049045-22ab-4652-814d-541f9f06f72e,2025-04-26,1900-01-01 11:02:00,Yes,RL,,,,,,RL,,,,,,RL,,,,,,RS,,,,,,green,662
8dac92ea-f219-49cd-a83a-1d160f0f2024,2025-04-26,1900-01-01 11:04:00,Yes,RL,,,,,,RL,,,,,,RL,,,,,,RS,,,,,,green,664
fcc1c9d8-591f-412f-bc2f-2416b5751071,2025-04-26,1900-01-01 11:06:00,Yes,RL,,,,,,RL,,,,,,RL,,,,,,RS,,,,,,green,666
2d35be7f-ad6e-4b3d-8a81-2bd0074a6e49,2025-04-26,1900-01-01 11:08:00,NO,RL,,,,,,RL,,,,,,RL,,MS,,,,E,,GG,,,,,668
9a7f848b-f835-4149-856e-31ede4a92570,2025-04-26,1900-01-01 11:10:00,NO,RS,,,,,,RL,,,,,,RL,,MS,,,,RL,,GG,,,,red,670
ba97d134-7fb7-4c1c-a5d9-736d9da75db2,2025-04-26,1900-01-01 11:12:00,Yes,RS,,,,,,RL,,,,,,RL,,MS,,,,RL,,GG,,,,green,672
f9cc3903-afb5-43f4-9ea1-738de7e52ad7,2025-04-26,1900-01-01 11:14:00,Yes,RS,,,,,,RL,,,,,,RL,,MS,,,,RL,,GG,,,,green,674
06081ec6-ae28-41ed-b875-4d1f90ef45ad,2025-04-26,1900-01-01 11:16:00,Yes,RS,,,,,,RL,,,,,,RL,,MS,,,,RL,,GG,,,,green,676
d43fd3fe-bc07-4711-95db-ea59ef43bf60,2025-04-26,1900-01-01 11:18:00,NO,RL,,,,,,RL,,,,,,RL,,MS,,,,RL,,GG,,,,red,678
3f4dd1f6-c7d5-443f-8396-f7cc69f48d36,2025-04-26,1900-01-01 11:20:00,Yes,RL,,,,,,RL,,,,,,RL,,MS,,,,RL,,GG,,,,green,680
7c35e73c-927a-472b-9c83-7fb6d871a155,2025-04-26,1900-01-01 11:22:00,Yes,RL,,,,,,RL,,,,,,RL,,MS,,,,RL,,GG,,,,green,682
81d7f580-e5f5-4bdc-a1ba-e6076cb67c27,2025-04-26,1900-01-01 11:24:00,NO,RL,,,,,,RL,,,,,,RL,,MS,,,,RS,,GG,,,,,684
3b0e63bd-1fe4-4e95-999e-9e34095d3549,2025-04-26,1900-01-01 11:26:00,NO,RL,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,,686
f63c71d5-7210-4dd3-af64-dc53a09731d8,2025-04-26,1900-01-01 11:28:00,NO,RL,,,,,,M,,,,,,RL,,MS,,,,RL,,GG,,,,,688
b6783e48-94b7-402f-b423-5452f6c16bd9,2025-04-26,1900-01-01 11:30:00,NO,RL,,,,,,RS,,,,,,RL,,MS,,,,RL,,GG,,,,,690
79a94252-a710-470f-b8eb-58178a1e987c,2025-04-26,1900-01-01 11:32:00,NO,RS,,,,,,RS,,,,,,RL,,MS,,,,RL,,GG,,,,,692
0d04adff-d92c-4c6c-a973-3c51d1bc2059,2025-04-26,1900-01-01 11:34:00,NO,RS,,,SB,,,RS,,,MZ,,,RS,,,,,,RS,,,,,,red,694
a7fe7097-2bf5-4420-89fd-510a955a4118,2025-04-26,1900-01-01 11:36:00,Yes,RS,,,SB,,,RS,,,MZ,,,RS,,,,,,RS,,,,,,green,696
3d0cb8f5-57b9-4cd2-aef7-4f86b13d95c2,2025-04-26,1900-01-01 11:38:00,NO,RS,,,,,,RS,,,MS,,,RS,,,,,,RS,,,SB,,,,698
7ded9e5a-b68a-4649-87bc-32a078b57cfb,2025-04-26,1900-01-01 11:40:00,NO,RS,,,,,,PL,,GG,,,,PL,,SB,,,,RS,,,,,,,700
5750a994-1df4-42d6-838b-8c0c108b23b3,2025-04-26,1900-01-01 11:42:00,NO,RS,,,MS,,,PL,,GG,,,,PL,,SB,,,,RS,,,MZ,,,,702
ad2a02d9-f72c-495f-ab61-b2a76f864ba4,2025-04-26,1900-01-01 11:44:00,NO,RS,,,,,,PL,,GG,,,,PL,,SB,,,,RS,,,,,,,704
552d9479-09a5-4a80-af3c-74273d8333c9,2025-04-26,1900-01-01 13:16:00,NO,E,,MS,,,,E,,,,,,E,,,,,,E,,MZ,,,,red,796
9cb76e84-b623-430e-a996-85ea106132d0,2025-04-26,1900-01-01 13:18:00,Yes,E,,MS,,,,E,,,,,,E,,,,,,E,,MZ,,,,green,798
75095599-9c23-4433-9d8f-341ef18c3291,2025-04-26,1900-01-01 13:20:00,Yes,E,,MS,,,,E,,,,,,E,,,,,,E,,MZ,,,,green,800
9c315993-54c7-45bc-a34d-c2a3408a5bcb,2025-04-26,1900-01-01 13:22:00,Yes,E,,MS,,,,E,,,,,,E,,,,,,E,,MZ,,,,green,802
0f82725c-8439-4620-8ee3-33d771d59627,2025-04-26,1900-01-01 13:24:00,Yes,E,,MS,,,,E,,,,,,E,,,,,,E,,MZ,,,,green,804
2f26b032-6a92-4b49-8e2b-2992e1f6a953,2025-04-26,1900-01-01 13:26:00,Yes,E,,MS,,,,E,,,,,,E,,,,,,E,,MZ,,,,green,806
6b5f52b4-725f-491b-b54d-0fcba84e5419,2025-04-26,1900-01-01 13:28:00,Yes,E,,MS,,,,E,,,,,,E,,,,,,E,,MZ,,,,green,808
990f44f6-590b-49bb-9530-64ea4e634fca,2025-04-26,1900-01-01 13:30:00,NO,M,,,"MS, SB",,,E,,,MZ,,,E,,,,,,E,,,MZ,,,,810
f317e393-530b-4f37-a3b8-71ced6993128,2025-04-26,1900-01-01 13:32:00,NO,E,,MS,,,,E,,,,,,E,,,,,,E,,MZ,,,,,812
462e3a10-90e3-40f6-b537-3d917195a16c,2025-04-26,1900-01-01 13:34:00,NO,E,,MS,,,,E,,GG,,,,E,,SB,,,,E,,MZ,,,,red,814
46bc9bbd-7c4e-4c3b-a7cb-073fe18f119f,2025-04-26,1900-01-01 13:36:00,Yes,E,,MS,,,,E,,GG,,,,E,,SB,,,,E,,MZ,,,,green,816
966d6642-f7ee-4e16-aca6-6b2740c71f96,2025-04-26,1900-01-01 13:38:00,NO,E,,MS,GG,,,E,,,,,,E,,MS,MZ,,,E,,"MZ, GG",,,,red,818
3b2cad63-8338-4f61-927b-8545025bbdb8,2025-04-26,1900-01-01 13:40:00,Yes,E,,MS,GG,,,E,,,,,,E,,MS,MZ,,,E,,"MZ, GG",,,,green,820
754f4aa0-9282-4eea-958a-6540cae9e414,2025-04-26,1900-01-01 13:42:00,NO,RS,,,"GG, SB, MS",,,E,,MS,"MZ, GG",,,E,,,"MS, MZ, SB",,,E,,SB,"GG, MZ",,,,822
176ff5cc-d5f3-4507-8cd2-eadb80595e6f,2025-04-26,1900-01-01 13:44:00,NO,E,,,,,,E,,,"MS, GG",,,E,,"SB, MS",,,,E,,"GG, SB",,,,,824
645ce240-05ab-4323-87f8-0ccd6301a7a6,2025-04-26,1900-01-01 13:46:00,NO,E,,,"SB, MS",,,E,,,"MZ, GG",,,E,,,SB,,,E,,,MZ,,,,826
bf19b56a-9cc4-4a3d-8082-782f2b3b6079,2025-04-26,1900-01-01 13:48:00,NO,M,,,,,,E,,,GG,,,E,,,SB,,,E,,,,,,,828
faf8110e-60dd-46fc-94fc-c85c9e56a715,2025-04-26,1900-01-01 13:50:00,NO,E,,MS,,,,E,,,,,,E,,,,,,E,,,MZ,,,,830
1a58abf5-4cfc-42c6-a9f7-8308751c8be1,2025-04-26,1900-01-01 13:52:00,NO,M,,,,,,M,,,,,,M,,,,,,M,,,,,,,832
584c6bfc-4f3a-49a7-9369-2e2be3252289,2025-04-26,1900-01-01 13:54:00,NO,E,,,,,,RS,,,,,,E,,,,,,RS,,,,,,,834
f5067f86-1278-4cb2-9faa-bec1b3874aff,2025-04-26,1900-01-01 13:56:00,NO,RL,,,,,,RS,,,,,,E,,,,,,RS,,,,,,,836
527c96d3-b902-4863-881d-4c4cd0f15901,2025-04-26,1900-01-01 13:58:00,NO,E,,,,,,E,,,,,,E,,,,,,RS,,,,,,red,838
b4b6dfa3-f59a-4647-b2f4-4188fef6c518,2025-04-26,1900-01-01 14:00:00,Yes,E,,,,,,E,,,,,,E,,,,,,RS,,,,,,green,840
1ad9decc-0236-4634-ba0f-fcc710376f40,2025-04-26,1900-01-01 14:02:00,Yes,E,,,,,,E,,,,,,E,,,,,,RS,,,,,,green,842
aafec0da-78ee-412a-803a-69bcb390095e,2025-04-26,1900-01-01 14:04:00,NO,E,,,,,,E,,,,,,E,,,MS,,,E,,,GG,,,red,844
