ec5_uuid;date;1_TIme;2_NC;4_MZ_Behavior;5_Contact;6_AR;7_3M;8_Occurence;9_Notes;11_SB_Behavior;12_Contact;13_AR;14_3M;15_Occurence;16_Notes;18_GG_Behavior;19_Contact;20_AR;21_3M;22_Occurence;23_Notes;25_TN_Behavior;26_Contact;27_AR;28_3M;29_Occurence;30_Notes;32_SR_Behavior;33_Contact;34_AR;35_3M;36_Occurence;37_Notes;highlight;msm;corrected_msm
e3b6d2a0-aa0e-4b82-b1d3-0598182ecd4d;2025-03-11;1900-01-01 10:37:00;Yes;AG;;;SB, TN;;;AG;;;MZ, TN;;;;;;;;;AG;;;MZ, SB;;;;;;;;;green;637;
3938ecfa-b67c-4259-9f92-2a92e4df70bf;2025-03-11;1900-01-01 10:46:00;NO;RS;;;SB, TN;;;RS;;;TN, MZ;;;;;;;;;AG;;;MZ, SB;;;;;;;;;;646;645.0
445ed74c-1888-4256-93cd-1235cd0f6919;2025-03-11;1900-01-01 10:47:00;NO;RS;;;TN, SB;;;RS;;;MZ;;;;;;;;;RS;;;MZ;;;;;;;;;;647;647.0
500d0d5a-5938-401f-be3a-9231377fb6d5;2025-03-11;1900-01-01 10:49:00;NO;M;;;TN;;;RS;;;TN;;;;;;;;;RS;;;MZ, SB;;;;;;;;;;649;649.0
3068a550-e1fb-4b2a-a07e-b46250681dd8;2025-03-11;1900-01-01 10:51:00;NO;M;;;;;;RS;;;TN;;;;;;;;;RS;;;SB;;;;;;;;;;651;651.0
dd99b8a0-0f79-4194-a6a1-ec8e1303a316;2025-03-11;1900-01-01 10:53:00;NO;GG;SB;;TN;;;GR;MZ;;TN;;;;;;;;;RS;;;MZ, SB;;;;;;;;;red;653;653.0
059d8070-2ac8-41dd-8367-806d965c9e3c;2025-03-11;1900-01-01 10:55:00;Yes;GG;SB;;TN;;;GR;MZ;;TN;;;;;;;;;RS;;;MZ, SB;;;;;;;;;green;655;655.0
dd62ea1c-e784-48a2-9dd7-67506bede442;2025-03-11;1900-01-01 10:57:00;NO;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;red;657;657.0
b985041a-cb9d-4d46-8e76-70567cdc2fb1;2025-03-11;1900-01-01 10:59:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;659;659.0
1fe364ae-fd3d-4a41-a286-f6cc91cc14f1;2025-03-11;1900-01-01 11:01:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;661;661.0
a5dcb301-580a-4555-8611-58b228f0f78d;2025-03-11;1900-01-01 11:03:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;663;663.0
85b87087-0075-4ef0-a705-35e6faf9f4b7;2025-03-11;1900-01-01 11:05:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;665;665.0
ed85c8e0-41e4-46bd-8f55-2e8d3d2dd6b1;2025-03-11;1900-01-01 11:07:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;667;667.0
89567ac0-7869-498f-b00a-c87b080178a5;2025-03-11;1900-01-01 11:09:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;669;669.0
6aee2053-a3b7-4e70-871c-982763925520;2025-03-11;1900-01-01 11:11:00;NO;M;;;SB, TN;;;RS;;;MZ;;;;;;;;;RS;;;MZ;;;;;;;;;;671;671.0
30d9620d-d01a-45e4-b37c-d9d746a57744;2025-03-11;1900-01-01 11:13:00;NO;GG;SB;;;;;GR;MZ;;;;;;;;;;;RS;;;;;;;;;;;;red;673;673.0
62a8cbc6-5bd1-40ee-987f-ce10ef4908b0;2025-03-11;1900-01-01 11:15:00;Yes;GG;SB;;;;;GR;MZ;;;;;;;;;;;RS;;;;;;;;;;;;green;675;675.0
f7bb4e91-af82-49f0-bd43-9215f4cb92b0;2025-03-11;1900-01-01 11:17:00;NO;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;red;677;677.0
5486c476-7b8d-42f3-83e7-50264eb35598;2025-03-11;1900-01-01 11:19:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;679;679.0
2f6fa9fc-ca5c-430d-a9c0-644397047c60;2025-03-11;1900-01-01 11:21:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;681;681.0
766b6a6b-ffe8-4675-83cf-2a6598c93544;2025-03-11;1900-01-01 11:23:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;683;683.0
bd10012f-7b5d-4079-9a7b-51297e9a08f3;2025-03-11;1900-01-01 11:26:00;NO;GG;SB;;;;;GR;MZ;;;;;;;;;;;E;;;;;;;;;;;;red;686;685.0
d9be9379-afea-4cc8-b07d-57c07a51fbee;2025-03-11;1900-01-01 11:27:00;Yes;GG;SB;;;;;GR;MZ;;;;;;;;;;;E;;;;;;;;;;;;green;687;687.0
8997fe6c-0997-42be-9be8-08884ae7b546;2025-03-11;1900-01-01 11:29:00;Yes;GG;SB;;;;;GR;MZ;;;;;;;;;;;E;;;;;;;;;;;;green;689;689.0
8cbcd174-88c7-4b7d-8b5b-50ec119937cc;2025-03-11;1900-01-01 11:31:00;NO;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;;691;691.0
716ef249-5cc6-4c1e-99f6-55e954b5a10b;2025-03-11;1900-01-01 11:33:00;NO;GG;SB;;;;;GR;MZ;;;;;;;;;;;RS;;;;;;;;;;;;;693;693.0
d6532f61-073b-47fc-b0b4-3b587ecbbede;2025-03-11;1900-01-01 11:35:00;NO;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;red;695;695.0
b745994a-3839-46e0-ac63-2262951e22d0;2025-03-11;1900-01-01 11:37:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;697;697.0
07a9ce3c-3cc8-44ea-9c0b-20a71bd86f68;2025-03-11;1900-01-01 11:39:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;699;699.0
22f1b610-012d-4d1f-b992-6df257135c7d;2025-03-11;1900-01-01 11:41:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;701;701.0
cd4e838c-bd70-480e-bc32-c915e0bb0e89;2025-03-11;1900-01-01 11:43:00;Yes;RS;;;;;;RS;;;;;;;;;;;;RS;;;;;;;;;;;;green;703;703.0
253a81dd-bc05-4d3c-997d-d126d8499e0e;2025-03-11;1900-01-01 11:45:00;NO;RS;;;SB;;;GM;;;MZ;;;;;;;;;RS;;;;;;;;;;;;;705;705.0
7e349cf6-7643-4820-bde9-28a0477d2853;2025-03-11;1900-01-01 13:19:00;NO;M;;;;;;E;;;SR;;;;;;;;;;;;;;;;;;;;;;799;799.0
9f299738-3689-43c1-886d-1377a1f1ff88;2025-03-11;1900-01-01 13:21:00;NO;E;;;SB, SR;;;E;;SR;MZ;;;;;;;;;;;;;;;;;;;;;red;801;801.0
ce58680c-23d1-45a3-87ac-f1b11b940c30;2025-03-11;1900-01-01 13:23:00;Yes;E;;;SB, SR;;;E;;SR;MZ;;;;;;;;;;;;;;;;;;;;;green;803;803.0
302743ff-605c-4f60-9489-45c6f8be16f8;2025-03-11;1900-01-01 13:25:00;Yes;E;;;SB, SR;;;E;;SR;MZ;;;;;;;;;;;;;;;;;;;;;green;805;805.0
738d1369-7569-4e1b-b1a3-b8387753738a;2025-03-11;1900-01-01 13:27:00;Yes;E;;;SB, SR;;;E;;SR;MZ;;;;;;;;;;;;;;;;;;;;;green;807;807.0
f3419e56-d668-4568-b235-b9415573fd77;2025-03-11;1900-01-01 13:29:00;Yes;E;;;SB, SR;;;E;;SR;MZ;;;;;;;;;;;;;;;;;;;;;green;809;809.0
79615782-3a37-4ece-b402-a64bcd1834af;2025-03-11;1900-01-01 13:31:00;NO;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;red;811;811.0
a25aad44-e049-4a75-bd79-2d70c48b753d;2025-03-11;1900-01-01 13:33:00;Yes;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;green;813;813.0
8e4052d3-6cf9-4347-ac57-5b39b2eb0921;2025-03-11;1900-01-01 13:35:00;Yes;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;green;815;815.0
303283d5-a73a-473e-af71-ce03a774083c;2025-03-11;1900-01-01 13:37:00;Yes;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;green;817;817.0
7ad06254-afb4-492d-a8c0-0970da6d2ca2;2025-03-11;1900-01-01 13:39:00;Yes;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;green;819;819.0
71112b23-c08a-45e6-a016-b6b59b7eeddf;2025-03-11;1900-01-01 13:41:00;Yes;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;green;821;821.0
fc372d57-f268-4fdd-8e67-6110abee958f;2025-03-11;1900-01-01 13:43:00;Yes;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;green;823;823.0
6841d265-16e3-42cc-aee7-ccc4e706aa9f;2025-03-11;1900-01-01 13:45:00;Yes;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;green;825;825.0
40e25fca-7351-48b1-91d4-c3f1a5f0c0f2;2025-03-11;1900-01-01 13:47:00;Yes;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;green;827;827.0
ff637cce-f7e3-4639-a8f8-c366b0a485f4;2025-03-11;1900-01-01 13:49:00;Yes;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;green;829;829.0
60616b17-a0e1-43fd-bbd1-4ba0a49193c6;2025-03-11;1900-01-01 13:51:00;Yes;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;green;831;831.0
b69cce91-e0a8-44f7-b091-ce364910d475;2025-03-11;1900-01-01 13:53:00;Yes;E;;SR, SB;;;;E;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;green;833;833.0
0097f953-d9f0-4ba2-965e-23e0488a75ee;2025-03-11;1900-01-01 13:55:00;NO;M;;;SR, SB;;;M;;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;835;835.0
8c2d0cc3-2385-459d-88de-b3af1967bfc7;2025-03-11;1900-01-01 13:57:00;NO;RS;;;;;;RS;;;;;;;;;;;;;;;;;;;;;;;;red;837;837.0
c95b63a3-e843-4087-920e-d343f831f2ba;2025-03-11;1900-01-01 13:59:00;Yes;RS;;;;;;RS;;;;;;;;;;;;;;;;;;;;;;;;green;839;839.0
152a1abf-1aa2-4575-8222-b725713c59ca;2025-03-11;1900-01-01 14:01:00;Yes;RS;;;;;;RS;;;;;;;;;;;;;;;;;;;;;;;;green;841;841.0
f0d2a312-e955-44b6-9eb3-a3279b475e35;2025-03-11;1900-01-01 14:03:00;Yes;RS;;;;;;RS;;;;;;;;;;;;;;;;;;;;;;;;green;843;843.0
1c862c34-5248-4238-a533-7006af082e7f;2025-03-11;1900-01-01 14:05:00;Yes;RS;;;;;;RS;;;;;;;;;;;;;;;;;;;;;;;;green;845;845.0
df986980-b6c6-48f5-842b-27b4c015306e;2025-03-11;1900-01-01 14:07:00;Yes;RS;;;;;;RS;;;;;;;;;;;;;;;;;;;;;;;;green;847;847.0
6fc2a1d7-76f5-4287-a16f-132c00e70a1c;2025-03-11;1900-01-01 14:09:00;Yes;RS;;;;;;RS;;;;;;;;;;;;;;;;;;;;;;;;green;849;849.0
80947ebf-8b59-40c3-b1e7-21692c67e285;2025-03-11;1900-01-01 14:11:00;NO;RS;;;;;;E;;;;;;;;;;;;;;;;;;;;;;;;;851;851.0
530dc05e-d663-4d13-bd27-af6a90703b2b;2025-03-11;1900-01-01 14:13:00;NO;RS;;;;;;E;;;;;;;;;;;;;;;;;;;;;;;;;853;853.0
938e5102-a122-42c8-9044-554d3dd1c7c5;2025-03-11;1900-01-01 14:15:00;NO;RS;;;;;;E;;;;;;;;;;;;;;;;;;;;;;;;red;855;855.0
489335dd-60b9-46c1-bed8-0a66a330b2e8;2025-03-11;1900-01-01 14:17:00;Yes;RS;;;;;;E;;;;;;;;;;;;;;;;;;;;;;;;green;857;857.0
fe1fd946-70fc-4c7c-95eb-ebd582a3faeb;2025-03-11;1900-01-01 14:19:00;Yes;RS;;;;;;E;;;;;;;;;;;;;;;;;;;;;;;;green;859;859.0
b42bf5aa-95d1-463c-935b-861061b7c334;2025-03-11;1900-01-01 14:21:00;Yes;RS;;;;;;E;;;;;;;;;;;;;;;;;;;;;;;;green;861;861.0
a62923eb-080e-4b01-99ce-e48a02a27a9f;2025-03-11;1900-01-01 14:23:00;Yes;RS;;;;;;E;;;;;;;;;;;;;;;;;;;;;;;;green;863;863.0
e0cb0bcc-7383-4d28-9a08-e9c5db99895f;2025-03-11;1900-01-01 14:25:00;Yes;RS;;;;;;E;;;;;;;;;;;;;;;;;;;;;;;;green;865;865.0
cc52a4c3-d5b0-407f-9ffd-bbc29490ebfc;2025-03-11;1900-01-01 14:27:00;Yes;RS;;;;;;E;;;;;;;;;;;;;;;;;;;;;;;;green;867;867.0
867edb83-f4dc-4088-8509-16bf71aafa5e;2025-03-11;1900-01-01 14:29:00;NO;RS;;;;;;RS;;;SR;;;;;;;;;;;;;;;;;;;;;;869;869.0
4216130f-4c98-4db7-99d5-d41db05e3bcc;2025-03-11;1900-01-01 14:31:00;NO;GG;SB;;SR;;;GR;MZ;;SR;;;;;;;;;;;;;;;;;;;;;red;871;871.0
b4a80f5f-c32a-4420-aa1c-affcb28d277c;2025-03-11;1900-01-01 14:33:00;Yes;GG;SB;;SR;;;GR;MZ;;SR;;;;;;;;;;;;;;;;;;;;;green;873;873.0
12249ba6-2c44-4315-a999-ad63322e07b5;2025-03-11;1900-01-01 14:35:00;Yes;GG;SB;;SR;;;GR;MZ;;SR;;;;;;;;;;;;;;;;;;;;;green;875;875.0
928cdbf5-6bda-4e77-b7e1-50acc9f4971c;2025-03-11;1900-01-01 14:37:00;NO;E;;SR;SB;;;RS;;;SR, MZ;;;;;;;;;;;;;;;;;;;;;;877;877.0
5b82b625-6e29-4ed0-81d2-eff89706826b;2025-03-11;1900-01-01 14:39:00;NO;M;;;;;;RS;;;;;;;;;;;;;;;;;;;;;;;;;879;879.0
95a16c39-80b2-4681-97c5-fa867a66c794;2025-03-11;1900-01-01 14:41:00;NO;RS;;;;;;RS;;;SR;;;;;;;;;;;;;;;;;;;;;;881;881.0
7b9c152e-5cec-44b7-9da4-7d0bd3d7620a;2025-03-11;1900-01-01 14:43:00;NO;RS;;;;;;RS;;;SR;;;;;;;;;;;;;;;;;;;;;red;883;883.0
f3d12d0b-dd66-4d54-b5c3-78a327c35220;2025-03-11;1900-01-01 14:45:00;NO;RS;;;;;;RS;;;SR;;;;;;;;;;;;;;;;;;;;;green;885;885.0
