ec5_uuid;created_at;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight
18473537-b62f-499b-b60b-89ab387ad937;2025-03-23T05:19:46.000Z;14:19;NO;RS;;;TK, TN;;RS;;;;;M;;;;;RL;;;TN, ST;;E;;;ST, TK;;
6c50f016-53a0-4b6c-87c9-6fbf4f864acc;2025-03-23T05:21:35.000Z;14:21;NO;RS;;;TN, TK;;RS;;;;;RS;;;;;RL;;;TN, ST;;E;;;TK, ST;;red
ae043234-f29e-4b93-94a6-3fd41e2f4e4d;2025-03-23T05:23:17.000Z;14:23;Yes;RS;;;TN, TK;;RS;;;;;RS;;;;;RL;;;TN, ST;;E;;;TK, ST;;green
69a1ecb7-a8f4-43fb-afc6-5f1aed69b32d;2025-03-23T05:25:57.000Z;14:25;NO;M;;;;;M;;;SR;;M;;;NY;;RL;;;TN;;RS;;;TK;;
7abdc8ac-63e0-4b3e-b969-28cdde9eeb93;2025-03-23T05:27:52.000Z;14:27;NO;M;;SR;;;RS;;;;;M;;ST;;;RL;;;TN;;RS;;;TK;;red
4d0d75b2-4f6d-448b-a336-1a9f4b37bfc3;2025-03-23T05:29:23.000Z;14:29;Yes;M;;SR;;;RS;;;;;M;;ST;;;RL;;;TN;;RS;;;TK;;green
d2c5587d-0616-4bd9-9512-703879616ad5;2025-03-23T05:31:49.000Z;14:31;NO;M;;SR;TK, TN;;RS;;;;;M;;ST;TK, TN;;RL;;;TN, ST, SR;;RS;;;TK, ST, SR;;
beb3eda2-7386-4bf2-afc4-027ff7ca4238;2025-03-23T05:33:58.000Z;14:33;NO;GM;SR;;TK, NY, TN;;M;;;SR, TK, ST, TN;;GM;ST;;TK, TN, NY;;RL;;;NY, ST, TN, SR;;RS;;;NY, TK, ST, SR;;
91b0bedc-4278-410d-9b15-17d999f05680;2025-03-23T05:35:38.000Z;14:35;NO;M;;SR;TK;;RS;;;;;M;;ST;TK;;RS;;;ST, SR;;RS;;;;;
f4152ec9-3fbc-4221-8a0a-fd48b22d62fc;2025-03-23T05:38:47.000Z;14:37;NO;M;;SR, TK, TN;;;M;;;SR, TK, ST, TN;;M;;ST, TK;TN, NY;;M;;ST, SR;TN, NY;;M;;TK, ST;NY, ST, SR;;
d47b9dbf-23ca-4c53-ab79-541331267594;2025-03-23T05:40:34.000Z;14:39;NO;RS;SR;TN;TK;;RS;;;;;PL;TN, ST;;TK;;RS;;;TN, SR, ST;;PL;SR, ST;;TK;;
94cc909d-c234-448e-a227-c1e08f3b492b;2025-03-23T05:42:04.000Z;14:41;NO;RS;;;;;RS;;TK;;;M;;TN;;;RS;;NY;;;M;;SR;;;red
5a214742-9313-431c-ab49-861d9366254f;2025-03-23T05:44:14.000Z;14:44;Yes;RS;;;;;RS;;TK;;;M;;TN;;;RS;;NY;;;M;;SR;;;green
e81c1b99-9d21-4dbf-945a-a976f1aad242;2025-03-23T05:45:44.000Z;14:45;NO;RS;;SR;;;RS;;;TK;;RS;;ST;;;RS;;;NY;;RS;;;;;
ccf75431-b5a1-41a2-ab73-5358d0dafb49;2025-03-24T00:33:09.000Z;09:32;NO;E;;;;;M;;;;;RS;;;;;RS;;;;;E;;;;;
635d5fce-1610-43c4-846f-5add000eadb6;2025-03-24T00:34:59.000Z;09:34;NO;E;;;;;E;;TK;;;RS;;;;;RS;;NY;;;M;;;;;
72484e8e-30c6-413f-8c28-93bfdd333bae;2025-03-24T00:37:03.000Z;09:36;NO;E;;;;;M;;;;;RS;;;;;RS;;;;;E;;;;;
98673e2c-280e-4f2c-bf9e-d435411f41ae;2025-03-24T00:39:09.000Z;09:38;NO;M;;SR;;;E;;;;;M;;ST;;;RS;;;;;E;;;;;
f4c22fae-b125-4e0f-be03-77e20fa6f32c;2025-03-24T00:41:04.000Z;09:40;NO;E;;;;;E;;;;;M;;;;;RS;;;;;E;;;;;
ace31b45-b8be-41d3-9a80-285129fb792a;2025-03-24T00:43:13.000Z;09:42;NO;E;TN;;SR;;E;;;;;RS;;;ST;;RS;;;;;E;;;;;
32c7b8c8-dbb6-47b3-bfac-50501c3811b4;2025-03-24T00:45:10.000Z;09:44;NO;E;;SR;;;E;;;;;RS;;ST;;;RS;;;;;E;;;;;
a8dda896-d7dd-4ef7-aa3c-6792ab294402;2025-03-24T00:47:01.000Z;09:46;NO;E;;;;;E;;;;;RS;;;;;RS;;;;;M;;;;;
fd391cfd-2591-4c57-bdf3-63be7a0f6ba9;2025-03-24T00:49:23.000Z;09:48;NO;E;;;SR;;E;;;;;RS;;;ST;;RS;;;;;M;;;;;
